chr	start	end	cereb_average	all_brain_average	other_brain_avg	pref_average	leuk_average	white_matter	dist_to_other	dist_to_all_brain	chr	start	end	als.1.meth	als.1.unmeth	als.2.meth	als.2.unmeth	als.3.meth	als.3.unmeth	als.4.meth	als.4.unmeth	ctrl.1.meth	ctrl.1.unmeth	ctrl.2.meth	ctrl.2.unmeth	ctrl.3.meth	ctrl.3.unmeth	ctrl.4.meth	ctrl.4.unmeth
chr21	34350577	34350878	0.848533333	0.4309775	0.807793671	0.4466	0.9602	0.270031579	0.537762092	0.160945921	chr21	34350682	34350683	5	1	6	1	7	1	5	2	5	4	10	3	6	4	NA	NA
chr21	34350577	34350878	0.848533333	0.4309775	0.807793671	0.4466	0.9602	0.270031579	0.537762092	0.160945921	chr21	34350683	34350684	7	0	6	2	17	0	9	3	5	2	11	3	NA	NA	10	1
chr21	34350725	34351026	0.864066667	0.4598075	0.844373418	0.4902	0.959825	0.301784211	0.542589207	0.158023289	chr21	34350915	34350916	5	2	11	0	9	1	9	0	10	0	9	1	12	1	7	0
chr21	34350725	34351026	0.864066667	0.4598075	0.844373418	0.4902	0.959825	0.301784211	0.542589207	0.158023289	chr21	34350916	34350917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	0	NA	NA
chr21	34350725	34351026	0.864066667	0.4598075	0.844373418	0.4902	0.959825	0.301784211	0.542589207	0.158023289	chr21	34350920	34350921	NA	NA	11	0	10	1	10	0	11	0	10	1	13	0	7	0
chr21	34350725	34351026	0.864066667	0.4598075	0.844373418	0.4902	0.959825	0.301784211	0.542589207	0.158023289	chr21	34350921	34350922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	0	NA	NA
chr21	34350725	34351026	0.864066667	0.4598075	0.844373418	0.4902	0.959825	0.301784211	0.542589207	0.158023289	chr21	34350929	34350930	NA	NA	11	0	12	0	9	1	11	0	9	1	11	2	7	0
chr21	34350725	34351026	0.864066667	0.4598075	0.844373418	0.4902	0.959825	0.301784211	0.542589207	0.158023289	chr21	34350930	34350931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	1	NA	NA
chr21	34350998	34351299	0.895316667	0.4542325	0.891383544	0.5404	0.9445	0.249257895	0.64212565	0.204974605	chr21	34351106	34351107	NA	NA	10	2	13	1	7	1	7	0	9	2	9	0	6	0
chr21	34350998	34351299	0.895316667	0.4542325	0.891383544	0.5404	0.9445	0.249257895	0.64212565	0.204974605	chr21	34351107	34351108	NA	NA	NA	NA	7	0	9	1	NA	NA	11	0	NA	NA	NA	NA
chr21	34350998	34351299	0.895316667	0.4542325	0.891383544	0.5404	0.9445	0.249257895	0.64212565	0.204974605	chr21	34351158	34351159	NA	NA	11	0	13	1	5	1	NA	NA	6	0	13	0	6	0
chr21	34350998	34351299	0.895316667	0.4542325	0.891383544	0.5404	0.9445	0.249257895	0.64212565	0.204974605	chr21	34351159	34351160	NA	NA	NA	NA	9	0	11	0	NA	NA	10	0	NA	NA	NA	NA
chr21	34439395	34439696	0.4941	0.4531225	0.858918987	0.49322	0.9186125	0.393736842	0.465182145	0.059385658	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr21	39087249	39087550	0.8196	0.4972825	0.863562025	0.60486	0.9257875	0.320568421	0.542993604	0.176714079	chr21	39087348	39087349	NA	NA	11	0	NA	NA	6	0	NA	NA	6	1	8	1	NA	NA
chr21	39087249	39087550	0.8196	0.4972825	0.863562025	0.60486	0.9257875	0.320568421	0.542993604	0.176714079	chr21	39087395	39087396	NA	NA	12	0	NA	NA	8	0	NA	NA	5	1	6	0	NA	NA
chr21	39087249	39087550	0.8196	0.4972825	0.863562025	0.60486	0.9257875	0.320568421	0.542993604	0.176714079	chr21	39087450	39087451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2	NA	NA
chr21	39087249	39087550	0.8196	0.4972825	0.863562025	0.60486	0.9257875	0.320568421	0.542993604	0.176714079	chr21	39087451	39087452	NA	NA	6	1	NA	NA	8	2	NA	NA	11	0	2	4	NA	NA
chr21	39087249	39087550	0.8196	0.4972825	0.863562025	0.60486	0.9257875	0.320568421	0.542993604	0.176714079	chr21	39087485	39087486	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr21	39087249	39087550	0.8196	0.4972825	0.863562025	0.60486	0.9257875	0.320568421	0.542993604	0.176714079	chr21	39087486	39087487	NA	NA	NA	NA	NA	NA	6	1	NA	NA	6	0	NA	NA	NA	NA
chr21	39087249	39087550	0.8196	0.4972825	0.863562025	0.60486	0.9257875	0.320568421	0.542993604	0.176714079	chr21	39087509	39087510	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr21	39087249	39087550	0.8196	0.4972825	0.863562025	0.60486	0.9257875	0.320568421	0.542993604	0.176714079	chr21	39087510	39087511	NA	NA	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA
chr21	39087249	39087550	0.8196	0.4972825	0.863562025	0.60486	0.9257875	0.320568421	0.542993604	0.176714079	chr21	39087532	39087533	NA	NA	NA	NA	9	0	6	0	NA	NA	NA	NA	6	0	NA	NA
chr21	39087249	39087550	0.8196	0.4972825	0.863562025	0.60486	0.9257875	0.320568421	0.542993604	0.176714079	chr21	39087533	39087534	NA	NA	NA	NA	NA	NA	6	1	NA	NA	NA	NA	NA	NA	NA	NA
chr21	39087249	39087550	0.8196	0.4972825	0.863562025	0.60486	0.9257875	0.320568421	0.542993604	0.176714079	chr21	39087535	39087536	NA	NA	NA	NA	9	0	6	0	NA	NA	NA	NA	6	0	NA	NA
chr21	39087249	39087550	0.8196	0.4972825	0.863562025	0.60486	0.9257875	0.320568421	0.542993604	0.176714079	chr21	39087536	39087537	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr21	39087475	39087776	0.8996	0.45764	0.884391139	0.5148	0.9067875	0.291657895	0.592733245	0.165982105	chr21	39087485	39087486	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr21	39087475	39087776	0.8996	0.45764	0.884391139	0.5148	0.9067875	0.291657895	0.592733245	0.165982105	chr21	39087486	39087487	NA	NA	NA	NA	NA	NA	6	1	NA	NA	6	0	NA	NA	NA	NA
chr21	39087475	39087776	0.8996	0.45764	0.884391139	0.5148	0.9067875	0.291657895	0.592733245	0.165982105	chr21	39087509	39087510	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr21	39087475	39087776	0.8996	0.45764	0.884391139	0.5148	0.9067875	0.291657895	0.592733245	0.165982105	chr21	39087510	39087511	NA	NA	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA
chr21	39087475	39087776	0.8996	0.45764	0.884391139	0.5148	0.9067875	0.291657895	0.592733245	0.165982105	chr21	39087532	39087533	NA	NA	NA	NA	9	0	6	0	NA	NA	NA	NA	6	0	NA	NA
chr21	39087475	39087776	0.8996	0.45764	0.884391139	0.5148	0.9067875	0.291657895	0.592733245	0.165982105	chr21	39087533	39087534	NA	NA	NA	NA	NA	NA	6	1	NA	NA	NA	NA	NA	NA	NA	NA
chr21	39087475	39087776	0.8996	0.45764	0.884391139	0.5148	0.9067875	0.291657895	0.592733245	0.165982105	chr21	39087535	39087536	NA	NA	NA	NA	9	0	6	0	NA	NA	NA	NA	6	0	NA	NA
chr21	39087475	39087776	0.8996	0.45764	0.884391139	0.5148	0.9067875	0.291657895	0.592733245	0.165982105	chr21	39087536	39087537	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr21	39087475	39087776	0.8996	0.45764	0.884391139	0.5148	0.9067875	0.291657895	0.592733245	0.165982105	chr21	39087552	39087553	NA	NA	NA	NA	10	0	7	0	NA	NA	NA	NA	6	0	NA	NA
chr21	39087475	39087776	0.8996	0.45764	0.884391139	0.5148	0.9067875	0.291657895	0.592733245	0.165982105	chr21	39087553	39087554	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr21	39087475	39087776	0.8996	0.45764	0.884391139	0.5148	0.9067875	0.291657895	0.592733245	0.165982105	chr21	39087559	39087560	NA	NA	NA	NA	10	0	6	1	NA	NA	NA	NA	6	0	NA	NA
chr21	39087475	39087776	0.8996	0.45764	0.884391139	0.5148	0.9067875	0.291657895	0.592733245	0.165982105	chr21	39087562	39087563	NA	NA	NA	NA	10	0	8	0	NA	NA	NA	NA	5	1	NA	NA
chr21	39087475	39087776	0.8996	0.45764	0.884391139	0.5148	0.9067875	0.291657895	0.592733245	0.165982105	chr21	39087571	39087572	NA	NA	NA	NA	9	0	8	0	NA	NA	NA	NA	NA	NA	NA	NA
chr21	39087475	39087776	0.8996	0.45764	0.884391139	0.5148	0.9067875	0.291657895	0.592733245	0.165982105	chr21	39087580	39087581	NA	NA	NA	NA	8	1	8	0	NA	NA	NA	NA	NA	NA	NA	NA
chr21	39087475	39087776	0.8996	0.45764	0.884391139	0.5148	0.9067875	0.291657895	0.592733245	0.165982105	chr21	39087621	39087622	NA	NA	6	0	7	2	NA	NA	NA	NA	NA	NA	9	0	NA	NA
chr21	39087475	39087776	0.8996	0.45764	0.884391139	0.5148	0.9067875	0.291657895	0.592733245	0.165982105	chr21	39087622	39087623	NA	NA	NA	NA	9	0	NA	NA	NA	NA	5	1	5	1	NA	NA
chr21	39087475	39087776	0.8996	0.45764	0.884391139	0.5148	0.9067875	0.291657895	0.592733245	0.165982105	chr21	39087626	39087627	NA	NA	5	1	10	0	NA	NA	NA	NA	NA	NA	9	1	NA	NA
chr21	39087475	39087776	0.8996	0.45764	0.884391139	0.5148	0.9067875	0.291657895	0.592733245	0.165982105	chr21	39087627	39087628	NA	NA	NA	NA	9	0	NA	NA	NA	NA	5	1	5	1	NA	NA
chr21	39087475	39087776	0.8996	0.45764	0.884391139	0.5148	0.9067875	0.291657895	0.592733245	0.165982105	chr21	39087634	39087635	NA	NA	6	0	11	0	NA	NA	NA	NA	NA	NA	9	0	NA	NA
chr21	39087475	39087776	0.8996	0.45764	0.884391139	0.5148	0.9067875	0.291657895	0.592733245	0.165982105	chr21	39087635	39087636	NA	NA	NA	NA	11	0	NA	NA	NA	NA	5	1	7	0	NA	NA
chr21	39087475	39087776	0.8996	0.45764	0.884391139	0.5148	0.9067875	0.291657895	0.592733245	0.165982105	chr21	39087773	39087774	5	1	14	2	10	3	11	0	7	0	15	1	6	1	8	0
chr21	39087475	39087776	0.8996	0.45764	0.884391139	0.5148	0.9067875	0.291657895	0.592733245	0.165982105	chr21	39087774	39087775	NA	NA	10	0	9	3	7	1	6	0	NA	NA	8	0	5	1
chr21	40669519	40669820	0.8413	0.4476975	0.860712658	0.47592	0.9408625	0.290421053	0.570291606	0.157276447	chr21	40669619	40669620	NA	NA	9	2	6	3	5	2	7	3	NA	NA	7	1	NA	NA
chr21	40669519	40669820	0.8413	0.4476975	0.860712658	0.47592	0.9408625	0.290421053	0.570291606	0.157276447	chr21	40669671	40669672	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA	6	0	NA	NA
chr21	40669519	40669820	0.8413	0.4476975	0.860712658	0.47592	0.9408625	0.290421053	0.570291606	0.157276447	chr21	40669672	40669673	NA	NA	8	0	13	2	NA	NA	10	1	8	2	8	0	NA	NA
chr21	40669519	40669820	0.8413	0.4476975	0.860712658	0.47592	0.9408625	0.290421053	0.570291606	0.157276447	chr21	40669723	40669724	NA	NA	9	0	NA	NA	5	2	NA	NA	NA	NA	8	1	NA	NA
chr21	40669519	40669820	0.8413	0.4476975	0.860712658	0.47592	0.9408625	0.290421053	0.570291606	0.157276447	chr21	40669724	40669725	NA	NA	15	2	14	0	NA	NA	13	1	12	1	9	0	6	2
chr21	40669519	40669820	0.8413	0.4476975	0.860712658	0.47592	0.9408625	0.290421053	0.570291606	0.157276447	chr21	40669735	40669736	NA	NA	10	0	NA	NA	7	1	6	0	NA	NA	10	0	NA	NA
chr21	40669519	40669820	0.8413	0.4476975	0.860712658	0.47592	0.9408625	0.290421053	0.570291606	0.157276447	chr21	40669736	40669737	NA	NA	19	0	12	2	NA	NA	13	1	11	0	9	0	6	1
chr21	40669519	40669820	0.8413	0.4476975	0.860712658	0.47592	0.9408625	0.290421053	0.570291606	0.157276447	chr21	40669798	40669799	NA	NA	7	1	NA	NA	6	0	6	0	NA	NA	7	1	NA	NA
chr21	40669519	40669820	0.8413	0.4476975	0.860712658	0.47592	0.9408625	0.290421053	0.570291606	0.157276447	chr21	40669799	40669800	NA	NA	17	1	10	3	NA	NA	16	0	13	0	6	2	4	2
chr21	40669519	40669820	0.8413	0.4476975	0.860712658	0.47592	0.9408625	0.290421053	0.570291606	0.157276447	chr21	40669817	40669818	NA	NA	7	2	NA	NA	5	1	6	0	NA	NA	9	0	NA	NA
chr21	40669519	40669820	0.8413	0.4476975	0.860712658	0.47592	0.9408625	0.290421053	0.570291606	0.157276447	chr21	40669818	40669819	NA	NA	17	1	9	0	NA	NA	15	0	11	1	7	0	NA	NA
chr21	43441877	43442178	0.182116667	0.2635375	0.811112658	0.34592	0.9553625	0.221873684	0.589238974	0.041663816	chr21	43441920	43441921	NA	NA	6	1	NA	NA	NA	NA	NA	NA	NA	NA	6	0	NA	NA
chr21	43441877	43442178	0.182116667	0.2635375	0.811112658	0.34592	0.9553625	0.221873684	0.589238974	0.041663816	chr21	43441921	43441922	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr21	43441877	43442178	0.182116667	0.2635375	0.811112658	0.34592	0.9553625	0.221873684	0.589238974	0.041663816	chr21	43441992	43441993	NA	NA	6	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr21	44086979	44087280	0.848833333	0.4555925	0.893234177	0.51378	0.937225	0.276615789	0.616618388	0.178976711	chr21	44087058	44087059	NA	NA	NA	NA	NA	NA	10	0	NA	NA	NA	NA	NA	NA	NA	NA
chr21	44086979	44087280	0.848833333	0.4555925	0.893234177	0.51378	0.937225	0.276615789	0.616618388	0.178976711	chr21	44087082	44087083	NA	NA	NA	NA	NA	NA	15	1	NA	NA	NA	NA	NA	NA	NA	NA
chr21	44086979	44087280	0.848833333	0.4555925	0.893234177	0.51378	0.937225	0.276615789	0.616618388	0.178976711	chr21	44087102	44087103	NA	NA	NA	NA	NA	NA	13	0	NA	NA	NA	NA	NA	NA	NA	NA
chr21	44086979	44087280	0.848833333	0.4555925	0.893234177	0.51378	0.937225	0.276615789	0.616618388	0.178976711	chr21	44087159	44087160	NA	NA	6	1	6	0	8	0	7	1	NA	NA	NA	NA	NA	NA
chr21	44086979	44087280	0.848833333	0.4555925	0.893234177	0.51378	0.937225	0.276615789	0.616618388	0.178976711	chr21	44087170	44087171	NA	NA	9	0	NA	NA	9	0	8	0	NA	NA	NA	NA	NA	NA
chr21	44086979	44087280	0.848833333	0.4555925	0.893234177	0.51378	0.937225	0.276615789	0.616618388	0.178976711	chr21	44087212	44087213	NA	NA	9	0	6	0	5	1	8	0	NA	NA	NA	NA	NA	NA
chr21	44086979	44087280	0.848833333	0.4555925	0.893234177	0.51378	0.937225	0.276615789	0.616618388	0.178976711	chr21	44087224	44087225	NA	NA	7	1	6	0	6	0	6	2	NA	NA	NA	NA	NA	NA
chr21	44086979	44087280	0.848833333	0.4555925	0.893234177	0.51378	0.937225	0.276615789	0.616618388	0.178976711	chr21	44087277	44087278	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr21	45395625	45395926	0.22305	0.32212	0.810177215	0.37794	0.9330125	0.316226316	0.493950899	0.005893684	chr21	45395641	45395642	NA	NA	9	2	14	5	11	3	14	4	8	3	14	1	8	1
chr21	45395625	45395926	0.22305	0.32212	0.810177215	0.37794	0.9330125	0.316226316	0.493950899	0.005893684	chr21	45395642	45395643	4	2	NA	NA	8	3	8	0	16	0	8	6	8	8	5	3
chr21	45395625	45395926	0.22305	0.32212	0.810177215	0.37794	0.9330125	0.316226316	0.493950899	0.005893684	chr21	45395838	45395839	NA	NA	NA	NA	6	1	11	1	9	1	13	2	4	3	5	1
chr21	45395625	45395926	0.22305	0.32212	0.810177215	0.37794	0.9330125	0.316226316	0.493950899	0.005893684	chr21	45395839	45395840	6	0	10	0	13	1	NA	NA	7	2	8	0	6	2	NA	NA
chr21	45395625	45395926	0.22305	0.32212	0.810177215	0.37794	0.9330125	0.316226316	0.493950899	0.005893684	chr21	45395872	45395873	NA	NA	NA	NA	6	0	7	0	NA	NA	11	1	8	0	NA	NA
chr21	45395625	45395926	0.22305	0.32212	0.810177215	0.37794	0.9330125	0.316226316	0.493950899	0.005893684	chr21	45395873	45395874	6	0	8	0	14	0	NA	NA	9	1	6	1	7	0	NA	NA
chr21	45395625	45395926	0.22305	0.32212	0.810177215	0.37794	0.9330125	0.316226316	0.493950899	0.005893684	chr21	45395881	45395882	NA	NA	NA	NA	6	0	7	0	NA	NA	9	0	7	0	NA	NA
chr21	45395625	45395926	0.22305	0.32212	0.810177215	0.37794	0.9330125	0.316226316	0.493950899	0.005893684	chr21	45395882	45395883	7	0	7	0	13	1	NA	NA	10	0	7	0	7	0	NA	NA
chr21	45395625	45395926	0.22305	0.32212	0.810177215	0.37794	0.9330125	0.316226316	0.493950899	0.005893684	chr21	45395894	45395895	NA	NA	NA	NA	6	0	8	1	NA	NA	8	0	6	0	NA	NA
chr21	45395625	45395926	0.22305	0.32212	0.810177215	0.37794	0.9330125	0.316226316	0.493950899	0.005893684	chr21	45395895	45395896	7	0	NA	NA	13	0	NA	NA	6	0	8	1	6	0	NA	NA
chr21	45395625	45395926	0.22305	0.32212	0.810177215	0.37794	0.9330125	0.316226316	0.493950899	0.005893684	chr21	45395916	45395917	NA	NA	NA	NA	5	2	7	3	NA	NA	NA	NA	2	4	NA	NA
chr21	45395625	45395926	0.22305	0.32212	0.810177215	0.37794	0.9330125	0.316226316	0.493950899	0.005893684	chr21	45395917	45395918	NA	NA	NA	NA	13	2	NA	NA	5	1	8	1	6	2	NA	NA
chr21	48024489	48024790	0.854116667	0.3767325	0.834212658	0.39362	0.9570125	0.185031579	0.649181079	0.191700921	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr22	18043244	18043545	0.8113	0.4795775	0.832551899	0.41152	0.9409375	0.428673684	0.403878215	0.050903816	chr22	18043249	18043250	NA	NA	NA	NA	NA	NA	7	0	7	0	12	0	11	0	NA	NA
chr22	18043244	18043545	0.8113	0.4795775	0.832551899	0.41152	0.9409375	0.428673684	0.403878215	0.050903816	chr22	18043250	18043251	NA	NA	9	0	NA	NA	10	0	6	1	10	0	9	0	NA	NA
chr22	18043244	18043545	0.8113	0.4795775	0.832551899	0.41152	0.9409375	0.428673684	0.403878215	0.050903816	chr22	18043312	18043313	NA	NA	9	0	6	0	13	0	12	0	12	0	12	0	NA	NA
chr22	18043244	18043545	0.8113	0.4795775	0.832551899	0.41152	0.9409375	0.428673684	0.403878215	0.050903816	chr22	18043313	18043314	8	0	6	0	NA	NA	6	0	NA	NA	8	0	6	0	NA	NA
chr22	18043244	18043545	0.8113	0.4795775	0.832551899	0.41152	0.9409375	0.428673684	0.403878215	0.050903816	chr22	18043399	18043400	NA	NA	14	0	12	1	7	1	10	0	7	0	11	1	NA	NA
chr22	18043244	18043545	0.8113	0.4795775	0.832551899	0.41152	0.9409375	0.428673684	0.403878215	0.050903816	chr22	18043415	18043416	NA	NA	14	0	14	0	8	0	11	0	8	0	8	2	NA	NA
chr22	18043244	18043545	0.8113	0.4795775	0.832551899	0.41152	0.9409375	0.428673684	0.403878215	0.050903816	chr22	18043462	18043463	NA	NA	15	0	9	2	13	0	8	0	7	0	10	0	NA	NA
chr22	18043244	18043545	0.8113	0.4795775	0.832551899	0.41152	0.9409375	0.428673684	0.403878215	0.050903816	chr22	18043463	18043464	NA	NA	NA	NA	6	0	NA	NA	NA	NA	5	1	NA	NA	NA	NA
chr22	18043244	18043545	0.8113	0.4795775	0.832551899	0.41152	0.9409375	0.428673684	0.403878215	0.050903816	chr22	18043478	18043479	NA	NA	12	1	10	0	17	0	7	1	8	0	10	1	NA	NA
chr22	18043244	18043545	0.8113	0.4795775	0.832551899	0.41152	0.9409375	0.428673684	0.403878215	0.050903816	chr22	18043479	18043480	NA	NA	8	0	6	0	NA	NA	NA	NA	6	0	6	0	NA	NA
chr22	18043244	18043545	0.8113	0.4795775	0.832551899	0.41152	0.9409375	0.428673684	0.403878215	0.050903816	chr22	18043483	18043484	6	0	13	1	10	1	16	0	8	1	6	2	11	1	NA	NA
chr22	18043244	18043545	0.8113	0.4795775	0.832551899	0.41152	0.9409375	0.428673684	0.403878215	0.050903816	chr22	18043484	18043485	NA	NA	7	0	6	0	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr22	18043595	18043896	0.6695	0.366545	0.824592405	0.36922	0.966975	0.2617	0.562892405	0.104845	chr22	18043774	18043775	NA	NA	11	0	7	2	10	1	9	1	7	2	12	3	NA	NA
chr22	18043595	18043896	0.6695	0.366545	0.824592405	0.36922	0.966975	0.2617	0.562892405	0.104845	chr22	18043775	18043776	NA	NA	NA	NA	NA	NA	6	1	NA	NA	5	1	NA	NA	NA	NA
chr22	19003737	19004038	0.20295	0.33349	0.814025316	0.44852	0.923175	0.285573684	0.528451632	0.047916316	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr22	19938831	19939132	0.179583333	0.4555975	0.824913924	0.56556	0.94595	0.452784211	0.372129714	0.002813289	chr22	19938991	19938992	NA	NA	10	2	7	1	NA	NA	NA	NA	8	0	10	1	NA	NA
chr22	19938831	19939132	0.179583333	0.4555975	0.824913924	0.56556	0.94595	0.452784211	0.372129714	0.002813289	chr22	19938992	19938993	NA	NA	8	2	NA	NA	9	0	7	3	7	1	9	2	6	0
chr22	19938831	19939132	0.179583333	0.4555975	0.824913924	0.56556	0.94595	0.452784211	0.372129714	0.002813289	chr22	19939056	19939057	NA	NA	10	0	5	1	7	1	NA	NA	10	0	8	1	NA	NA
chr22	19938831	19939132	0.179583333	0.4555975	0.824913924	0.56556	0.94595	0.452784211	0.372129714	0.002813289	chr22	19939057	19939058	NA	NA	9	1	NA	NA	10	1	5	1	6	0	6	1	NA	NA
chr22	19938831	19939132	0.179583333	0.4555975	0.824913924	0.56556	0.94595	0.452784211	0.372129714	0.002813289	chr22	19939094	19939095	6	0	8	3	9	0	10	0	NA	NA	8	0	13	0	NA	NA
chr22	19938831	19939132	0.179583333	0.4555975	0.824913924	0.56556	0.94595	0.452784211	0.372129714	0.002813289	chr22	19939095	19939096	NA	NA	11	0	NA	NA	11	0	8	0	7	0	8	0	NA	NA
chr22	19938831	19939132	0.179583333	0.4555975	0.824913924	0.56556	0.94595	0.452784211	0.372129714	0.002813289	chr22	19939103	19939104	6	0	8	3	8	2	8	2	NA	NA	5	1	9	1	NA	NA
chr22	19938831	19939132	0.179583333	0.4555975	0.824913924	0.56556	0.94595	0.452784211	0.372129714	0.002813289	chr22	19939104	19939105	NA	NA	12	0	NA	NA	11	0	9	0	5	1	6	1	NA	NA
chr22	19938842	19939143	0.178283333	0.463305	0.827637179	0.57838	0.9412875	0.465236842	0.362400337	-0.001931842	chr22	19938991	19938992	NA	NA	10	2	7	1	NA	NA	NA	NA	8	0	10	1	NA	NA
chr22	19938842	19939143	0.178283333	0.463305	0.827637179	0.57838	0.9412875	0.465236842	0.362400337	-0.001931842	chr22	19938992	19938993	NA	NA	8	2	NA	NA	9	0	7	3	7	1	9	2	6	0
chr22	19938842	19939143	0.178283333	0.463305	0.827637179	0.57838	0.9412875	0.465236842	0.362400337	-0.001931842	chr22	19939056	19939057	NA	NA	10	0	5	1	7	1	NA	NA	10	0	8	1	NA	NA
chr22	19938842	19939143	0.178283333	0.463305	0.827637179	0.57838	0.9412875	0.465236842	0.362400337	-0.001931842	chr22	19939057	19939058	NA	NA	9	1	NA	NA	10	1	5	1	6	0	6	1	NA	NA
chr22	19938842	19939143	0.178283333	0.463305	0.827637179	0.57838	0.9412875	0.465236842	0.362400337	-0.001931842	chr22	19939094	19939095	6	0	8	3	9	0	10	0	NA	NA	8	0	13	0	NA	NA
chr22	19938842	19939143	0.178283333	0.463305	0.827637179	0.57838	0.9412875	0.465236842	0.362400337	-0.001931842	chr22	19939095	19939096	NA	NA	11	0	NA	NA	11	0	8	0	7	0	8	0	NA	NA
chr22	19938842	19939143	0.178283333	0.463305	0.827637179	0.57838	0.9412875	0.465236842	0.362400337	-0.001931842	chr22	19939103	19939104	6	0	8	3	8	2	8	2	NA	NA	5	1	9	1	NA	NA
chr22	19938842	19939143	0.178283333	0.463305	0.827637179	0.57838	0.9412875	0.465236842	0.362400337	-0.001931842	chr22	19939104	19939105	NA	NA	12	0	NA	NA	11	0	9	0	5	1	6	1	NA	NA
chr22	19938842	19939143	0.178283333	0.463305	0.827637179	0.57838	0.9412875	0.465236842	0.362400337	-0.001931842	chr22	19939134	19939135	2	4	5	8	6	7	5	5	3	4	3	7	3	6	NA	NA
chr22	19938842	19939143	0.178283333	0.463305	0.827637179	0.57838	0.9412875	0.465236842	0.362400337	-0.001931842	chr22	19939135	19939136	NA	NA	6	6	NA	NA	2	7	7	3	NA	NA	4	3	NA	NA
chr22	20252467	20252768	0.182133333	0.33011	0.872450633	0.44474	0.915325	0.287389474	0.585061159	0.042720526	chr22	20252473	20252474	NA	NA	NA	NA	7	0	8	0	NA	NA	NA	NA	NA	NA	NA	NA
chr22	20252467	20252768	0.182133333	0.33011	0.872450633	0.44474	0.915325	0.287389474	0.585061159	0.042720526	chr22	20252474	20252475	NA	NA	6	0	7	1	NA	NA	NA	NA	NA	NA	6	1	NA	NA
chr22	20252467	20252768	0.182133333	0.33011	0.872450633	0.44474	0.915325	0.287389474	0.585061159	0.042720526	chr22	20252643	20252644	NA	NA	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA
chr22	20252467	20252768	0.182133333	0.33011	0.872450633	0.44474	0.915325	0.287389474	0.585061159	0.042720526	chr22	20252644	20252645	NA	NA	NA	NA	9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr22	20937552	20937853	0.372166667	0.38724	0.886393671	0.4963	0.9645875	0.300289474	0.586104197	0.086950526	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr22	21126817	21127118	0.804916667	0.48657	0.880889873	0.53054	0.9486875	0.344647368	0.536242505	0.141922632	chr22	21126878	21126879	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr22	21977447	21977748	0.153066667	0.3245975	0.826864557	0.47374	0.9605875	0.242547368	0.584317189	0.082050132	chr22	21977447	21977448	NA	NA	10	4	8	2	0	7	10	0	7	0	NA	NA	NA	NA
chr22	21977447	21977748	0.153066667	0.3245975	0.826864557	0.47374	0.9605875	0.242547368	0.584317189	0.082050132	chr22	21977448	21977449	NA	NA	NA	NA	8	0	0	9	NA	NA	NA	NA	NA	NA	NA	NA
chr22	21977447	21977748	0.153066667	0.3245975	0.826864557	0.47374	0.9605875	0.242547368	0.584317189	0.082050132	chr22	21977477	21977478	NA	NA	7	3	6	2	6	2	11	0	6	2	NA	NA	NA	NA
chr22	21977447	21977748	0.153066667	0.3245975	0.826864557	0.47374	0.9605875	0.242547368	0.584317189	0.082050132	chr22	21977478	21977479	NA	NA	NA	NA	7	1	7	1	NA	NA	NA	NA	NA	NA	NA	NA
