chr	start	end		cereb_average	all_brain_average	other_brain_avg	pref_average	leuk_average	white_matter	chr 	start	end	als.1	als.2	als.3	als.4	ctrl.1	ctrl.2	ctrl.3	ctrl.4
chr14	101003756	101003907		0.798633333	0.492155	0.906055696	0.46902	0.934925	0.400052632	chr14	101003879	101003880	71.42857143	93.75	84	NA	92.85714286	100	100	100
chr17	77924296	77924447		0.827433333	0.50945	0.923519231	0.67002	0.9695125	0.2682	chr17	77924318	77924319	NA	40	71.42857143	NA	66.66666667	NA	NA	NA
chr17	77924296	77924447		0.827433333	0.50945	0.923519231	0.67002	0.9695125	0.2682	chr17	77924346	77924347	100	86.66666667	100	NA	81.81818182	85.71428571	80	NA
chr1	204339411	204339562		0.867266667	0.4538125	0.867965823	0.48432	0.933725	0.278215789	.	-1	-1	.	.	.	.	.	.	.	.
chr16	2177080	2177231		0.2864	0.44139	0.855588608	0.49622	0.953075	0.446521053	chr16	2177107	2177108	NA	NA	NA	100	NA	NA	NA	NA
chr16	2177080	2177231		0.2864	0.44139	0.855588608	0.49622	0.953075	0.446521053	chr16	2177206	2177207	NA	NA	NA	100	NA	NA	NA	NA
chr16	2177080	2177231		0.2864	0.44139	0.855588608	0.49622	0.953075	0.446521053	chr16	2177207	2177208	NA	NA	NA	75	NA	NA	NA	NA
chr16	2177080	2177231		0.2864	0.44139	0.855588608	0.49622	0.953075	0.446521053	chr16	2177209	2177210	NA	NA	NA	71.42857143	NA	NA	NA	NA
chr16	2177080	2177231		0.2864	0.44139	0.855588608	0.49622	0.953075	0.446521053	chr16	2177210	2177211	NA	NA	NA	71.42857143	NA	NA	NA	NA
chr16	2177080	2177231		0.2864	0.44139	0.855588608	0.49622	0.953075	0.446521053	chr16	2177215	2177216	NA	NA	NA	100	NA	NA	NA	NA
chr16	2177080	2177231		0.2864	0.44139	0.855588608	0.49622	0.953075	0.446521053	chr16	2177216	2177217	NA	NA	NA	100	NA	NA	NA	NA
chr9	37119893	37120044		0.568766667	0.389655	0.80386962	0.34318	0.9054125	0.378510526	chr9	37119920	37119921	NA	42.85714286	7.142857143	NA	25	50	55.55555556	NA
chr9	37119893	37120044		0.568766667	0.389655	0.80386962	0.34318	0.9054125	0.378510526	chr9	37119921	37119922	NA	66.66666667	NA	NA	NA	NA	66.66666667	NA
chr9	37119893	37120044		0.568766667	0.389655	0.80386962	0.34318	0.9054125	0.378510526	chr9	37119971	37119972	NA	NA	100	85.71428571	100	91.66666667	NA	NA
chr9	37119893	37120044		0.568766667	0.389655	0.80386962	0.34318	0.9054125	0.378510526	chr9	37119972	37119973	NA	NA	NA	NA	NA	NA	NA	100
chr9	37119893	37120044		0.568766667	0.389655	0.80386962	0.34318	0.9054125	0.378510526	chr9	37119992	37119993	NA	NA	100	77.77777778	85.71428571	66.66666667	66.66666667	NA
chr9	37119893	37120044		0.568766667	0.389655	0.80386962	0.34318	0.9054125	0.378510526	chr9	37119993	37119994	NA	NA	NA	NA	NA	NA	NA	66.66666667
chr9	37119893	37120044		0.568766667	0.389655	0.80386962	0.34318	0.9054125	0.378510526	chr9	37120008	37120009	NA	NA	NA	22.22222222	14.28571429	66.66666667	0	NA
chr9	37119893	37120044		0.568766667	0.389655	0.80386962	0.34318	0.9054125	0.378510526	chr9	37120009	37120010	NA	NA	NA	NA	NA	NA	NA	50
chr9	37119893	37120044		0.568766667	0.389655	0.80386962	0.34318	0.9054125	0.378510526	chr9	37120029	37120030	NA	NA	33.33333333	10	22.22222222	50	NA	NA
chr9	37119893	37120044		0.568766667	0.389655	0.80386962	0.34318	0.9054125	0.378510526	chr9	37120030	37120031	NA	NA	NA	NA	NA	NA	NA	50
chr16	70713858	70714009		0.6047	0.44097	0.855196203	0.51438	0.9326875	0.329757895	chr16	70713908	70713909	NA	77.77777778	87.5	100	88.88888889	NA	87.5	NA
chr16	70713858	70714009		0.6047	0.44097	0.855196203	0.51438	0.9326875	0.329757895	chr16	70713909	70713910	NA	92.85714286	100	NA	100	76.92307692	88.88888889	NA
chr16	70713858	70714009		0.6047	0.44097	0.855196203	0.51438	0.9326875	0.329757895	chr16	70713936	70713937	NA	88.88888889	85.71428571	75	88.88888889	66.66666667	77.77777778	NA
chr16	70713858	70714009		0.6047	0.44097	0.855196203	0.51438	0.9326875	0.329757895	chr16	70713937	70713938	NA	100	NA	NA	83.33333333	83.33333333	100	NA
chr16	70713858	70714009		0.6047	0.44097	0.855196203	0.51438	0.9326875	0.329757895	chr16	70713982	70713983	NA	87.5	57.14285714	75	72.72727273	NA	66.66666667	NA
chr16	70713858	70714009		0.6047	0.44097	0.855196203	0.51438	0.9326875	0.329757895	chr16	70713983	70713984	NA	75	NA	100	NA	63.63636364	71.42857143	NA
chr16	70713858	70714009		0.6047	0.44097	0.855196203	0.51438	0.9326875	0.329757895	chr16	70714005	70714006	NA	57.14285714	NA	87.5	81.81818182	NA	NA	NA
chr16	70713858	70714009		0.6047	0.44097	0.855196203	0.51438	0.9326875	0.329757895	chr16	70714006	70714007	NA	91.66666667	100	NA	NA	75	85.71428571	85.71428571
chr17	8957944	8958095		0.773833333	0.48061	0.894893671	0.55666	0.9107375	0.323784211	chr17	8957969	8957970	NA	94.44444444	90.90909091	90.90909091	85.71428571	100	100	NA
chr17	8957944	8958095		0.773833333	0.48061	0.894893671	0.55666	0.9107375	0.323784211	chr17	8957970	8957971	NA	NA	NA	80	NA	100	81.81818182	NA
chr17	8957944	8958095		0.773833333	0.48061	0.894893671	0.55666	0.9107375	0.323784211	chr17	8958038	8958039	NA	100	100	100	92.30769231	100	100	100
chr17	8957944	8958095		0.773833333	0.48061	0.894893671	0.55666	0.9107375	0.323784211	chr17	8958039	8958040	100	NA	NA	100	NA	100	81.81818182	NA
chr2	74066887	74067038		0.283433333	0.4578925	0.872218987	0.60552	0.9356875	0.413568421	chr2	74067020	74067021	NA	100	NA	NA	71.42857143	NA	NA	NA
chr2	74066887	74067038		0.283433333	0.4578925	0.872218987	0.60552	0.9356875	0.413568421	chr2	74067021	74067022	NA	92.30769231	90.90909091	100	83.33333333	91.66666667	70	NA
chr10	61470207	61470358		0.5389	0.4870925	0.901603797	0.47456	0.96945	0.482	chr10	61470306	61470307	85.71428571	80	87.5	92.85714286	81.81818182	88.88888889	57.14285714	NA
chr10	61470207	61470358		0.5389	0.4870925	0.901603797	0.47456	0.96945	0.482	chr10	61470307	61470308	71.42857143	86.36363636	83.33333333	85.71428571	100	91.66666667	94.73684211	100
chr17	40163154	40163305		0.763933333	0.4202325	0.834797468	0.48718	0.904925	0.247563158	chr17	40163165	40163166	NA	100	90.90909091	76.92307692	90	100	100	100
chr17	40163154	40163305		0.763933333	0.4202325	0.834797468	0.48718	0.904925	0.247563158	chr17	40163166	40163167	NA	NA	NA	NA	100	NA	100	100
chr17	40163154	40163305		0.763933333	0.4202325	0.834797468	0.48718	0.904925	0.247563158	chr17	40163203	40163204	NA	94.11764706	100	87.5	100	92.85714286	93.33333333	NA
chr17	40163154	40163305		0.763933333	0.4202325	0.834797468	0.48718	0.904925	0.247563158	chr17	40163204	40163205	NA	100	100	NA	100	NA	100	NA
chr17	40163154	40163305		0.763933333	0.4202325	0.834797468	0.48718	0.904925	0.247563158	chr17	40163279	40163280	NA	100	100	100	100	100	100	100
chr17	40163154	40163305		0.763933333	0.4202325	0.834797468	0.48718	0.904925	0.247563158	chr17	40163280	40163281	NA	100	90	100	91.66666667	100	100	NA
chr17	40163154	40163305		0.763933333	0.4202325	0.834797468	0.48718	0.904925	0.247563158	chr17	40163281	40163282	NA	93.75	100	100	100	100	100	83.33333333
chr17	40163154	40163305		0.763933333	0.4202325	0.834797468	0.48718	0.904925	0.247563158	chr17	40163282	40163283	NA	93.33333333	100	100	91.66666667	92.85714286	93.33333333	NA
chr17	40163154	40163305		0.763933333	0.4202325	0.834797468	0.48718	0.904925	0.247563158	chr17	40163289	40163290	NA	100	100	100	100	100	100	100
chr17	40163154	40163305		0.763933333	0.4202325	0.834797468	0.48718	0.904925	0.247563158	chr17	40163290	40163291	NA	100	100	100	100	100	100	NA
chr17	40163154	40163305		0.763933333	0.4202325	0.834797468	0.48718	0.904925	0.247563158	chr17	40163291	40163292	NA	100	100	100	100	100	100	100
chr17	40163154	40163305		0.763933333	0.4202325	0.834797468	0.48718	0.904925	0.247563158	chr17	40163292	40163293	NA	100	90.90909091	100	100	100	93.33333333	NA
chr17	40163154	40163305		0.763933333	0.4202325	0.834797468	0.48718	0.904925	0.247563158	chr17	40163295	40163296	NA	100	87.5	100	100	100	93.75	83.33333333
chr17	40163154	40163305		0.763933333	0.4202325	0.834797468	0.48718	0.904925	0.247563158	chr17	40163296	40163297	NA	100	90.90909091	100	100	100	100	NA
chr1	202092210	202092361		0.787083333	0.43707	0.851673418	0.47358	0.9294375	0.285889474	.	-1	-1	.	.	.	.	.	.	.	.
chr19	5290329	5290480		0.7655	0.46147	0.876088608	0.48894	0.9641625	0.324068421	chr19	5290354	5290355	NA	87.5	55.55555556	NA	NA	NA	NA	NA
chr19	5290329	5290480		0.7655	0.46147	0.876088608	0.48894	0.9641625	0.324068421	chr19	5290355	5290356	NA	NA	NA	100	NA	100	NA	83.33333333
chr19	5290329	5290480		0.7655	0.46147	0.876088608	0.48894	0.9641625	0.324068421	chr19	5290394	5290395	NA	NA	NA	100	NA	85.71428571	NA	NA
chr19	5290329	5290480		0.7655	0.46147	0.876088608	0.48894	0.9641625	0.324068421	chr19	5290401	5290402	NA	NA	NA	100	NA	100	NA	NA
chr19	5290329	5290480		0.7655	0.46147	0.876088608	0.48894	0.9641625	0.324068421	chr19	5290419	5290420	NA	NA	NA	100	NA	100	NA	NA
chr19	5290329	5290480		0.7655	0.46147	0.876088608	0.48894	0.9641625	0.324068421	chr19	5290421	5290422	NA	NA	NA	100	NA	100	NA	NA
chr19	5290329	5290480		0.7655	0.46147	0.876088608	0.48894	0.9641625	0.324068421	chr19	5290437	5290438	NA	NA	NA	100	NA	85.71428571	NA	NA
chr19	5290329	5290480		0.7655	0.46147	0.876088608	0.48894	0.9641625	0.324068421	chr19	5290462	5290463	NA	NA	NA	100	NA	NA	NA	NA
chr19	5290329	5290480		0.7655	0.46147	0.876088608	0.48894	0.9641625	0.324068421	chr19	5290464	5290465	NA	NA	50	NA	NA	NA	NA	NA
chr19	5290329	5290480		0.7655	0.46147	0.876088608	0.48894	0.9641625	0.324068421	chr19	5290465	5290466	NA	NA	NA	75	NA	NA	NA	NA
chr19	5290329	5290480		0.7655	0.46147	0.876088608	0.48894	0.9641625	0.324068421	chr19	5290478	5290479	NA	NA	83.33333333	NA	NA	NA	NA	NA
chr19	5290329	5290480		0.7655	0.46147	0.876088608	0.48894	0.9641625	0.324068421	chr19	5290479	5290480	NA	NA	NA	100	NA	NA	NA	NA
chr17	40120175	40120326		0.884916667	0.5227525	0.937393671	0.50018	0.9591875	0.418947368	chr17	40120204	40120205	71.42857143	100	100	90	92.85714286	100	81.81818182	90.90909091
chr17	40120175	40120326		0.884916667	0.5227525	0.937393671	0.50018	0.9591875	0.418947368	chr17	40120205	40120206	NA	NA	100	90.90909091	NA	100	100	85.71428571
chr2	73478474	73478625		0.330866667	0.412425	0.827203797	0.56668	0.9420375	0.324268421	chr2	73478506	73478507	90.90909091	92.30769231	90.90909091	100	81.81818182	100	90	100
chr2	73478474	73478625		0.330866667	0.412425	0.827203797	0.56668	0.9420375	0.324268421	chr2	73478507	73478508	NA	100	NA	100	87.5	100	100	NA
chr12	3446004	3446155		0.83765	0.39276	0.807656962	0.39722	0.9315375	0.241252632	.	-1	-1	.	.	.	.	.	.	.	.
chr16	1015028	1015179		0.870416667	0.4666325	0.881741772	0.47438	0.928075	0.322889474	chr16	1015110	1015111	NA	NA	NA	85.71428571	NA	NA	NA	NA
chr16	1015028	1015179		0.870416667	0.4666325	0.881741772	0.47438	0.928075	0.322889474	chr16	1015111	1015112	NA	100	83.33333333	100	100	100	90	NA
chr16	1015028	1015179		0.870416667	0.4666325	0.881741772	0.47438	0.928075	0.322889474	chr16	1015136	1015137	NA	NA	NA	87.5	NA	NA	NA	NA
chr16	1015028	1015179		0.870416667	0.4666325	0.881741772	0.47438	0.928075	0.322889474	chr16	1015137	1015138	NA	NA	100	100	100	100	100	NA
chr16	1015028	1015179		0.870416667	0.4666325	0.881741772	0.47438	0.928075	0.322889474	chr16	1015160	1015161	NA	NA	100	80	87.5	NA	100	NA
chr1	11158912	11159063		0.4476	0.391855	0.806974684	0.39958	0.9468625	0.370789474	chr1	11159005	11159006	62.5	83.33333333	57.14285714	66.66666667	100	85.71428571	78.57142857	66.66666667
chr1	11158912	11159063		0.4476	0.391855	0.806974684	0.39958	0.9468625	0.370789474	chr1	11159006	11159007	41.66666667	89.47368421	53.84615385	100	90	95.45454545	80	72.72727273
chr17	80622866	80623017		0.761083333	0.46972	0.884953165	0.45354	0.956875	0.396647368	chr17	80622872	80622873	100	100	92.85714286	85.71428571	NA	100	100	NA
chr17	80622866	80623017		0.761083333	0.46972	0.884953165	0.45354	0.956875	0.396647368	chr17	80622873	80622874	83.33333333	NA	100	85.71428571	100	90.90909091	NA	NA
chr10	1222614	1222765		0.876	0.4919375	0.907194937	0.55766	0.9228125	0.323815789	.	-1	-1	.	.	.	.	.	.	.	.
chr7	22224582	22224733		0.816083333	0.460865	0.876148101	0.56668	0.93525	0.2675	chr7	22224702	22224703	NA	NA	100	100	75	NA	NA	NA
chr7	22224582	22224733		0.816083333	0.460865	0.876148101	0.56668	0.93525	0.2675	chr7	22224703	22224704	NA	100	75	100	83.33333333	100	100	NA
chr6	132891430	132891581		0.7015	0.4819175	0.897364557	0.5673	0.9616375	0.340721053	.	-1	-1	.	.	.	.	.	.	.	.
chr10	134527847	134527998		0.72265	0.4612125	0.876672152	0.48818	0.9702875	0.346289474	.	-1	-1	.	.	.	.	.	.	.	.
chr12	27930232	27930383		0.862716667	0.494465	0.910077215	0.61538	0.9559875	0.303552632	chr12	27930349	27930350	100	100	95.23809524	87.5	93.33333333	83.33333333	100	NA
chr12	27930232	27930383		0.862716667	0.494465	0.910077215	0.61538	0.9559875	0.303552632	chr12	27930350	27930351	NA	90.90909091	100	100	100	100	NA	NA
chr7	5253912	5254063		0.780516667	0.481165	0.896829114	0.52584	0.9514875	0.375131579	chr7	5253927	5253928	81.81818182	86.66666667	85.71428571	100	75	100	91.66666667	100
chr7	5253912	5254063		0.780516667	0.481165	0.896829114	0.52584	0.9514875	0.375131579	chr7	5253928	5253929	NA	83.33333333	83.33333333	85.71428571	NA	NA	85.71428571	NA
chr11	605072	605223		0.824416667	0.4323675	0.848034177	0.48436	0.90275	0.262373684	.	-1	-1	.	.	.	.	.	.	.	.
chr1	83289639	83289790		0.655333333	0.477445	0.893126582	0.51256	0.9401375	0.386363158	.	-1	-1	.	.	.	.	.	.	.	.
chr12	27930397	27930548		0.839366667	0.402845	0.818558228	0.46154	0.918425	0.229457895	chr12	27930500	27930501	100	85.71428571	90.90909091	90.90909091	93.75	77.77777778	85.71428571	100
chr12	27930397	27930548		0.839366667	0.402845	0.818558228	0.46154	0.918425	0.229457895	chr12	27930501	27930502	90.90909091	100	100	100	87.5	100	100	100
chr17	54230485	54230636		0.628616667	0.4905975	0.906327848	0.509	0.9493625	0.423973684	.	-1	-1	.	.	.	.	.	.	.	.
chr8	11225718	11225869		0.474883333	0.3902325	0.806011392	0.47252	0.9013875	0.296078947	chr8	11225761	11225762	100	75	66.66666667	100	83.33333333	91.66666667	90	57.14285714
chr8	11225718	11225869		0.474883333	0.3902325	0.806011392	0.47252	0.9013875	0.296078947	chr8	11225762	11225763	87.5	100	88.88888889	85.71428571	100	90	91.66666667	100
chr8	11225718	11225869		0.474883333	0.3902325	0.806011392	0.47252	0.9013875	0.296078947	chr8	11225780	11225781	100	85.71428571	85.71428571	100	90.90909091	100	91.66666667	85.71428571
chr8	11225718	11225869		0.474883333	0.3902325	0.806011392	0.47252	0.9013875	0.296078947	chr8	11225781	11225782	100	80	90.90909091	NA	90.90909091	100	100	100
chr8	11225718	11225869		0.474883333	0.3902325	0.806011392	0.47252	0.9013875	0.296078947	chr8	11225796	11225797	71.42857143	100	84.61538462	100	83.33333333	93.75	90.90909091	87.5
chr8	11225718	11225869		0.474883333	0.3902325	0.806011392	0.47252	0.9013875	0.296078947	chr8	11225797	11225798	100	90	100	66.66666667	90.90909091	87.5	100	100
chr2	240116830	240116981		0.834316667	0.5097275	0.925678481	0.50374	0.9765375	0.423578947	chr2	240116857	240116858	100	85.71428571	90	NA	66.66666667	92.30769231	63.63636364	NA
chr2	240116830	240116981		0.834316667	0.5097275	0.925678481	0.50374	0.9765375	0.423578947	chr2	240116858	240116859	NA	100	87.5	71.42857143	100	100	100	100
chr2	240240044	240240195		0.905566667	0.5148575	0.930888608	0.60068	0.9348125	0.316315789	.	-1	-1	.	.	.	.	.	.	.	.
chr1	245209036	245209187		0.2187	0.39291	0.809	0.54432	0.940425	0.316742105	chr1	245209050	245209051	NA	100	94.44444444	100	100	85.71428571	100	NA
chr1	245209036	245209187		0.2187	0.39291	0.809	0.54432	0.940425	0.316742105	chr1	245209051	245209052	NA	100	NA	100	NA	100	100	NA
chr1	245209036	245209187		0.2187	0.39291	0.809	0.54432	0.940425	0.316742105	chr1	245209083	245209084	NA	100	84.61538462	100	NA	71.42857143	90	NA
chr1	245209036	245209187		0.2187	0.39291	0.809	0.54432	0.940425	0.316742105	chr1	245209084	245209085	100	100	NA	90.90909091	NA	100	100	NA
chr1	245209036	245209187		0.2187	0.39291	0.809	0.54432	0.940425	0.316742105	chr1	245209125	245209126	NA	94.11764706	85	100	100	92.30769231	100	NA
chr1	245209036	245209187		0.2187	0.39291	0.809	0.54432	0.940425	0.316742105	chr1	245209126	245209127	NA	100	87.5	100	NA	100	100	NA
chr1	245209036	245209187		0.2187	0.39291	0.809	0.54432	0.940425	0.316742105	chr1	245209137	245209138	NA	94.44444444	95	90	100	100	100	NA
chr1	245209036	245209187		0.2187	0.39291	0.809	0.54432	0.940425	0.316742105	chr1	245209138	245209139	NA	100	100	100	NA	88.88888889	100	NA
chr1	245209036	245209187		0.2187	0.39291	0.809	0.54432	0.940425	0.316742105	chr1	245209170	245209171	NA	88.88888889	100	88.88888889	100	100	100	NA
chr1	245209036	245209187		0.2187	0.39291	0.809	0.54432	0.940425	0.316742105	chr1	245209171	245209172	83.33333333	83.33333333	85.71428571	100	NA	91.66666667	100	NA
chr7	104758149	104758300		0.52095	0.3907125	0.80693038	0.41628	0.9185875	0.331821053	chr7	104758266	104758267	100	100	91.66666667	90.90909091	70	90.90909091	77.77777778	88.88888889
chr7	104758149	104758300		0.52095	0.3907125	0.80693038	0.41628	0.9185875	0.331821053	chr7	104758267	104758268	NA	100	100	100	NA	100	90	NA
chr7	5253934	5254085		0.757116667	0.4622225	0.8786	0.48922	0.940875	0.374431579	chr7	5254069	5254070	85.71428571	100	92.85714286	83.33333333	100	100	53.84615385	100
chr7	5253934	5254085		0.757116667	0.4622225	0.8786	0.48922	0.940875	0.374431579	chr7	5254070	5254071	NA	NA	87.5	NA	NA	NA	100	NA
chr7	5253934	5254085		0.757116667	0.4622225	0.8786	0.48922	0.940875	0.374431579	chr7	5254079	5254080	NA	83.33333333	84.61538462	100	NA	100	92.30769231	83.33333333
chr7	5253934	5254085		0.757116667	0.4622225	0.8786	0.48922	0.940875	0.374431579	chr7	5254080	5254081	NA	NA	85.71428571	83.33333333	NA	83.33333333	100	NA
chr20	44690577	44690728		0.223533333	0.4699225	0.886302532	0.52902	0.965	0.489952632	chr20	44690581	44690582	NA	93.75	NA	81.81818182	81.81818182	90	100	NA
chr20	44690577	44690728		0.223533333	0.4699225	0.886302532	0.52902	0.965	0.489952632	chr20	44690636	44690637	NA	87.5	NA	NA	NA	NA	100	NA
chr1	212002424	212002575		0.328933333	0.38641	0.80284557	0.45808	0.95555	0.344547368	.	-1	-1	.	.	.	.	.	.	.	.
chr10	134551721	134551872		0.613766667	0.4793875	0.896016456	0.5638	0.9548375	0.368636842	.	-1	-1	.	.	.	.	.	.	.	.
chr3	12201021	12201172		0.87545	0.5040025	0.920649367	0.50122	0.96035	0.382726316	chr3	12201039	12201040	NA	75	NA	85.71428571	NA	84.61538462	92.30769231	NA
chr3	12201021	12201172		0.87545	0.5040025	0.920649367	0.50122	0.96035	0.382726316	chr3	12201040	12201041	90	100	100	100	85.71428571	100	88.88888889	NA
chr10	21810030	21810181		0.4938	0.4014175	0.8181	0.46232	0.93835	0.350552632	chr10	21810048	21810049	NA	100	NA	NA	NA	NA	NA	NA
chr10	21810030	21810181		0.4938	0.4014175	0.8181	0.46232	0.93835	0.350552632	chr10	21810049	21810050	NA	100	100	100	91.66666667	100	100	NA
chr10	21810030	21810181		0.4938	0.4014175	0.8181	0.46232	0.93835	0.350552632	chr10	21810149	21810150	87.5	100	100	NA	100	100	100	NA
chr10	21810030	21810181		0.4938	0.4014175	0.8181	0.46232	0.93835	0.350552632	chr10	21810150	21810151	NA	100	100	100	100	100	100	NA
chr11	78029857	78030008		0.826733333	0.4166	0.833391139	0.44256	0.928575	0.241463158	chr11	78029927	78029928	NA	100	100	92.30769231	87.5	100	100	100
chr11	78029857	78030008		0.826733333	0.4166	0.833391139	0.44256	0.928575	0.241463158	chr11	78029939	78029940	NA	100	100	100	80	100	100	100
chr11	78029857	78030008		0.826733333	0.4166	0.833391139	0.44256	0.928575	0.241463158	chr11	78029986	78029987	NA	92.30769231	100	87.5	100	100	NA	100
chr11	78029857	78030008		0.826733333	0.4166	0.833391139	0.44256	0.928575	0.241463158	chr11	78030005	78030006	NA	NA	83.33333333	NA	NA	NA	NA	NA
chr11	78029857	78030008		0.826733333	0.4166	0.833391139	0.44256	0.928575	0.241463158	chr11	78030006	78030007	NA	87.5	100	85.71428571	100	100	100	NA
chr14	103433833	103433984		0.8775	0.503255	0.920083544	0.57966	0.95625	0.320663158	.	-1	-1	.	.	.	.	.	.	.	.
chr7	72987752	72987903		0.861083333	0.50257	0.9195	0.61426	0.9636625	0.306863158	.	-1	-1	.	.	.	.	.	.	.	.
chr7	130115662	130115813		0.510516667	0.47662	0.893602564	0.60944	0.93375	0.369526316	chr7	130115669	130115670	NA	100	94.11764706	85.71428571	100	100	100	NA
chr7	130115662	130115813		0.510516667	0.47662	0.893602564	0.60944	0.93375	0.369526316	chr7	130115670	130115671	NA	100	NA	88.88888889	NA	NA	NA	NA
chr7	130115662	130115813		0.510516667	0.47662	0.893602564	0.60944	0.93375	0.369526316	chr7	130115671	130115672	NA	100	100	100	88.88888889	83.33333333	100	NA
chr7	130115662	130115813		0.510516667	0.47662	0.893602564	0.60944	0.93375	0.369526316	chr7	130115672	130115673	NA	100	NA	100	NA	NA	NA	NA
chr6	29588500	29588651		0.167166667	0.402155	0.819237975	0.37808	0.9492	0.481731579	.	-1	-1	.	.	.	.	.	.	.	.
chr2	240366341	240366492		0.25855	0.392085	0.809313924	0.56178	0.9797	0.283910526	chr2	240366387	240366388	NA	NA	NA	75	NA	NA	NA	NA
chr15	73916135	73916286		0.835083333	0.4883325	0.905597468	0.58176	0.9677	0.306789474	chr15	73916135	73916136	90.90909091	93.33333333	83.33333333	100	93.33333333	93.75	100	88.88888889
chr16	31884686	31884837		0.717083333	0.39595	0.813311392	0.3977	0.9205	0.305636842	chr16	31884797	31884798	NA	94.11764706	86.66666667	100	100	100	86.66666667	90.90909091
chr16	31884686	31884837		0.717083333	0.39595	0.813311392	0.3977	0.9205	0.305636842	chr16	31884798	31884799	100	100	100	100	92.30769231	100	NA	NA
chr20	44036985	44037136		0.8084	0.4441525	0.861602532	0.55666	0.9037375	0.246768421	chr20	44036986	44036987	NA	100	100	NA	NA	85.71428571	100	NA
chr20	44036985	44037136		0.8084	0.4441525	0.861602532	0.55666	0.9037375	0.246768421	chr20	44036994	44036995	NA	100	91.66666667	NA	NA	85.71428571	100	NA
chr20	44036985	44037136		0.8084	0.4441525	0.861602532	0.55666	0.9037375	0.246768421	chr20	44037018	44037019	NA	100	92.30769231	87.5	NA	83.33333333	100	NA
chr20	44036985	44037136		0.8084	0.4441525	0.861602532	0.55666	0.9037375	0.246768421	chr20	44037022	44037023	NA	100	100	100	NA	83.33333333	100	NA
chr20	44036985	44037136		0.8084	0.4441525	0.861602532	0.55666	0.9037375	0.246768421	chr20	44037048	44037049	NA	93.33333333	85.71428571	87.5	NA	83.33333333	72.72727273	NA
chr20	44036985	44037136		0.8084	0.4441525	0.861602532	0.55666	0.9037375	0.246768421	chr20	44037058	44037059	NA	81.25	86.66666667	100	NA	100	100	NA
chr20	44036985	44037136		0.8084	0.4441525	0.861602532	0.55666	0.9037375	0.246768421	chr20	44037079	44037080	NA	93.75	100	80	NA	85.71428571	80	NA
chr13	114187029	114187180		0.164566667	0.3847625	0.802296203	0.49218	0.9435375	0.3823	.	-1	-1	.	.	.	.	.	.	.	.
chr13	114302253	114302404		0.326816667	0.3946575	0.81225443	0.67376	0.920375	0.2315	chr13	114302264	114302265	100	100	100	85.71428571	100	100	75	NA
chr13	114302253	114302404		0.326816667	0.3946575	0.81225443	0.67376	0.920375	0.2315	chr13	114302265	114302266	87.5	77.77777778	90	NA	NA	71.42857143	81.81818182	83.33333333
chr16	31452077	31452228		0.660016667	0.3872025	0.805025316	0.44124	0.9177375	0.248752632	chr16	31452156	31452157	88.88888889	100	100	100	NA	100	100	100
chr16	31452077	31452228		0.660016667	0.3872025	0.805025316	0.44124	0.9177375	0.248752632	chr16	31452157	31452158	100	100	90	NA	88.88888889	100	100	NA
chr2	169757705	169757856		0.232433333	0.3923225	0.810151899	0.54448	0.94165	0.330242105	chr2	169757854	169757855	80	100	100	100	100	100	100	83.33333333
chr2	169757705	169757856		0.232433333	0.3923225	0.810151899	0.54448	0.94165	0.330242105	chr2	169757855	169757856	100	100	91.66666667	93.33333333	100	100	91.66666667	66.66666667
chr5	80542924	80543075		0.70025	0.4197525	0.837621519	0.35804	0.9352625	0.362526316	chr5	80542942	80542943	NA	NA	83.33333333	NA	NA	NA	66.66666667	NA
chr5	80542924	80543075		0.70025	0.4197525	0.837621519	0.35804	0.9352625	0.362526316	chr5	80542954	80542955	NA	NA	100	NA	NA	NA	83.33333333	NA
chr7	41745959	41746110		0.653283333	0.4016025	0.819586076	0.34088	0.9678125	0.375026316	chr7	41745973	41745974	77.77777778	66.66666667	39.28571429	88.88888889	80	75	61.53846154	66.66666667
chr7	41745959	41746110		0.653283333	0.4016025	0.819586076	0.34088	0.9678125	0.375026316	chr7	41745974	41745975	93.33333333	80	36.36363636	69.23076923	93.33333333	50	64.28571429	NA
chr6	30159519	30159670		0.720533333	0.4182175	0.836221519	0.48474	0.9320125	0.272605263	.	-1	-1	.	.	.	.	.	.	.	.
chr12	131203971	131204122		0.301683333	0.39227	0.810362025	0.54054	0.9274375	0.306073684	chr12	131204115	131204116	NA	NA	NA	100	NA	NA	100	NA
chr18	51058634	51058785		0.807233333	0.46154	0.879851899	0.49248	0.9150875	0.320563158	chr18	51058771	51058772	100	100	100	100	100	100	100	NA
chr18	51058634	51058785		0.807233333	0.46154	0.879851899	0.49248	0.9150875	0.320563158	chr18	51058772	51058773	100	100	91.66666667	100	87.5	100	100	100
chr9	99256158	99256309		0.880366667	0.477225	0.895627848	0.52662	0.915275	0.311005263	chr9	99256186	99256187	NA	100	85.71428571	100	100	NA	87.5	66.66666667
chr9	99256158	99256309		0.880366667	0.477225	0.895627848	0.52662	0.915275	0.311005263	chr9	99256187	99256188	100	93.75	100	100	91.66666667	87.5	100	90
chr9	99256158	99256309		0.880366667	0.477225	0.895627848	0.52662	0.915275	0.311005263	chr9	99256256	99256257	NA	NA	NA	100	NA	NA	100	NA
