chr	start	end	cereb_average	all_brain_average	other_brain_avg	pref_average	leuk_average	white_matter	dist_to_other	dist_to_all_brain
chr14	97129452	97129453	0.2856	0.316905	0.872067089	0.37546	0.9494375	0.275689474	0.596377615	0.041215526
chr14	97129577	97129578	0.195533333	0.286285	0.879181013	0.41728	0.9428625	0.204215789	0.674965223	0.082069211
chr14	100014785	100014786	0.17245	0.386355	0.909112658	0.49996	0.9584375	0.353984211	0.555128448	0.032370789
chr14	100048149	100048150	0.557083333	0.40619	0.825977215	0.45302	0.9325875	0.310373684	0.515603531	0.095816316
chr14	100059479	100059480	0.198733333	0.3507425	0.895182278	0.4766	0.9695125	0.282026316	0.613155963	0.068716184
chr14	101003831	101003832	0.798633333	0.492155	0.906055696	0.46902	0.934925	0.400052632	0.506003065	0.092102368
chr14	101003876	101003877	0.78875	0.43488	0.864535443	0.48824	0.9078375	0.276073684	0.588461759	0.158806316
chr14	101198475	101198476	0.6755	0.46165	0.842862025	0.53612	0.9257875	0.337289474	0.505572552	0.124360526
chr14	101199873	101199874	0.869483333	0.4561175	0.848022785	0.46116	0.9107375	0.321263158	0.526759627	0.134854342
chr14	101528671	101528672	0.575716667	0.2858475	0.834701266	0.31628	0.94145	0.155521053	0.679180213	0.130326447
chr14	102054053	102054054	0.71575	0.4149625	0.869091139	0.45844	0.9541625	0.281168421	0.587922718	0.133794079
chr14	102054070	102054071	0.80525	0.4630825	0.883416456	0.6899	0.93785	0.1678	0.715616456	0.2952825
chr14	102510281	102510282	0.376666667	0.4194875	0.822462025	0.3918	0.9286125	0.456321053	0.366140973	-0.036833553
chr14	102682062	102682063	0.515916667	0.48417	0.839239241	0.52194	0.9096	0.453294737	0.385944504	0.030875263
chr14	102698092	102698093	0.28475	0.4869175	0.865589873	0.55444	0.966125	0.499189474	0.3664004	-0.012271974
chr14	103403760	103403761	0.7128	0.468645	0.893805063	0.55706	0.94715	0.3366	0.557205063	0.132045
chr14	103416122	103416123	0.198116667	0.323605	0.820388608	0.4366	0.901125	0.262921053	0.557467555	0.060683947
chr14	103467798	103467799	0.176866667	0.3411625	0.839067089	0.40412	0.9197875	0.305268421	0.533798668	0.035894079
chr14	104624738	104624739	0.5571	0.4942975	0.886101266	0.59144	0.951475	0.384415789	0.501685476	0.109881711
chr14	105055026	105055027	0.349716667	0.4837625	0.819372152	0.5309	0.93465	0.486242105	0.333130047	-0.002479605
chr14	105132479	105132480	0.774933333	0.420545	0.840264557	0.46212	0.90115	0.263689474	0.576575083	0.156855526
chr14	105789630	105789631	0.314966667	0.3835875	0.841653165	0.45808	0.952175	0.339915789	0.501737375	0.043671711
chr14	105789784	105789785	0.157266667	0.3088575	0.809016456	0.4345	0.9461	0.250889474	0.558126982	0.057968026
chr14	105794185	105794186	0.132766667	0.43562	0.821027848	0.53658	0.9543375	0.440831579	0.380196269	-0.005211579
chr15	28437148	28437149	0.138066667	0.204753846	0.803791139	0.34098	0.957	0.120494444	0.683296695	0.084259402
chr15	28437159	28437160	0.17385	0.2668425	0.842512658	0.43666	0.9579625	0.167452632	0.675060027	0.099389868
chr15	29228305	29228306	0.741716667	0.4052	0.861791139	0.41266	0.905375	0.294226316	0.567564823	0.110973684
chr15	32964277	32964278	0.78565	0.4289775	0.857407595	0.4392	0.948425	0.281189474	0.576218121	0.147788026
chr15	32964500	32964501	0.716816667	0.4378325	0.851698734	0.47416	0.9401125	0.309294737	0.542403997	0.128537763
chr15	44507997	44507998	0.7606	0.45097	0.807225316	0.48758	0.95115	0.338473684	0.468751632	0.112496316
chr15	45671708	45671709	0.1759	0.3602625	0.877644304	0.51682	0.9747875	0.285968421	0.591675883	0.074294079
chr15	49268750	49268751	0.893466667	0.4893125	0.96085443	0.47038	0.978275	0.368410526	0.592443904	0.120901974
chr15	50557917	50557918	0.422816667	0.37092	0.885748101	0.36832	0.9407125	0.352468421	0.53327968	0.018451579
chr15	51197587	51197588	0.744033333	0.4980875	0.859024051	0.5653	0.902675	0.329026316	0.529997735	0.169061184
chr15	52778344	52778345	0.536883333	0.3571475	0.838294937	0.42424	0.9708875	0.247231579	0.591063358	0.109915921
chr15	58699976	58699977	0.789	0.495645	0.881879747	0.5642	0.9097	0.342157895	0.539721852	0.153487105
chr15	59595945	59595946	0.889866667	0.45916	0.908756962	0.5128	0.962725	0.272147368	0.636609594	0.187012632
chr15	64404647	64404648	0.74455	0.3705325	0.822959494	0.45732	0.9284375	0.183215789	0.639743704	0.187316711
chr15	64438372	64438373	0.51285	0.3567075	0.817773418	0.44816	0.9544625	0.234215789	0.583557628	0.122491711
chr15	66207089	66207090	0.2858	0.365465	0.850421519	0.4869	0.957675	0.278868421	0.571553098	0.086596579
chr15	66584218	66584219	0.325166667	0.347145	0.839905063	0.42162	0.9404	0.287126316	0.552778748	0.060018684
chr15	66858212	66858213	0.5889	0.4845725	0.826717722	0.53482	0.9648	0.415347368	0.411370353	0.069225132
chr15	68877272	68877273	0.574166667	0.321155	0.854155696	0.38706	0.9527	0.192452632	0.661703065	0.128702368
chr15	68889832	68889833	0.1866	0.4115175	0.819567089	0.54918	0.9004375	0.3659	0.453667089	0.0456175
chr15	71581059	71581060	0.83065	0.4860475	0.801431646	0.57518	0.925525	0.328363158	0.473068488	0.157684342
chr15	72472792	72472793	0.737516667	0.3724525	0.803173418	0.44686	0.9411375	0.194	0.609173418	0.1784525
chr15	73916210	73916211	0.835083333	0.4883325	0.905597468	0.58176	0.9677	0.306789474	0.598807995	0.181543026
chr15	74714463	74714464	0.250033333	0.28795	0.828844304	0.3741	0.907575	0.241952632	0.586891672	0.045997368
chr15	77922163	77922164	0.3971	0.35425	0.806305063	0.4018	0.91375	0.301736842	0.504568221	0.052513158
chr15	78609021	78609022	0.747166667	0.456255	0.827943038	0.54488	0.9011875	0.286594737	0.541348301	0.169660263
chr15	79143574	79143575	0.759566667	0.3759375	0.847648101	0.44382	0.9414375	0.198178947	0.649469154	0.177758553
chr15	79357160	79357161	0.871266667	0.41659	0.913763291	0.48128	0.9547875	0.218126316	0.695636975	0.198463684
chr15	81474451	81474452	0.878883333	0.428225	0.821494937	0.47062	0.9401625	0.242357895	0.579137042	0.185867105
chr15	81666393	81666394	0.3034	0.426497436	0.830812658	0.47182	0.93485	0.417272222	0.413540436	0.009225214
chr15	82042705	82042706	0.2088	0.286735	0.829273418	0.33242	0.91225	0.269978947	0.55929447	0.016756053
chr15	85634797	85634798	0.68185	0.41141	0.874006329	0.54964	0.9033375	0.2229	0.651106329	0.18851
chr15	90579809	90579810	0.183133333	0.3788275	0.834501266	0.51074	0.9212125	0.342926316	0.49157495	0.035901184
chr15	92667819	92667820	0.735916667	0.352225	0.876750633	0.37002	0.9555875	0.211936842	0.664813791	0.140288158
chr15	93442219	93442220	0.556733333	0.453475	0.864029114	0.47034	0.9464125	0.410610526	0.453418588	0.042864474
chr15	93855015	93855016	0.48415	0.464345	0.849467089	0.46624	0.92495	0.466184211	0.383282878	-0.001839211
chr15	98065822	98065823	0.139833333	0.2782525	0.809750633	0.38526	0.927975	0.251152632	0.558598001	0.027099868
chr15	100804081	100804082	0.830216667	0.457945	0.801665823	0.4515	0.9213	0.354389474	0.447276349	0.103555526
chr15	101514299	101514300	0.705083333	0.3740275	0.832212658	0.30986	0.9045	0.308036842	0.524175816	0.065990658
chr15	101514474	101514475	0.6972	0.359865	0.816677215	0.33132	0.9352625	0.272578947	0.544098268	0.087286053
chr15	101887154	101887155	0.851383333	0.494455	0.878549367	0.5225	0.947375	0.369968421	0.508580946	0.124486579
chr15	101988134	101988135	0.296766667	0.4268025	0.860240506	0.58074	0.93165	0.348568421	0.511672085	0.078234079
chr15	102010161	102010162	0.671366667	0.4649975	0.807774684	0.46356	0.973275	0.386163158	0.421611526	0.078834342
chr15	102033014	102033015	0.7981	0.45445	0.856065823	0.5308	0.9169	0.267826316	0.588239507	0.186623684
chr16	521912	521913	0.381516667	0.3716975	0.866848101	0.44508	0.9307375	0.298278947	0.568569154	0.073418553
chr16	522007	522008	0.1957	0.26912	0.874693671	0.34498	0.961225	0.215547368	0.659146302	0.053572632
chr16	524414	524415	0.216116667	0.2893225	0.851889873	0.3922	0.9126375	0.229221053	0.622668821	0.060101447
chr16	766888	766889	0.3376	0.352175	0.855913924	0.4399	0.921775	0.274915789	0.580998135	0.077259211
chr16	962909	962910	0.2675	0.2862025	0.841292405	0.35916	0.924375	0.222184211	0.619108195	0.064018289
chr16	1015103	1015104	0.870416667	0.4666325	0.881741772	0.47438	0.928075	0.322889474	0.558852298	0.143743026
chr16	1022411	1022412	0.7926	0.47454	0.833744304	0.51292	0.9510375	0.338210526	0.495533777	0.136329474
chr16	1024642	1024643	0.719633333	0.43651	0.815448101	0.47654	0.9488	0.307810526	0.507637575	0.128699474
chr16	1036201	1036202	0.5586	0.43696	0.831205063	0.46028	0.945825	0.366489474	0.46471559	0.070470526
chr16	1041333	1041334	0.309883333	0.3773675	0.836167089	0.42214	0.971575	0.354384211	0.481782878	0.022983289
chr16	1373703	1373704	0.213983333	0.267855	0.844353165	0.41146	0.9240875	0.161605263	0.682747901	0.106249737
chr16	1533880	1533881	0.763283333	0.4103975	0.882550633	0.49796	0.9515	0.235257895	0.647292738	0.175139605
chr16	1533943	1533944	0.7979	0.440135	0.906925316	0.49998	0.955175	0.289431579	0.617493738	0.150703421
chr16	1692117	1692118	0.303833333	0.47519	0.845137975	0.59064	0.9262375	0.426205263	0.418932712	0.048984737
chr16	2177155	2177156	0.2864	0.44139	0.855588608	0.49622	0.953075	0.446521053	0.409067555	-0.005131053
chr16	2673800	2673801	0.71585	0.470865	0.864168354	0.45744	0.9065375	0.384763158	0.479405197	0.086101842
chr16	4511773	4511774	0.648483333	0.4224775	0.878894937	0.5216	0.934025	0.271489474	0.607405463	0.150988026
chr16	4679396	4679397	0.849466667	0.4502025	0.901343038	0.58636	0.93945	0.233305263	0.668037775	0.216897237
chr16	4684507	4684508	0.38665	0.3942675	0.863835443	0.52688	0.9594375	0.295263158	0.568572285	0.099004342
chr16	4723816	4723817	0.165133333	0.30464	0.950201266	0.4629	0.954525	0.218942105	0.731259161	0.085697895
chr16	8813274	8813275	0.1312	0.2504825	0.807741772	0.3969	0.9352	0.181884211	0.625857562	0.068598289
chr16	9855960	9855961	0.319133333	0.4278125	0.834913924	0.4769	0.9103875	0.422905263	0.412008661	0.004907237
chr16	15130678	15130679	0.604666667	0.4925025	0.828958228	0.47438	0.9038	0.472315789	0.356642438	0.020186711
chr16	15239992	15239993	0.380883333	0.3185225	0.815503797	0.39074	0.9713625	0.241331579	0.574172219	0.077190921
chr16	15527940	15527941	0.188283333	0.3231575	0.812278481	0.3566	0.9497375	0.337573684	0.474704797	-0.014416184
chr16	19539401	19539402	0.85225	0.442305	0.887529114	0.4891	0.9405875	0.263484211	0.624044903	0.178820789
chr16	19871730	19871731	0.130216667	0.345545	0.843075949	0.48314	0.9219	0.288205263	0.554870686	0.057339737
chr16	19883969	19883970	0.724033333	0.49031	0.957363291	0.55388	0.9370875	0.361163158	0.596200133	0.129146842
chr16	27063429	27063430	0.434516667	0.23714	0.802897468	0.26076	0.9236625	0.163952632	0.638944837	0.073187368
chr16	27523174	27523175	0.258416667	0.4500225	0.879292405	0.50524	0.94655	0.458736842	0.420555563	-0.008714342
chr16	29706275	29706276	0.2991	0.4322475	0.808648101	0.5557	0.931825	0.370331579	0.438316522	0.061915921
chr16	31452152	31452153	0.660016667	0.3872025	0.805025316	0.44124	0.9177375	0.248752632	0.556272685	0.138449868
chr16	31884761	31884762	0.717083333	0.39595	0.813311392	0.3977	0.9205	0.305636842	0.50767455	0.090313158
chr16	49883799	49883800	0.841883333	0.489045	0.805373418	0.56	0.9550625	0.319357895	0.486015523	0.169687105
chr16	50897243	50897244	0.288616667	0.30099	0.8762	0.39738	0.912875	0.225989474	0.650210526	0.075000526
chr16	50897271	50897272	0.326716667	0.308107692	0.955350633	0.43444	0.9528875	0.195461111	0.759889522	0.112646581
chr16	56266223	56266224	0.422883333	0.3964775	0.874375949	0.47648	0.9576375	0.329489474	0.544886476	0.066988026
chr16	57324200	57324201	0.594816667	0.4432175	0.850665823	0.56294	0.9293875	0.305231579	0.545434244	0.137985921
chr16	57832760	57832761	0.6901	0.4057	0.859188608	0.43642	0.967875	0.288168421	0.571020187	0.117531579
chr16	58329456	58329457	0.80275	0.49817	0.906575949	0.50114	0.9415	0.379126316	0.527449634	0.119043684
chr16	66646895	66646896	0.7671	0.445355	0.887502532	0.4809	0.9426375	0.308405263	0.579097268	0.136949737
chr16	67918030	67918031	0.509	0.49187	0.866944304	0.47642	0.9500375	0.491405263	0.375539041	0.000464737
chr16	69854895	69854896	0.157883333	0.2740475	0.802258228	0.41336	0.9582875	0.195178947	0.60707928	0.078868553
chr16	70713933	70713934	0.6047	0.44097	0.855196203	0.51438	0.9326875	0.329757895	0.525438308	0.111212105
chr16	70714357	70714358	0.405283333	0.3678625	0.876072152	0.44678	0.9449125	0.285615789	0.590456362	0.082246711
chr16	72034122	72034123	0.734516667	0.4675425	0.80506962	0.57486	0.9261375	0.300626316	0.504443304	0.166916184
chr16	72459595	72459596	0.073216667	0.1552175	0.940367089	0.21	0.971375	0.131578947	0.808788141	0.023638553
chr16	72459796	72459797	0.108033333	0.1586075	0.884983544	0.20456	0.948925	0.132010526	0.752973018	0.026596974
chr16	72459825	72459826	0.156733333	0.1635775	0.942591139	0.24224	0.9643	0.094394737	0.848196402	0.069182763
chr16	72460083	72460084	0.148033333	0.338225	0.946182278	0.41828	0.977225	0.328189474	0.617992805	0.010035526
chr16	72460114	72460115	0.142633333	0.2727175	0.901973418	0.35726	0.9287875	0.247157895	0.654815523	0.025559605
chr16	72756708	72756709	0.613283333	0.427535	0.866837975	0.53084	0.9529375	0.292057895	0.57478008	0.135477105
chr16	73126608	73126609	0.765916667	0.4373825	0.830588608	0.52012	0.922725	0.278694737	0.551893871	0.158687763
chr16	73266047	73266048	0.165516667	0.2747975	0.910826582	0.35904	0.966325	0.242584211	0.668242372	0.032213289
chr16	73266282	73266283	0.3813	0.2425375	0.809902532	0.25594	0.9135375	0.187452632	0.6224499	0.055084868
chr16	74782152	74782153	0.771983333	0.3862575	0.877696203	0.4486	0.912975	0.203863158	0.673833045	0.182394342
chr16	75269222	75269223	0.276783333	0.35112	0.826292405	0.41856	0.9497	0.324152632	0.502139773	0.026967368
chr16	75300724	75300725	0.326483333	0.3975575	0.884112658	0.50304	0.9272375	0.331863158	0.5522495	0.065694342
chr16	75300795	75300796	0.474983333	0.371735	0.868602532	0.40472	0.9479375	0.307994737	0.560607795	0.063740263
chr16	78640531	78640532	0.8002	0.380385	0.906378481	0.44926	0.9567875	0.205710526	0.700667955	0.174674474
chr16	81929358	81929359	0.732016667	0.40074	0.890434177	0.4062	0.9615	0.291457895	0.598976282	0.109282105
chr16	84941038	84941039	0.836983333	0.44514	0.851286076	0.50852	0.937	0.275721053	0.575565023	0.169418947
chr16	85687041	85687042	0.852383333	0.4537825	0.876172152	0.5204	0.933525	0.256373684	0.619798468	0.197408816
chr16	86568657	86568658	0.762083333	0.4431425	0.901826582	0.47246	0.94625	0.310910526	0.590916056	0.132231974
chr16	87384599	87384600	0.146633333	0.2633025	0.808951899	0.31824	0.9368625	0.253910526	0.555041372	0.009391974
chr16	87825195	87825196	0.868466667	0.446185	0.879325316	0.50714	0.964725	0.251068421	0.628256895	0.195116579
chr16	88041289	88041290	0.775966667	0.3445375	0.847650633	0.40342	0.9523125	0.159321053	0.68832958	0.185216447
chr16	88096995	88096996	0.654883333	0.385295	0.818183544	0.48506	0.956575	0.220836842	0.597346702	0.164458158
chr16	88442086	88442087	0.595366667	0.3504625	0.887358228	0.46524	0.9417375	0.173115789	0.714242438	0.177346711
chr16	88442535	88442536	0.786166667	0.3911725	0.801163291	0.48658	0.9538125	0.189663158	0.611500133	0.201509342
chr16	88443063	88443064	0.655116667	0.4365575	0.863121519	0.43774	0.9315125	0.363636842	0.499484677	0.072920658
chr16	88547533	88547534	0.790583333	0.476045	0.867018987	0.53844	0.9618125	0.331542105	0.535476882	0.144502895
chr16	88677643	88677644	0.3385	0.3118075	0.802718987	0.3184	0.904775	0.300610526	0.502108461	0.011196974
chr16	88680780	88680781	0.837116667	0.46378	0.819349367	0.53702	0.9157375	0.290352632	0.528996736	0.173427368
chr16	89104756	89104757	0.13095	0.2285175	0.842053165	0.30504	0.924975	0.203605263	0.638447901	0.024912237
chr16	89297025	89297026	0.801233333	0.4860625	0.892498734	0.5403	0.965125	0.343442105	0.549056629	0.142620395
chr16	89438892	89438893	0.250316667	0.4188275	0.865339241	0.5838	0.9692875	0.344063158	0.521276083	0.074764342
chr16	89603817	89603818	0.832533333	0.49019	0.932351899	0.6324	0.9332625	0.266531579	0.66582032	0.223658421
chr16	89623374	89623375	0.825816667	0.476765	0.877006329	0.53398	0.9098625	0.290842105	0.586164224	0.185922895
chr16	89982618	89982619	0.1959	0.4761275	0.906873418	0.60958	0.9716875	0.472673684	0.434199734	0.003453816
chr16	90016551	90016552	0.32755	0.3187025	0.861778481	0.42366	0.9396375	0.233178947	0.628599534	0.085523553
chr17	210096	210097	0.713983333	0.4796525	0.80088481	0.55364	0.90795	0.352226316	0.448658494	0.127426184
chr17	982154	982155	0.3485	0.42674	0.84835443	0.38224	0.9684625	0.487978947	0.360375483	-0.061238947
chr17	1308616	1308617	0.842616667	0.4552625	0.888058228	0.54816	0.937625	0.240089474	0.647968754	0.215173026
chr17	1308645	1308646	0.873383333	0.454995	0.841525316	0.5278	0.925075	0.267715789	0.573809527	0.187279211
chr17	1474778	1474779	0.3731	0.364545	0.841208861	0.45494	0.9439625	0.294252632	0.546956229	0.070292368
chr17	1824386	1824387	0.1514	0.4016025	0.849817722	0.37832	0.9619875	0.482842105	0.366975616	-0.081239605
chr17	1900131	1900132	0.800416667	0.401585	0.812946835	0.36252	0.9398125	0.308615789	0.504331046	0.092969211
chr17	2319906	2319907	0.6102	0.28137	0.912822785	0.3392	0.9675125	0.122136842	0.790685943	0.159233158
chr17	3721585	3721586	0.74395	0.4946	0.871216456	0.60846	0.9250625	0.311773684	0.559442771	0.182826316
chr17	3769847	3769848	0.105983333	0.3656275	0.887979747	0.4316	0.968275	0.3955	0.492479747	-0.0298725
chr17	4764504	4764505	0.684416667	0.4235725	0.833687342	0.50796	0.9362875	0.266342105	0.567345237	0.157230395
chr17	5350284	5350285	0.751483333	0.4189525	0.875605063	0.50138	0.957325	0.235642105	0.639962958	0.183310395
chr17	7258337	7258338	0.514166667	0.4463975	0.859831646	0.53992	0.906525	0.346363158	0.513468488	0.100034342
chr17	8958019	8958020	0.773833333	0.48061	0.894893671	0.55666	0.9107375	0.323784211	0.57110946	0.156825789
chr17	9151012	9151013	0.605433333	0.3241275	0.859424359	0.37414	0.9228625	0.189994737	0.669429622	0.134132763
chr17	14683608	14683609	0.284866667	0.2456075	0.852864557	0.3004	0.968475	0.201073684	0.651790873	0.044533816
chr17	14683649	14683650	0.306966667	0.314205	0.8797	0.39348	0.9599375	0.250726316	0.628973684	0.063478684
chr17	14683948	14683949	0.293066667	0.2175975	0.830510127	0.23378	0.9024625	0.174094737	0.65641539	0.043502763
chr17	17717208	17717209	0.57865	0.4585575	0.954577215	0.4333	0.97905	0.440405263	0.514171952	0.018152237
chr17	17747898	17747899	0.182966667	0.39004	0.830111392	0.52254	0.913775	0.340978947	0.489132445	0.049061053
chr17	19287677	19287678	0.215	0.4777625	0.800850633	0.59878	0.9031125	0.452815789	0.348034843	0.024946711
chr17	20060457	20060458	0.858816667	0.4339825	0.83461519	0.48788	0.9518125	0.265278947	0.569336243	0.168703553
chr17	20082505	20082506	0.84535	0.4605975	0.909194937	0.51346	0.9670875	0.294763158	0.614431779	0.165834342
chr17	20140352	20140353	0.846633333	0.4241675	0.889646835	0.45492	0.951975	0.259384211	0.630262625	0.164783289
chr17	20203992	20203993	0.82635	0.4928275	0.905236709	0.44262	0.968825	0.427778947	0.477457761	0.065048553
chr17	20904603	20904604	0.246983333	0.353615	0.864136709	0.43154	0.9215375	0.339736842	0.524399867	0.013878158
chr17	27028982	27028983	0.365966667	0.334355	0.833821519	0.37406	0.92875	0.282463158	0.551358361	0.051891842
chr17	27568523	27568524	0.86625	0.4376175	0.877125316	0.50866	0.9608875	0.240715789	0.636409527	0.196901711
chr17	29038045	29038046	0.2875	0.4456925	0.81318481	0.47018	0.949125	0.464178947	0.349005863	-0.018486447
chr17	29622905	29622906	0.830333333	0.32008	0.817126582	0.29374	0.913675	0.184226316	0.632900266	0.135853684
chr17	29624396	29624397	0.606616667	0.3270975	0.870162025	0.33874	0.92005	0.235184211	0.634977815	0.091913289
chr17	30815034	30815035	0.184333333	0.4391425	0.903964557	0.48766	0.928225	0.488284211	0.415680346	-0.049141711
chr17	30821827	30821828	0.152933333	0.27617	0.882805063	0.36336	0.95515	0.235252632	0.647552432	0.040917368
chr17	30821847	30821848	0.164466667	0.3923375	0.878875949	0.43058	0.9595875	0.439031579	0.43984437	-0.046694079
chr17	33875866	33875867	0.261416667	0.3786675	0.827188608	0.55998	0.945725	0.270331579	0.556857029	0.108335921
chr17	36499751	36499752	0.253533333	0.3537275	0.817506329	0.41888	0.918425	0.318221053	0.499285276	0.035506447
chr17	36511291	36511292	0.182216667	0.42649	0.800560759	0.43924	0.9567375	0.499168421	0.301392338	-0.072678421
chr17	36609002	36609003	0.606883333	0.4293875	0.839543038	0.51738	0.94035	0.299578947	0.539964091	0.129808553
chr17	37093398	37093399	0.700933333	0.4836775	0.806949367	0.51716	0.915025	0.377936842	0.429012525	0.105740658
chr17	38231199	38231200	0.394433333	0.36086	0.832786076	0.43302	0.9402625	0.289584211	0.543201865	0.071275789
chr17	38249430	38249431	0.132066667	0.398735	0.802922785	0.40354	0.9456625	0.481805263	0.321117522	-0.083070263
chr17	40120496	40120497	0.8661	0.473915	0.923996203	0.527	0.9507625	0.299836842	0.62415936	0.174078158
chr17	40155391	40155392	0.493666667	0.3689325	0.838437975	0.46172	0.90575	0.258463158	0.579974817	0.110469342
chr17	40163229	40163230	0.763933333	0.4202325	0.834797468	0.48718	0.904925	0.247563158	0.58723431	0.172669342
chr17	40612928	40612929	0.211633333	0.4096525	0.847160759	0.44216	0.92275	0.434368421	0.412792338	-0.024715921
chr17	41221539	41221540	0.390083333	0.4662775	0.822526582	0.56202	0.9365125	0.398415789	0.424110793	0.067861711
chr17	42992924	42992925	0.662666667	0.451985	0.84975443	0.49456	0.9574	0.347421053	0.502333378	0.104563947
chr17	44135007	44135008	0.571716667	0.460135	0.857163291	0.5842	0.90575	0.318126316	0.539036975	0.142008684
chr17	45742350	45742351	0.456483333	0.3892225	0.843075949	0.44954	0.9159375	0.327573684	0.515502265	0.061648816
chr17	46199907	46199908	0.63495	0.3684	0.853281013	0.4839	0.9429125	0.190405263	0.66287575	0.177994737
chr17	46607828	46607829	0.159416667	0.1921125	0.804650633	0.29712	0.968525	0.129847368	0.674803264	0.062265132
chr17	46608355	46608356	0.2763	0.3230575	0.863467089	0.4236	0.9588375	0.262863158	0.600603931	0.060194342
chr17	46608462	46608463	0.126983333	0.236185	0.853624051	0.28388	0.9526375	0.248447368	0.605176682	-0.012262368
chr17	46627484	46627485	0.28235	0.3467625	0.809292405	0.34308	0.96365	0.362368421	0.446923984	-0.015605921
chr17	46660940	46660941	0.2932	0.375145	0.821921519	0.38364	0.9344	0.395384211	0.426537308	-0.020239211
chr17	46676973	46676974	0.376666667	0.3802925	0.823482278	0.39698	0.96765	0.377347368	0.44613491	0.002945132
chr17	47892591	47892592	0.64795	0.31919	0.85725443	0.40122	0.948	0.140047368	0.717207062	0.179142632
chr17	48258561	48258562	0.8878	0.47379	0.884501266	0.5415	0.9460875	0.287205263	0.597296003	0.186584737
chr17	48258695	48258696	0.86255	0.4146975	0.846097468	0.47838	0.9393125	0.226163158	0.61993431	0.188534342
chr17	48348059	48348060	0.877616667	0.4670775	0.814087342	0.53318	0.9447625	0.2826	0.531487342	0.1844775
chr17	48544724	48544725	0.265766667	0.436285	0.862032911	0.55646	0.901375	0.401663158	0.460369753	0.034621842
chr17	49122713	49122714	0.27225	0.256245	0.846662025	0.33332	0.9233375	0.205163158	0.641498867	0.051081842
chr17	49123976	49123977	0.21145	0.2638125	0.831182278	0.31278	0.9392625	0.240526316	0.590655963	0.023286184
chr17	54230419	54230420	0.4485	0.46052	0.816237975	0.4587	0.9033375	0.459221053	0.357016922	0.001298947
chr17	54230560	54230561	0.628616667	0.4905975	0.906327848	0.509	0.9493625	0.423973684	0.482354164	0.066623816
chr17	55483844	55483845	0.822766667	0.4310875	0.844201266	0.45216	0.9123375	0.286789474	0.557411792	0.144298026
chr17	55483894	55483895	0.8419	0.4977125	0.843906329	0.49116	0.9270875	0.374073684	0.469832645	0.123638816
chr17	55993519	55993520	0.830266667	0.399285	0.831489873	0.41102	0.9196125	0.249205263	0.58228461	0.150079737
chr17	56297515	56297516	0.846583333	0.4881575	0.884986076	0.54848	0.9515875	0.321336842	0.563649234	0.166820658
chr17	56607190	56607191	0.117633333	0.3507875	0.848539241	0.49048	0.9185375	0.311389474	0.537149767	0.039398026
chr17	56607967	56607968	0.10035	0.2755125	0.842239241	0.4127	0.9247	0.212868421	0.629370819	0.062644079
chr17	57228618	57228619	0.373983333	0.4881925	0.829663291	0.54428	0.912025	0.453994737	0.375668554	0.034197763
chr17	61229244	61229245	0.761216667	0.4421375	0.845813924	0.42186	0.9237	0.331894737	0.513919187	0.110242763
chr17	64306194	64306195	0.71275	0.4644925	0.853863291	0.50604	0.9433125	0.352736842	0.501126449	0.111755658
chr17	68100915	68100916	0.864616667	0.49116	0.910910127	0.4626	0.9584375	0.3994	0.511510127	0.09176
chr17	68100944	68100945	0.767633333	0.4656225	0.877536709	0.45172	0.943	0.364410526	0.513126183	0.101211974
chr17	68100975	68100976	0.367033333	0.3331375	0.89734557	0.38912	0.95305	0.277110526	0.620235043	0.056026974
chr17	71345538	71345539	0.7768	0.3651525	0.822211392	0.39444	0.9106875	0.195457895	0.626753498	0.169694605
chr17	72241818	72241819	0.789316667	0.376425	0.866326582	0.42364	0.9163	0.202978947	0.663347635	0.173446053
chr17	72258231	72258232	0.82255	0.47952	0.830212658	0.58762	0.9347875	0.284521053	0.545691606	0.194998947
chr17	72400209	72400210	0.181	0.4465775	0.837749367	0.523	0.9601375	0.465321053	0.372428314	-0.018743553
chr17	73056002	73056003	0.300116667	0.384855	0.836655696	0.38928	0.9034875	0.420863158	0.415792538	-0.036008158
chr17	73205364	73205365	0.183733333	0.403415	0.829520253	0.51878	0.9361875	0.364047368	0.465472885	0.039367632
chr17	73506046	73506047	0.768566667	0.403115	0.809697468	0.43662	0.9285375	0.252826316	0.556871153	0.150288684
chr17	73643555	73643556	0.784966667	0.47274	0.891929114	0.52574	0.9540625	0.321052632	0.570876482	0.151687368
chr17	73847414	73847415	0.4407	0.364941026	0.821549367	0.45282	0.959675	0.24765	0.573899367	0.117291026
chr17	74442338	74442339	0.478616667	0.434175	0.819726582	0.49092	0.924025	0.379184211	0.440542372	0.054990789
chr17	74550235	74550236	0.132983333	0.240705	0.800806329	0.37724	0.9138625	0.169178947	0.631627382	0.071526053
chr17	75238703	75238704	0.6975	0.3680775	0.808383544	0.3686	0.956175	0.267457895	0.54092565	0.100619605
chr17	75524062	75524063	0.712533333	0.39706	0.841110127	0.34078	0.93245	0.349326316	0.491783811	0.047733684
chr17	75881093	75881094	0.243233333	0.40717	0.806320253	0.48904	0.9351	0.373547368	0.432772885	0.033622632
chr17	76220672	76220673	0.1295	0.3158775	0.851165823	0.36986	0.9693125	0.316584211	0.534581612	-0.000706711
