chr	start	end	cereb_average	all_brain_average	other_brain_avg	pref_average	leuk_average	white_matter	temporal	dist
chr14	103467798	103467799	0.176866667	0.3411625	0.839067089	0.40412	0.9197875	0.305268421	0.47646	0.497904589
chr14	104624738	104624739	0.5571	0.4942975	0.886101266	0.59144	0.951475	0.384415789	0.61682	0.391803766
chr14	105055026	105055027	0.349716667	0.4837625	0.819372152	0.5309	0.93465	0.486242105	0.53591	0.335609652
chr14	105132479	105132480	0.774933333	0.420545	0.840264557	0.46212	0.90115	0.263689474	0.48515	0.419719557
chr14	105169673	105169674	0.782066667	0.5800825	0.895311392	0.62306	0.940425	0.485115789	0.61784	0.315228892
chr14	105183652	105183653	0.825933333	0.58729	0.921067089	0.65006	0.91415	0.463047368	0.64878	0.333777089
chr14	105789630	105789631	0.314966667	0.3835875	0.841653165	0.45808	0.952175	0.339915789	0.47049	0.458065665
chr14	105789784	105789785	0.157266667	0.3088575	0.809016456	0.4345	0.9461	0.250889474	0.44713	0.500158956
chr14	105794185	105794186	0.132766667	0.43562	0.821027848	0.53658	0.9543375	0.440831579	0.55695	0.385407848
chr14	105965156	105965157	0.622233333	0.5152925	0.842011392	0.57664	0.9404375	0.419131579	0.60316	0.326718892
chr15	23057163	23057164	0.89385	0.531935	0.917643038	0.61934	0.9444	0.338452632	0.6387	0.385708038
chr15	26147435	26147436	0.830516667	0.5113125	0.849998734	0.4828	0.9010375	0.442426316	0.46493	0.338686234
chr15	28437148	28437149	0.138066667	0.204753846	0.803791139	0.34098	0.957	0.120494444	0.32832	0.599037293
chr15	28437159	28437160	0.17385	0.2668425	0.842512658	0.43666	0.9579625	0.167452632	0.42657	0.575670158
chr15	29228305	29228306	0.741716667	0.4052	0.861791139	0.41266	0.905375	0.294226316	0.41041	0.456591139
chr15	30098131	30098132	0.875533333	0.5068825	0.807664557	0.52392	0.92585	0.373905263	0.52983	0.300782057
chr15	31394021	31394022	0.858566667	0.53896	0.852411392	0.55662	0.902	0.419721053	0.56492	0.313451392
chr15	32964208	32964209	0.85885	0.5066625	0.874196203	0.54954	0.93775	0.343268421	0.58436	0.367533703
chr15	32964277	32964278	0.78565	0.4289775	0.857407595	0.4392	0.948425	0.281189474	0.49066	0.428430095
chr15	32964500	32964501	0.716816667	0.4378325	0.851698734	0.47416	0.9401125	0.309294737	0.4965	0.413866234
chr15	34280002	34280003	0.88125	0.5963775	0.911396203	0.64406	0.9583625	0.454910526	0.6704	0.315018703
chr15	35001084	35001085	0.861683333	0.5493475	0.895026582	0.56198	0.935025	0.441957895	0.55967	0.345679082
chr15	37236977	37236978	0.8221	0.538355	0.83236962	0.5003	0.957225	0.465742105	0.5251	0.29401462
chr15	42213760	42213761	0.855033333	0.5353125	0.867002532	0.51358	0.9541625	0.441178947	0.5332	0.331690032
chr15	44507997	44507998	0.7606	0.45097	0.807225316	0.48758	0.95115	0.338473684	0.46063	0.356255316
chr15	45671708	45671709	0.1759	0.3602625	0.877644304	0.51682	0.9747875	0.285968421	0.53376	0.517381804
chr15	45777254	45777255	0.74835	0.543685	0.840827848	0.6556	0.90725	0.374857895	0.6857	0.297142848
chr15	45827540	45827541	0.833766667	0.50017	0.877473418	0.5945	0.9428625	0.318489474	0.59804	0.377303418
chr15	45962135	45962136	0.881666667	0.58806	0.872287342	0.6043	0.9728875	0.484257895	0.601	0.284227342
chr15	48153825	48153826	0.748233333	0.5140925	0.817058228	0.47608	0.95405	0.460857895	0.49376	0.302965728
chr15	49268750	49268751	0.893466667	0.4893125	0.96085443	0.47038	0.978275	0.368410526	0.486	0.47154193
chr15	50557917	50557918	0.422816667	0.37092	0.885748101	0.36832	0.9407125	0.352468421	0.37614	0.514828101
chr15	51197587	51197588	0.744033333	0.4980875	0.859024051	0.5653	0.902675	0.329026316	0.63813	0.360936551
chr15	51669526	51669527	0.91015	0.6195475	0.927781013	0.69038	0.9766	0.456094737	0.72033	0.308233513
chr15	52778344	52778345	0.536883333	0.3571475	0.838294937	0.42424	0.9708875	0.247231579	0.4246	0.481147437
chr15	55881607	55881608	0.84965	0.55314	0.876553165	0.5391	0.958325	0.486626316	0.50863	0.323413165
chr15	55881706	55881707	0.861283333	0.5577425	0.862489873	0.56792	0.9691875	0.463857895	0.54891	0.304747373
chr15	57215558	57215559	0.8514	0.5920625	0.836732911	0.62086	0.947625	0.479815789	0.63533	0.244670411
chr15	57426631	57426632	0.810183333	0.562175	0.903822785	0.58246	0.952175	0.469026316	0.58021	0.341647785
chr15	57551709	57551710	0.834516667	0.5598675	0.89756962	0.58838	0.9482375	0.449710526	0.59012	0.33770212
chr15	57825722	57825723	0.825883333	0.50569	0.804692405	0.57516	0.908325	0.367821053	0.54079	0.299002405
chr15	58699976	58699977	0.789	0.495645	0.881879747	0.5642	0.9097	0.342157895	0.57698	0.386234747
chr15	59171928	59171929	0.874916667	0.578805263	0.920432911	0.58812	0.9756	0.478570588	0.56688	0.341627648
chr15	59496592	59496593	0.850116667	0.61661	0.868613924	0.63982	0.9378875	0.499026316	0.68831	0.252003924
chr15	59595945	59595946	0.889866667	0.45916	0.908756962	0.5128	0.962725	0.272147368	0.52924	0.449596962
chr15	62705727	62705728	0.872633333	0.5783525	0.862734177	0.5838	0.96965	0.474026316	0.59728	0.284381677
chr15	62778589	62778590	0.821133333	0.5928	0.874273418	0.61864	0.906	0.486394737	0.64505	0.281473418
chr15	63831570	63831571	0.86665	0.6233325	0.884211392	0.66756	0.9454375	0.499031579	0.6914	0.260878892
chr15	64404647	64404648	0.74455	0.3705325	0.822959494	0.45732	0.9284375	0.183215789	0.45863	0.452426994
chr15	64438372	64438373	0.51285	0.3567075	0.817773418	0.44816	0.9544625	0.234215789	0.45003	0.461065918
chr15	64634880	64634881	0.887383333	0.5402675	0.888973418	0.62878	0.9581	0.355973684	0.6379	0.348705918
chr15	64793532	64793533	0.810083333	0.5382075	0.883770886	0.61082	0.9555375	0.410715789	0.58101	0.345563386
chr15	65188788	65188789	0.860016667	0.5179875	0.883960759	0.54176	0.941275	0.381957895	0.55934	0.365973259
chr15	66207089	66207090	0.2858	0.365465	0.850421519	0.4869	0.957675	0.278868421	0.51708	0.484956519
chr15	66584218	66584219	0.325166667	0.347145	0.839905063	0.42162	0.9404	0.287126316	0.43713	0.492760063
chr15	66584493	66584494	0.822983333	0.55699	0.844910127	0.57634	0.9393625	0.451315789	0.5885	0.287920127
chr15	66858212	66858213	0.5889	0.4845725	0.826717722	0.53482	0.9648	0.415347368	0.52838	0.342145222
chr15	67984352	67984353	0.8191	0.6110775	0.896549367	0.73722	0.9507125	0.460715789	0.70888	0.285471867
chr15	68877272	68877273	0.574166667	0.321155	0.854155696	0.38706	0.9527	0.192452632	0.38093	0.533000696
chr15	68889832	68889833	0.1866	0.4115175	0.819567089	0.54918	0.9004375	0.3659	0.56431	0.408049589
chr15	71581059	71581060	0.83065	0.4860475	0.801431646	0.57518	0.925525	0.328363158	0.53432	0.315384146
chr15	72406367	72406368	0.774983333	0.558995	0.834725316	0.58356	0.9332375	0.469352632	0.58744	0.275730316
chr15	72472792	72472793	0.737516667	0.3724525	0.803173418	0.44686	0.9411375	0.194	0.45527	0.430720918
chr15	73913175	73913176	0.8731	0.5277575	0.80916962	0.60082	0.9352	0.376221053	0.57194	0.28141212
chr15	73916210	73916211	0.835083333	0.4883325	0.905597468	0.58176	0.9677	0.306789474	0.5785	0.417264968
chr15	74714463	74714464	0.250033333	0.28795	0.828844304	0.3741	0.907575	0.241952632	0.35502	0.540894304
chr15	75587027	75587028	0.723933333	0.55206	0.847420253	0.6153	0.934	0.469663158	0.57387	0.295360253
chr15	77599761	77599762	0.87715	0.5846	0.898540506	0.65468	0.947475	0.457031579	0.61641	0.313940506
chr15	77760532	77760533	0.7431	0.5565225	0.851560759	0.60944	0.9422125	0.433463158	0.65193	0.295038259
chr15	77922163	77922164	0.3971	0.35425	0.806305063	0.4018	0.91375	0.301736842	0.40454	0.452055063
chr15	78609021	78609022	0.747166667	0.456255	0.827943038	0.54488	0.9011875	0.286594737	0.55975	0.371688038
chr15	79143574	79143575	0.759566667	0.3759375	0.847648101	0.44382	0.9414375	0.198178947	0.44956	0.471710601
chr15	79357160	79357161	0.871266667	0.41659	0.913763291	0.48128	0.9547875	0.218126316	0.48852	0.497173291
chr15	81474451	81474452	0.878883333	0.428225	0.821494937	0.47062	0.9401625	0.242357895	0.48978	0.393269937
chr15	81666393	81666394	0.3034	0.426497436	0.830812658	0.47182	0.93485	0.417272222	0.4943	0.404315222
chr15	81666847	81666848	0.77025	0.52926	0.889539241	0.49948	0.961925	0.470742105	0.51074	0.360279241
chr15	82042705	82042706	0.2088	0.286735	0.829273418	0.33242	0.91225	0.269978947	0.34249	0.542538418
chr15	85607233	85607234	0.840916667	0.565495	0.89551519	0.6701	0.9526375	0.394636842	0.67257	0.33002019
chr15	85634797	85634798	0.68185	0.41141	0.874006329	0.54964	0.9033375	0.2229	0.5382	0.462596329
chr15	86302971	86302972	0.809166667	0.5001825	0.810920253	0.47532	0.941	0.411757895	0.49523	0.310737753
chr15	86304357	86304358	0.857733333	0.539075	0.92774557	0.53726	0.9795375	0.425626316	0.56434	0.38867057
chr15	90579809	90579810	0.183133333	0.3788275	0.834501266	0.51074	0.9212125	0.342926316	0.4985	0.455673766
chr15	92667819	92667820	0.735916667	0.352225	0.876750633	0.37002	0.9555875	0.211936842	0.37966	0.524525633
chr15	93442219	93442220	0.556733333	0.453475	0.864029114	0.47034	0.9464125	0.410610526	0.46453	0.410554114
chr15	93855015	93855016	0.48415	0.464345	0.849467089	0.46624	0.92495	0.466184211	0.44802	0.385122089
chr15	93958496	93958497	0.77485	0.5038275	0.869063291	0.5024	0.9224625	0.412642105	0.51518	0.365235791
chr15	95145293	95145294	0.667116667	0.5692025	0.871768354	0.65188	0.9213	0.471784211	0.65421	0.302565854
chr15	96454402	96454403	0.8023	0.5425975	0.922377215	0.5295	0.9304	0.458410526	0.55328	0.379779715
chr15	98065822	98065823	0.139833333	0.2782525	0.809750633	0.38526	0.927975	0.251152632	0.35929	0.531498133
chr15	99337389	99337390	0.77815	0.5841825	0.884181013	0.66284	0.9371125	0.464831579	0.65524	0.299998513
chr15	99383358	99383359	0.86035	0.5995475	0.884063291	0.67238	0.9562	0.461715789	0.66853	0.284515791
chr15	100804081	100804082	0.830216667	0.457945	0.801665823	0.4515	0.9213	0.354389474	0.43456	0.343720823
chr15	100804162	100804163	0.888566667	0.5372025	0.908088608	0.55052	0.959575	0.429263158	0.52481	0.370886108
chr15	101514299	101514300	0.705083333	0.3740275	0.832212658	0.30986	0.9045	0.308036842	0.33286	0.458185158
chr15	101514474	101514475	0.6972	0.359865	0.816677215	0.33132	0.9352625	0.272578947	0.33758	0.456812215
chr15	101887154	101887155	0.851383333	0.494455	0.878549367	0.5225	0.947375	0.369968421	0.5028	0.384094367
chr15	101988134	101988135	0.296766667	0.4268025	0.860240506	0.58074	0.93165	0.348568421	0.5765	0.433438006
chr15	102010161	102010162	0.671366667	0.4649975	0.807774684	0.46356	0.973275	0.386163158	0.49168	0.342777184
chr15	102033014	102033015	0.7981	0.45445	0.856065823	0.5308	0.9169	0.267826316	0.56467	0.401615823
chr15	102189763	102189764	0.716766667	0.5031575	0.882288608	0.60516	0.953125	0.354010526	0.60737	0.379131108
chr16	410333	410334	0.8343	0.5942375	0.869570886	0.65142	0.9522625	0.4514	0.693	0.275333386
chr16	521912	521913	0.381516667	0.3716975	0.866848101	0.44508	0.9307375	0.298278947	0.46861	0.495150601
chr16	522007	522008	0.1957	0.26912	0.874693671	0.34498	0.961225	0.215547368	0.37703	0.605573671
chr16	524414	524415	0.216116667	0.2893225	0.851889873	0.3922	0.9126375	0.229221053	0.396	0.562567373
chr16	766888	766889	0.3376	0.352175	0.855913924	0.4399	0.921775	0.274915789	0.46385	0.503738924
chr16	902736	902737	0.781316667	0.5243075	0.899126582	0.58802	0.906075	0.392905263	0.58791	0.374819082
chr16	962909	962910	0.2675	0.2862025	0.841292405	0.35916	0.924375	0.222184211	0.38258	0.555089905
chr16	963994	963995	0.883633333	0.6333275	0.902183544	0.6899	0.941075	0.490063158	0.72706	0.268856044
chr16	971556	971557	0.805683333	0.6103675	0.852682278	0.68012	0.9631125	0.492031579	0.68314	0.242314778
chr16	1015103	1015104	0.870416667	0.4666325	0.881741772	0.47438	0.928075	0.322889474	0.4936	0.415109272
chr16	1022411	1022412	0.7926	0.47454	0.833744304	0.51292	0.9510375	0.338210526	0.52354	0.359204304
chr16	1024642	1024643	0.719633333	0.43651	0.815448101	0.47654	0.9488	0.307810526	0.49115	0.378938101
chr16	1026877	1026878	0.621583333	0.5010575	0.874911392	0.50014	0.9448	0.449878947	0.52644	0.373853892
chr16	1035774	1035775	0.705	0.5073125	0.87128481	0.51338	0.9275125	0.429136842	0.5342	0.36397231
chr16	1036201	1036202	0.5586	0.43696	0.831205063	0.46028	0.945825	0.366489474	0.48621	0.394245063
chr16	1041333	1041334	0.309883333	0.3773675	0.836167089	0.42214	0.971575	0.354384211	0.43914	0.458799589
chr16	1373703	1373704	0.213983333	0.267855	0.844353165	0.41146	0.9240875	0.161605263	0.43025	0.576498165
chr16	1533880	1533881	0.763283333	0.4103975	0.882550633	0.49796	0.9515	0.235257895	0.48765	0.472153133
chr16	1533943	1533944	0.7979	0.440135	0.906925316	0.49998	0.955175	0.289431579	0.48189	0.466790316
chr16	1692117	1692118	0.303833333	0.47519	0.845137975	0.59064	0.9262375	0.426205263	0.61335	0.369947975
chr16	1779144	1779145	0.7645	0.5341775	0.870794937	0.5947	0.93655	0.417463158	0.58748	0.336617437
chr16	2107101	2107102	0.667733333	0.513405	0.899144304	0.56638	0.95895	0.423710526	0.56474	0.385739304
chr16	2107413	2107414	0.747483333	0.5408775	0.869836709	0.62436	0.9058375	0.400705263	0.6415	0.328959209
chr16	2177155	2177156	0.2864	0.44139	0.855588608	0.49622	0.953075	0.446521053	0.49722	0.414198608
chr16	2260806	2260807	0.622466667	0.540975	0.870722785	0.57086	0.95545	0.497142105	0.56042	0.329747785
chr16	2673800	2673801	0.71585	0.470865	0.864168354	0.45744	0.9065375	0.384763158	0.49418	0.393303354
chr16	4258150	4258151	0.861033333	0.5746	0.839453165	0.64504	0.922025	0.437005263	0.62895	0.264853165
chr16	4382027	4382028	0.864283333	0.541205	0.901701266	0.6276	0.943025	0.381447368	0.6077	0.360496266
chr16	4511773	4511774	0.648483333	0.4224775	0.878894937	0.5216	0.934025	0.271489474	0.52419	0.456417437
chr16	4511917	4511918	0.797	0.5734175	0.951546835	0.65854	0.958925	0.424936842	0.67882	0.378129335
chr16	4521297	4521298	0.903416667	0.6167925	0.934277215	0.7234	0.9751	0.441489474	0.72459	0.317484715
chr16	4679396	4679397	0.849466667	0.4502025	0.901343038	0.58636	0.93945	0.233305263	0.55467	0.451140538
chr16	4684507	4684508	0.38665	0.3942675	0.863835443	0.52688	0.9594375	0.295263158	0.52064	0.469567943
chr16	4723816	4723817	0.165133333	0.30464	0.950201266	0.4629	0.954525	0.218942105	0.47204	0.645561266
chr16	8431529	8431530	0.855466667	0.614255	0.879764557	0.70044	0.9327875	0.474984211	0.69105	0.265509557
chr16	8813274	8813275	0.1312	0.2504825	0.807741772	0.3969	0.9352	0.181884211	0.37918	0.557259272
chr16	9060697	9060698	0.696016667	0.5410275	0.880892405	0.59342	0.9661375	0.444189474	0.60583	0.339864905
chr16	9855960	9855961	0.319133333	0.4278125	0.834913924	0.4769	0.9103875	0.422905263	0.4778	0.407101424
chr16	12308181	12308182	0.883516667	0.5266	0.911565823	0.55796	0.964175	0.382705263	0.57017	0.384965823
chr16	15130678	15130679	0.604666667	0.4925025	0.828958228	0.47438	0.9038	0.472315789	0.47262	0.336455728
chr16	15239992	15239993	0.380883333	0.3185225	0.815503797	0.39074	0.9713625	0.241331579	0.39166	0.496981297
chr16	15527940	15527941	0.188283333	0.3231575	0.812278481	0.3566	0.9497375	0.337573684	0.35997	0.489120981
chr16	19539401	19539402	0.85225	0.442305	0.887529114	0.4891	0.9405875	0.263484211	0.5127	0.445224114
chr16	19871730	19871731	0.130216667	0.345545	0.843075949	0.48314	0.9219	0.288205263	0.51489	0.497530949
chr16	19883969	19883970	0.724033333	0.49031	0.957363291	0.55388	0.9370875	0.361163158	0.56367	0.467053291
chr16	23154937	23154938	0.804316667	0.5962675	0.836901266	0.63184	0.93085	0.486989474	0.66128	0.240633766
chr16	27063429	27063430	0.434516667	0.23714	0.802897468	0.26076	0.9236625	0.163952632	0.24596	0.565757468
chr16	27523174	27523175	0.258416667	0.4500225	0.879292405	0.50524	0.94655	0.458736842	0.52082	0.429269905
chr16	27788255	27788256	0.787633333	0.532225	0.818162025	0.50254	0.9280125	0.465536842	0.52053	0.285937025
chr16	29706275	29706276	0.2991	0.4322475	0.808648101	0.5557	0.931825	0.370331579	0.56805	0.376400601
chr16	31051128	31051129	0.7909	0.5860125	0.885536709	0.6508	0.9523875	0.475794737	0.6401	0.299524209
chr16	31203793	31203794	0.858833333	0.61399	0.89741519	0.6462	0.9580875	0.497615789	0.67209	0.28342519
chr16	31452152	31452153	0.660016667	0.3872025	0.805025316	0.44124	0.9177375	0.248752632	0.45955	0.417822816
chr16	31884761	31884762	0.717083333	0.39595	0.813311392	0.3977	0.9205	0.305636842	0.37399	0.417361392
chr16	49883799	49883800	0.841883333	0.489045	0.805373418	0.56	0.9550625	0.319357895	0.56427	0.316328418
chr16	50897243	50897244	0.288616667	0.30099	0.8762	0.39738	0.912875	0.225989474	0.40272	0.57521
chr16	50897271	50897272	0.326716667	0.308107692	0.955350633	0.43444	0.9528875	0.195461111	0.43654	0.647242941
chr16	52503197	52503198	0.846616667	0.56279	0.864467089	0.6594	0.94595	0.372615789	0.70552	0.301677089
chr16	55540152	55540153	0.708916667	0.5488075	0.851213924	0.64766	0.9182125	0.417284211	0.65321	0.302406424
chr16	56266223	56266224	0.422883333	0.3964775	0.874375949	0.47648	0.9576375	0.329489474	0.46791	0.477898449
chr16	57324200	57324201	0.594816667	0.4432175	0.850665823	0.56294	0.9293875	0.305231579	0.55457	0.407448323
chr16	57832760	57832761	0.6901	0.4057	0.859188608	0.43642	0.967875	0.288168421	0.44301	0.453488608
chr16	58329456	58329457	0.80275	0.49817	0.906575949	0.50114	0.9415	0.379126316	0.54012	0.408405949
chr16	66646895	66646896	0.7671	0.445355	0.887502532	0.4809	0.9426375	0.308405263	0.49474	0.442147532
chr16	67918030	67918031	0.509	0.49187	0.866944304	0.47642	0.9500375	0.491405263	0.4902	0.375074304
chr16	67946188	67946189	0.75745	0.54429	0.86648481	0.6176	0.9286125	0.4035	0.64724	0.32219481
chr16	69832831	69832832	0.675083333	0.5147875	0.850451899	0.59184	0.9388375	0.402721053	0.59301	0.335664399
chr16	69854895	69854896	0.157883333	0.2740475	0.802258228	0.41336	0.9582875	0.195178947	0.42394	0.528210728
chr16	69966641	69966642	0.874733333	0.58896	0.878068354	0.64966	0.9296375	0.442868421	0.66472	0.289108354
chr16	70713933	70713934	0.6047	0.44097	0.855196203	0.51438	0.9326875	0.329757895	0.51733	0.414226203
chr16	70714357	70714358	0.405283333	0.3678625	0.876072152	0.44678	0.9449125	0.285615789	0.46222	0.508209652
chr16	70759095	70759096	0.838816667	0.5055875	0.829379747	0.51808	0.942975	0.390242105	0.51856	0.323792247
chr16	71088536	71088537	0.729683333	0.5098225	0.810024051	0.51438	0.9503625	0.414578947	0.55659	0.300201551
chr16	72034122	72034123	0.734516667	0.4675425	0.80506962	0.57486	0.9261375	0.300626316	0.57084	0.33752712
chr16	72459595	72459596	0.073216667	0.1552175	0.940367089	0.21	0.971375	0.131578947	0.22194	0.785149589
chr16	72459796	72459797	0.108033333	0.1586075	0.884983544	0.20456	0.948925	0.132010526	0.21651	0.726376044
chr16	72459825	72459826	0.156733333	0.1635775	0.942591139	0.24224	0.9643	0.094394737	0.2598	0.779013639
chr16	72460083	72460084	0.148033333	0.338225	0.946182278	0.41828	0.977225	0.328189474	0.43138	0.607957278
chr16	72460114	72460115	0.142633333	0.2727175	0.901973418	0.35726	0.9287875	0.247157895	0.35706	0.629255918
chr16	72756708	72756709	0.613283333	0.427535	0.866837975	0.53084	0.9529375	0.292057895	0.52184	0.439302975
chr16	73125573	73125574	0.512033333	0.5300125	0.867983544	0.60558	0.946325	0.493026316	0.57329	0.337971044
chr16	73126608	73126609	0.765916667	0.4373825	0.830588608	0.52012	0.922725	0.278694737	0.5004	0.393206108
chr16	73266047	73266048	0.165516667	0.2747975	0.910826582	0.35904	0.966325	0.242584211	0.35945	0.636029082
chr16	73266282	73266283	0.3813	0.2425375	0.809902532	0.25594	0.9135375	0.187452632	0.25724	0.567365032
chr16	74661825	74661826	0.87285	0.5793025	0.850721519	0.59386	0.952475	0.473863158	0.59623	0.271419019
chr16	74782152	74782153	0.771983333	0.3862575	0.877696203	0.4486	0.912975	0.203863158	0.4702	0.491438703
chr16	75252695	75252696	0.850133333	0.5409325	0.875686076	0.60732	0.9502125	0.382121053	0.62396	0.334753576
chr16	75269222	75269223	0.276783333	0.35112	0.826292405	0.41856	0.9497	0.324152632	0.41324	0.475172405
chr16	75273344	75273345	0.286833333	0.505925	0.866689873	0.61186	0.9182125	0.475494737	0.64223	0.360764873
chr16	75300724	75300725	0.326483333	0.3975575	0.884112658	0.50304	0.9272375	0.331863158	0.51228	0.486555158
chr16	75300795	75300796	0.474983333	0.371735	0.868602532	0.40472	0.9479375	0.307994737	0.4144	0.496867532
chr16	75515554	75515555	0.840583333	0.50976	0.868998734	0.59758	0.937975	0.338705263	0.59236	0.359238734
chr16	78640531	78640532	0.8002	0.380385	0.906378481	0.44926	0.9567875	0.205710526	0.42594	0.525993481
chr16	81929358	81929359	0.732016667	0.40074	0.890434177	0.4062	0.9615	0.291457895	0.40688	0.489694177
chr16	81929395	81929396	0.893283333	0.524505	0.949677215	0.52426	0.9844	0.408552632	0.52367	0.425172215
chr16	81929465	81929466	0.9363	0.6125325	0.970834177	0.63614	0.966875	0.491668421	0.63611	0.358301677
chr16	84941038	84941039	0.836983333	0.44514	0.851286076	0.50852	0.937	0.275721053	0.50024	0.406146076
chr16	85247756	85247757	0.654733333	0.507715	0.896840506	0.60886	0.9643875	0.3641	0.6418	0.389125506
chr16	85317807	85317808	0.38605	0.52369	0.909737975	0.75094	0.957775	0.385321053	0.75555	0.386047975
chr16	85687041	85687042	0.852383333	0.4537825	0.876172152	0.5204	0.933525	0.256373684	0.55639	0.422389652
chr16	85698376	85698377	0.9156	0.52938	0.970256962	0.57022	0.968475	0.378610526	0.56369	0.440876962
chr16	86568657	86568658	0.762083333	0.4431425	0.901826582	0.47246	0.94625	0.310910526	0.48836	0.458684082
chr16	87384599	87384600	0.146633333	0.2633025	0.808951899	0.31824	0.9368625	0.253910526	0.32368	0.545649399
chr16	87825195	87825196	0.868466667	0.446185	0.879325316	0.50714	0.964725	0.251068421	0.53306	0.433140316
chr16	88041289	88041290	0.775966667	0.3445375	0.847650633	0.40342	0.9523125	0.159321053	0.40815	0.503113133
chr16	88091975	88091976	0.90655	0.61673	0.956056962	0.6489	0.9615625	0.489657895	0.66819	0.339326962
chr16	88096995	88096996	0.654883333	0.385295	0.818183544	0.48506	0.956575	0.220836842	0.48613	0.432888544
chr16	88442086	88442087	0.595366667	0.3504625	0.887358228	0.46524	0.9417375	0.173115789	0.48309	0.536895728
chr16	88442535	88442536	0.786166667	0.3911725	0.801163291	0.48658	0.9538125	0.189663158	0.48934	0.409990791
chr16	88443063	88443064	0.655116667	0.4365575	0.863121519	0.43774	0.9315125	0.363636842	0.44338	0.426564019
chr16	88547533	88547534	0.790583333	0.476045	0.867018987	0.53844	0.9618125	0.331542105	0.53068	0.390973987
chr16	88547579	88547580	0.7257	0.514775	0.817165823	0.57632	0.9046625	0.408652632	0.55908	0.302390823
chr16	88677643	88677644	0.3385	0.3118075	0.802718987	0.3184	0.904775	0.300610526	0.31377	0.490911487
chr16	88680780	88680781	0.837116667	0.46378	0.819349367	0.53702	0.9157375	0.290352632	0.53267	0.355569367
chr16	89104756	89104757	0.13095	0.2285175	0.842053165	0.30504	0.924975	0.203605263	0.29613	0.613535665
chr16	89295094	89295095	0.753433333	0.5040225	0.894224051	0.63092	0.9656875	0.330063158	0.62145	0.390201551
chr16	89297025	89297026	0.801233333	0.4860625	0.892498734	0.5403	0.965125	0.343442105	0.54082	0.406436234
chr16	89438892	89438893	0.250316667	0.4188275	0.865339241	0.5838	0.9692875	0.344063158	0.5795	0.446511741
chr16	89603817	89603818	0.832533333	0.49019	0.932351899	0.6324	0.9332625	0.266531579	0.63863	0.442161899
chr16	89623374	89623375	0.825816667	0.476765	0.877006329	0.53398	0.9098625	0.290842105	0.59198	0.400241329
chr16	89981919	89981920	0.767516667	0.510485	0.849382278	0.5794	0.9732875	0.365652632	0.59699	0.338897278
chr16	89982618	89982619	0.1959	0.4761275	0.906873418	0.60958	0.9716875	0.472673684	0.5841	0.430745918
chr16	90016551	90016552	0.32755	0.3187025	0.861778481	0.42366	0.9396375	0.233178947	0.42341	0.543075981
chr16	90068365	90068366	0.820516667	0.568365	0.879972152	0.65168	0.950775	0.430347368	0.63765	0.311607152
chr17	210047	210048	0.855816667	0.5544625	0.890107595	0.62612	0.94035	0.403726316	0.62422	0.335645095
chr17	210096	210097	0.713983333	0.4796525	0.80088481	0.55364	0.90795	0.352226316	0.54417	0.32123231
chr17	708009	708010	0.87265	0.5455975	0.935159494	0.62472	0.943375	0.374815789	0.63429	0.389561994
chr17	982154	982155	0.3485	0.42674	0.84835443	0.38224	0.9684625	0.487978947	0.37958	0.42161443
chr17	1123812	1123813	0.879883333	0.572595	0.8842	0.5969	0.9517	0.470884211	0.56932	0.311605
chr17	1124131	1124132	0.825666667	0.5049475	0.841006329	0.59154	0.908575	0.338768421	0.58496	0.336058829
chr17	1308616	1308617	0.842616667	0.4552625	0.888058228	0.54816	0.937625	0.240089474	0.58523	0.432795728
chr17	1308645	1308646	0.873383333	0.454995	0.841525316	0.5278	0.925075	0.267715789	0.52339	0.386530316
chr17	1474778	1474779	0.3731	0.364545	0.841208861	0.45494	0.9439625	0.294252632	0.44777	0.476663861
chr17	1824386	1824387	0.1514	0.4016025	0.849817722	0.37832	0.9619875	0.482842105	0.40901	0.448215222
chr17	1900131	1900132	0.800416667	0.401585	0.812946835	0.36252	0.9398125	0.308615789	0.35846	0.411361835
chr17	2319906	2319907	0.6102	0.28137	0.912822785	0.3392	0.9675125	0.122136842	0.3577	0.631452785
chr17	2588064	2588065	0.630566667	0.54403	0.865593671	0.61964	0.9497875	0.465352632	0.60379	0.321563671
chr17	3523427	3523428	0.873516667	0.5790075	0.915531646	0.68354	0.9418625	0.400573684	0.68906	0.336524146
chr17	3721585	3721586	0.74395	0.4946	0.871216456	0.60846	0.9250625	0.311773684	0.63543	0.376616456
chr17	3769847	3769848	0.105983333	0.3656275	0.887979747	0.4316	0.968275	0.3955	0.43167	0.522352247
chr17	4013000	4013001	0.879	0.5119825	0.919502532	0.61906	0.96315	0.314968421	0.61256	0.407520032
chr17	4211943	4211944	0.871833333	0.5137	0.851682278	0.60608	0.9156	0.329563158	0.60249	0.337982278
chr17	4638529	4638530	0.671216667	0.5850775	0.877734177	0.65324	0.9575875	0.476331579	0.70593	0.292656677
chr17	4764504	4764505	0.684416667	0.4235725	0.833687342	0.50796	0.9362875	0.266342105	0.52361	0.410114842
chr17	5350284	5350285	0.751483333	0.4189525	0.875605063	0.50138	0.957325	0.235642105	0.52651	0.456652563
chr17	7258337	7258338	0.514166667	0.4463975	0.859831646	0.53992	0.906525	0.346363158	0.54904	0.413434146
chr17	8816266	8816267	0.687833333	0.5345975	0.822686076	0.52756	0.9309375	0.498394737	0.51496	0.288088576
