File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF563DHU	bed bedMethyl	methylation state at CHH	ENCSR556KEJ	whole-genome shotgun bisulfite sequencing	UBERON:0002048	lung	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF036ODG, ENCFF246HVP, ENCFF780CEC"	9180498488	ENCODE Processing Pipeline	a2c596e1ae38afb4e533336ff76dd632		https://www.encodeproject.org/files/ENCFF563DHU/@@download/ENCFF563DHU.bed.gz	GRCh38			released				
ENCFF498IKD	bed bedMethyl	methylation state at CHG	ENCSR414XEF	whole-genome shotgun bisulfite sequencing	UBERON:0008450	psoas muscle	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF165QNS, ENCFF246HVP, ENCFF512FUD"	2632902154	ENCODE Processing Pipeline	64054bd39221d7225edba6d4de4d9a94		https://www.encodeproject.org/files/ENCFF498IKD/@@download/ENCFF498IKD.bed.gz	GRCh38			released				
ENCFF806ZTQ	bed bedMethyl	methylation state at CHH	ENCSR414XEF	whole-genome shotgun bisulfite sequencing	UBERON:0008450	psoas muscle	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF165QNS, ENCFF246HVP, ENCFF512FUD"	8425948696	ENCODE Processing Pipeline	b8bb6cfb10d9ed479f824978f34f403d		https://www.encodeproject.org/files/ENCFF806ZTQ/@@download/ENCFF806ZTQ.bed.gz	GRCh38			released				
ENCFF121ZES	bed bedMethyl	methylation state at CpG	ENCSR414XEF	whole-genome shotgun bisulfite sequencing	UBERON:0008450	psoas muscle	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF165QNS, ENCFF246HVP, ENCFF512FUD"	649650845	ENCODE Processing Pipeline	a8356033af545dbfdd132023a5e2189e		https://www.encodeproject.org/files/ENCFF121ZES/@@download/ENCFF121ZES.bed.gz	GRCh38			released				
ENCFF375AGR	bed bedMethyl	methylation state at CHG	ENCSR442IUA	whole-genome shotgun bisulfite sequencing	UBERON:0002080	heart right ventricle	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF151RSB, ENCFF246HVP, ENCFF732MWA"	2657033481	ENCODE Processing Pipeline	eae56b14ce6fe788b1e87710f2b7d090		https://www.encodeproject.org/files/ENCFF375AGR/@@download/ENCFF375AGR.bed.gz	GRCh38			released				
ENCFF831OYO	bed bedMethyl	methylation state at CpG	ENCSR442IUA	whole-genome shotgun bisulfite sequencing	UBERON:0002080	heart right ventricle	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF151RSB, ENCFF246HVP, ENCFF732MWA"	658134692	ENCODE Processing Pipeline	31b142bb70353c3d41da711cd5a9f73f		https://www.encodeproject.org/files/ENCFF831OYO/@@download/ENCFF831OYO.bed.gz	GRCh38			released				
ENCFF188WGW	bed bedMethyl	methylation state at CHH	ENCSR442IUA	whole-genome shotgun bisulfite sequencing	UBERON:0002080	heart right ventricle	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF151RSB, ENCFF246HVP, ENCFF732MWA"	8515526930	ENCODE Processing Pipeline	b5687560d3b3dddc22a1858a9f183ee0		https://www.encodeproject.org/files/ENCFF188WGW/@@download/ENCFF188WGW.bed.gz	GRCh38			released				
ENCFF566BGW	bed bedMethyl	methylation state at CHG	ENCSR626YZN	whole-genome shotgun bisulfite sequencing	UBERON:0002080	heart right ventricle	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF055IQZ, ENCFF246HVP, ENCFF338XGV, ENCFF663LBM, ENCFF805HPH"	2808984103	ENCODE Processing Pipeline	e038e14cc140d3997f88ee031b81d2cb		https://www.encodeproject.org/files/ENCFF566BGW/@@download/ENCFF566BGW.bed.gz	GRCh38			released	inconsistent platforms			
ENCFF739YHS	bed bedMethyl	methylation state at CHH	ENCSR626YZN	whole-genome shotgun bisulfite sequencing	UBERON:0002080	heart right ventricle	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF055IQZ, ENCFF246HVP, ENCFF338XGV, ENCFF663LBM, ENCFF805HPH"	9100050607	ENCODE Processing Pipeline	acf43c5db0aa5555c78a74be7d3be620		https://www.encodeproject.org/files/ENCFF739YHS/@@download/ENCFF739YHS.bed.gz	GRCh38			released	inconsistent platforms			
ENCFF513ITC	bed bedMethyl	methylation state at CpG	ENCSR626YZN	whole-genome shotgun bisulfite sequencing	UBERON:0002080	heart right ventricle	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF055IQZ, ENCFF246HVP, ENCFF338XGV, ENCFF663LBM, ENCFF805HPH"	708249770	ENCODE Processing Pipeline	89b2e4892aaa1c433aaa9d2fc609eb85		https://www.encodeproject.org/files/ENCFF513ITC/@@download/ENCFF513ITC.bed.gz	GRCh38			released	inconsistent platforms			
ENCFF822TQH	bigBed bedMethyl	methylation state at CHG	ENCSR539UBP	whole-genome shotgun bisulfite sequencing	UBERON:0001013	adipose tissue	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF272PBZ, ENCFF490FOO, ENCFF974OSM"	4807771812	ENCODE Processing Pipeline	7f4c9d98744b7e4b6398db0dad3aa143		https://www.encodeproject.org/files/ENCFF822TQH/@@download/ENCFF822TQH.bigBed	GRCh38			released				
ENCFF138WJB	bigBed bedMethyl	methylation state at CHH	ENCSR539UBP	whole-genome shotgun bisulfite sequencing	UBERON:0001013	adipose tissue	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF272PBZ, ENCFF490FOO, ENCFF974OSM"	12412670874	ENCODE Processing Pipeline	a670330bb46ab30a321beef60802aa5b		https://www.encodeproject.org/files/ENCFF138WJB/@@download/ENCFF138WJB.bigBed	GRCh38			released				
ENCFF716JPX	bigBed bedMethyl	methylation state at CpG	ENCSR539UBP	whole-genome shotgun bisulfite sequencing	UBERON:0001013	adipose tissue	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF272PBZ, ENCFF490FOO, ENCFF974OSM"	1301857734	ENCODE Processing Pipeline	351782ec106621e8134459bd4cb21304		https://www.encodeproject.org/files/ENCFF716JPX/@@download/ENCFF716JPX.bigBed	GRCh38			released				
ENCFF726MYB	bigBed bedMethyl	methylation state at CHH	ENCSR893BUA	whole-genome shotgun bisulfite sequencing	UBERON:0000947	aorta	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF375RJP, ENCFF888GNX"	11571670169	ENCODE Processing Pipeline	a3edb43b32c8bd4d56d2dc8b38c90733		https://www.encodeproject.org/files/ENCFF726MYB/@@download/ENCFF726MYB.bigBed	GRCh38			released				
ENCFF950WZU	bigBed bedMethyl	methylation state at CHG	ENCSR893BUA	whole-genome shotgun bisulfite sequencing	UBERON:0000947	aorta	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF375RJP, ENCFF888GNX"	4575888906	ENCODE Processing Pipeline	363613bce32384dc30e68988c745f50f		https://www.encodeproject.org/files/ENCFF950WZU/@@download/ENCFF950WZU.bigBed	GRCh38			released				
ENCFF769JYP	bigBed bedMethyl	methylation state at CpG	ENCSR893BUA	whole-genome shotgun bisulfite sequencing	UBERON:0000947	aorta	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF375RJP, ENCFF888GNX"	1244078077	ENCODE Processing Pipeline	4e39faa9178dde30cd8586271b517910		https://www.encodeproject.org/files/ENCFF769JYP/@@download/ENCFF769JYP.bigBed	GRCh38			released				
ENCFF947ZTJ	bigBed bedMethyl	methylation state at CHH	ENCSR862LLM	whole-genome shotgun bisulfite sequencing	UBERON:0002106	spleen	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF035IUM, ENCFF246HVP, ENCFF342EMY"	11760879913	ENCODE Processing Pipeline	f95fff451f2703045b091113961b22f6		https://www.encodeproject.org/files/ENCFF947ZTJ/@@download/ENCFF947ZTJ.bigBed	GRCh38			released				
ENCFF277CXW	bigBed bedMethyl	methylation state at CHG	ENCSR862LLM	whole-genome shotgun bisulfite sequencing	UBERON:0002106	spleen	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF035IUM, ENCFF246HVP, ENCFF342EMY"	4625888080	ENCODE Processing Pipeline	8f1117156f18133da413d616dde1a1c2		https://www.encodeproject.org/files/ENCFF277CXW/@@download/ENCFF277CXW.bigBed	GRCh38			released				
ENCFF152CYA	bigBed bedMethyl	methylation state at CpG	ENCSR862LLM	whole-genome shotgun bisulfite sequencing	UBERON:0002106	spleen	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF035IUM, ENCFF246HVP, ENCFF342EMY"	1257199621	ENCODE Processing Pipeline	e5a809c18135fd66a62eb8a0480d0faf		https://www.encodeproject.org/files/ENCFF152CYA/@@download/ENCFF152CYA.bigBed	GRCh38			released				
ENCFF162TXM	bigBed bedMethyl	methylation state at CHG	ENCSR405XVT	whole-genome shotgun bisulfite sequencing	UBERON:0001264	pancreas	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF027YKJ, ENCFF246HVP, ENCFF566ITI"	4577441944	ENCODE Processing Pipeline	83945c1253c81918ceb76e067d6f14ca		https://www.encodeproject.org/files/ENCFF162TXM/@@download/ENCFF162TXM.bigBed	GRCh38			released				
ENCFF279PIF	bigBed bedMethyl	methylation state at CpG	ENCSR405XVT	whole-genome shotgun bisulfite sequencing	UBERON:0001264	pancreas	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF027YKJ, ENCFF246HVP, ENCFF566ITI"	1247367109	ENCODE Processing Pipeline	cd83fbe42aedd347f7cee80384f19e4a		https://www.encodeproject.org/files/ENCFF279PIF/@@download/ENCFF279PIF.bigBed	GRCh38			released				
ENCFF191LAK	bigBed bedMethyl	methylation state at CHH	ENCSR405XVT	whole-genome shotgun bisulfite sequencing	UBERON:0001264	pancreas	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF027YKJ, ENCFF246HVP, ENCFF566ITI"	11584922472	ENCODE Processing Pipeline	278be6268153a8c061a1b8efcd42849e		https://www.encodeproject.org/files/ENCFF191LAK/@@download/ENCFF191LAK.bigBed	GRCh38			released				
ENCFF257WAG	bigBed bedMethyl	methylation state at CHG	ENCSR517TCG	whole-genome shotgun bisulfite sequencing	UBERON:0001013	adipose tissue	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF069MOF, ENCFF246HVP, ENCFF420PTH"	4598180055	ENCODE Processing Pipeline	cbe14473aebc087dedf85c996306a462		https://www.encodeproject.org/files/ENCFF257WAG/@@download/ENCFF257WAG.bigBed	GRCh38			released				
ENCFF869VTG	bigBed bedMethyl	methylation state at CHH	ENCSR517TCG	whole-genome shotgun bisulfite sequencing	UBERON:0001013	adipose tissue	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF069MOF, ENCFF246HVP, ENCFF420PTH"	11651715911	ENCODE Processing Pipeline	89f0b56badf6ead61809b3daa59f8c1e		https://www.encodeproject.org/files/ENCFF869VTG/@@download/ENCFF869VTG.bigBed	GRCh38			released				
ENCFF739ZXB	bigBed bedMethyl	methylation state at CpG	ENCSR517TCG	whole-genome shotgun bisulfite sequencing	UBERON:0001013	adipose tissue	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF069MOF, ENCFF246HVP, ENCFF420PTH"	1250619314	ENCODE Processing Pipeline	fee9ef1bf4810542c120d148b5787051		https://www.encodeproject.org/files/ENCFF739ZXB/@@download/ENCFF739ZXB.bigBed	GRCh38			released				
ENCFF837BXO	bigBed bedMethyl	methylation state at CHH	ENCSR559QOU	whole-genome shotgun bisulfite sequencing	UBERON:0001043	esophagus	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF231CCQ, ENCFF246HVP, ENCFF367QNV"	12413560419	ENCODE Processing Pipeline	ed0353b37a8e3de63b0c34f94e9a022f		https://www.encodeproject.org/files/ENCFF837BXO/@@download/ENCFF837BXO.bigBed	GRCh38			released				
ENCFF579IUR	bigBed bedMethyl	methylation state at CHG	ENCSR559QOU	whole-genome shotgun bisulfite sequencing	UBERON:0001043	esophagus	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF231CCQ, ENCFF246HVP, ENCFF367QNV"	4849915332	ENCODE Processing Pipeline	29a3039494902a1cd20a0bf8b0d5635f		https://www.encodeproject.org/files/ENCFF579IUR/@@download/ENCFF579IUR.bigBed	GRCh38			released				
ENCFF437KWR	bigBed bedMethyl	methylation state at CpG	ENCSR559QOU	whole-genome shotgun bisulfite sequencing	UBERON:0001043	esophagus	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF231CCQ, ENCFF246HVP, ENCFF367QNV"	1317251069	ENCODE Processing Pipeline	a679e2f78041d50b701f88991bf21f26		https://www.encodeproject.org/files/ENCFF437KWR/@@download/ENCFF437KWR.bigBed	GRCh38			released				
ENCFF555ZGY	bigBed bedMethyl	methylation state at CHH	ENCSR987GWQ	whole-genome shotgun bisulfite sequencing	UBERON:0001159	sigmoid colon	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF194SXB, ENCFF246HVP, ENCFF705LNO"	12434325399	ENCODE Processing Pipeline	eaa292083c877383b73c8ed89641dca3		https://www.encodeproject.org/files/ENCFF555ZGY/@@download/ENCFF555ZGY.bigBed	GRCh38			released				
ENCFF294LEG	bigBed bedMethyl	methylation state at CHG	ENCSR987GWQ	whole-genome shotgun bisulfite sequencing	UBERON:0001159	sigmoid colon	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF194SXB, ENCFF246HVP, ENCFF705LNO"	4866909570	ENCODE Processing Pipeline	63a06d87a6fdc67638cd8881e2cd16e4		https://www.encodeproject.org/files/ENCFF294LEG/@@download/ENCFF294LEG.bigBed	GRCh38			released				
ENCFF190OUX	bigBed bedMethyl	methylation state at CpG	ENCSR987GWQ	whole-genome shotgun bisulfite sequencing	UBERON:0001159	sigmoid colon	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF194SXB, ENCFF246HVP, ENCFF705LNO"	1317747959	ENCODE Processing Pipeline	65a16c29c9567d4c962103d2f3837717		https://www.encodeproject.org/files/ENCFF190OUX/@@download/ENCFF190OUX.bigBed	GRCh38			released				
ENCFF121JEK	bigBed bedMethyl	methylation state at CHG	ENCSR579AXB	whole-genome shotgun bisulfite sequencing	UBERON:0002084	heart left ventricle	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF093BBI, ENCFF246HVP, ENCFF479WOW"	4867989109	ENCODE Processing Pipeline	e8bf51331cc4d94aa8a006f178ef6866		https://www.encodeproject.org/files/ENCFF121JEK/@@download/ENCFF121JEK.bigBed	GRCh38			released				
ENCFF934VEG	bigBed bedMethyl	methylation state at CpG	ENCSR579AXB	whole-genome shotgun bisulfite sequencing	UBERON:0002084	heart left ventricle	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF093BBI, ENCFF246HVP, ENCFF479WOW"	1316797915	ENCODE Processing Pipeline	082255cdf15ffdab75b841cd0a4906d2		https://www.encodeproject.org/files/ENCFF934VEG/@@download/ENCFF934VEG.bigBed	GRCh38			released				
ENCFF297NAD	bigBed bedMethyl	methylation state at CHH	ENCSR579AXB	whole-genome shotgun bisulfite sequencing	UBERON:0002084	heart left ventricle	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF093BBI, ENCFF246HVP, ENCFF479WOW"	12474147510	ENCODE Processing Pipeline	d51af519c0bba745d08eddf47ad08eee		https://www.encodeproject.org/files/ENCFF297NAD/@@download/ENCFF297NAD.bigBed	GRCh38			released				
ENCFF051MBG	bigBed bedMethyl	methylation state at CHH	ENCSR012TGL	whole-genome shotgun bisulfite sequencing	UBERON:0002084	heart left ventricle	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF382MFI, ENCFF501IFY, ENCFF984GJM"	12389201164	ENCODE Processing Pipeline	7523a714817da431ae94bb5ab702ee94		https://www.encodeproject.org/files/ENCFF051MBG/@@download/ENCFF051MBG.bigBed	GRCh38			released				
ENCFF673KYA	bigBed bedMethyl	methylation state at CHG	ENCSR012TGL	whole-genome shotgun bisulfite sequencing	UBERON:0002084	heart left ventricle	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF382MFI, ENCFF501IFY, ENCFF984GJM"	4803952566	ENCODE Processing Pipeline	e433f33c403ad3f7c8bd766c6dd655a0		https://www.encodeproject.org/files/ENCFF673KYA/@@download/ENCFF673KYA.bigBed	GRCh38			released				
ENCFF890RPD	bigBed bedMethyl	methylation state at CpG	ENCSR012TGL	whole-genome shotgun bisulfite sequencing	UBERON:0002084	heart left ventricle	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF382MFI, ENCFF501IFY, ENCFF984GJM"	1300168594	ENCODE Processing Pipeline	1d695044561108c55c064ec643478594		https://www.encodeproject.org/files/ENCFF890RPD/@@download/ENCFF890RPD.bigBed	GRCh38			released				
ENCFF382YNU	bigBed bedMethyl	methylation state at CHH	ENCSR417YFD	whole-genome shotgun bisulfite sequencing	UBERON:0000992	ovary	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF294ZJM, ENCFF980COG"	12340102138	ENCODE Processing Pipeline	e9623b750911e0da14a3ae02ff985812		https://www.encodeproject.org/files/ENCFF382YNU/@@download/ENCFF382YNU.bigBed	GRCh38			released				
ENCFF545XYI	bigBed bedMethyl	methylation state at CpG	ENCSR417YFD	whole-genome shotgun bisulfite sequencing	UBERON:0000992	ovary	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF294ZJM, ENCFF980COG"	1303350896	ENCODE Processing Pipeline	d71688af52f596ee171799aad6531e57		https://www.encodeproject.org/files/ENCFF545XYI/@@download/ENCFF545XYI.bigBed	GRCh38			released				
ENCFF566VLX	bigBed bedMethyl	methylation state at CHG	ENCSR417YFD	whole-genome shotgun bisulfite sequencing	UBERON:0000992	ovary	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF294ZJM, ENCFF980COG"	4787293695	ENCODE Processing Pipeline	1487563106c11225c9e126754557cfe9		https://www.encodeproject.org/files/ENCFF566VLX/@@download/ENCFF566VLX.bigBed	GRCh38			released				
ENCFF246ERG	bigBed bedMethyl	methylation state at CHH	ENCSR331PWE	whole-genome shotgun bisulfite sequencing	UBERON:0001159	sigmoid colon	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF570HVV, ENCFF930VIL"	12414734206	ENCODE Processing Pipeline	4fcf5ce2523be62efec68255c804af75		https://www.encodeproject.org/files/ENCFF246ERG/@@download/ENCFF246ERG.bigBed	GRCh38			released				
ENCFF296DJT	bigBed bedMethyl	methylation state at CHG	ENCSR331PWE	whole-genome shotgun bisulfite sequencing	UBERON:0001159	sigmoid colon	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF570HVV, ENCFF930VIL"	4842910501	ENCODE Processing Pipeline	905645b31aea3b51a6ef80e240f9fecd		https://www.encodeproject.org/files/ENCFF296DJT/@@download/ENCFF296DJT.bigBed	GRCh38			released				
ENCFF538UWB	bigBed bedMethyl	methylation state at CpG	ENCSR331PWE	whole-genome shotgun bisulfite sequencing	UBERON:0001159	sigmoid colon	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF570HVV, ENCFF930VIL"	1314838690	ENCODE Processing Pipeline	07e5b384b7f7b88136be2e2365c53a6f		https://www.encodeproject.org/files/ENCFF538UWB/@@download/ENCFF538UWB.bigBed	GRCh38			released				
ENCFF101JQZ	bigBed bedMethyl	methylation state at CpG	ENCSR797TEV	whole-genome shotgun bisulfite sequencing	UBERON:0002048	lung	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF581MVM, ENCFF865VQL"	1237449729	ENCODE Processing Pipeline	6c31aad9593fa2e298888f24f87c4fb7		https://www.encodeproject.org/files/ENCFF101JQZ/@@download/ENCFF101JQZ.bigBed	GRCh38			released				
ENCFF709PFV	bigBed bedMethyl	methylation state at CHH	ENCSR797TEV	whole-genome shotgun bisulfite sequencing	UBERON:0002048	lung	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF581MVM, ENCFF865VQL"	11561486270	ENCODE Processing Pipeline	05b7e4a2b4c0e4dc25946f17c4a38af7		https://www.encodeproject.org/files/ENCFF709PFV/@@download/ENCFF709PFV.bigBed	GRCh38			released				
ENCFF422XKZ	bigBed bedMethyl	methylation state at CHG	ENCSR797TEV	whole-genome shotgun bisulfite sequencing	UBERON:0002048	lung	tissue	child	male	3 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF581MVM, ENCFF865VQL"	4572560409	ENCODE Processing Pipeline	5c9a3aa1fd43834a0810bd9c84bd742c		https://www.encodeproject.org/files/ENCFF422XKZ/@@download/ENCFF422XKZ.bigBed	GRCh38			released				
ENCFF991MEL	bigBed bedMethyl	methylation state at CHH	ENCSR022QUM	whole-genome shotgun bisulfite sequencing	UBERON:0002369	adrenal gland	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF538VBI, ENCFF576YUB, ENCFF931UCU"	12302067778	ENCODE Processing Pipeline	de81f66a06351fa4a3e252bb888313ff		https://www.encodeproject.org/files/ENCFF991MEL/@@download/ENCFF991MEL.bigBed	GRCh38			released				
ENCFF056UTX	bigBed bedMethyl	methylation state at CHG	ENCSR022QUM	whole-genome shotgun bisulfite sequencing	UBERON:0002369	adrenal gland	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF538VBI, ENCFF576YUB, ENCFF931UCU"	4775536485	ENCODE Processing Pipeline	d5027fd91aab86048eb8923b8c0dfced		https://www.encodeproject.org/files/ENCFF056UTX/@@download/ENCFF056UTX.bigBed	GRCh38			released				
ENCFF088HLR	bigBed bedMethyl	methylation state at CpG	ENCSR022QUM	whole-genome shotgun bisulfite sequencing	UBERON:0002369	adrenal gland	tissue	adult	male	34 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF538VBI, ENCFF576YUB, ENCFF931UCU"	1297853734	ENCODE Processing Pipeline	9e5f637fb1130828898b27fe7df2735b		https://www.encodeproject.org/files/ENCFF088HLR/@@download/ENCFF088HLR.bigBed	GRCh38			released				
ENCFF292CQA	bigBed bedMethyl	methylation state at CHH	ENCSR675POY	whole-genome shotgun bisulfite sequencing	UBERON:0002369	adrenal gland	tissue	adult	female	30 year	Homo sapiens							DNA		QIAGEN DNeasy Blood & Tissue Kit			FALSE	7/31/13	Roadmap				1							"ENCFF246HVP, ENCFF675PWE, ENCFF703MUJ"	11734827749	ENCODE Processing Pipeline	927e13bb97dfd8f1ac39e9b08a5d758f		https://www.encodeproject.org/files/ENCFF292CQA/@@download/ENCFF292CQA.bigBed	GRCh38			released				
