cpg.chr	cpg.start	cpg.end	not_leuk	leuk	als.chr	als.start	als.end	als.1	als.2	als.3	als.4	ctrl.1	ctrl.2	ctrl.3	ctrl.4
chr5	156696114	156696265	0.705566667	0.1778625	chr5	156696158	156696159	88.88888889	90	81.81818182	84.61538462	90.90909091	44.44444444	100	100
chr5	156696114	156696265	0.705566667	0.1778625	chr5	156696159	156696160	NA	73.33333333	100	100	100	66.66666667	76.92307692	100
chr5	156698779	156698930	0.648235135	0.0538125	chr5	156698808	156698809	NA	100	57.14285714	NA	NA	NA	NA	NA
chr5	156698779	156698930	0.648235135	0.0538125	chr5	156698809	156698810	NA	71.42857143	88.88888889	100	88.23529412	82.35294118	62.5	NA
chr5	167532385	167532536	0.579609009	0.0745875	chr5	167532471	167532472	83.33333333	89.47368421	81.25	100	88.88888889	100	NA	NA
chr5	167532385	167532536	0.579609009	0.0745875	chr5	167532472	167532473	NA	100	92.85714286	100	NA	100	100	85.71428571
chr5	167532385	167532536	0.579609009	0.0745875	chr5	167532478	167532479	100	95	100	90.90909091	100	NA	NA	NA
chr5	167532385	167532536	0.579609009	0.0745875	chr5	167532479	167532480	NA	87.5	100	85.71428571	NA	83.33333333	100	100
chr5	167532385	167532536	0.579609009	0.0745875	chr5	167532523	167532524	77.77777778	77.77777778	56.25	88.88888889	100	100	NA	NA
chr5	167532385	167532536	0.579609009	0.0745875	chr5	167532524	167532525	83.33333333	75	66.66666667	66.66666667	66.66666667	77.77777778	50	NA
chr5	169533272	169533423	0.704279279	0.043575	chr5	169533304	169533305	NA	NA	87.5	NA	87.5	NA	100	NA
chr5	169533272	169533423	0.704279279	0.043575	chr5	169533305	169533306	88.88888889	82.35294118	NA	100	71.42857143	81.81818182	NA	NA
chr5	169533272	169533423	0.704279279	0.043575	chr5	169533311	169533312	NA	100	100	NA	100	NA	100	NA
chr5	169533272	169533423	0.704279279	0.043575	chr5	169533312	169533313	100	94.11764706	NA	100	85.71428571	100	NA	NA
chr5	169533272	169533423	0.704279279	0.043575	chr5	169533320	169533321	NA	100	100	NA	100	NA	100	NA
chr5	169533272	169533423	0.704279279	0.043575	chr5	169533321	169533322	90.90909091	94.44444444	NA	88.88888889	87.5	100	NA	NA
chr5	169533297	169533448	0.634318919	0.059375	chr5	169533304	169533305	NA	NA	87.5	NA	87.5	NA	100	NA
chr5	169533297	169533448	0.634318919	0.059375	chr5	169533305	169533306	88.88888889	82.35294118	NA	100	71.42857143	81.81818182	NA	NA
chr5	169533297	169533448	0.634318919	0.059375	chr5	169533311	169533312	NA	100	100	NA	100	NA	100	NA
chr5	169533297	169533448	0.634318919	0.059375	chr5	169533312	169533313	100	94.11764706	NA	100	85.71428571	100	NA	NA
chr5	169533297	169533448	0.634318919	0.059375	chr5	169533320	169533321	NA	100	100	NA	100	NA	100	NA
chr5	169533297	169533448	0.634318919	0.059375	chr5	169533321	169533322	90.90909091	94.44444444	NA	88.88888889	87.5	100	NA	NA
chr5	169724515	169724666	0.614683784	0.0287125	chr5	169724531	169724532	NA	NA	85.71428571	100	NA	NA	100	100
chr5	169724515	169724666	0.614683784	0.0287125	chr5	169724532	169724533	100	80	100	90	NA	NA	NA	NA
chr5	169724515	169724666	0.614683784	0.0287125	chr5	169724538	169724539	NA	NA	100	100	NA	NA	100	NA
chr5	169724515	169724666	0.614683784	0.0287125	chr5	169724539	169724540	100	90	100	90	NA	NA	NA	NA
chr5	169724515	169724666	0.614683784	0.0287125	chr5	169724626	169724627	NA	93.75	100	100	100	100	85.71428571	NA
chr5	169724515	169724666	0.614683784	0.0287125	chr5	169724636	169724637	100	93.75	100	100	100	100	92.85714286	NA
chr5	169724515	169724666	0.614683784	0.0287125	chr5	169724639	169724640	100	93.75	100	76.92307692	92.85714286	100	100	NA
chr5	169724581	169724732	0.587991892	0.0228	chr5	169724626	169724627	NA	93.75	100	100	100	100	85.71428571	NA
chr5	169724581	169724732	0.587991892	0.0228	chr5	169724636	169724637	100	93.75	100	100	100	100	92.85714286	NA
chr5	169724581	169724732	0.587991892	0.0228	chr5	169724639	169724640	100	93.75	100	76.92307692	92.85714286	100	100	NA
chr5	169724581	169724732	0.587991892	0.0228	chr5	169724674	169724675	100	75	93.75	83.33333333	100	93.75	73.33333333	85.71428571
chr5	169724581	169724732	0.587991892	0.0228	chr5	169724728	169724729	100	100	92.30769231	100	100	93.75	100	100
chr5	169724693	169724844	0.612845946	0.0424625	chr5	169724728	169724729	100	100	92.30769231	100	100	93.75	100	100
chr5	169724693	169724844	0.612845946	0.0424625	chr5	169724790	169724791	NA	94.11764706	88.88888889	100	88.88888889	100	91.66666667	NA
chr5	169757679	169757830	0.691797297	0.0717625	.	-1	-1	.	.	.	.	.	.	.	.
chr5	169757784	169757935	0.654945045	0.1294625	.	-1	-1	.	.	.	.	.	.	.	.
chr5	169760194	169760345	0.65261982	0.0259	chr5	169760194	169760195	100	85.71428571	100	100	100	NA	NA	NA
chr5	169760194	169760345	0.65261982	0.0259	chr5	169760214	169760215	NA	83.33333333	71.42857143	85.71428571	87.5	100	100	85.71428571
chr5	169760194	169760345	0.65261982	0.0259	chr5	169760215	169760216	100	NA	92.30769231	100	NA	NA	NA	NA
chr5	171541752	171541903	0.73119009	0.086825	chr5	171541762	171541763	NA	100	NA	NA	NA	NA	NA	NA
chr5	171541752	171541903	0.73119009	0.086825	chr5	171541763	171541764	NA	NA	NA	100	NA	NA	100	NA
chr5	171541752	171541903	0.73119009	0.086825	chr5	171541768	171541769	NA	83.33333333	NA	NA	NA	NA	NA	NA
chr5	171541752	171541903	0.73119009	0.086825	chr5	171541769	171541770	NA	NA	NA	100	NA	NA	100	NA
chr5	171541752	171541903	0.73119009	0.086825	chr5	171541791	171541792	NA	77.77777778	NA	100	85.71428571	80	NA	NA
chr5	171541752	171541903	0.73119009	0.086825	chr5	171541792	171541793	NA	NA	NA	100	NA	NA	NA	NA
chr5	172128762	172128913	0.594586486	0.0204625	chr5	172128803	172128804	NA	71.42857143	62.5	NA	100	NA	NA	NA
chr5	172128762	172128913	0.594586486	0.0204625	chr5	172128804	172128805	NA	NA	100	92.30769231	NA	71.42857143	100	NA
chr5	172462551	172462702	0.61937027	0.058825	chr5	172462559	172462560	NA	100	100	NA	100	100	100	NA
chr5	172462551	172462702	0.61937027	0.058825	chr5	172462560	172462561	88.88888889	100	NA	100	81.25	84.61538462	100	NA
chr5	172462551	172462702	0.61937027	0.058825	chr5	172462592	172462593	100	85.71428571	100	NA	100	100	100	100
chr5	172462551	172462702	0.61937027	0.058825	chr5	172462593	172462594	100	100	66.66666667	83.33333333	90.90909091	91.66666667	100	NA
chr5	172462551	172462702	0.61937027	0.058825	chr5	172462625	172462626	83.33333333	85.71428571	92.85714286	85.71428571	83.33333333	87.5	100	100
chr5	172462551	172462702	0.61937027	0.058825	chr5	172462626	172462627	NA	100	100	100	85.71428571	100	85.71428571	NA
chr5	172462551	172462702	0.61937027	0.058825	chr5	172462627	172462628	100	75	93.75	100	100	87.5	100	NA
chr5	172462551	172462702	0.61937027	0.058825	chr5	172462628	172462629	NA	100	71.42857143	100	85.71428571	100	85.71428571	NA
chr5	173213635	173213786	0.637852252	0.1037375	chr5	173213638	173213639	NA	NA	NA	100	NA	NA	NA	NA
chr5	173213635	173213786	0.637852252	0.1037375	chr5	173213646	173213647	NA	NA	NA	100	NA	NA	NA	NA
chr5	173213635	173213786	0.637852252	0.1037375	chr5	173213649	173213650	NA	NA	NA	100	NA	NA	NA	NA
chr5	173213635	173213786	0.637852252	0.1037375	chr5	173213720	173213721	NA	NA	NA	50	NA	NA	NA	NA
chr5	173213635	173213786	0.637852252	0.1037375	chr5	173213723	173213724	NA	NA	NA	83.33333333	NA	NA	NA	NA
chr5	173213635	173213786	0.637852252	0.1037375	chr5	173213735	173213736	NA	NA	NA	100	NA	NA	NA	NA
chr5	173213635	173213786	0.637852252	0.1037375	chr5	173213737	173213738	NA	NA	NA	100	NA	NA	NA	NA
chr5	173213635	173213786	0.637852252	0.1037375	chr5	173213752	173213753	NA	NA	NA	100	NA	NA	NA	NA
chr5	173213635	173213786	0.637852252	0.1037375	chr5	173213755	173213756	NA	NA	NA	100	NA	NA	NA	NA
chr5	175962263	175962414	0.623716216	0.0910125	.	-1	-1	.	.	.	.	.	.	.	.
chr5	176326441	176326592	0.656081982	0.0803625	chr5	176326492	176326493	NA	85.71428571	NA	100	NA	100	NA	NA
chr5	176326441	176326592	0.656081982	0.0803625	chr5	176326493	176326494	NA	100	100	100	100	100	100	NA
chr5	176326441	176326592	0.656081982	0.0803625	chr5	176326522	176326523	NA	83.33333333	NA	87.5	NA	100	NA	NA
chr5	176326441	176326592	0.656081982	0.0803625	chr5	176326523	176326524	100	92.30769231	83.33333333	100	100	100	100	NA
chr5	176326453	176326604	0.604656757	0.0899875	chr5	176326492	176326493	NA	85.71428571	NA	100	NA	100	NA	NA
chr5	176326453	176326604	0.604656757	0.0899875	chr5	176326493	176326494	NA	100	100	100	100	100	100	NA
chr5	176326453	176326604	0.604656757	0.0899875	chr5	176326522	176326523	NA	83.33333333	NA	87.5	NA	100	NA	NA
chr5	176326453	176326604	0.604656757	0.0899875	chr5	176326523	176326524	100	92.30769231	83.33333333	100	100	100	100	NA
chr5	176759006	176759157	0.809454955	0.3007625	.	-1	-1	.	.	.	.	.	.	.	.
chr5	176837845	176837996	0.714230631	0.173725	chr5	176837855	176837856	NA	NA	NA	0	NA	16.66666667	NA	NA
chr5	176837845	176837996	0.714230631	0.173725	chr5	176837856	176837857	0	0	0	NA	0	NA	16.66666667	NA
chr5	176837845	176837996	0.714230631	0.173725	chr5	176837879	176837880	NA	NA	NA	11.11111111	NA	NA	NA	NA
chr5	176837845	176837996	0.714230631	0.173725	chr5	176837880	176837881	12.5	27.27272727	25	30	22.22222222	0	50	NA
chr5	176837845	176837996	0.714230631	0.173725	chr5	176837885	176837886	0	NA	NA	0	NA	NA	NA	NA
chr5	176837845	176837996	0.714230631	0.173725	chr5	176837886	176837887	0	0	20	20	9.090909091	0	14.28571429	NA
chr5	176837845	176837996	0.714230631	0.173725	chr5	176837900	176837901	0	NA	NA	0	NA	NA	NA	NA
chr5	176837845	176837996	0.714230631	0.173725	chr5	176837901	176837902	0	7.692307692	0	0	9.090909091	0	42.85714286	NA
chr5	176837845	176837996	0.714230631	0.173725	chr5	176837963	176837964	NA	0	0	0	NA	0	NA	NA
chr5	176837845	176837996	0.714230631	0.173725	chr5	176837964	176837965	0	0	9.090909091	0	0	11.11111111	0	NA
chr5	176855229	176855380	0.700276577	0.15935	chr5	176855272	176855273	NA	100	NA	85.71428571	100	NA	NA	NA
chr5	176855229	176855380	0.700276577	0.15935	chr5	176855297	176855298	NA	88.88888889	NA	90	NA	NA	66.66666667	NA
chr5	176855229	176855380	0.700276577	0.15935	chr5	176855343	176855344	NA	NA	NA	66.66666667	NA	NA	83.33333333	NA
chr5	176855229	176855380	0.700276577	0.15935	chr5	176855363	176855364	NA	NA	NA	75	NA	NA	NA	NA
chr5	176855229	176855380	0.700276577	0.15935	chr5	176855374	176855375	NA	NA	NA	100	NA	NA	NA	NA
chr5	176855229	176855380	0.700276577	0.15935	chr5	176855379	176855380	NA	NA	NA	100	NA	NA	NA	NA
chr5	176856770	176856921	0.64669009	0.050475	chr5	176856789	176856790	NA	NA	NA	57.14285714	NA	NA	NA	NA
chr5	176856770	176856921	0.64669009	0.050475	chr5	176856870	176856871	NA	NA	NA	0	NA	NA	NA	NA
chr5	176856770	176856921	0.64669009	0.050475	chr5	176856871	176856872	0	50	5.555555556	16.66666667	16.66666667	0	8.333333333	25
chr5	177547898	177548049	0.587114414	0.074875	chr5	177547961	177547962	NA	100	77.77777778	90	NA	100	100	NA
chr5	177547898	177548049	0.587114414	0.074875	chr5	177547962	177547963	NA	100	100	86.66666667	NA	NA	NA	NA
chr5	177870158	177870309	0.651783784	0.1152625	.	-1	-1	.	.	.	.	.	.	.	.
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204710	178204711	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204714	178204715	NA	NA	NA	14.28571429	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204720	178204721	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204721	178204722	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204722	178204723	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204723	178204724	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204725	178204726	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204726	178204727	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204731	178204732	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204732	178204733	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204734	178204735	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204735	178204736	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204737	178204738	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204738	178204739	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204746	178204747	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204747	178204748	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204749	178204750	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204750	178204751	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204753	178204754	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204754	178204755	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204756	178204757	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204757	178204758	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204760	178204761	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204772	178204773	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204779	178204780	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204781	178204782	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204784	178204785	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204792	178204793	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204794	178204795	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204800	178204801	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204803	178204804	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204819	178204820	NA	NA	NA	9.090909091	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204822	178204823	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204824	178204825	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204688	178204839	0.661972072	0.085825	chr5	178204829	178204830	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204710	178204711	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204714	178204715	NA	NA	NA	14.28571429	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204720	178204721	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204721	178204722	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204722	178204723	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204723	178204724	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204725	178204726	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204726	178204727	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204731	178204732	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204732	178204733	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204734	178204735	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204735	178204736	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204737	178204738	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204738	178204739	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204746	178204747	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204747	178204748	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204749	178204750	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204750	178204751	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204753	178204754	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204754	178204755	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204756	178204757	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204757	178204758	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204760	178204761	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204772	178204773	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204779	178204780	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204781	178204782	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204784	178204785	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204792	178204793	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204794	178204795	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204800	178204801	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204803	178204804	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204819	178204820	NA	NA	NA	9.090909091	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204822	178204823	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204824	178204825	NA	NA	NA	0	NA	NA	NA	NA
chr5	178204691	178204842	0.631289189	0.0787375	chr5	178204829	178204830	NA	NA	NA	0	NA	NA	NA	NA
chr5	178420615	178420766	0.709888288	0.148575	.	-1	-1	.	.	.	.	.	.	.	.
chr5	178956799	178956950	0.650627928	0.120325	chr5	178956799	178956800	NA	NA	87.5	100	100	100	85.71428571	NA
chr5	178956799	178956950	0.650627928	0.120325	chr5	178956831	178956832	NA	NA	100	100	85.71428571	100	85.71428571	NA
chr5	178956799	178956950	0.650627928	0.120325	chr5	178956850	178956851	NA	NA	NA	NA	NA	100	NA	NA
chr5	178956799	178956950	0.650627928	0.120325	chr5	178956851	178956852	66.66666667	100	90	100	100	92.85714286	NA	NA
chr5	178956799	178956950	0.650627928	0.120325	chr5	178956854	178956855	NA	NA	NA	NA	NA	100	NA	NA
chr5	178956799	178956950	0.650627928	0.120325	chr5	178956855	178956856	66.66666667	100	40	42.85714286	66.66666667	100	NA	NA
chr5	178956799	178956950	0.650627928	0.120325	chr5	178956866	178956867	NA	83.33333333	NA	NA	NA	100	NA	NA
chr5	178956799	178956950	0.650627928	0.120325	chr5	178956867	178956868	100	100	100	100	NA	100	NA	NA
chr5	179520923	179521074	0.669800901	0.097925	chr5	179520923	179520924	NA	100	NA	100	NA	NA	NA	NA
chr5	179520923	179521074	0.669800901	0.097925	chr5	179520950	179520951	NA	100	100	83.33333333	100	100	100	88.88888889
chr5	179520923	179521074	0.669800901	0.097925	chr5	179520951	179520952	NA	87.5	NA	100	NA	NA	NA	NA
chr5	179520923	179521074	0.669800901	0.097925	chr5	179520966	179520967	NA	100	100	83.33333333	92.30769231	100	81.81818182	75
chr5	179520923	179521074	0.669800901	0.097925	chr5	179520967	179520968	NA	83.33333333	NA	100	NA	NA	NA	NA
chr5	179520923	179521074	0.669800901	0.097925	chr5	179521044	179521045	NA	88.88888889	100	NA	100	100	90.90909091	100
chr5	179520923	179521074	0.669800901	0.097925	chr5	179521045	179521046	NA	NA	NA	88.88888889	NA	NA	66.66666667	NA
chr5	179520923	179521074	0.669800901	0.097925	chr5	179521050	179521051	NA	87.5	87.5	100	77.77777778	88.88888889	91.66666667	100
chr5	179520923	179521074	0.669800901	0.097925	chr5	179521051	179521052	NA	NA	NA	87.5	NA	NA	100	NA
chr5	179520923	179521074	0.669800901	0.097925	chr5	179521056	179521057	NA	100	100	85.71428571	88.88888889	100	100	83.33333333
chr5	179520923	179521074	0.669800901	0.097925	chr5	179521057	179521058	NA	NA	NA	87.5	NA	NA	100	NA
chr5	179769932	179770083	0.732009009	0.132725	chr5	179769986	179769987	53.33333333	35.71428571	50	28.57142857	52.94117647	44.44444444	33.33333333	NA
chr5	179769932	179770083	0.732009009	0.132725	chr5	179769987	179769988	66.66666667	40.90909091	40	28.57142857	20	73.68421053	62.5	66.66666667
chr5	180230983	180231134	0.574175676	0.058275	chr5	180231026	180231027	87.5	100	87.5	100	93.33333333	100	88.88888889	100
chr5	180230983	180231134	0.574175676	0.058275	chr5	180231027	180231028	NA	92.85714286	100	100	100	100	100	NA
chr5	180231009	180231160	0.593703604	0.036525	chr5	180231026	180231027	87.5	100	87.5	100	93.33333333	100	88.88888889	100
chr5	180231009	180231160	0.593703604	0.036525	chr5	180231027	180231028	NA	92.85714286	100	100	100	100	100	NA
chr5	180231110	180231261	0.668672072	0.07575	.	-1	-1	.	.	.	.	.	.	.	.
chr5	180231119	180231270	0.685327027	0.0787	.	-1	-1	.	.	.	.	.	.	.	.
chr6	885223	885374	0.589754955	0.05495	chr6	885286	885287	NA	44.44444444	18.18181818	18.18181818	37.5	28.57142857	14.28571429	NA
chr6	885223	885374	0.589754955	0.05495	chr6	885287	885288	30.76923077	7.692307692	45.45454545	15.38461538	25	14.28571429	11.11111111	NA
chr6	885223	885374	0.589754955	0.05495	chr6	885298	885299	NA	50	9.090909091	11.11111111	0	0	15	NA
chr6	885223	885374	0.589754955	0.05495	chr6	885299	885300	0	7.692307692	7.692307692	0	16.66666667	10	0	NA
chr6	2542738	2542889	0.577992793	0.0423875	chr6	2542870	2542871	NA	4.545454545	14.28571429	6.666666667	16.66666667	NA	5.882352941	NA
chr6	2542738	2542889	0.577992793	0.0423875	chr6	2542871	2542872	11.11111111	13.33333333	18.18181818	11.11111111	0	0	5	NA
chr6	2542738	2542889	0.577992793	0.0423875	chr6	2542884	2542885	NA	6.25	22.22222222	15.38461538	20	0	8.333333333	NA
chr6	2542738	2542889	0.577992793	0.0423875	chr6	2542885	2542886	14.28571429	23.07692308	22.22222222	11.11111111	0	0	5	NA
chr6	2752015	2752166	0.712158559	0.2114625	chr6	2752091	2752092	0	14.28571429	0	15.38461538	0	0	22.22222222	NA
chr6	2752015	2752166	0.712158559	0.2114625	chr6	2752092	2752093	NA	30	16.66666667	9.090909091	6.666666667	7.142857143	12.5	NA
chr6	2752015	2752166	0.712158559	0.2114625	chr6	2752104	2752105	NA	0	0	0	0	14.28571429	16.66666667	NA
chr6	2752015	2752166	0.712158559	0.2114625	chr6	2752105	2752106	16.66666667	16.66666667	NA	9.090909091	6.25	7.142857143	14.28571429	NA
chr6	2752015	2752166	0.712158559	0.2114625	chr6	2752126	2752127	16.66666667	0	0	7.142857143	NA	0	30	NA
chr6	2752015	2752166	0.712158559	0.2114625	chr6	2752127	2752128	16.66666667	8.333333333	0	0	5.882352941	0	0	NA
chr6	2752285	2752436	0.667521622	0.0465	chr6	2752285	2752286	50	20	0	14.28571429	14.28571429	37.5	0	NA
chr6	2752285	2752436	0.667521622	0.0465	chr6	2752286	2752287	NA	15.38461538	16.66666667	7.692307692	7.142857143	0	20	16.66666667
chr6	2752285	2752436	0.667521622	0.0465	chr6	2752310	2752311	NA	13.33333333	0	0	0	22.22222222	0	NA
chr6	2752285	2752436	0.667521622	0.0465	chr6	2752311	2752312	NA	15.38461538	0	9.090909091	33.33333333	15.38461538	25	14.28571429
chr6	2752285	2752436	0.667521622	0.0465	chr6	2752353	2752354	12.5	12.5	14.28571429	0	0	25	7.692307692	NA
chr6	2752285	2752436	0.667521622	0.0465	chr6	2752354	2752355	NA	0	0	10	12.5	0	10	0
chr6	2974004	2974155	0.681966667	0.1024125	chr6	2974011	2974012	0	25	7.692307692	12.5	28.57142857	6.666666667	12.5	NA
chr6	2974004	2974155	0.681966667	0.1024125	chr6	2974012	2974013	NA	20	15.38461538	5.882352941	12.5	0	17.64705882	28.57142857
chr6	2974004	2974155	0.681966667	0.1024125	chr6	2974123	2974124	NA	37.5	0	NA	25	23.07692308	0	83.33333333
chr6	2974004	2974155	0.681966667	0.1024125	chr6	2974124	2974125	28.57142857	0	0	NA	NA	NA	37.5	NA
chr6	3023523	3023674	0.530237838	0.0273125	chr6	3023542	3023543	NA	NA	NA	16.66666667	NA	NA	NA	NA
chr6	3023523	3023674	0.530237838	0.0273125	chr6	3023543	3023544	0	9.090909091	8.333333333	0	12.5	0	0	NA
chr6	3023523	3023674	0.530237838	0.0273125	chr6	3023617	3023618	NA	14.28571429	NA	12.5	NA	NA	0	NA
chr6	3023523	3023674	0.530237838	0.0273125	chr6	3023618	3023619	NA	9.090909091	0	0	0	0	0	NA
chr6	3023523	3023674	0.530237838	0.0273125	chr6	3023644	3023645	NA	11.11111111	NA	12.5	NA	NA	NA	NA
chr6	3023523	3023674	0.530237838	0.0273125	chr6	3023645	3023646	NA	0	0	12.5	0	0	0	NA
chr6	3023523	3023674	0.530237838	0.0273125	chr6	3023660	3023661	NA	11.11111111	NA	0	NA	NA	NA	NA
chr6	3023523	3023674	0.530237838	0.0273125	chr6	3023661	3023662	NA	0	0	0	0	0	0	NA
chr6	3023523	3023674	0.530237838	0.0273125	chr6	3023666	3023667	NA	11.11111111	NA	0	NA	NA	NA	NA
