chr	start	end	not_leuk_avg	leuk_dist	leuk_average
chr19	17953157	17953158	0.47063964	0.49903536	0.969675
chr5	67586170	67586171	0.408133333	0.498979167	0.9071125
chr7	4911051	4911052	0.625459459	0.498971959	0.1264875
chr1	111743020	111743021	0.632305405	0.498967905	0.1333375
chr14	21359943	21359944	0.674691892	0.498929392	0.1757625
chr10	13388442	13388443	0.30305045	0.49889955	0.80195
chr16	88907370	88907371	0.681727027	0.498877027	0.18285
chr8	29886272	29886273	0.579111712	0.498861712	0.08025
chr11	2322050	2322051	0.585664865	0.498852365	0.0868125
chr10	126223401	126223402	0.655163063	0.498838063	0.156325
chr7	27153944	27153945	0.40658018	0.49881982	0.9054
chr16	3057959	3057960	0.565648649	0.498748649	0.0669
chr17	43306622	43306623	0.542034234	0.498734234	0.0433
chr19	54374873	54374874	0.722299099	0.498711599	0.2235875
chr3	111809470	111809471	0.533775676	0.498663176	0.0351125
chr7	1883760	1883761	0.801844144	0.498619144	0.303225
chr16	67062389	67062390	0.557554054	0.498579054	0.058975
chr9	130517095	130517096	0.43736036	0.49857714	0.9359375
chr14	65673646	65673647	0.738981982	0.498569482	0.2404125
chr2	197132869	197132870	0.583155856	0.498530856	0.084625
chr6	152702365	152702366	0.388969369	0.498505631	0.887475
chr17	40570233	40570234	0.630741441	0.498478941	0.1322625
chr2	157184499	157184500	0.724916216	0.498478716	0.2264375
chr2	242927418	242927419	0.672417117	0.498467117	0.17395
chr17	70723386	70723387	0.536273874	0.498461374	0.0378125
chr19	49842829	49842830	0.403948649	0.498426351	0.902375
chr10	12490844	12490845	0.528381081	0.498406081	0.029975
chr10	101436820	101436821	0.663561261	0.498386261	0.165175
chr3	10380471	10380472	0.70273964	0.49836464	0.204375
chr17	54864697	54864698	0.564936937	0.498324437	0.0666125
chr11	35195513	35195514	0.680199099	0.498324099	0.181875
chr12	7060474	7060475	0.585692793	0.498317793	0.087375
chr12	124950938	124950939	0.541146847	0.498296847	0.04285
chr1	67772896	67772897	0.598544144	0.498256644	0.1002875
chr9	141017001	141017002	0.568431532	0.498256532	0.070175
chr4	129491708	129491709	0.598324324	0.498236824	0.1000875
chr7	36764140	36764141	0.538742342	0.498229842	0.0405125
chr12	50350299	50350300	0.562554054	0.498191554	0.0643625
chr13	113343376	113343377	0.592931532	0.498181532	0.09475
chr16	12442738	12442739	0.662983784	0.498171284	0.1648125
chr7	100181701	100181702	0.563101802	0.498151802	0.06495
chr2	62428082	62428083	0.645347748	0.498110248	0.1472375
chr2	206666368	206666369	0.651032432	0.498094932	0.1529375
chr5	156690796	156690797	0.631559459	0.498071959	0.1334875
chr4	4860698	4860699	0.711927928	0.498040428	0.2138875
chr5	118308850	118308851	0.674423423	0.498035923	0.1763875
chr12	33052596	33052597	0.653368468	0.498030968	0.1553375
chr22	19710880	19710881	0.551918919	0.498006419	0.0539125
chr15	94840793	94840794	0.565054054	0.497991554	0.0670625
chr3	121555186	121555187	0.627964865	0.497989865	0.129975
chr17	43242591	43242592	0.744745045	0.497982545	0.2467625
chr21	36399540	36399541	0.569715315	0.497940315	0.071775
chr16	89042082	89042083	0.577091892	0.497929392	0.0791625
chr5	71795159	71795160	0.669732432	0.497869932	0.1718625
chr11	124413229	124413230	0.574418919	0.497793919	0.076625
chr11	6668214	6668215	0.545140541	0.497790541	0.04735
chr11	61730880	61730881	0.659334234	0.497784234	0.16155
chr21	43932043	43932044	0.804523423	0.497773423	0.30675
chr10	101282572	101282573	0.343186486	0.497738514	0.840925
chr22	50483545	50483546	0.588604505	0.497704505	0.0909
chr17	76126301	76126302	0.543891892	0.497704392	0.0461875
chr1	33516461	33516462	0.704286486	0.497686486	0.2066
chr1	147781600	147781601	0.440005405	0.497644595	0.93765
chr11	57090226	57090227	0.353465766	0.497634234	0.8511
chr11	111606373	111606374	0.403418018	0.497631982	0.90105
chr3	128779601	128779602	0.705913514	0.497538514	0.208375
chr22	41597321	41597322	0.63297027	0.49753277	0.1354375
chr12	2030223	2030224	0.693709009	0.497446509	0.1962625
chr6	170490375	170490376	0.657358559	0.497446059	0.1599125
chr1	27687695	27687696	0.706293694	0.497431194	0.2088625
chr4	84035953	84035954	0.52638018	0.49739268	0.0289875
chr11	64107374	64107375	0.633154054	0.497341554	0.1358125
chr11	67052656	67052657	0.726926126	0.497326126	0.2296
chr5	148810061	148810062	0.587884685	0.497322185	0.0905625
chr2	45238442	45238443	0.553386486	0.497286486	0.0561
chr4	153564653	153564654	0.614507207	0.497282207	0.117225
chr18	56532628	56532629	0.343152252	0.497197748	0.84035
chr7	27169136	27169137	0.430153153	0.497121847	0.927275
chr4	40198392	40198393	0.532869369	0.497119369	0.03575
chr17	40489721	40489722	0.592311712	0.497111712	0.0952
chr12	1598243	1598244	0.557536036	0.497073536	0.0604625
chr7	80080213	80080214	0.582484685	0.497072185	0.0854125
chr7	31121827	31121828	0.575978378	0.497053378	0.078925
chr4	16086023	16086024	0.656396396	0.497046396	0.15935
chr3	13459281	13459282	0.684134234	0.497034234	0.1871
chr17	1626509	1626510	0.560840541	0.497028041	0.0638125
chr11	118084920	118084921	0.60401982	0.49696982	0.10705
chr8	65500144	65500145	0.718865766	0.496953266	0.2219125
chr6	42788831	42788832	0.47080991	0.49690259	0.9677125
chr17	62097951	62097952	0.523191892	0.496866892	0.026325
chr7	24446070	24446071	0.649857658	0.496845158	0.1530125
chr1	167487762	167487763	0.741089189	0.496826689	0.2442625
chr11	63974955	63974956	0.514825225	0.496787725	0.0180375
chr17	17655165	17655166	0.605487387	0.496737387	0.10875
chr5	142814934	142814935	0.51988018	0.49668018	0.0232
chr8	131663355	131663356	0.46850991	0.49666509	0.965175
chr13	99545448	99545449	0.640818919	0.496656419	0.1441625
chr17	56408691	56408692	0.54613964	0.49663964	0.0495
chr10	124181965	124181966	0.706762162	0.496637162	0.210125
chr7	2774414	2774415	0.660393694	0.496581194	0.1638125
chr3	46139305	46139306	0.61984955	0.49656205	0.1232875
chr20	34025962	34025963	0.324368468	0.496544032	0.8209125
chr17	56564855	56564856	0.733054955	0.496517455	0.2365375
chr19	41834029	41834030	0.641356757	0.496494257	0.1448625
chr2	233765872	233765873	0.611861261	0.496473761	0.1153875
chr7	27162090	27162091	0.466118018	0.496456982	0.962575
chr1	226308960	226308961	0.646894595	0.496394595	0.1505
chr12	57616956	57616957	0.659716216	0.496391216	0.163325
chr9	138967027	138967028	0.724238739	0.496363739	0.227875
chr6	30458601	30458602	0.656692793	0.496330293	0.1603625
chr5	138725830	138725831	0.588701802	0.496314302	0.0923875
chr2	237623903	237623904	0.544666667	0.496291667	0.048375
chr9	138136051	138136052	0.636472973	0.496272973	0.1402
chr11	414951	414952	0.536943243	0.496268243	0.040675
chr17	7034129	7034130	0.666569369	0.496244369	0.170325
chr19	43856594	43856595	0.648763063	0.496225563	0.1525375
chr2	45172972	45172973	0.621668468	0.496218468	0.12545
chr11	45114570	45114571	0.610545946	0.496158446	0.1143875
chr6	32813337	32813338	0.572513514	0.496138514	0.076375
chr11	67052759	67052760	0.676252252	0.496089752	0.1801625
chr2	64488961	64488962	0.712772072	0.496072072	0.2167
chr22	17680563	17680564	0.450611712	0.496038288	0.94665
chr12	25707569	25707570	0.690177477	0.496027477	0.19415
chr8	38578802	38578803	0.543964865	0.496027365	0.0479375
chr17	34345172	34345173	0.571181081	0.496018581	0.0751625
chr6	154678326	154678327	0.711464865	0.496014865	0.21545
chr18	77269319	77269320	0.685025225	0.495987725	0.1890375
chr10	115141887	115141888	0.556795495	0.495982995	0.0608125
chr1	59278958	59278959	0.769674775	0.495937275	0.2737375
chr3	121613703	121613704	0.339672973	0.495927027	0.8356
chr9	130541859	130541860	0.677144144	0.495919144	0.181225
chr3	155394303	155394304	0.433956757	0.495918243	0.929875
chr14	20903555	20903556	0.460713514	0.495886486	0.9566
chr4	40198481	40198482	0.536785586	0.495710586	0.041075
chr6	155739835	155739836	0.536454054	0.495704054	0.04075
chr2	233925181	233925182	0.515330631	0.495643131	0.0196875
chr1	26881009	26881010	0.667506306	0.495631306	0.171875
chr21	43221841	43221842	0.77760991	0.49559741	0.2820125
chr16	3639839	3639840	0.713291892	0.495554392	0.2177375
chr13	28982820	28982821	0.599741441	0.495553941	0.1041875
chr8	1940413	1940414	0.638263063	0.495550563	0.1427125
chr2	62683655	62683656	0.790742342	0.495542342	0.2952
chr18	74774466	74774467	0.543287387	0.495499887	0.0477875
chr19	51876119	51876120	0.559528829	0.495466329	0.0640625
chr11	69261044	69261045	0.721745946	0.495383446	0.2263625
chr16	2737220	2737221	0.545331532	0.495369032	0.0499625
chr1	64212080	64212081	0.672615315	0.495340315	0.177275
chr1	59398690	59398691	0.622567568	0.495317568	0.12725
chr10	64397076	64397077	0.557514414	0.495314414	0.0622
chr12	66697621	66697622	0.688523423	0.495285923	0.1932375
chr6	154331078	154331079	0.634527928	0.495252928	0.139275
chr6	168768172	168768173	0.577443243	0.495218243	0.082225
chr4	10686554	10686555	0.591036937	0.495211937	0.095825
chr7	138729073	138729074	0.571185586	0.495198086	0.0759875
chr5	71475356	71475357	0.449555856	0.495156644	0.9447125
chr11	134254690	134254691	0.645133333	0.495133333	0.15
chr22	51158720	51158721	0.417053153	0.495046847	0.9121
chr2	585365	585366	0.640272072	0.495022072	0.14525
chr1	234613490	234613491	0.739054955	0.495004955	0.24405
chr5	42953543	42953544	0.320209009	0.495003491	0.8152125
chr2	145338509	145338510	0.75938018	0.49495518	0.264425
chr2	132152814	132152815	0.343574775	0.494950225	0.838525
chr19	3189496	3189497	0.761407207	0.494944707	0.2664625
chr17	80545322	80545323	0.713964865	0.494939865	0.219025
chr11	134257030	134257031	0.546325225	0.494925225	0.0514
chr6	41907198	41907199	0.614874775	0.494899775	0.119975
chr10	102239027	102239028	0.669945946	0.494895946	0.17505
chr1	151345181	151345182	0.459918018	0.494869482	0.9547875
chr7	4911022	4911023	0.638067568	0.494855068	0.1432125
chr4	39482740	39482741	0.758410811	0.494835811	0.263575
chr10	88295210	88295211	0.395375676	0.494699324	0.890075
chr2	102369368	102369369	0.463566667	0.494695833	0.9582625
chr17	30813178	30813179	0.371893694	0.494556306	0.86645
chr5	178420527	178420528	0.594982883	0.494520383	0.1004625
chr17	3820150	3820151	0.658369369	0.494519369	0.16385
chr3	54579548	54579549	0.638956757	0.494519257	0.1444375
chr16	69598417	69598418	0.554451351	0.494513851	0.0599375
chr12	57941309	57941310	0.58501982	0.49448232	0.0905375
chr5	176172918	176172919	0.577102703	0.494465203	0.0826375
chr1	234952288	234952289	0.456624324	0.494375676	0.951
chr6	39282316	39282317	0.569887387	0.494312387	0.075575
chr21	38075171	38075172	0.662117117	0.494304617	0.1678125
chr12	29543589	29543590	0.670445946	0.494283446	0.1761625
chr20	44513768	44513769	0.593351351	0.494276351	0.099075
chr5	134071169	134071170	0.58301982	0.49420732	0.0888125
chr3	14466411	14466412	0.598727027	0.494189527	0.1045375
chr1	239621510	239621511	0.55625045	0.49418795	0.0620625
chr1	228661675	228661676	0.648233333	0.494183333	0.15405
chr13	50962761	50962762	0.568655856	0.494143356	0.0745125
chr6	30652282	30652283	0.557644144	0.494119144	0.063525
chr22	37881422	37881423	0.541442342	0.494117342	0.047325
chr7	6476110	6476111	0.604232432	0.494107432	0.110125
chr11	57200325	57200326	0.648477477	0.494102477	0.154375
chr12	49581272	49581273	0.373218919	0.494068581	0.8672875
chr2	201995729	201995730	0.682383784	0.494046284	0.1883375
chr2	173061715	173061716	0.604578378	0.494028378	0.11055
chr12	81109664	81109665	0.614358559	0.494021059	0.1203375
chr6	166117676	166117677	0.42674955	0.49395045	0.9207
chr2	23749087	23749088	0.689537838	0.493950338	0.1955875
chr22	47070251	47070252	0.694930631	0.493943131	0.2009875
chr20	56073589	56073590	0.559511712	0.493924212	0.0655875
chr21	46898789	46898790	0.712741441	0.493903941	0.2188375
chr3	69797108	69797109	0.72573964	0.49390214	0.2318375
chr15	40583227	40583228	0.367501802	0.493885698	0.8613875
chr17	57449015	57449016	0.382813514	0.493873986	0.8766875
chr22	37625461	37625462	0.567595495	0.493857995	0.0737375
chr20	61315208	61315209	0.759558559	0.493846059	0.2657125
chr10	91144795	91144796	0.721943243	0.493818243	0.228125
chr2	147632094	147632095	0.539188288	0.493813288	0.045375
chr6	32120826	32120827	0.412675676	0.493774324	0.90645
chr6	149806081	149806082	0.595452252	0.493677252	0.101775
chr8	25202910	25202911	0.573353153	0.493665653	0.0796875
chr22	46472568	46472569	0.456478378	0.493659122	0.9501375
chr13	111109651	111109652	0.770789189	0.493651689	0.2771375
chr2	112468472	112468473	0.622576577	0.493639077	0.1289375
chr17	40822653	40822654	0.57950991	0.49362241	0.0858875
chr3	184056843	184056844	0.39793964	0.49361036	0.89155
chr14	103593520	103593521	0.440157658	0.493604842	0.9337625
chr2	99081350	99081351	0.639915315	0.493515315	0.1464
chr11	62767406	62767407	0.596774775	0.493512275	0.1032625
chr7	41909842	41909843	0.592535135	0.493510135	0.099025
chr11	68605511	68605512	0.653892793	0.493480293	0.1604125
chr5	121456948	121456949	0.657210811	0.493460811	0.16375
chr11	121612857	121612858	0.438402703	0.493459797	0.9318625
chr4	6050440	6050441	0.628945946	0.493458446	0.1354875
chr12	124950784	124950785	0.517268468	0.493455968	0.0238125
chr6	163756998	163756999	0.56549009	0.49344009	0.07205
chr7	45002287	45002288	0.397784685	0.493415315	0.8912
chr15	40599680	40599681	0.559033333	0.493408333	0.065625
chr6	154677796	154677797	0.663415315	0.493402815	0.1700125
chr19	3179545	3179546	0.550563063	0.493363063	0.0572
chr19	4090388	4090389	0.840395495	0.493357995	0.3470375
chr8	142219329	142219330	0.673747748	0.493322748	0.180425
chr1	198648849	198648850	0.745018919	0.493318919	0.2517
chr1	2155728	2155729	0.579017117	0.493317117	0.0857
chr22	50631079	50631080	0.553925225	0.493300225	0.060625
chr17	43319137	43319138	0.479958559	0.493253941	0.9732125
chr17	57903544	57903545	0.642617117	0.493242117	0.149375
chr2	56410288	56410289	0.580027928	0.493240428	0.0867875
chr13	41351044	41351045	0.560372072	0.493222072	0.06715
chr12	109596187	109596188	0.617365766	0.493178266	0.1241875
chr3	16977485	16977486	0.672582883	0.493145383	0.1794375
chr7	965534	965535	0.658486486	0.493136486	0.16535
chr2	109649281	109649282	0.801847748	0.493122748	0.308725
chr9	139923567	139923568	0.526820721	0.493020721	0.0338
chr11	1332238	1332239	0.607582883	0.493007883	0.114575
chr16	84560887	84560888	0.452412613	0.492987387	0.9454
chr4	143765657	143765658	0.604854054	0.492979054	0.111875
chr2	420052	420053	0.745608108	0.492970608	0.2526375
chr6	10555808	10555809	0.386587387	0.492962613	0.87955
chr8	145002835	145002836	0.541368468	0.492943468	0.048425
chr2	71133502	71133503	0.642789189	0.492889189	0.1499
chr7	50196374	50196375	0.577742342	0.492867342	0.084875
chr17	76128683	76128684	0.528792793	0.492805293	0.0359875
chr17	46651722	46651723	0.443327928	0.492784572	0.9361125
chr8	142289648	142289649	0.441385586	0.492776914	0.9341625
chr8	1906498	1906499	0.445772973	0.492752027	0.938525
chr4	185872829	185872830	0.670990991	0.492728491	0.1782625
chr16	50769852	50769853	0.592434234	0.492721734	0.0997125
chr4	147868330	147868331	0.554145045	0.492670045	0.061475
chr16	19126242	19126243	0.411463964	0.492661036	0.904125
chr8	22673039	22673040	0.76130991	0.49264741	0.2686625
chr8	27757965	27757966	0.615541441	0.492641441	0.1229
chr7	963333	963334	0.603361261	0.492573761	0.1107875
chr19	6772831	6772832	0.533678378	0.492565878	0.0411125
chr22	51158550	51158551	0.467867568	0.492557432	0.960425
chr22	22292241	22292242	0.277084685	0.492552815	0.7696375
chr14	54686589	54686590	0.655698198	0.492535698	0.1631625
chr17	40822942	40822943	0.793881081	0.492531081	0.30135
chr1	208021736	208021737	0.563782883	0.492495383	0.0712875
chr17	76128481	76128482	0.525002703	0.492465203	0.0325375
chr6	32812953	32812954	0.522547748	0.492435248	0.0301125
chr12	111537104	111537105	0.550997297	0.492422297	0.058575
chr6	30624395	30624396	0.682765766	0.492403266	0.1903625
chr1	226004826	226004827	0.420025225	0.492399775	0.912425
chr12	58135981	58135982	0.53046036	0.49236036	0.0381
chr22	44205978	44205979	0.78200991	0.49235991	0.28965
chr17	17780937	17780938	0.40614955	0.49235045	0.8985
chr5	43039410	43039411	0.591248649	0.492348649	0.0989
chr22	45608428	45608429	0.349878378	0.492346622	0.842225
chr3	196347230	196347231	0.645331532	0.492306532	0.153025
chr17	77914307	77914308	0.732287387	0.492287387	0.24
chr12	66582582	66582583	0.65576036	0.49228536	0.163475
chr5	156692395	156692396	0.739007207	0.492282207	0.246725
chr16	85319859	85319860	0.45806036	0.49218964	0.95025
chr8	142413013	142413014	0.645375676	0.492188176	0.1531875
chr11	129992297	129992298	0.591292793	0.492180293	0.0991125
chr3	9943848	9943849	0.549078378	0.492178378	0.0569
chr19	39086733	39086734	0.462775676	0.492174324	0.95495
chr14	23589278	23589279	0.576362162	0.492149662	0.0842125
chr22	36563117	36563118	0.621931532	0.492056532	0.129875
chr6	1070389	1070390	0.582506306	0.492006306	0.0905
chr12	51636921	51636922	0.693830631	0.492005631	0.201825
chr8	145901245	145901246	0.714310811	0.491998311	0.2223125
chr2	175532338	175532339	0.634914414	0.491989414	0.142925
chr2	69002111	69002112	0.543133333	0.491983333	0.05115
chr11	118286105	118286106	0.64854955	0.49197455	0.156575
chr19	1360981	1360982	0.392036036	0.491963964	0.884
chr3	50376155	50376156	0.706592793	0.491955293	0.2146375
chr2	8379999	8380000	0.622069369	0.491944369	0.130125
chr1	205684841	205684842	0.642781081	0.491931081	0.15085
chr16	27237122	27237123	0.637458559	0.491908559	0.14555
chr18	77552402	77552403	0.720614414	0.491851914	0.2287625
chr5	95151391	95151392	0.679591892	0.491804392	0.1877875
chr12	52653637	52653638	0.656587387	0.491799887	0.1647875
chr14	105391018	105391019	0.73390991	0.49179741	0.2421125
chr2	157183291	157183292	0.790782883	0.491782883	0.299
chr1	212457424	212457425	0.770969369	0.491769369	0.2792
chr5	95159423	95159424	0.62073964	0.49176464	0.128975
chr14	89881835	89881836	0.45248018	0.49174482	0.944225
chr11	117857990	117857991	0.588356757	0.491731757	0.096625
chr18	61583699	61583700	0.741721622	0.491709122	0.2500125
chr11	33084877	33084878	0.64661982	0.49170732	0.1549125
chr21	43726997	43726998	0.580690991	0.491703491	0.0889875
chr17	62009651	62009652	0.605318018	0.491655518	0.1136625
chr17	15366916	15366917	0.456077477	0.491622523	0.9477
chr10	127477259	127477260	0.566388288	0.491525788	0.0748625
chr3	119182858	119182859	0.645731532	0.491506532	0.154225
chr13	47373579	47373580	0.657062162	0.491499662	0.1655625
chr1	2232166	2232167	0.540026126	0.491451126	0.048575
chr3	59734950	59734951	0.723617117	0.491442117	0.232175
chr11	2677768	2677769	0.695412613	0.491437613	0.203975
chr8	67975880	67975881	0.70938018	0.49143018	0.21795
chr10	135052004	135052005	0.438851351	0.491361149	0.9302125
chr6	30311668	30311669	0.806274775	0.491349775	0.314925
chr12	740338	740339	0.670243243	0.491343243	0.1789
chr12	124950720	124950721	0.569699099	0.491311599	0.0783875
chr4	103680201	103680202	0.719875676	0.491288176	0.2285875
chr19	16178240	16178241	0.428235135	0.491264865	0.9195
chr3	194784405	194784406	0.73876036	0.49122286	0.2475375
chr1	41326317	41326318	0.782615315	0.491165315	0.29145
chr17	27506097	27506098	0.423636937	0.491138063	0.914775
chr5	169724803	169724804	0.543746847	0.491134347	0.0526125
chr16	75097037	75097038	0.734371171	0.491096171	0.243275
chr6	136915556	136915557	0.753738739	0.491088739	0.26265
chr11	73096162	73096163	0.713166667	0.491079167	0.2220875
chr16	87252649	87252650	0.716481081	0.491056081	0.225425
chr11	57241448	57241449	0.567446847	0.491046847	0.0764
chr12	6898785	6898786	0.607815315	0.491015315	0.1168
chr4	26240502	26240503	0.476115315	0.490947185	0.9670625
chr1	2047581	2047582	0.432493694	0.490943806	0.9234375
chr2	85921036	85921037	0.75792973	0.49094223	0.2669875
chr1	15272238	15272239	0.405899099	0.490925901	0.896825
chr17	76719635	76719636	0.404381081	0.490906419	0.8952875
chr3	151487193	151487194	0.732707207	0.490894707	0.2418125
chr14	81894271	81894272	0.59148018	0.49079268	0.1006875
chr19	47840110	47840111	0.641545946	0.490708446	0.1508375
chr13	30951156	30951157	0.524778378	0.490703378	0.034075
chr2	219597614	219597615	0.658347748	0.490697748	0.16765
chr11	129992368	129992369	0.716559459	0.490696959	0.2258625
chr4	3365280	3365281	0.704420721	0.490683221	0.2137375
chr20	36932479	36932480	0.537221622	0.490634122	0.0465875
chr1	221049980	221049981	0.584837838	0.490625338	0.0942125
chr3	42888883	42888884	0.521705405	0.490605405	0.0311
chr8	29204954	29204955	0.577641441	0.490591441	0.08705
chr7	28647577	28647578	0.611110811	0.490585811	0.120525
chr17	8772067	8772068	0.730233333	0.490570833	0.2396625
chr2	150308042	150308043	0.653538739	0.490563739	0.162975
chr3	64782524	64782525	0.558555856	0.490555856	0.068
chr19	3178512	3178513	0.558818018	0.490555518	0.0682625
chr8	95229872	95229873	0.52784955	0.49037455	0.037475
chr8	6796902	6796903	0.625796396	0.490333896	0.1354625
chr11	113953462	113953463	0.671320721	0.490220721	0.1811
chr16	87736388	87736389	0.52799009	0.49019009	0.0378
chr19	41086247	41086248	0.770786486	0.490186486	0.2806
chr5	138725705	138725706	0.566686486	0.490173986	0.0765125
chr10	134752183	134752184	0.560535135	0.490172635	0.0703625
chr13	91823796	91823797	0.73304955	0.49014955	0.2429
chr2	106776775	106776776	0.595378378	0.490140878	0.1052375
chr20	48998834	48998835	0.539336036	0.490136036	0.0492
chr6	31554199	31554200	0.558121622	0.490134122	0.0679875
chr1	9195501	9195502	0.591890991	0.490128491	0.1017625
chr22	45608692	45608693	0.422938739	0.490048761	0.9129875
chr5	154026397	154026398	0.695409009	0.490046509	0.2053625
chr11	36114126	36114127	0.634032432	0.490044932	0.1439875
chr7	106505688	106505689	0.529215315	0.490027815	0.0391875
chr8	41365362	41365363	0.744109009	0.490021509	0.2540875
chr12	42775908	42775909	0.732794595	0.490007095	0.2427875
chr2	112913178	112913179	0.58524955	0.48994955	0.0953
chr1	230777685	230777686	0.71366036	0.48993536	0.223725
chr6	25056629	25056630	0.519228829	0.489928829	0.0293
chr3	129312902	129312903	0.543890991	0.489928491	0.0539625
chr6	170418412	170418413	0.628853153	0.489928153	0.138925
chr1	156401319	156401320	0.580398198	0.489923198	0.090475
chr14	90851046	90851047	0.690235135	0.489910135	0.200325
chr13	52199954	52199955	0.474299099	0.489900901	0.9642
chr6	33043868	33043869	0.579981081	0.489881081	0.0901
chr21	46235052	46235053	0.706592793	0.489880293	0.2167125
chr2	43312367	43312368	0.617930631	0.489855631	0.128075
chr7	27154720	27154721	0.438645045	0.489854955	0.9285
chr22	23922378	23922379	0.630652252	0.489852252	0.1408
chr12	53039430	53039431	0.628899099	0.489849099	0.13905
chr3	29494928	29494929	0.423471171	0.489828829	0.9133
chr2	233925001	233925002	0.512136937	0.489811937	0.022325
chr3	126206070	126206071	0.55287027	0.48980777	0.0630625
chr6	82946781	82946782	0.635189189	0.489789189	0.1454
chr14	54686184	54686185	0.55071982	0.48971982	0.061
chr6	29717917	29717918	0.671215315	0.489677815	0.1815375
chr5	81452987	81452988	0.641434234	0.489671734	0.1517625
chr7	27153212	27153213	0.463454955	0.489670045	0.953125
chr8	144437379	144437380	0.595694595	0.489669595	0.106025
chr1	221967245	221967246	0.728166667	0.489654167	0.2385125
chr4	71992842	71992843	0.636874775	0.489574775	0.1473
chr20	61470028	61470029	0.618994595	0.489532095	0.1294625
chr16	4714443	4714444	0.7124	0.489525	0.222875
chr15	99551997	99551998	0.754273874	0.489523874	0.26475
chr1	230414987	230414988	0.581888288	0.489513288	0.092375
chr2	73440431	73440432	0.737924324	0.489499324	0.248425
chr16	30108404	30108405	0.722569369	0.489481869	0.2330875
chr20	34356200	34356201	0.519253153	0.489453153	0.0298
chr15	55543264	55543265	0.513172973	0.489435473	0.0237375
chr4	154711519	154711520	0.67657027	0.48943277	0.1871375
chr11	60623415	60623416	0.551458559	0.489421059	0.0620375
chr4	143488622	143488623	0.624051351	0.489401351	0.13465
chr3	50284305	50284306	0.587815315	0.489390315	0.098425
chr1	59859555	59859556	0.456108108	0.489316892	0.945425
chr22	37404888	37404889	0.651863063	0.489288063	0.162575
chr1	221017300	221017301	0.448511712	0.489263288	0.937775
chr3	119042588	119042589	0.554641441	0.489228941	0.0654125
chr3	126732518	126732519	0.828130631	0.489205631	0.338925
chr5	118691066	118691067	0.662968468	0.489168468	0.1738
chr19	41854950	41854951	0.521758559	0.489146059	0.0326125
chr10	114135259	114135260	0.519454054	0.489141554	0.0303125
chr1	74665362	74665363	0.700872072	0.489122072	0.21175
chr7	116750996	116750997	0.615106306	0.489118806	0.1259875
chr3	98482769	98482770	0.536754955	0.489117455	0.0476375
chr4	189554990	189554991	0.550708108	0.489070608	0.0616375
chr6	136672985	136672986	0.404520721	0.489066779	0.8935875
chr10	124690751	124690752	0.608427928	0.489002928	0.119425
chr8	8820073	8820074	0.779836937	0.488949437	0.2908875
chr6	33127546	33127547	0.717182883	0.488857883	0.228325
chr10	3135764	3135765	0.717976577	0.488851577	0.229125
chr6	31761062	31761063	0.660587387	0.488837387	0.17175
chr7	26578547	26578548	0.561681982	0.488831982	0.07285
chr17	19167322	19167323	0.446436937	0.488825563	0.9352625
chr6	32819858	32819859	0.739461261	0.488811261	0.25065
chr5	6729662	6729663	0.723123423	0.488810923	0.2343125
chr3	147232332	147232333	0.562710811	0.488785811	0.073925
chr21	35889668	35889669	0.659564865	0.488752365	0.1708125
chr19	35530755	35530756	0.741075676	0.488725676	0.25235
chr6	27880117	27880118	0.653683784	0.488708784	0.164975
chr13	111805337	111805338	0.224403604	0.488671396	0.713075
chr12	8693542	8693543	0.597740541	0.488590541	0.10915
chr10	94831136	94831137	0.757884685	0.488559685	0.269325
chr17	46388465	46388466	0.412057658	0.488554842	0.9006125
chr12	52399713	52399714	0.610936036	0.488548536	0.1223875
chr8	97138161	97138162	0.620083784	0.488533784	0.13155
chr4	86749040	86749041	0.440972072	0.488515428	0.9294875
chr7	129411088	129411089	0.552282883	0.488507883	0.063775
chr3	176850227	176850228	0.592658559	0.488471059	0.1041875
chr4	72096973	72096974	0.476436036	0.488463964	0.9649
chr22	44577135	44577136	0.513020721	0.488445721	0.024575
chr4	54963174	54963175	0.583051351	0.488426351	0.094625
chr2	69875470	69875471	0.511010811	0.488398311	0.0226125
chr2	68961495	68961496	0.587968468	0.488380968	0.0995875
chr7	27163820	27163821	0.474300901	0.488374099	0.962675
chr22	46044084	46044085	0.625686486	0.488348986	0.1373375
chr10	73093425	73093426	0.644552252	0.488314752	0.1562375
chr5	131008111	131008112	0.417018919	0.488281081	0.9053
chr14	95403143	95403144	0.451479279	0.488258221	0.9397375
chr12	133342347	133342348	0.772094595	0.488257095	0.2838375
chr7	150212873	150212874	0.530483784	0.488233784	0.04225
chr5	16913076	16913077	0.402834234	0.488178266	0.8910125
chr11	81358293	81358294	0.592940541	0.488178041	0.1047625
chr7	99964298	99964299	0.653323423	0.488173423	0.16515
chr2	111433128	111433129	0.659300901	0.488150901	0.17115
chr12	109030115	109030116	0.761186486	0.488148986	0.2730375
chr1	45083124	45083125	0.491002703	0.488147297	0.97915
chr14	89631502	89631503	0.645212613	0.488125113	0.1570875
chr2	121099655	121099656	0.613628829	0.488116329	0.1255125
chr5	56148274	56148275	0.6112	0.4881125	0.1230875
chr16	50730385	50730386	0.63055045	0.48810045	0.14245
chr1	89664782	89664783	0.536298198	0.488060698	0.0482375
chr1	197747884	197747885	0.566645045	0.488057545	0.0785875
