CpG Probe ID 	Chr	Start	Cerebellum Average	Brain Average	Average of all tissues (not brain) 	Prefrontal Cortex Average	Leukocyte Average 
cg19259125	13	113396924	0.220216667	0.8250425	0.907822535	0.90318	0.9646125
cg19267248	12	98849532	0.446333333	0.7989625	0.909923944	0.75488	0.9466875
cg19273756	17	57229691	0.4624	0.5852025	0.813983099	0.66896	0.9036625
cg19274401	19	33878161	0.333883333	0.801165	0.903991549	0.86592	0.9417125
cg19275745	3	141496003	0.293933333	0.600145	0.875056338	0.6465	0.9539625
cg19281603	19	49611733	0.253966667	0.78095	0.922329577	0.83582	0.9351125
cg19282928	2	241570341	0.285233333	0.8679525	0.96025493	0.95012	0.9484875
cg19285478	11	63849412	0.2624	0.50414	0.862597183	0.5552	0.9446375
cg19297537	10	71142369	0.179533333	0.685505	0.961298592	0.67036	0.973075
cg19324118	7	105279494	0.458883333	0.711685	0.897669014	0.59174	0.9459
cg19327049	12	133306772	0.256333333	0.7748375	0.969922535	0.7176	0.9763375
cg19339322	19	2722858	0.306533333	0.7432225	0.823657746	0.7723	0.9023625
cg19356629	10	131577741	0.190133333	0.747605	0.820573239	0.79712	0.9190875
cg19365527	7	49951783	0.2354	0.5982225	0.880519718	0.59142	0.92675
cg19369151	19	18830538	0.205516667	0.62556	0.834523944	0.62652	0.957475
cg19374462	10	2487180	0.447033333	0.780685	0.871201408	0.84274	0.9089625
cg19375587	11	2871478	0.341366667	0.7535125	0.933953521	0.74788	0.917425
cg19384072	1	1329044	0.26445	0.6124975	0.865415493	0.68432	0.96005
cg19410471	7	142636507	0.4915	0.8458925	0.901728169	0.87092	0.937175
cg19414302	1	1234354	0.2702	0.358605	0.824856338	0.46942	0.9028875
cg19416623	10	3146549	0.3535	0.810825	0.929552113	0.7953	0.948775
cg19419389	7	2006468	0.248716667	0.810215	0.947260563	0.84362	0.935175
cg19430553	18	46459934	0.170283333	0.7132775	0.843942254	0.75408	0.906125
cg19437325	22	46802432	0.3742	0.6587725	0.830030986	0.7237	0.924925
cg19444859	13	109779684	0.152066667	0.33282	0.875450704	0.4768	0.904425
cg19446077	3	172085860	0.486666667	0.6244475	0.90785493	0.6874	0.9447625
cg19453893	5	16794840	0.285416667	0.7401175	0.966738028	0.62068	0.9510375
cg19460016	5	179306266	0.341983333	0.79215	0.886923944	0.84532	0.9500125
cg19463665	13	113492776	0.356516667	0.8684525	0.955074648	0.9159	0.9705875
cg19470168	17	43320721	0.354383333	0.7854125	0.877085915	0.79594	0.9493125
cg19478371	14	102310830	0.208716667	0.5018425	0.846177465	0.6226	0.926925
cg19478558	18	44260048	0.345216667	0.778645	0.927678873	0.72542	0.9518625
cg19486070	7	1626153	0.498833333	0.2462775	0.835325352	0.305	0.9517625
cg19486804	7	1145819	0.380483333	0.8045875	0.951201408	0.79518	0.959675
cg19495428	10	135123067	0.474266667	0.8458425	0.885346479	0.83342	0.951575
cg19497702	7	2328746	0.33535	0.53077	0.821239437	0.51174	0.9235875
cg19503441	13	113714449	0.363933333	0.8167025	0.889340845	0.87624	0.9405375
cg19506201	17	79936561	0.1836	0.776475	0.88093662	0.83828	0.958475
cg19509829	12	110778665	0.287216667	0.700735	0.876729577	0.63842	0.9345625
cg19515186	2	73478549	0.330866667	0.412425	0.830135211	0.56668	0.9420375
cg19516754	6	16965070	0.1958	0.5261175	0.802398592	0.52404	0.9463375
cg19522644	18	8717905	0.342316667	0.8177825	0.895646479	0.8835	0.9306875
cg19525418	8	61765432	0.320966667	0.8569625	0.956014085	0.89706	0.9325125
cg19533322	10	1595704	0.3788	0.638705	0.889733803	0.7072	0.945275
cg19534805	19	6418059	0.244183333	0.32842	0.864521127	0.4066	0.959175
cg19535267	12	57625610	0.198983333	0.71907	0.834298592	0.75522	0.9583
cg19540371	5	13945611	0.251166667	0.7966775	0.830650704	0.83934	0.9261125
cg19540471	5	115907550	0.45285	0.6263875	0.850473239	0.60804	0.95125
cg19554037	11	1318877	0.371516667	0.8282425	0.90465493	0.81932	0.9758875
cg19560210	1	230513337	0.212883333	0.771265	0.899729577	0.7686	0.9232
cg19561615	15	66584218	0.325166667	0.347145	0.84663662	0.42162	0.9404
cg19566906	4	79971235	0.13165	0.6923775	0.873925352	0.6908	0.9473875
cg19587318	19	45260353	0.283483333	0.6888875	0.881609859	0.78242	0.971775
cg19588154	2	60154029	0.42845	0.756845	0.939015493	0.66224	0.940825
cg19588432	2	284640	0.333016667	0.72354	0.878025352	0.76442	0.9496
cg19590934	7	6208213	0.165083333	0.6217125	0.861847887	0.64094	0.952575
cg19591003	14	94392757	0.425483333	0.3659025	0.822230986	0.39352	0.9168
cg19591612	8	81213351	0.195966667	0.8430925	0.904542254	0.91364	0.9502
cg19596509	3	184276072	0.467666667	0.82932	0.885809859	0.89248	0.9069875
cg19602694	1	95783866	0.39385	0.51546	0.878985915	0.54198	0.9361
cg19616532	10	71869135	0.236216667	0.7789025	0.864484507	0.845	0.9305
cg19619416	1	1992232	0.444566667	0.8242375	0.900270423	0.86394	0.955625
cg19628553	1	201124117	0.408766667	0.5090975	0.804009859	0.43824	0.91715
cg19631264	14	101526802	0.2289	0.7699675	0.920547887	0.72234	0.93505
cg19631815	12	113528791	0.417733333	0.822905	0.951312676	0.78948	0.9473125
cg19632953	13	113635898	0.45175	0.726445	0.834821127	0.68134	0.950225
cg19633353	4	3530501	0.393033333	0.824265	0.908874648	0.8561	0.9254
cg19635754	19	10790583	0.29895	0.7528475	0.908583099	0.81704	0.9647875
cg19636861	19	2867753	0.204	0.75847	0.806895775	0.8178	0.93165
cg19638292	7	150878399	0.391916667	0.7161025	0.843430986	0.72506	0.92175
cg19640526	15	70233758	0.4041	0.59098	0.884019718	0.72538	0.92075
cg19641284	1	171451938	0.250666667	0.66848	0.887728169	0.8015	0.9318
cg19642494	10	123989977	0.44855	0.80133	0.927092958	0.77012	0.9657375
cg19643097	14	105794085	0.1995	0.6927975	0.851749296	0.73116	0.9208125
cg19645248	6	146354506	0.49385	0.8049225	0.826846479	0.78512	0.91125
cg19648605	5	179297440	0.266116667	0.65505	0.833521127	0.71874	0.9104625
cg19667082	22	50898441	0.4292	0.87792	0.967669014	0.91768	0.94865
cg19669785	14	97081558	0.218966667	0.68669	0.875240845	0.68226	0.9452125
cg19673418	6	31600630	0.1733	0.61142	0.830730986	0.66608	0.9327375
cg19681897	1	234352112	0.3056	0.7925825	0.903115493	0.8014	0.932575
cg19684083	4	54424596	0.135866667	0.585405	0.831261972	0.53248	0.954825
cg19696870	17	17343875	0.356866667	0.5655375	0.855911268	0.58954	0.9469125
cg19697559	7	5510675	0.3705	0.554105	0.826115493	0.5736	0.9065875
cg19697795	8	1307689	0.28435	0.6590675	0.817969014	0.65802	0.943325
cg19699317	10	130621726	0.338283333	0.7757725	0.843704225	0.80962	0.920475
cg19702343	2	231555187	0.4393	0.5759375	0.873835211	0.52498	0.974675
cg19705159	7	102109446	0.389083333	0.743945	0.870771831	0.77094	0.9465125
cg19705541	17	40689477	0.443516667	0.7969775	0.887697183	0.82832	0.9475375
cg19709083	7	148497970	0.28265	0.76442	0.893553521	0.80546	0.952475
cg19711602	12	258355	0.476766667	0.8575275	0.840926761	0.85576	0.9577875
cg19711800	1	44718245	0.2598	0.6082625	0.827212676	0.65438	0.938475
cg19712813	1	27322021	0.304166667	0.8248575	0.887825352	0.8877	0.96335
cg19713109	6	31669485	0.221783333	0.6120025	0.828312676	0.69244	0.9658125
cg19713638	13	47175890	0.2536	0.8043125	0.873505634	0.86806	0.9132375
cg19716542	1	52302074	0.49205	0.85299	0.908895775	0.88888	0.9226625
cg19722671	8	1404197	0.416983333	0.7697275	0.83658169	0.71864	0.925575
cg19724910	2	128403084	0.406233333	0.4219575	0.858269014	0.54556	0.9412
cg19733938	14	102510360	0.479016667	0.49145	0.841671831	0.4506	0.9625375
cg19734896	1	166888684	0.265333333	0.7257	0.848147887	0.7279	0.9346
cg19738882	14	91278293	0.381383333	0.808655	0.884632394	0.85966	0.9284375
cg19742111	11	66460113	0.337283333	0.8177325	0.95456338	0.83506	0.9422875
cg19754536	21	32624274	0.379033333	0.8474225	0.944821127	0.87638	0.9349375
cg19758859	6	148869489	0.1848	0.3650925	0.821442254	0.5204	0.9384375
cg19759051	1	2030817	0.183133333	0.3024775	0.825633803	0.40774	0.9441125
cg19760941	2	24367888	0.296666667	0.65826	0.867691549	0.71748	0.9268625
cg19763471	17	48698761	0.143566667	0.6675575	0.865702817	0.6093	0.91425
cg19780308	4	140754450	0.259433333	0.430795	0.947621127	0.46472	0.962475
cg19782923	11	4621440	0.22175	0.7850825	0.895901408	0.86044	0.9454125
cg19787279	20	43570961	0.391633333	0.5304575	0.833970423	0.56128	0.9273
cg19787906	20	57765943	0.486766667	0.79628	0.817222535	0.7839	0.9210625
cg19795788	20	35446305	0.183166667	0.774295	0.855929577	0.84492	0.920575
cg19797896	7	66202871	0.49435	0.47291	0.872515493	0.4618	0.9199625
cg19815634	12	6280998	0.281083333	0.76026	0.817114085	0.76018	0.9258875
cg19816983	6	31937343	0.205066667	0.704355	0.909673239	0.77578	0.971975
cg19822640	17	66203829	0.18905	0.5501275	0.873242254	0.54856	0.926825
cg19822892	17	4507469	0.241	0.80141	0.810494366	0.8751	0.9692
cg19823698	3	17088399	0.286366667	0.8124675	0.883923944	0.8547	0.949975
cg19828748	14	104175847	0.473783333	0.5140825	0.850861972	0.47594	0.9470125
cg19846609	11	124999394	0.315316667	0.6106225	0.907750704	0.72092	0.9367875
cg19848460	19	35761435	0.446783333	0.6561375	0.855387324	0.57892	0.950325
cg19865916	1	36026194	0.321983333	0.61661	0.838322535	0.55378	0.9162375
cg19868468	7	154705057	0.251633333	0.45207	0.856464789	0.40324	0.938575
cg19873297	5	171616388	0.3544	0.477855	0.828577465	0.49284	0.961825
cg19873496	3	197105397	0.28235	0.53579	0.826935211	0.50478	0.9642625
cg19875472	17	73125153	0.205716667	0.724145	0.87151831	0.84538	0.9453375
cg19888344	11	123478354	0.2112	0.7222625	0.907912676	0.70904	0.9315375
cg19896142	13	77550579	0.208566667	0.8230875	0.82406338	0.91994	0.963425
cg19903619	15	92165789	0.46645	0.547935	0.821661972	0.54316	0.9269125
cg19917714	1	205011227	0.16425	0.36839	0.827409859	0.52462	0.9336
cg19928739	1	2089555	0.409583333	0.7960675	0.94814507	0.79964	0.9410875
cg19937572	13	101091946	0.22465	0.76363	0.912352113	0.80912	0.96915
cg19937878	6	13296149	0.426616667	0.77098	0.859702817	0.7467	0.9196125
cg19946694	14	60093531	0.21985	0.7576175	0.835707042	0.7673	0.952525
cg19949241	4	114238881	0.242783333	0.644985	0.880004225	0.66392	0.95535
cg19959088	6	72599091	0.275266667	0.757555	0.875625352	0.73466	0.9207
cg19967511	13	100037139	0.384683333	0.644335	0.839840845	0.64548	0.905175
cg19983403	17	14683608	0.284866667	0.2456075	0.863346479	0.3004	0.968475
cg19992242	17	80878150	0.45535	0.598245	0.896230986	0.54798	0.9241875
cg20000088	3	13612134	0.419766667	0.803115	0.869515493	0.82216	0.929425
cg20002958	2	221282600	0.303883333	0.30676	0.851919718	0.4045	0.975025
cg20036162	8	67404651	0.370183333	0.3833625	0.813849296	0.34302	0.9240625
cg20038366	8	1885997	0.203383333	0.73912	0.917198592	0.69542	0.9462
cg20042338	19	17444421	0.358483333	0.6908675	0.939711268	0.59644	0.9529
cg20048260	13	110802968	0.246116667	0.81672	0.888569014	0.8653	0.9258625
cg20051177	22	42612320	0.3945	0.849905	0.905029577	0.90362	0.9344
cg20064139	20	41823021	0.19665	0.77	0.872212676	0.74704	0.9324875
cg20071744	8	141057329	0.259233333	0.648685	0.814804225	0.51062	0.9362875
cg20098420	22	51155589	0.302033333	0.81549	0.879584507	0.87812	0.9051875
cg20106214	19	44097457	0.413933333	0.809905	0.922835211	0.85638	0.9692375
cg20135031	10	62150420	0.235833333	0.527895	0.92386338	0.64264	0.9574125
cg20137991	4	79971432	0.148916667	0.76055	0.945269014	0.7697	0.9561625
cg20139338	11	64120656	0.3199	0.62168	0.857322535	0.67542	0.95755
cg20144530	4	48915431	0.188666667	0.6377625	0.852008451	0.61198	0.9513125
cg20151187	8	124864334	0.2213	0.8048025	0.899101408	0.88744	0.936
cg20155447	11	68199656	0.388466667	0.61291	0.849459155	0.59284	0.9265125
cg20156072	10	69992004	0.177666667	0.678195	0.85858169	0.65526	0.9677125
cg20163033	4	2627194	0.364266667	0.6286	0.838919718	0.53366	0.94995
cg20166723	11	66460137	0.369866667	0.78515	0.894146479	0.81508	0.9218125
cg20168901	1	2236443	0.137333333	0.4664525	0.805085915	0.39404	0.9722375
cg20170687	13	113758738	0.22855	0.7545625	0.87554507	0.77594	0.966225
cg20186907	7	105515896	0.132783333	0.410445	0.831	0.45062	0.93395
cg20192464	3	43122694	0.199366667	0.78549	0.923950704	0.84838	0.9570625
cg20207715	17	77361608	0.3105	0.6840625	0.857198592	0.67022	0.9498625
cg20215598	4	763475	0.462883333	0.8099525	0.929284507	0.78114	0.937125
cg20219172	17	79701478	0.394716667	0.5982825	0.848795775	0.68778	0.9725875
cg20223211	3	183547296	0.218016667	0.7733775	0.887788732	0.83874	0.942825
cg20223322	6	475353	0.335983333	0.6727675	0.809539437	0.76176	0.9001125
cg20229025	11	971902	0.431966667	0.7360625	0.93831831	0.5715	0.9489875
cg20230569	10	555957	0.196516667	0.6285175	0.906639437	0.54444	0.941825
cg20237888	11	70794833	0.487566667	0.79645	0.875864789	0.72812	0.910575
cg20241059	10	133768242	0.299533333	0.7711425	0.936171831	0.8243	0.9336375
cg20244327	10	3283946	0.403066667	0.218805	0.858138028	0.24846	0.9006625
cg20247523	15	34817982	0.355683333	0.8095175	0.886757746	0.84084	0.95415
cg20248442	19	42777626	0.34625	0.6188625	0.850298592	0.70962	0.9270375
cg20255231	8	1999014	0.35805	0.7976175	0.865225352	0.80584	0.9611
cg20262021	14	105933862	0.467533333	0.798425	0.800587324	0.81848	0.95255
cg20266593	6	32119041	0.186233333	0.542005	0.905329577	0.5224	0.958775
cg20267580	1	85220130	0.346533333	0.68941	0.841464789	0.74526	0.9575875
cg20270253	8	41707595	0.3498	0.849755	0.920505634	0.86962	0.9383875
cg20289412	14	62531354	0.4717	0.5895525	0.849483099	0.58806	0.9584875
cg20294984	1	43412752	0.475833333	0.3364925	0.85636338	0.38588	0.956925
cg20296404	10	133880542	0.451216667	0.47517	0.927480282	0.4864	0.9578125
cg20304988	7	29237766	0.1911	0.7690025	0.850676056	0.83364	0.9067375
cg20307292	2	98858595	0.4678	0.2845525	0.843571831	0.32144	0.901175
cg20308663	13	100523121	0.261633333	0.8033475	0.913464789	0.79664	0.9596875
cg20325921	8	142368332	0.395016667	0.858575	0.882294366	0.91022	0.9639875
cg20326248	13	24217863	0.384683333	0.70307	0.803384507	0.699	0.9533625
cg20328167	1	228616998	0.246533333	0.753965	0.822764789	0.81452	0.902975
cg20331457	22	22288559	0.479283333	0.33496	0.877370423	0.45544	0.9507125
cg20334836	4	2966982	0.403666667	0.8374825	0.930319718	0.89434	0.9662375
cg20336472	8	38288404	0.3965	0.8070075	0.888880282	0.82152	0.9628625
cg20340250	2	86737593	0.211866667	0.77892	0.899598592	0.83746	0.91085
cg20342105	11	62474910	0.114083333	0.3717425	0.886339437	0.34144	0.9492
cg20347648	6	31130516	0.2924	0.802795	0.923878873	0.88226	0.9662125
cg20355486	2	27305360	0.38285	0.84555	0.904697183	0.87656	0.9602125
cg20363022	13	111909300	0.1784	0.51219	0.800421127	0.52472	0.9398875
cg20389822	4	3520760	0.295266667	0.65527	0.80005493	0.6807	0.901
cg20391058	2	2295451	0.2851	0.802425	0.935856338	0.78186	0.9501
cg20402747	17	77954963	0.267866667	0.7009375	0.908992958	0.68624	0.9456
cg20410173	21	45742671	0.464933333	0.646565	0.889801408	0.7012	0.9389125
cg20430572	1	227165264	0.365316667	0.7871475	0.839407042	0.83218	0.938175
cg20430656	13	113642457	0.251166667	0.5849425	0.906561972	0.56726	0.9398375
cg20432475	1	15763737	0.249716667	0.8205275	0.884750704	0.89084	0.966075
cg20435238	2	2335090	0.221083333	0.640625	0.905253521	0.66154	0.9667875
cg20436707	10	698162	0.214483333	0.8106925	0.928077465	0.88086	0.958225
cg20441606	17	79084557	0.368633333	0.4121125	0.868914085	0.53708	0.9275
cg20449379	8	968983	0.217116667	0.7687575	0.803670423	0.7969	0.9080375
cg20452711	1	10718221	0.38185	0.78638	0.824319718	0.8426	0.933
cg20458019	4	2277349	0.27475	0.7640625	0.924542254	0.76332	0.9614875
cg20458244	12	48177017	0.326233333	0.3698975	0.805043662	0.46846	0.9341875
cg20458668	14	102963408	0.46705	0.75963	0.870561972	0.80648	0.9440625
cg20467114	12	3365744	0.25605	0.8045725	0.840553521	0.88368	0.929775
cg20474788	14	101527072	0.213033333	0.780455	0.89113662	0.84096	0.9123875
cg20498563	3	155446146	0.479933333	0.8365475	0.902097183	0.8764	0.951575
cg20500540	8	101228448	0.48655	0.52867	0.802685915	0.60648	0.932925
cg20511797	9	133760878	0.386333333	0.586405	0.891991549	0.64552	0.9686125
cg20522029	22	43343992	0.352316667	0.8250925	0.903005634	0.86124	0.957025
cg20536432	5	82500668	0.499583333	0.728615	0.858897183	0.72654	0.9273
cg20536921	15	99994825	0.419266667	0.7474125	0.849469014	0.69712	0.9511625
cg20539816	17	5988249	0.176583333	0.273615	0.801357746	0.41796	0.9352125
cg20544097	5	534078	0.399783333	0.7911825	0.846850704	0.82358	0.9463625
cg20544451	10	131813126	0.4178	0.54835	0.843466197	0.60218	0.9199125
cg20546778	8	75263599	0.15175	0.2589625	0.855033803	0.31368	0.9737875
cg20547155	2	121554882	0.24055	0.6366675	0.866090141	0.62614	0.9434125
cg20549079	13	111330434	0.381316667	0.827265	0.885669014	0.853	0.9006375
cg20549405	14	89629585	0.14305	0.7702475	0.927585915	0.86904	0.9642375
cg20555462	11	122535518	0.1734	0.76428	0.873792958	0.81184	0.90385
cg20559594	9	134703909	0.457016667	0.862675	0.892932394	0.91494	0.9728125
cg20562147	8	143086459	0.292083333	0.3772625	0.810629577	0.45732	0.9654875
cg20585500	11	64703192	0.246283333	0.7626075	0.843091549	0.79514	0.9678
cg20591652	2	240297227	0.475666667	0.7877825	0.887460563	0.81988	0.9600625
cg20594316	4	2389156	0.323816667	0.8430925	0.90706338	0.88212	0.920125
cg20595750	10	405225	0.31475	0.3153375	0.871573239	0.36028	0.933475
cg20602244	13	103047699	0.190933333	0.41812	0.868804225	0.46318	0.9365375
cg20606821	10	134719971	0.374266667	0.68365	0.938787324	0.67204	0.96485
cg20607577	8	12958141	0.440716667	0.3659125	0.83678169	0.4597	0.9112125
cg20608294	2	232390071	0.487566667	0.8223625	0.857769014	0.8501	0.9397625
cg20610838	17	17124969	0.233533333	0.8096275	0.920459155	0.8647	0.9515875
cg20619296	1	1061521	0.390166667	0.810565	0.904809859	0.8394	0.921725
cg20628733	1	3524459	0.349616667	0.7505025	0.88253662	0.7279	0.933175
cg20633203	8	8239143	0.279233333	0.835505	0.943459155	0.8809	0.9504875
cg20639398	12	3381009	0.212483333	0.723725	0.814608451	0.74616	0.91885
cg20653717	12	108985685	0.376266667	0.8256225	0.91351831	0.84662	0.946525
cg20655334	5	139121862	0.3718	0.4848975	0.838985915	0.51924	0.9063625
cg20668096	4	151500192	0.442433333	0.751975	0.837919718	0.77672	0.9625625
cg20672363	8	146075022	0.421883333	0.5848775	0.823011268	0.57794	0.9072625
cg20672930	12	259396	0.1732	0.805785	0.920150704	0.88972	0.9753
cg20679581	8	10222777	0.1972	0.74123	0.871792958	0.74994	0.920575
cg20690085	8	1895558	0.23505	0.6903725	0.846622535	0.63788	0.9317625
cg20690714	17	76446851	0.3252	0.8564975	0.900871831	0.90558	0.9549875
cg20703790	7	154708774	0.3979	0.83918	0.886425352	0.88344	0.94295
cg20707345	16	67695867	0.323766667	0.8068725	0.884309859	0.86168	0.931975
cg20711765	8	145895604	0.23665	0.790965	0.907383099	0.87638	0.945625
cg20718434	7	1748597	0.363966667	0.77666	0.817025352	0.7959	0.9294625
cg20718524	10	849032	0.295016667	0.825055	0.922197183	0.85958	0.9169625
cg20723271	5	148336951	0.251883333	0.8319425	0.903760563	0.90376	0.9555625
cg20731693	13	114107876	0.3882	0.6808975	0.826391549	0.6038	0.9601125
cg20735242	11	36062297	0.450166667	0.7382275	0.861538028	0.74032	0.9229625
cg20740967	4	2252862	0.49515	0.8867075	0.973577465	0.91012	0.9688125
cg20746134	10	71142347	0.245816667	0.75636	0.931852113	0.71666	0.9471125
cg20749005	8	140950007	0.347483333	0.8333925	0.911804225	0.87202	0.9572
cg20749212	11	31262762	0.4096	0.640745	0.869032394	0.71806	0.9516
cg20749584	11	66102055	0.403366667	0.834785	0.85513662	0.8635	0.942525
cg20750693	19	3696024	0.24415	0.79654	0.895549296	0.87174	0.91565
cg20752472	5	14710734	0.280883333	0.7963275	0.904423944	0.85248	0.9467375
cg20755309	21	15402016	0.36755	0.598635	0.810911268	0.64964	0.9443625
cg20758098	22	24224821	0.1737	0.654215	0.840897183	0.66994	0.9416
cg20770504	5	82109937	0.370816667	0.8324	0.862902817	0.90236	0.9545875
cg20784391	17	12376175	0.302233333	0.75527	0.886843662	0.75864	0.9372125
cg20786794	3	133610715	0.29965	0.648065	0.880923944	0.5876	0.916225
cg20800216	18	46471349	0.29805	0.6778475	0.889447887	0.683	0.974075
cg20811857	17	78079795	0.434416667	0.5443	0.823676056	0.63942	0.92185
cg20812153	2	164965951	0.472966667	0.87033	0.939340845	0.88552	0.95065
cg20816077	8	2005503	0.2893	0.7691775	0.828605634	0.82374	0.9238375
cg20821442	7	105279882	0.19025	0.599825	0.836673239	0.52166	0.9376875
cg20848921	3	171568577	0.4432	0.7838	0.887705634	0.75532	0.9509875
cg20849928	1	150182644	0.274583333	0.7767825	0.89124507	0.76224	0.9566125
cg20853361	2	66957156	0.437	0.8034175	0.834516901	0.82592	0.9457375
cg20853771	17	78441956	0.351916667	0.82838	0.864466197	0.87212	0.926275
cg20854286	2	240019466	0.3574	0.76532	0.817332394	0.76212	0.9234625
cg20858454	11	4010737	0.362033333	0.308445	0.828628169	0.3943	0.9476
cg20858622	6	32015651	0.493966667	0.89158	0.910095775	0.9222	0.965925
cg20864636	9	130025713	0.263566667	0.6611125	0.921923944	0.75832	0.9706875
cg20865656	11	118773752	0.292666667	0.8497875	0.93374507	0.90076	0.9536875
cg20878925	13	112332120	0.20215	0.324145	0.831039437	0.3456	0.95505
cg20888521	17	43977917	0.145666667	0.498755	0.835822535	0.52564	0.917075
cg20898773	18	77543269	0.359666667	0.7920525	0.848208451	0.84158	0.9465625
cg20900312	14	77670584	0.496316667	0.620145	0.82013662	0.54878	0.954675
cg20901170	7	43919306	0.4472	0.7724975	0.823464789	0.74322	0.966425
cg20901787	17	79936477	0.306683333	0.83177	0.936525352	0.85042	0.9392125
cg20921659	2	29698784	0.499866667	0.3822425	0.813402817	0.47284	0.9066625
cg20932721	11	1283165	0.47335	0.7400675	0.837974648	0.72998	0.9542875
cg20935156	4	2252845	0.425066667	0.868765	0.962492958	0.90046	0.93005
cg20935223	7	6208238	0.223266667	0.7854	0.907691549	0.79416	0.93005
cg20936348	3	50392556	0.476116667	0.73159	0.825456338	0.73182	0.9170625
cg20941739	11	133035052	0.223633333	0.5975	0.862383099	0.58932	0.9357625
cg20941823	13	111997451	0.240333333	0.8014	0.840159155	0.84486	0.9724625
cg20946943	8	141249727	0.294233333	0.757605	0.907683099	0.75282	0.9603375
cg20950033	14	20898781	0.161833333	0.7052325	0.900661972	0.69706	0.95245
cg20950146	5	7827524	0.419183333	0.6403075	0.898956338	0.69458	0.9417375
cg20953388	6	15431586	0.357283333	0.74086	0.873787324	0.70518	0.9483625
cg20963020	17	77081760	0.41755	0.824815	0.946047887	0.80624	0.9540875
cg20966660	21	46697213	0.3366	0.7208475	0.865615493	0.77114	0.9084125
cg20971527	1	8921294	0.441683333	0.79136	0.952291549	0.78234	0.949375
cg20978460	7	2644443	0.270466667	0.732305	0.866784507	0.64026	0.9170375
cg20982052	12	105989544	0.413883333	0.82853	0.851315493	0.87204	0.9046375
cg20986166	7	25100393	0.236216667	0.6849675	0.81356338	0.72292	0.9254
cg20995689	1	243647204	0.472816667	0.7652975	0.911352113	0.68872	0.94975
cg21004924	7	2070409	0.173016667	0.8003925	0.917092958	0.87306	0.9555375
cg21006325	21	44480624	0.299933333	0.8076725	0.941629577	0.84796	0.97005
cg21007509	14	68831210	0.261166667	0.23601	0.828495775	0.31114	0.939775
cg21010031	14	79181274	0.455866667	0.82176	0.888570423	0.85494	0.952275
cg21010753	22	50898040	0.453333333	0.8902975	0.965480282	0.92578	0.94575
cg21027035	7	152591949	0.496383333	0.69356	0.826730986	0.58988	0.9210625
cg21028260	2	131803637	0.300633333	0.748325	0.864966197	0.7697	0.965925
cg21031160	2	3151931	0.187766667	0.6999325	0.86553662	0.62456	0.94885
cg21034034	2	106227214	0.2421	0.6655225	0.91048169	0.64834	0.97325
cg21040069	8	145732410	0.450483333	0.7159225	0.845283099	0.71774	0.9066125
cg21061071	4	187621972	0.207	0.305805	0.823298592	0.44088	0.9094
cg21066290	5	176757391	0.197416667	0.7933425	0.87585493	0.8569	0.9352875
cg21077245	14	104191469	0.33565	0.79143	0.931778873	0.76754	0.9662125
cg21082272	4	1202966	0.409316667	0.789805	0.821594366	0.7242	0.967625
cg21087321	6	31850465	0.189	0.4417725	0.878132394	0.55726	0.962325
cg21089050	17	10048963	0.464083333	0.691615	0.873642254	0.73776	0.9349875
cg21089789	14	102684188	0.32475	0.7470225	0.884092958	0.75714	0.9572625
cg21098787	19	15351362	0.23205	0.7898325	0.925484507	0.81686	0.9604
cg21098892	19	534887	0.240533333	0.59422	0.816683099	0.66862	0.9201
cg21104276	7	90896572	0.288466667	0.702275	0.822588732	0.62216	0.9558
cg21123577	15	84513792	0.258383333	0.8206975	0.849814085	0.90494	0.951275
cg21137236	4	113333072	0.3536	0.3103075	0.832353521	0.36882	0.9445125
cg21144589	7	148992974	0.46635	0.67143	0.804238028	0.69662	0.9033375
cg21148160	14	73732130	0.339766667	0.7137975	0.933756338	0.62462	0.9681625
cg21163015	9	140658436	0.324533333	0.6931175	0.895683099	0.76112	0.9431375
cg21163392	12	112681365	0.391533333	0.7818575	0.918060563	0.7693	0.9566375
cg21164741	1	244218382	0.109266667	0.6725325	0.916695775	0.59028	0.9452
cg21166989	2	187583790	0.255933333	0.4020875	0.851630986	0.47296	0.9509875
cg21167106	8	8239288	0.321066667	0.8	0.898494366	0.85334	0.9479375
cg21167532	1	33231272	0.289083333	0.511175	0.913402817	0.58854	0.970675
cg21167716	12	132896743	0.191033333	0.7783025	0.933122535	0.77372	0.95275
cg21169053	9	140268976	0.445833333	0.594985	0.871204225	0.65232	0.9576375
cg21169101	9	130494153	0.253033333	0.795525	0.880716901	0.85742	0.9391375
cg21186438	11	68851932	0.350983333	0.8058	0.901829577	0.87504	0.9549125
cg21189224	9	92277515	0.120266667	0.2836575	0.826519718	0.3764	0.972875
cg21190742	9	135336993	0.35525	0.77635	0.817619718	0.80968	0.9337375
cg21192698	18	77256905	0.26165	0.7104175	0.85584507	0.72716	0.9630125
cg21192979	22	21385818	0.2409	0.7552275	0.833912676	0.81714	0.9275125
cg21194808	1	2205498	0.2693	0.7032775	0.823330986	0.75174	0.906675
cg21198455	9	131679993	0.494083333	0.84137	0.833830986	0.8361	0.9657125
cg21202276	1	226599374	0.386383333	0.795975	0.910615493	0.8645	0.95775
cg21203781	2	51254132	0.20745	0.380355	0.898861972	0.41374	0.9356
cg21207320	9	135279160	0.3067	0.7825675	0.832943662	0.83482	0.9452125
