"cereb_average" "all_brain_average" "other_brain_avg" "pref_average" "leuk_average" "white_matter" "chr" "start" "X.Sample_geo_accession"
"363293" 0.907383333333333 0.5243375 0.869144303797468 0.53656 0.91335 0.345784210526316 "13" 114810756 "cg19462022"
"363294" 0.870666666666667 0.5193425 0.871372151898734 0.58402 0.905475 0.339042105263158 "13" 114810794 "cg10626896"
"363384" 0.6534 0.4668325 0.89236582278481 0.47862 0.942 0.398884210526316 "13" 114842706 "cg04349855"
"363591" 0.28575 0.4244925 0.81146835443038 0.5644 0.9214625 0.347105263157895 "13" 115050921 "cg09833350"
"363857" 0.754166666666667 0.5460925 0.862611392405063 0.57312 0.9529875 0.450589473684211 "14" 21046712 "cg10329550"
"363992" 0.8474 0.40404 0.805436708860759 0.425 0.945975 0.231536842105263 "14" 21270575 "cg05153345"
"363993" 0.885183333333333 0.45572 0.830588607594937 0.49252 0.9680625 0.275515789473684 "14" 21270850 "cg08122234"
"363994" 0.84995 0.4584725 0.805627848101266 0.50434 0.9451375 0.289515789473684 "14" 21270924 "cg05958352"
"364081" 0.651233333333333 0.39239 0.8144 0.50816 0.9379125 0.203226315789474 "14" 21494547 "cg04359602"
"364848" 0.60495 0.4396525 0.826487341772152 0.47102 0.9176 0.361184210526316 "14" 23574175 "cg19577365"
"366102" 0.769483333333333 0.5209475 0.813691139240506 0.64746 0.9515 0.360073684210526 "14" 31923667 "cg01663052"
"366196" 0.12615 0.2366325 0.892983544303797 0.31574 0.951325 0.1967 "14" 32798762 "cg24812523"
"366198" 0.643533333333333 0.4103025 0.803488607594937 0.4782 0.9523125 0.284184210526316 "14" 32836157 "cg18849583"
"366254" 0.740466666666667 0.459235 0.801517721518987 0.4407 0.9011125 0.3643 "14" 33826344 "cg15454195"
"366610" 0.874633333333333 0.6067525 0.894493670886076 0.7193 0.957575 0.427252631578947 "14" 36693238 "cg11103310"
"367663" 0.699716666666667 0.510161538461538 0.857462790697674 0.6417 0.9292375 0.34565 "14" 50584136 "cg21114429"
"367719" 0.905066666666667 0.5471825 0.844610126582279 0.56808 0.9493375 0.417405263157895 "14" 50990170 "cg23893897"
"367771" 0.663083333333333 0.4538225 0.835183544303797 0.51192 0.93635 0.341505263157895 "14" 51136505 "cg26349299"
"367852" 0.85065 0.5019425 0.835198734177215 0.59244 0.926775 0.313389473684211 "14" 51414420 "cg04251886"
"367859" 0.725266666666667 0.442175 0.888473417721519 0.46892 0.9445125 0.324984210526316 "14" 51452451 "cg02957305"
"367921" 0.671083333333333 0.3874275 0.815464556962025 0.5041 0.9420875 0.208452631578947 "14" 51897632 "cg14286320"
"368520" 0.3191 0.45149 0.850332911392405 0.56838 0.917525 0.404763157894737 "14" 55134717 "cg18279455"
"368555" 0.813516666666667 0.573715 0.849005063291139 0.59272 0.9645125 0.491847368421053 "14" 55259162 "cg02035733"
"368587" 0.392633333333333 0.472855 0.804710126582278 0.52758 0.904825 0.451168421052632 "14" 55492636 "cg08292050"
"368848" 0.84655 0.54523 0.897983544303797 0.58902 0.9470125 0.418826315789474 "14" 56661627 "cg24040751"
"369158" 0.504466666666667 0.475535 0.858779746835443 0.61926 0.94125 0.336568421052632 "14" 58875610 "cg16020706"
"369386" 0.518266666666667 0.503605 0.80403670886076 0.65408 0.91175 0.373610526315789 "14" 60334088 "cg15874425"
"369787" 0.222116666666667 0.39753 0.827011392405063 0.46336 0.926325 0.3883 "14" 62075110 "cg05917797"
"369838" 0.7436 0.464045 0.807949367088608 0.4698 0.902175 0.362684210526316 "14" 62273629 "cg10015444"
"369888" 0.880816666666667 0.4835475 0.928316455696203 0.5472 0.9524375 0.299631578947368 "14" 62550927 "cg03534360"
"370012" 0.9023 0.56576 0.932659493670886 0.65296 0.9725625 0.359457894736842 "14" 64065540 "cg10335067"
"370501" 0.8176 0.5882575 0.893024050632911 0.68304 0.9457125 0.435994736842105 "14" 65876476 "cg22828061"
"370702" 0.606916666666667 0.525675 0.876850632911392 0.65038 0.9347125 0.392926315789474 "14" 68000922 "cg19549898"
"370869" 0.31625 0.4178625 0.878859493670886 0.4511 0.941375 0.409547368421053 "14" 68831098 "cg12874792"
"370870" 0.261166666666667 0.23601 0.823558227848101 0.31114 0.939775 0.159526315789474 "14" 68831210 "cg21007509"
"370911" 0.306666666666667 0.35926 0.856911392405063 0.30108 0.949425 0.430242105263158 "14" 69052728 "cg04147497"
"370912" 0.240116666666667 0.313975 0.832973417721519 0.25388 0.9674625 0.381121052631579 "14" 69052740 "cg10418626"
"371377" 0.814683333333333 0.4188625 0.825211392405063 0.46992 0.932275 0.247184210526316 "14" 70454441 "cg18302334"
"371643" 0.831383333333333 0.365915 0.854150632911392 0.3457 0.9639625 0.236647368421053 "14" 71955729 "cg03536961"
"371986" 0.350916666666667 0.2917775 0.804082278481013 0.32372 0.917975 0.243105263157895 "14" 73926538 "cg01582648"
"372102" 0.142533333333333 0.3913725 0.835874683544304 0.37304 0.96065 0.482221052631579 "14" 74185993 "cg17454920"
"372495" 0.157166666666667 0.3462125 0.855473417721519 0.35322 0.9125375 0.402047368421053 "14" 75389200 "cg18664866"
"372964" 0.666233333333333 0.48258 0.851620253164557 0.58282 0.9088125 0.344936842105263 "14" 76848081 "cg04732303"
"373072" 0.261583333333333 0.3498775 0.818698734177215 0.40808 0.9582 0.322678947368421 "14" 77335130 "cg17309003"
"373177" 0.488033333333333 0.50576 0.860005063291139 0.57702 0.96305 0.432731578947368 "14" 77571003 "cg00707881"
"373257" 0.820966666666667 0.49816 0.863351898734177 0.49064 0.9427375 0.39298947368421 "14" 77767800 "cg10052285"
"373359" 0.892916666666667 0.61102 0.899888607594937 0.67586 0.9514625 0.461173684210526 "14" 78029584 "cg23187727"
"373362" 0.848466666666667 0.56945 0.881739240506329 0.67744 0.9491 0.386073684210526 "14" 78065859 "cg19787508"
"373445" 0.8169 0.5962325 0.815782278481013 0.63022 0.92235 0.493257894736842 "14" 78428407 "cg01910330"
"373735" 0.9004 0.5643225 0.818277215189873 0.59114 0.9104125 0.439231578947368 "14" 82086140 "cg12205669"
"374150" 0.882433333333333 0.548735 0.869478481012658 0.64206 0.9525 0.390515789473684 "14" 89606221 "cg19840494"
"374185" 0.723733333333333 0.574255 0.905016455696202 0.62952 0.954875 0.475284210526316 "14" 89734827 "cg13569868"
"374192" 0.4101 0.4184875 0.864275949367089 0.56372 0.9302 0.295352631578947 "14" 89782402 "cg10392428"
"374314" 0.374183333333333 0.4748 0.808292405063291 0.4904 0.9391875 0.491878947368421 "14" 90359557 "cg05019583"
"374750" 0.815383333333333 0.50784 0.83093670886076 0.59536 0.91585 0.337931578947368 "14" 91963127 "cg16433844"
"374859" 0.7877 0.3567925 0.828396202531646 0.41336 0.9009625 0.168110526315789 "14" 92525005 "cg12034871"
"375101" 0.33725 0.4266175 0.855446835443038 0.42956 0.9015875 0.441947368421053 "14" 93419447 "cg18389827"
"375214" 0.829966666666667 0.393 0.817112658227848 0.44944 0.912975 0.194105263157895 "14" 93735925 "cg03505817"
"375215" 0.56645 0.4818825 0.820456962025316 0.52522 0.91 0.416215789473684 "14" 93751718 "cg22983555"
"375223" 0.849 0.583605 0.867830379746835 0.66946 0.9538875 0.431557894736842 "14" 93770551 "cg10101680"
"375332" 0.425483333333333 0.3659025 0.81136582278481 0.39352 0.9168 0.315842105263158 "14" 94392757 "cg19591003"
"375512" 0.846133333333333 0.5505 0.819898734177215 0.60676 0.93755 0.411678947368421 "14" 94849703 "cg20267408"
"375657" 0.770266666666667 0.5348775 0.915653164556962 0.60828 0.9710375 0.400489473684211 "14" 95370499 "cg13128244"
"375686" 0.874433333333333 0.41116 0.904703797468354 0.48768 0.9551375 0.188794736842105 "14" 95562368 "cg10948630"
"375693" 0.778133333333333 0.4860625 0.907063291139241 0.58064 0.9594875 0.311505263157895 "14" 95599667 "cg24158307"
"375694" 0.816283333333333 0.5142875 0.863053164556962 0.59186 0.9302375 0.359994736842105 "14" 95601239 "cg01049870"
"375834" 0.720216666666667 0.5014375 0.887245569620253 0.52478 0.9577625 0.423215789473684 "14" 96010497 "cg08292290"
"375835" 0.810933333333333 0.4946725 0.811236708860759 0.55136 0.9501125 0.341468421052632 "14" 96014482 "cg07138686"
"376108" 0.2856 0.316905 0.872067088607595 0.37546 0.9494375 0.275689473684211 "14" 97129452 "cg00921160"
"376109" 0.195533333333333 0.286285 0.879181012658228 0.41728 0.9428625 0.204215789473684 "14" 97129577 "cg18391978"
"376484" 0.17245 0.386355 0.909112658227848 0.49996 0.9584375 0.353984210526316 "14" 100014785 "cg08015762"
"376498" 0.557083333333333 0.40619 0.825977215189873 0.45302 0.9325875 0.310373684210526 "14" 100048149 "cg13250209"
"376499" 0.760433333333333 0.534215 0.867701265822785 0.55318 0.924825 0.434052631578947 "14" 100048212 "cg06637032"
"376506" 0.198733333333333 0.3507425 0.895182278481013 0.4766 0.9695125 0.282026315789474 "14" 100059479 "cg18505593"
"376678" 0.655333333333333 0.52918 0.853270886075949 0.52822 0.935 0.497757894736842 "14" 100485494 "cg05120309"
"376813" 0.871966666666667 0.54617 0.917529113924051 0.6268 0.96805 0.368752631578947 "14" 100757498 "cg15862841"
"376928" 0.798633333333333 0.492155 0.906055696202532 0.46902 0.934925 0.400052631578947 "14" 101003831 "cg12025832"
"376929" 0.78875 0.43488 0.864535443037975 0.48824 0.9078375 0.276073684210526 "14" 101003876 "cg19883293"
"377046" 0.6755 0.46165 0.842862025316456 0.53612 0.9257875 0.337289473684211 "14" 101198475 "cg13546977"
"377049" 0.869483333333333 0.4561175 0.848022784810127 0.46116 0.9107375 0.321263157894737 "14" 101199873 "cg19937288"
"377232" 0.8327 0.5004025 0.870246835443038 0.55532 0.9347625 0.352678947368421 "14" 101390241 "cg19766363"
"377502" 0.767166666666667 0.553965 0.877803797468354 0.55026 0.9479625 0.467178947368421 "14" 101528354 "cg11134801"
"377503" 0.693116666666667 0.5347625 0.821737974683544 0.5291 0.911925 0.480842105263158 "14" 101528369 "cg10006887"
"377506" 0.575716666666667 0.2858475 0.834701265822785 0.31628 0.94145 0.155521052631579 "14" 101528671 "cg05224126"
"377712" 0.80325 0.597835 0.891649367088608 0.62894 0.96205 0.498526315789474 "14" 102053958 "cg05308317"
"377713" 0.71575 0.4149625 0.869091139240506 0.45844 0.9541625 0.281168421052632 "14" 102054053 "cg22926923"
"377714" 0.80525 0.4630825 0.883416455696203 0.6899 0.93785 0.1678 "14" 102054070 "cg02939659"
"377800" 0.208716666666667 0.5018425 0.841888607594937 0.6226 0.926925 0.488815789473684 "14" 102310830 "cg19478371"
"377917" 0.376666666666667 0.4194875 0.822462025316456 0.3918 0.9286125 0.456321052631579 "14" 102510281 "cg01640443"
"377995" 0.515916666666667 0.48417 0.839239240506329 0.52194 0.9096 0.453294736842105 "14" 102682062 "cg05865331"
"378018" 0.28475 0.4869175 0.865589873417722 0.55444 0.966125 0.499189473684211 "14" 102698092 "cg23015155"
"378105" 0.703283333333333 0.5173 0.805126582278481 0.52922 0.927525 0.447410526315789 "14" 102964522 "cg23712530"
"378293" 0.7128 0.468645 0.893805063291139 0.55706 0.94715 0.3366 "14" 103403760 "cg10291119"
"378314" 0.198116666666667 0.323605 0.820388607594937 0.4366 0.901125 0.262921052631579 "14" 103416122 "cg04715649"
"378332" 0.8775 0.503255 0.920083544303797 0.57966 0.95625 0.320663157894737 "14" 103433908 "cg01198184"
"378348" 0.176866666666667 0.3411625 0.839067088607595 0.40412 0.9197875 0.305268421052632 "14" 103467798 "cg13231302"
"378942" 0.5571 0.4942975 0.886101265822785 0.59144 0.951475 0.384415789473684 "14" 104624738 "cg12042737"
"379226" 0.349716666666667 0.4837625 0.819372151898734 0.5309 0.93465 0.486242105263158 "14" 105055026 "cg04425614"
"379282" 0.774933333333333 0.420545 0.840264556962025 0.46212 0.90115 0.263689473684211 "14" 105132479 "cg05153781"
"379321" 0.782066666666667 0.5800825 0.895311392405063 0.62306 0.940425 0.485115789473684 "14" 105169673 "cg10345522"
"379344" 0.825933333333333 0.58729 0.921067088607595 0.65006 0.91415 0.463047368421053 "14" 105183652 "cg25592858"
"379919" 0.314966666666667 0.3835875 0.841653164556962 0.45808 0.952175 0.339915789473684 "14" 105789630 "cg24185850"
"379920" 0.157266666666667 0.3088575 0.809016455696203 0.4345 0.9461 0.250889473684211 "14" 105789784 "cg18638769"
"379930" 0.132766666666667 0.43562 0.821027848101266 0.53658 0.9543375 0.440831578947368 "14" 105794185 "cg04285855"
"380171" 0.622233333333333 0.5152925 0.842011392405063 0.57664 0.9404375 0.419131578947368 "14" 105965156 "cg00973115"
"380846" 0.89385 0.531935 0.917643037974684 0.61934 0.9444 0.338452631578947 "15" 23057163 "cg07573797"
"381643" 0.830516666666667 0.5113125 0.849998734177215 0.4828 0.9010375 0.442426315789474 "15" 26147435 "cg02242989"
"382049" 0.138066666666667 0.204753846153846 0.803791139240506 0.34098 0.957 0.120494444444444 "15" 28437148 "cg24660635"
"382050" 0.17385 0.2668425 0.842512658227848 0.43666 0.9579625 0.167452631578947 "15" 28437159 "cg13166748"
"382138" 0.741716666666667 0.4052 0.861791139240506 0.41266 0.905375 0.294226315789474 "15" 29228305 "cg22142254"
"382300" 0.875533333333333 0.5068825 0.807664556962025 0.52392 0.92585 0.373905263157895 "15" 30098131 "cg23902454"
"382507" 0.858566666666667 0.53896 0.852411392405063 0.55662 0.902 0.419721052631579 "15" 31394021 "cg21851553"
"382743" 0.85885 0.5066625 0.874196202531646 0.54954 0.93775 0.343268421052632 "15" 32964208 "cg15837109"
"382744" 0.78565 0.4289775 0.857407594936709 0.4392 0.948425 0.281189473684211 "15" 32964277 "cg06059069"
"382745" 0.716816666666667 0.4378325 0.851698734177215 0.47416 0.9401125 0.309294736842105 "15" 32964500 "cg14302904"
"382903" 0.88125 0.5963775 0.911396202531646 0.64406 0.9583625 0.454910526315789 "15" 34280002 "cg23093741"
"383084" 0.861683333333333 0.5493475 0.895026582278481 0.56198 0.935025 0.441957894736842 "15" 35001084 "cg06624525"
"383352" 0.8221 0.538355 0.832369620253165 0.5003 0.957225 0.465742105263158 "15" 37236977 "cg26732155"
"384700" 0.855033333333333 0.5353125 0.86700253164557 0.51358 0.9541625 0.441178947368421 "15" 42213760 "cg10437842"
"385348" 0.7606 0.45097 0.807225316455696 0.48758 0.95115 0.338473684210526 "15" 44507997 "cg04724556"
"385646" 0.1759 0.3602625 0.877644303797468 0.51682 0.9747875 0.285968421052632 "15" 45671708 "cg06246941"
"385681" 0.74835 0.543685 0.840827848101266 0.6556 0.90725 0.374857894736842 "15" 45777254 "cg20049927"
"385698" 0.833766666666667 0.50017 0.877473417721519 0.5945 0.9428625 0.318489473684211 "15" 45827540 "cg07558734"
"385738" 0.881666666666667 0.58806 0.872287341772152 0.6043 0.9728875 0.484257894736842 "15" 45962135 "cg12423473"
"385838" 0.748233333333333 0.5140925 0.817058227848101 0.47608 0.95405 0.460857894736842 "15" 48153825 "cg19387165"
"386042" 0.893466666666667 0.4893125 0.960854430379747 0.47038 0.978275 0.368410526315789 "15" 49268750 "cg20384325"
"386220" 0.422816666666667 0.37092 0.885748101265823 0.36832 0.9407125 0.352468421052632 "15" 50557917 "cg02329886"
"386306" 0.744033333333333 0.4980875 0.859024050632911 0.5653 0.902675 0.329026315789474 "15" 51197587 "cg27198899"
"386410" 0.91015 0.6195475 0.927781012658228 0.69038 0.9766 0.456094736842105 "15" 51669526 "cg07888040"
"386653" 0.536883333333333 0.3571475 0.838294936708861 0.42424 0.9708875 0.247231578947368 "15" 52778344 "cg25979526"
"386957" 0.84965 0.55314 0.876553164556962 0.5391 0.958325 0.486626315789474 "15" 55881607 "cg13878116"
"386958" 0.861283333333333 0.5577425 0.862489873417722 0.56792 0.9691875 0.463857894736842 "15" 55881706 "cg23412777"
"387112" 0.8514 0.5920625 0.836732911392405 0.62086 0.947625 0.479815789473684 "15" 57215558 "cg24784129"
"387140" 0.810183333333333 0.562175 0.903822784810127 0.58246 0.952175 0.469026315789474 "15" 57426631 "cg25005357"
"387152" 0.834516666666667 0.5598675 0.897569620253165 0.58838 0.9482375 0.44971052631579 "15" 57551709 "cg02734001"
"387231" 0.825883333333333 0.50569 0.804692405063291 0.57516 0.908325 0.367821052631579 "15" 57825722 "cg10167978"
"387329" 0.789 0.495645 0.881879746835443 0.5642 0.9097 0.342157894736842 "15" 58699976 "cg00344888"
"387410" 0.874916666666667 0.578805263157895 0.920432911392405 0.58812 0.9756 0.478570588235294 "15" 59171928 "cg27664390"
"387478" 0.850116666666667 0.61661 0.868613924050633 0.63982 0.9378875 0.499026315789474 "15" 59496592 "cg07503408"
"387503" 0.889866666666667 0.45916 0.908756962025316 0.5128 0.962725 0.272147368421053 "15" 59595945 "cg15851882"
"388047" 0.872633333333333 0.5783525 0.86273417721519 0.5838 0.96965 0.474026315789474 "15" 62705727 "cg19689506"
"388062" 0.821133333333333 0.5928 0.874273417721519 0.61864 0.906 0.486394736842105 "15" 62778589 "cg13893720"
"388363" 0.86665 0.6233325 0.884211392405063 0.66756 0.9454375 0.499031578947368 "15" 63831570 "cg04297867"
"388484" 0.74455 0.3705325 0.822959493670886 0.45732 0.9284375 0.183215789473684 "15" 64404647 "cg02423014"
"388489" 0.51285 0.3567075 0.817773417721519 0.44816 0.9544625 0.234215789473684 "15" 64438372 "cg18376817"
"388517" 0.887383333333333 0.5402675 0.888973417721519 0.62878 0.9581 0.355973684210526 "15" 64634880 "cg06129556"
"388577" 0.810083333333333 0.5382075 0.883770886075949 0.61082 0.9555375 0.410715789473684 "15" 64793532 "cg02966899"
"388696" 0.860016666666667 0.5179875 0.883960759493671 0.54176 0.941275 0.381957894736842 "15" 65188788 "cg08337876"
"389081" 0.2858 0.365465 0.850421518987342 0.4869 0.957675 0.278868421052632 "15" 66207089 "cg22760690"
"389156" 0.325166666666667 0.347145 0.839905063291139 0.42162 0.9404 0.287126315789474 "15" 66584218 "cg19561615"
"389158" 0.822983333333333 0.55699 0.844910126582278 0.57634 0.9393625 0.451315789473684 "15" 66584493 "cg14893932"
"389250" 0.5889 0.4845725 0.826717721518987 0.53482 0.9648 0.415347368421053 "15" 66858212 "cg00686404"
"389535" 0.8191 0.6110775 0.896549367088608 0.73722 0.9507125 0.460715789473684 "15" 67984352 "cg20268537"
"389801" 0.574166666666667 0.321155 0.854155696202532 0.38706 0.9527 0.192452631578947 "15" 68877272 "cg08594043"
"389806" 0.1866 0.4115175 0.819567088607595 0.54918 0.9004375 0.3659 "15" 68889832 "cg02562579"
"390405" 0.83065 0.4860475 0.80143164556962 0.57518 0.925525 0.328363157894737 "15" 71581059 "cg26738530"
"390501" 0.774983333333333 0.558995 0.834725316455696 0.58356 0.9332375 0.469352631578947 "15" 72406367 "cg01417594"
"390528" 0.737516666666667 0.3724525 0.803173417721519 0.44686 0.9411375 0.194 "15" 72472792 "cg25356006"
"390820" 0.8731 0.5277575 0.809169620253165 0.60082 0.9352 0.376221052631579 "15" 73913175 "cg23448165"
"390822" 0.835083333333333 0.4883325 0.90559746835443 0.58176 0.9677 0.306789473684211 "15" 73916210 "cg20505372"
"391202" 0.250033333333333 0.28795 0.828844303797468 0.3741 0.907575 0.241952631578947 "15" 74714463 "cg27157619"
"391595" 0.723933333333333 0.55206 0.847420253164557 0.6153 0.934 0.469663157894737 "15" 75587027 "cg00218707"
"392137" 0.87715 0.5846 0.898540506329114 0.65468 0.947475 0.457031578947368 "15" 77599761 "cg11122518"
"392162" 0.7431 0.5565225 0.851560759493671 0.60944 0.9422125 0.433463157894737 "15" 77760532 "cg19389468"
"392208" 0.3971 0.35425 0.806305063291139 0.4018 0.91375 0.301736842105263 "15" 77922163 "cg14070108"
"392427" 0.747166666666667 0.456255 0.827943037974683 0.54488 0.9011875 0.286594736842105 "15" 78609021 "cg20276202"
"392656" 0.759566666666667 0.3759375 0.847648101265823 0.44382 0.9414375 0.198178947368421 "15" 79143574 "cg08762628"
"392736" 0.871266666666667 0.41659 0.91376329113924 0.48128 0.9547875 0.218126315789474 "15" 79357160 "cg23047203"
"393188" 0.878883333333333 0.428225 0.821494936708861 0.47062 0.9401625 0.242357894736842 "15" 81474451 "cg02326224"
"393237" 0.3034 0.426497435897436 0.830812658227848 0.47182 0.93485 0.417272222222222 "15" 81666393 "cg15484651"
"393242" 0.77025 0.52926 0.889539240506329 0.49948 0.961925 0.470742105263158 "15" 81666847 "cg19784054"
"393266" 0.2088 0.286735 0.829273417721519 0.33242 0.91225 0.269978947368421 "15" 82042705 "cg13325208"
"393888" 0.840916666666667 0.565495 0.895515189873418 0.6701 0.9526375 0.394636842105263 "15" 85607233 "cg26896818"
"393891" 0.68185 0.41141 0.874006329113924 0.54964 0.9033375 0.2229 "15" 85634797 "cg10537277"
"394028" 0.809166666666667 0.5001825 0.810920253164557 0.47532 0.941 0.411757894736842 "15" 86302971 "cg02311794"
"394030" 0.857733333333333 0.539075 0.927745569620253 0.53726 0.9795375 0.425626315789474 "15" 86304357 "cg07943548"
"394888" 0.183133333333333 0.3788275 0.834501265822785 0.51074 0.9212125 0.342926315789474 "15" 90579809 "cg16571836"
"395440" 0.735916666666667 0.352225 0.876750632911392 0.37002 0.9555875 0.211936842105263 "15" 92667819 "cg01240823"
"395622" 0.556733333333333 0.453475 0.864029113924051 0.47034 0.9464125 0.410610526315789 "15" 93442219 "cg06572974"
"395764" 0.48415 0.464345 0.849467088607595 0.46624 0.92495 0.466184210526316 "15" 93855015 "cg23438868"
"395779" 0.77485 0.5038275 0.869063291139241 0.5024 0.9224625 0.412642105263158 "15" 93958496 "cg06847558"
"395876" 0.667116666666667 0.5692025 0.87176835443038 0.65188 0.9213 0.471784210526316 "15" 95145293 "cg23413527"
"395953" 0.8023 0.5425975 0.922377215189873 0.5295 0.9304 0.458410526315789 "15" 96454402 "cg12123693"
"396247" 0.139833333333333 0.2782525 0.809750632911392 0.38526 0.927975 0.251152631578947 "15" 98065822 "cg25792999"
"396441" 0.77815 0.5841825 0.884181012658228 0.66284 0.9371125 0.464831578947368 "15" 99337389 "cg08315825"
"396452" 0.86035 0.5995475 0.884063291139241 0.67238 0.9562 0.461715789473684 "15" 99383358 "cg21207686"
"396817" 0.830216666666667 0.457945 0.80166582278481 0.4515 0.9213 0.354389473684211 "15" 100804081 "cg11107116"
"396819" 0.888566666666667 0.5372025 0.908088607594937 0.55052 0.959575 0.429263157894737 "15" 100804162 "cg02345247"
"397042" 0.705083333333333 0.3740275 0.832212658227848 0.30986 0.9045 0.308036842105263 "15" 101514299 "cg00927594"
"397043" 0.6972 0.359865 0.816677215189873 0.33132 0.9352625 0.272578947368421 "15" 101514474 "cg10619411"
"397236" 0.851383333333333 0.494455 0.878549367088608 0.5225 0.947375 0.369968421052632 "15" 101887154 "cg01870976"
"397273" 0.296766666666667 0.4268025 0.860240506329114 0.58074 0.93165 0.348568421052632 "15" 101988134 "cg03436208"
"397283" 0.671366666666667 0.4649975 0.807774683544304 0.46356 0.973275 0.386163157894737 "15" 102010161 "cg19295451"
"397297" 0.7981 0.45445 0.85606582278481 0.5308 0.9169 0.267826315789474 "15" 102033014 "cg01359165"
"397330" 0.716766666666667 0.5031575 0.882288607594937 0.60516 0.953125 0.354010526315789 "15" 102189763 "cg19690879"
"397719" 0.8343 0.5942375 0.869570886075949 0.65142 0.9522625 0.4514 "16" 410333 "cg06113801"
"397832" 0.381516666666667 0.3716975 0.866848101265823 0.44508 0.9307375 0.298278947368421 "16" 521912 "cg00806214"
"397833" 0.1957 0.26912 0.874693670886076 0.34498 0.961225 0.215547368421053 "16" 522007 "cg09962377"
"397837" 0.216116666666667 0.2893225 0.851889873417721 0.3922 0.9126375 0.229221052631579 "16" 524414 "cg08830105"
"398285" 0.3376 0.352175 0.855913924050633 0.4399 0.921775 0.274915789473684 "16" 766888 "cg06320418"
"398545" 0.781316666666667 0.5243075 0.899126582278481 0.58802 0.906075 0.392905263157895 "16" 902736 "cg04893513"
"398639" 0.2675 0.2862025 0.841292405063291 0.35916 0.924375 0.222184210526316 "16" 962909 "cg05578056"
"398645" 0.883633333333333 0.6333275 0.902183544303797 0.6899 0.941075 0.490063157894737 "16" 963994 "cg27512502"
"398678" 0.805683333333333 0.6103675 0.852682278481013 0.68012 0.9631125 0.492031578947368 "16" 971556 "cg26619740"
"398749" 0.870416666666667 0.4666325 0.881741772151899 0.47438 0.928075 0.322889473684211 "16" 1015103 "cg02612270"
"398769" 0.7926 0.47454 0.833744303797468 0.51292 0.9510375 0.338210526315789 "16" 1022411 "cg16515546"
"398772" 0.719633333333333 0.43651 0.815448101265823 0.47654 0.9488 0.307810526315789 "16" 1024642 "cg08750280"
"398775" 0.621583333333333 0.5010575 0.874911392405063 0.50014 0.9448 0.449878947368421 "16" 1026877 "cg10479181"
"398803" 0.705 0.5073125 0.871284810126582 0.51338 0.9275125 0.429136842105263 "16" 1035774 "cg26716834"
"398804" 0.5586 0.43696 0.831205063291139 0.46028 0.945825 0.366489473684211 "16" 1036201 "cg08992854"
"398815" 0.309883333333333 0.3773675 0.836167088607595 0.42214 0.971575 0.354384210526316 "16" 1041333 "cg27128311"
"399368" 0.213983333333333 0.267855 0.844353164556962 0.41146 0.9240875 0.161605263157895 "16" 1373703 "cg06193520"
"399663" 0.763283333333333 0.4103975 0.882550632911392 0.49796 0.9515 0.235257894736842 "16" 1533880 "cg10079027"
"399664" 0.7979 0.440135 0.906925316455696 0.49998 0.955175 0.289431578947368 "16" 1533943 "cg03591111"
"399897" 0.303833333333333 0.47519 0.845137974683544 0.59064 0.9262375 0.426205263157895 "16" 1692117 "cg02888809"
"399962" 0.7645 0.5341775 0.870794936708861 0.5947 0.93655 0.417463157894737 "16" 1779144 "cg07064156"
"400433" 0.667733333333333 0.513405 0.899144303797468 0.56638 0.95895 0.423710526315789 "16" 2107101 "cg00260803"
"400434" 0.747483333333333 0.5408775 0.869836708860759 0.62436 0.9058375 0.400705263157895 "16" 2107413 "cg04515572"
"400546" 0.2864 0.44139 0.855588607594937 0.49622 0.953075 0.446521052631579 "16" 2177155 "cg04418330"
"400653" 0.622466666666667 0.540975 0.870722784810127 0.57086 0.95545 0.497142105263158 "16" 2260806 "cg26873644"
"400994" 0.71585 0.470865 0.86416835443038 0.45744 0.9065375 0.384763157894737 "16" 2673800 "cg27601182"
"402168" 0.861033333333333 0.5746 0.839453164556962 0.64504 0.922025 0.437005263157895 "16" 4258150 "cg10065739"
"402251" 0.864283333333333 0.541205 0.901701265822785 0.6276 0.943025 0.381447368421053 "16" 4382027 "cg22616007"
"402341" 0.648483333333333 0.4224775 0.878894936708861 0.5216 0.934025 0.271489473684211 "16" 4511773 "cg02016985"
"402342" 0.797 0.5734175 0.951546835443038 0.65854 0.958925 0.424936842105263 "16" 4511917 "cg03391318"
"402345" 0.903416666666667 0.6167925 0.934277215189873 0.7234 0.9751 0.441489473684211 "16" 4521297 "cg26765599"
"402442" 0.849466666666667 0.4502025 0.901343037974684 0.58636 0.93945 0.233305263157895 "16" 4679396 "cg08147187"
"402443" 0.38665 0.3942675 0.863835443037975 0.52688 0.9594375 0.295263157894737 "16" 4684507 "cg00693240"
"402472" 0.165133333333333 0.30464 0.950201265822785 0.4629 0.954525 0.218942105263158 "16" 4723816 "cg03693714"
"402949" 0.855466666666667 0.614255 0.879764556962025 0.70044 0.9327875 0.474984210526316 "16" 8431529 "cg05568466"
"403013" 0.1312 0.2504825 0.807741772151899 0.3969 0.9352 0.181884210526316 "16" 8813274 "cg07431888"
"403127" 0.696016666666667 0.5410275 0.880892405063291 0.59342 0.9661375 0.444189473684211 "16" 9060697 "cg07342647"
"403208" 0.319133333333333 0.4278125 0.834913924050633 0.4769 0.9103875 0.422905263157895 "16" 9855960 "cg00792185"
