chr,start,end,cereb_average,all_brain_average,other_brain_avg,pref_average,leuk_average,white_matter,temporal,X.Sample_geo_accession
chr14,74185993,74185994,0.142533333,0.3913725,0.835874684,0.37304,0.96065,0.482221053,0.37723,cg17454920
chr14,75389200,75389201,0.157166667,0.3462125,0.855473418,0.35322,0.9125375,0.402047368,0.35005,cg18664866
chr14,76848081,76848082,0.666233333,0.48258,0.851620253,0.58282,0.9088125,0.344936842,0.58379,cg04732303
chr14,77335130,77335131,0.261583333,0.3498775,0.818698734,0.40808,0.9582,0.322678947,0.42543,cg17309003
chr14,77571003,77571004,0.488033333,0.50576,0.860005063,0.57702,0.96305,0.432731579,0.61952,cg00707881
chr14,77767800,77767801,0.820966667,0.49816,0.863351899,0.49064,0.9427375,0.392989474,0.50806,cg10052285
chr14,78029584,78029585,0.892916667,0.61102,0.899888608,0.67586,0.9514625,0.461173684,0.69417,cg23187727
chr14,78065859,78065860,0.848466667,0.56945,0.881739241,0.67744,0.9491,0.386073684,0.69646,cg19787508
chr14,78428407,78428408,0.8169,0.5962325,0.815782278,0.63022,0.92235,0.493257895,0.64249,cg01910330
chr14,82086140,82086141,0.9004,0.5643225,0.818277215,0.59114,0.9104125,0.439231579,0.58694,cg12205669
chr14,89606221,89606222,0.882433333,0.548735,0.869478481,0.64206,0.9525,0.390515789,0.60247,cg19840494
chr14,89734827,89734828,0.723733333,0.574255,0.905016456,0.62952,0.954875,0.475284211,0.64498,cg13569868
chr14,89782402,89782403,0.4101,0.4184875,0.864275949,0.56372,0.9302,0.295352632,0.58486,cg10392428
chr14,90359557,90359558,0.374183333,0.4748,0.808292405,0.4904,0.9391875,0.491878947,0.49492,cg05019583
chr14,91963127,91963128,0.815383333,0.50784,0.830936709,0.59536,0.91585,0.337931579,0.60238,cg16433844
chr14,92525005,92525006,0.7877,0.3567925,0.828396203,0.41336,0.9009625,0.168110526,0.42846,cg12034871
chr14,93419447,93419448,0.33725,0.4266175,0.855446835,0.42956,0.9015875,0.441947368,0.44964,cg18389827
chr14,93735925,93735926,0.829966667,0.393,0.817112658,0.44944,0.912975,0.194105263,0.4805,cg03505817
chr14,93751718,93751719,0.56645,0.4818825,0.820456962,0.52522,0.91,0.416215789,0.53424,cg22983555
chr14,93770551,93770552,0.849,0.583605,0.86783038,0.66946,0.9538875,0.431557895,0.67033,cg10101680
chr14,94392757,94392758,0.425483333,0.3659025,0.811365823,0.39352,0.9168,0.315842105,0.41146,cg19591003
chr14,94849703,94849704,0.846133333,0.5505,0.819898734,0.60676,0.93755,0.411678947,0.60875,cg20267408
chr14,95370499,95370500,0.770266667,0.5348775,0.915653165,0.60828,0.9710375,0.400489474,0.61228,cg13128244
chr14,95562368,95562369,0.874433333,0.41116,0.904703797,0.48768,0.9551375,0.188794737,0.51743,cg10948630
chr14,95599667,95599668,0.778133333,0.4860625,0.907063291,0.58064,0.9594875,0.311505263,0.59519,cg24158307
chr14,95601239,95601240,0.816283333,0.5142875,0.863053165,0.59186,0.9302375,0.359994737,0.58746,cg01049870
chr14,96010497,96010498,0.720216667,0.5014375,0.88724557,0.52478,0.9577625,0.423215789,0.50712,cg08292290
chr14,96014482,96014483,0.810933333,0.4946725,0.811236709,0.55136,0.9501125,0.341468421,0.56766,cg07138686
chr14,97129452,97129453,0.2856,0.316905,0.872067089,0.37546,0.9494375,0.275689474,0.38472,cg00921160
chr14,97129577,97129578,0.195533333,0.286285,0.879181013,0.41728,0.9428625,0.204215789,0.43117,cg18391978
chr14,100014785,100014786,0.17245,0.386355,0.909112658,0.49996,0.9584375,0.353984211,0.5194,cg08015762
chr14,100048149,100048150,0.557083333,0.40619,0.825977215,0.45302,0.9325875,0.310373684,0.47429,cg13250209
chr14,100048212,100048213,0.760433333,0.534215,0.867701266,0.55318,0.924825,0.434052632,0.57931,cg06637032
chr14,100059479,100059480,0.198733333,0.3507425,0.895182278,0.4766,0.9695125,0.282026316,0.50958,cg18505593
chr14,100485494,100485495,0.655333333,0.52918,0.853270886,0.52822,0.935,0.497757895,0.51367,cg05120309
chr14,100757498,100757499,0.871966667,0.54617,0.917529114,0.6268,0.96805,0.368752632,0.64747,cg15862841
chr14,101003831,101003832,0.798633333,0.492155,0.906055696,0.46902,0.934925,0.400052632,0.49483,cg12025832
chr14,101003876,101003877,0.78875,0.43488,0.864535443,0.48824,0.9078375,0.276073684,0.49761,cg19883293
chr14,101198475,101198476,0.6755,0.46165,0.842862025,0.53612,0.9257875,0.337289474,0.53239,cg13546977
chr14,101199873,101199874,0.869483333,0.4561175,0.848022785,0.46116,0.9107375,0.321263158,0.4618,cg19937288
chr14,101390241,101390242,0.8327,0.5004025,0.870246835,0.55532,0.9347625,0.352678947,0.55424,cg19766363
chr14,101528354,101528355,0.767166667,0.553965,0.877803797,0.55026,0.9479625,0.467178947,0.59279,cg11134801
chr14,101528369,101528370,0.693116667,0.5347625,0.821737975,0.5291,0.911925,0.480842105,0.54503,cg10006887
chr14,101528671,101528672,0.575716667,0.2858475,0.834701266,0.31628,0.94145,0.155521053,0.34433,cg05224126
chr14,102053958,102053959,0.80325,0.597835,0.891649367,0.62894,0.96205,0.498526316,0.64772,cg05308317
chr14,102054053,102054054,0.71575,0.4149625,0.869091139,0.45844,0.9541625,0.281168421,0.46696,cg22926923
chr14,102054070,102054071,0.80525,0.4630825,0.883416456,0.6899,0.93785,0.1678,0.70541,cg02939659
chr14,102310830,102310831,0.208716667,0.5018425,0.841888608,0.6226,0.926925,0.488815789,0.64209,cg19478371
chr14,102510281,102510282,0.376666667,0.4194875,0.822462025,0.3918,0.9286125,0.456321053,0.38904,cg01640443
chr14,102682062,102682063,0.515916667,0.48417,0.839239241,0.52194,0.9096,0.453294737,0.5049,cg05865331
chr14,102698092,102698093,0.28475,0.4869175,0.865589873,0.55444,0.966125,0.499189474,0.55114,cg23015155
chr14,102964522,102964523,0.703283333,0.5173,0.805126582,0.52922,0.927525,0.447410526,0.53254,cg23712530
chr14,103403760,103403761,0.7128,0.468645,0.893805063,0.55706,0.94715,0.3366,0.52883,cg10291119
chr14,103416122,103416123,0.198116667,0.323605,0.820388608,0.4366,0.901125,0.262921053,0.4577,cg04715649
chr14,103433908,103433909,0.8775,0.503255,0.920083544,0.57966,0.95625,0.320663158,0.58743,cg01198184
chr14,103467798,103467799,0.176866667,0.3411625,0.839067089,0.40412,0.9197875,0.305268421,0.47646,cg13231302
chr14,104624738,104624739,0.5571,0.4942975,0.886101266,0.59144,0.951475,0.384415789,0.61682,cg12042737
chr14,105055026,105055027,0.349716667,0.4837625,0.819372152,0.5309,0.93465,0.486242105,0.53591,cg04425614
chr14,105132479,105132480,0.774933333,0.420545,0.840264557,0.46212,0.90115,0.263689474,0.48515,cg05153781
chr14,105169673,105169674,0.782066667,0.5800825,0.895311392,0.62306,0.940425,0.485115789,0.61784,cg10345522
chr14,105183652,105183653,0.825933333,0.58729,0.921067089,0.65006,0.91415,0.463047368,0.64878,cg25592858
chr14,105789630,105789631,0.314966667,0.3835875,0.841653165,0.45808,0.952175,0.339915789,0.47049,cg24185850
chr14,105789784,105789785,0.157266667,0.3088575,0.809016456,0.4345,0.9461,0.250889474,0.44713,cg18638769
chr14,105794185,105794186,0.132766667,0.43562,0.821027848,0.53658,0.9543375,0.440831579,0.55695,cg04285855
chr14,105965156,105965157,0.622233333,0.5152925,0.842011392,0.57664,0.9404375,0.419131579,0.60316,cg00973115
chr15,23057163,23057164,0.89385,0.531935,0.917643038,0.61934,0.9444,0.338452632,0.6387,cg07573797
chr15,26147435,26147436,0.830516667,0.5113125,0.849998734,0.4828,0.9010375,0.442426316,0.46493,cg02242989
chr15,28437148,28437149,0.138066667,0.204753846,0.803791139,0.34098,0.957,0.120494444,0.32832,cg24660635
chr15,28437159,28437160,0.17385,0.2668425,0.842512658,0.43666,0.9579625,0.167452632,0.42657,cg13166748
chr15,29228305,29228306,0.741716667,0.4052,0.861791139,0.41266,0.905375,0.294226316,0.41041,cg22142254
chr15,30098131,30098132,0.875533333,0.5068825,0.807664557,0.52392,0.92585,0.373905263,0.52983,cg23902454
chr15,31394021,31394022,0.858566667,0.53896,0.852411392,0.55662,0.902,0.419721053,0.56492,cg21851553
chr15,32964208,32964209,0.85885,0.5066625,0.874196203,0.54954,0.93775,0.343268421,0.58436,cg15837109
chr15,32964277,32964278,0.78565,0.4289775,0.857407595,0.4392,0.948425,0.281189474,0.49066,cg06059069
chr15,32964500,32964501,0.716816667,0.4378325,0.851698734,0.47416,0.9401125,0.309294737,0.4965,cg14302904
chr15,34280002,34280003,0.88125,0.5963775,0.911396203,0.64406,0.9583625,0.454910526,0.6704,cg23093741
chr15,35001084,35001085,0.861683333,0.5493475,0.895026582,0.56198,0.935025,0.441957895,0.55967,cg06624525
chr15,37236977,37236978,0.8221,0.538355,0.83236962,0.5003,0.957225,0.465742105,0.5251,cg26732155
chr15,42213760,42213761,0.855033333,0.5353125,0.867002532,0.51358,0.9541625,0.441178947,0.5332,cg10437842
chr15,44507997,44507998,0.7606,0.45097,0.807225316,0.48758,0.95115,0.338473684,0.46063,cg04724556
chr15,45671708,45671709,0.1759,0.3602625,0.877644304,0.51682,0.9747875,0.285968421,0.53376,cg06246941
chr15,45777254,45777255,0.74835,0.543685,0.840827848,0.6556,0.90725,0.374857895,0.6857,cg20049927
chr15,45827540,45827541,0.833766667,0.50017,0.877473418,0.5945,0.9428625,0.318489474,0.59804,cg07558734
chr15,45962135,45962136,0.881666667,0.58806,0.872287342,0.6043,0.9728875,0.484257895,0.601,cg12423473
chr15,48153825,48153826,0.748233333,0.5140925,0.817058228,0.47608,0.95405,0.460857895,0.49376,cg19387165
chr15,49268750,49268751,0.893466667,0.4893125,0.96085443,0.47038,0.978275,0.368410526,0.486,cg20384325
chr15,50557917,50557918,0.422816667,0.37092,0.885748101,0.36832,0.9407125,0.352468421,0.37614,cg02329886
chr15,51197587,51197588,0.744033333,0.4980875,0.859024051,0.5653,0.902675,0.329026316,0.63813,cg27198899
chr15,51669526,51669527,0.91015,0.6195475,0.927781013,0.69038,0.9766,0.456094737,0.72033,cg07888040
chr15,52778344,52778345,0.536883333,0.3571475,0.838294937,0.42424,0.9708875,0.247231579,0.4246,cg25979526
chr15,55881607,55881608,0.84965,0.55314,0.876553165,0.5391,0.958325,0.486626316,0.50863,cg13878116
chr15,55881706,55881707,0.861283333,0.5577425,0.862489873,0.56792,0.9691875,0.463857895,0.54891,cg23412777
chr15,57215558,57215559,0.8514,0.5920625,0.836732911,0.62086,0.947625,0.479815789,0.63533,cg24784129
chr15,57426631,57426632,0.810183333,0.562175,0.903822785,0.58246,0.952175,0.469026316,0.58021,cg25005357
chr15,57551709,57551710,0.834516667,0.5598675,0.89756962,0.58838,0.9482375,0.449710526,0.59012,cg02734001
chr15,57825722,57825723,0.825883333,0.50569,0.804692405,0.57516,0.908325,0.367821053,0.54079,cg10167978
chr15,58699976,58699977,0.789,0.495645,0.881879747,0.5642,0.9097,0.342157895,0.57698,cg00344888
chr15,59171928,59171929,0.874916667,0.578805263,0.920432911,0.58812,0.9756,0.478570588,0.56688,cg27664390
chr15,59496592,59496593,0.850116667,0.61661,0.868613924,0.63982,0.9378875,0.499026316,0.68831,cg07503408
chr15,59595945,59595946,0.889866667,0.45916,0.908756962,0.5128,0.962725,0.272147368,0.52924,cg15851882
chr15,62705727,62705728,0.872633333,0.5783525,0.862734177,0.5838,0.96965,0.474026316,0.59728,cg19689506
chr15,62778589,62778590,0.821133333,0.5928,0.874273418,0.61864,0.906,0.486394737,0.64505,cg13893720
chr15,63831570,63831571,0.86665,0.6233325,0.884211392,0.66756,0.9454375,0.499031579,0.6914,cg04297867
chr15,64404647,64404648,0.74455,0.3705325,0.822959494,0.45732,0.9284375,0.183215789,0.45863,cg02423014
chr15,64438372,64438373,0.51285,0.3567075,0.817773418,0.44816,0.9544625,0.234215789,0.45003,cg18376817
chr15,64634880,64634881,0.887383333,0.5402675,0.888973418,0.62878,0.9581,0.355973684,0.6379,cg06129556
chr15,64793532,64793533,0.810083333,0.5382075,0.883770886,0.61082,0.9555375,0.410715789,0.58101,cg02966899
chr15,65188788,65188789,0.860016667,0.5179875,0.883960759,0.54176,0.941275,0.381957895,0.55934,cg08337876
chr15,66207089,66207090,0.2858,0.365465,0.850421519,0.4869,0.957675,0.278868421,0.51708,cg22760690
chr15,66584218,66584219,0.325166667,0.347145,0.839905063,0.42162,0.9404,0.287126316,0.43713,cg19561615
chr15,66584493,66584494,0.822983333,0.55699,0.844910127,0.57634,0.9393625,0.451315789,0.5885,cg14893932
chr15,66858212,66858213,0.5889,0.4845725,0.826717722,0.53482,0.9648,0.415347368,0.52838,cg00686404
chr15,67984352,67984353,0.8191,0.6110775,0.896549367,0.73722,0.9507125,0.460715789,0.70888,cg20268537
chr15,68877272,68877273,0.574166667,0.321155,0.854155696,0.38706,0.9527,0.192452632,0.38093,cg08594043
chr15,68889832,68889833,0.1866,0.4115175,0.819567089,0.54918,0.9004375,0.3659,0.56431,cg02562579
chr15,71581059,71581060,0.83065,0.4860475,0.801431646,0.57518,0.925525,0.328363158,0.53432,cg26738530
chr15,72406367,72406368,0.774983333,0.558995,0.834725316,0.58356,0.9332375,0.469352632,0.58744,cg01417594
chr15,72472792,72472793,0.737516667,0.3724525,0.803173418,0.44686,0.9411375,0.194,0.45527,cg25356006
chr15,73913175,73913176,0.8731,0.5277575,0.80916962,0.60082,0.9352,0.376221053,0.57194,cg23448165
chr15,73916210,73916211,0.835083333,0.4883325,0.905597468,0.58176,0.9677,0.306789474,0.5785,cg20505372
chr15,74714463,74714464,0.250033333,0.28795,0.828844304,0.3741,0.907575,0.241952632,0.35502,cg27157619
chr15,75587027,75587028,0.723933333,0.55206,0.847420253,0.6153,0.934,0.469663158,0.57387,cg00218707
chr15,77599761,77599762,0.87715,0.5846,0.898540506,0.65468,0.947475,0.457031579,0.61641,cg11122518
chr15,77760532,77760533,0.7431,0.5565225,0.851560759,0.60944,0.9422125,0.433463158,0.65193,cg19389468
chr15,77922163,77922164,0.3971,0.35425,0.806305063,0.4018,0.91375,0.301736842,0.40454,cg14070108
chr15,78609021,78609022,0.747166667,0.456255,0.827943038,0.54488,0.9011875,0.286594737,0.55975,cg20276202
chr15,79143574,79143575,0.759566667,0.3759375,0.847648101,0.44382,0.9414375,0.198178947,0.44956,cg08762628
chr15,79357160,79357161,0.871266667,0.41659,0.913763291,0.48128,0.9547875,0.218126316,0.48852,cg23047203
chr15,81474451,81474452,0.878883333,0.428225,0.821494937,0.47062,0.9401625,0.242357895,0.48978,cg02326224
chr15,81666393,81666394,0.3034,0.426497436,0.830812658,0.47182,0.93485,0.417272222,0.4943,cg15484651
chr15,81666847,81666848,0.77025,0.52926,0.889539241,0.49948,0.961925,0.470742105,0.51074,cg19784054
chr15,82042705,82042706,0.2088,0.286735,0.829273418,0.33242,0.91225,0.269978947,0.34249,cg13325208
chr15,85607233,85607234,0.840916667,0.565495,0.89551519,0.6701,0.9526375,0.394636842,0.67257,cg26896818
chr15,85634797,85634798,0.68185,0.41141,0.874006329,0.54964,0.9033375,0.2229,0.5382,cg10537277
chr15,86302971,86302972,0.809166667,0.5001825,0.810920253,0.47532,0.941,0.411757895,0.49523,cg02311794
chr15,86304357,86304358,0.857733333,0.539075,0.92774557,0.53726,0.9795375,0.425626316,0.56434,cg07943548
chr15,90579809,90579810,0.183133333,0.3788275,0.834501266,0.51074,0.9212125,0.342926316,0.4985,cg16571836
chr15,92667819,92667820,0.735916667,0.352225,0.876750633,0.37002,0.9555875,0.211936842,0.37966,cg01240823
chr15,93442219,93442220,0.556733333,0.453475,0.864029114,0.47034,0.9464125,0.410610526,0.46453,cg06572974
chr15,93855015,93855016,0.48415,0.464345,0.849467089,0.46624,0.92495,0.466184211,0.44802,cg23438868
chr15,93958496,93958497,0.77485,0.5038275,0.869063291,0.5024,0.9224625,0.412642105,0.51518,cg06847558
chr15,95145293,95145294,0.667116667,0.5692025,0.871768354,0.65188,0.9213,0.471784211,0.65421,cg23413527
chr15,96454402,96454403,0.8023,0.5425975,0.922377215,0.5295,0.9304,0.458410526,0.55328,cg12123693
chr15,98065822,98065823,0.139833333,0.2782525,0.809750633,0.38526,0.927975,0.251152632,0.35929,cg25792999
chr15,99337389,99337390,0.77815,0.5841825,0.884181013,0.66284,0.9371125,0.464831579,0.65524,cg08315825
chr15,99383358,99383359,0.86035,0.5995475,0.884063291,0.67238,0.9562,0.461715789,0.66853,cg21207686
chr15,100804081,100804082,0.830216667,0.457945,0.801665823,0.4515,0.9213,0.354389474,0.43456,cg11107116
chr15,100804162,100804163,0.888566667,0.5372025,0.908088608,0.55052,0.959575,0.429263158,0.52481,cg02345247
chr15,101514299,101514300,0.705083333,0.3740275,0.832212658,0.30986,0.9045,0.308036842,0.33286,cg00927594
chr15,101514474,101514475,0.6972,0.359865,0.816677215,0.33132,0.9352625,0.272578947,0.33758,cg10619411
chr15,101887154,101887155,0.851383333,0.494455,0.878549367,0.5225,0.947375,0.369968421,0.5028,cg01870976
chr15,101988134,101988135,0.296766667,0.4268025,0.860240506,0.58074,0.93165,0.348568421,0.5765,cg03436208
chr15,102010161,102010162,0.671366667,0.4649975,0.807774684,0.46356,0.973275,0.386163158,0.49168,cg19295451
chr15,102033014,102033015,0.7981,0.45445,0.856065823,0.5308,0.9169,0.267826316,0.56467,cg01359165
chr15,102189763,102189764,0.716766667,0.5031575,0.882288608,0.60516,0.953125,0.354010526,0.60737,cg19690879
chr16,410333,410334,0.8343,0.5942375,0.869570886,0.65142,0.9522625,0.4514,0.693,cg06113801
chr16,521912,521913,0.381516667,0.3716975,0.866848101,0.44508,0.9307375,0.298278947,0.46861,cg00806214
chr16,522007,522008,0.1957,0.26912,0.874693671,0.34498,0.961225,0.215547368,0.37703,cg09962377
chr16,524414,524415,0.216116667,0.2893225,0.851889873,0.3922,0.9126375,0.229221053,0.396,cg08830105
chr16,766888,766889,0.3376,0.352175,0.855913924,0.4399,0.921775,0.274915789,0.46385,cg06320418
chr16,902736,902737,0.781316667,0.5243075,0.899126582,0.58802,0.906075,0.392905263,0.58791,cg04893513
chr16,962909,962910,0.2675,0.2862025,0.841292405,0.35916,0.924375,0.222184211,0.38258,cg05578056
chr16,963994,963995,0.883633333,0.6333275,0.902183544,0.6899,0.941075,0.490063158,0.72706,cg27512502
chr16,971556,971557,0.805683333,0.6103675,0.852682278,0.68012,0.9631125,0.492031579,0.68314,cg26619740
chr16,1015103,1015104,0.870416667,0.4666325,0.881741772,0.47438,0.928075,0.322889474,0.4936,cg02612270
chr16,1022411,1022412,0.7926,0.47454,0.833744304,0.51292,0.9510375,0.338210526,0.52354,cg16515546
chr16,1024642,1024643,0.719633333,0.43651,0.815448101,0.47654,0.9488,0.307810526,0.49115,cg08750280
chr16,1026877,1026878,0.621583333,0.5010575,0.874911392,0.50014,0.9448,0.449878947,0.52644,cg10479181
chr16,1035774,1035775,0.705,0.5073125,0.87128481,0.51338,0.9275125,0.429136842,0.5342,cg26716834
chr16,1036201,1036202,0.5586,0.43696,0.831205063,0.46028,0.945825,0.366489474,0.48621,cg08992854
chr16,1041333,1041334,0.309883333,0.3773675,0.836167089,0.42214,0.971575,0.354384211,0.43914,cg27128311
chr16,1373703,1373704,0.213983333,0.267855,0.844353165,0.41146,0.9240875,0.161605263,0.43025,cg06193520
chr16,1533880,1533881,0.763283333,0.4103975,0.882550633,0.49796,0.9515,0.235257895,0.48765,cg10079027
chr16,1533943,1533944,0.7979,0.440135,0.906925316,0.49998,0.955175,0.289431579,0.48189,cg03591111
chr16,1692117,1692118,0.303833333,0.47519,0.845137975,0.59064,0.9262375,0.426205263,0.61335,cg02888809
chr16,1779144,1779145,0.7645,0.5341775,0.870794937,0.5947,0.93655,0.417463158,0.58748,cg07064156
chr16,2107101,2107102,0.667733333,0.513405,0.899144304,0.56638,0.95895,0.423710526,0.56474,cg00260803
chr16,2107413,2107414,0.747483333,0.5408775,0.869836709,0.62436,0.9058375,0.400705263,0.6415,cg04515572
chr16,2177155,2177156,0.2864,0.44139,0.855588608,0.49622,0.953075,0.446521053,0.49722,cg04418330
chr16,2260806,2260807,0.622466667,0.540975,0.870722785,0.57086,0.95545,0.497142105,0.56042,cg26873644
chr16,2673800,2673801,0.71585,0.470865,0.864168354,0.45744,0.9065375,0.384763158,0.49418,cg27601182
chr16,4258150,4258151,0.861033333,0.5746,0.839453165,0.64504,0.922025,0.437005263,0.62895,cg10065739
chr16,4382027,4382028,0.864283333,0.541205,0.901701266,0.6276,0.943025,0.381447368,0.6077,cg22616007
chr16,4511773,4511774,0.648483333,0.4224775,0.878894937,0.5216,0.934025,0.271489474,0.52419,cg02016985
chr16,4511917,4511918,0.797,0.5734175,0.951546835,0.65854,0.958925,0.424936842,0.67882,cg03391318
chr16,4521297,4521298,0.903416667,0.6167925,0.934277215,0.7234,0.9751,0.441489474,0.72459,cg26765599
chr16,4679396,4679397,0.849466667,0.4502025,0.901343038,0.58636,0.93945,0.233305263,0.55467,cg08147187
chr16,4684507,4684508,0.38665,0.3942675,0.863835443,0.52688,0.9594375,0.295263158,0.52064,cg00693240
chr16,4723816,4723817,0.165133333,0.30464,0.950201266,0.4629,0.954525,0.218942105,0.47204,cg03693714
chr16,8431529,8431530,0.855466667,0.614255,0.879764557,0.70044,0.9327875,0.474984211,0.69105,cg05568466
chr16,8813274,8813275,0.1312,0.2504825,0.807741772,0.3969,0.9352,0.181884211,0.37918,cg07431888
chr16,9060697,9060698,0.696016667,0.5410275,0.880892405,0.59342,0.9661375,0.444189474,0.60583,cg07342647
chr16,9855960,9855961,0.319133333,0.4278125,0.834913924,0.4769,0.9103875,0.422905263,0.4778,cg00792185
chr16,12308181,12308182,0.883516667,0.5266,0.911565823,0.55796,0.964175,0.382705263,0.57017,cg26570867
chr16,15130678,15130679,0.604666667,0.4925025,0.828958228,0.47438,0.9038,0.472315789,0.47262,cg16724811
chr16,15239992,15239993,0.380883333,0.3185225,0.815503797,0.39074,0.9713625,0.241331579,0.39166,cg05603252
chr16,15527940,15527941,0.188283333,0.3231575,0.812278481,0.3566,0.9497375,0.337573684,0.35997,cg07977490
chr16,19539401,19539402,0.85225,0.442305,0.887529114,0.4891,0.9405875,0.263484211,0.5127,cg04482148
chr16,19871730,19871731,0.130216667,0.345545,0.843075949,0.48314,0.9219,0.288205263,0.51489,cg07837520
chr16,19883969,19883970,0.724033333,0.49031,0.957363291,0.55388,0.9370875,0.361163158,0.56367,cg02384338
chr16,23154937,23154938,0.804316667,0.5962675,0.836901266,0.63184,0.93085,0.486989474,0.66128,cg08966413
chr16,27063429,27063430,0.434516667,0.23714,0.802897468,0.26076,0.9236625,0.163952632,0.24596,cg10052782
chr16,27523174,27523175,0.258416667,0.4500225,0.879292405,0.50524,0.94655,0.458736842,0.52082,cg02840535
chr16,27788255,27788256,0.787633333,0.532225,0.818162025,0.50254,0.9280125,0.465536842,0.52053,cg27076552
chr16,29706275,29706276,0.2991,0.4322475,0.808648101,0.5557,0.931825,0.370331579,0.56805,cg03488456
chr16,31051128,31051129,0.7909,0.5860125,0.885536709,0.6508,0.9523875,0.475794737,0.6401,cg05916757
chr16,31203793,31203794,0.858833333,0.61399,0.89741519,0.6462,0.9580875,0.497615789,0.67209,cg02459866
chr16,31452152,31452153,0.660016667,0.3872025,0.805025316,0.44124,0.9177375,0.248752632,0.45955,cg05657213
chr16,31884761,31884762,0.717083333,0.39595,0.813311392,0.3977,0.9205,0.305636842,0.37399,cg04636672
chr16,49883799,49883800,0.841883333,0.489045,0.805373418,0.56,0.9550625,0.319357895,0.56427,cg06683316
chr16,50897243,50897244,0.288616667,0.30099,0.8762,0.39738,0.912875,0.225989474,0.40272,cg04600253
chr16,50897271,50897272,0.326716667,0.308107692,0.955350633,0.43444,0.9528875,0.195461111,0.43654,cg00900231
chr16,52503197,52503198,0.846616667,0.56279,0.864467089,0.6594,0.94595,0.372615789,0.70552,cg06144920
chr16,55540152,55540153,0.708916667,0.5488075,0.851213924,0.64766,0.9182125,0.417284211,0.65321,cg10030250
chr16,56266223,56266224,0.422883333,0.3964775,0.874375949,0.47648,0.9576375,0.329489474,0.46791,cg07790747
chr16,57324200,57324201,0.594816667,0.4432175,0.850665823,0.56294,0.9293875,0.305231579,0.55457,cg05991333
chr16,57832760,57832761,0.6901,0.4057,0.859188608,0.43642,0.967875,0.288168421,0.44301,cg27561818
chr16,58329456,58329457,0.80275,0.49817,0.906575949,0.50114,0.9415,0.379126316,0.54012,cg09462089
chr16,66646895,66646896,0.7671,0.445355,0.887502532,0.4809,0.9426375,0.308405263,0.49474,cg03265991
chr16,67918030,67918031,0.509,0.49187,0.866944304,0.47642,0.9500375,0.491405263,0.4902,cg00925722
chr16,67946188,67946189,0.75745,0.54429,0.86648481,0.6176,0.9286125,0.4035,0.64724,cg00925950
chr16,69832831,69832832,0.675083333,0.5147875,0.850451899,0.59184,0.9388375,0.402721053,0.59301,cg01158469
chr16,69854895,69854896,0.157883333,0.2740475,0.802258228,0.41336,0.9582875,0.195178947,0.42394,cg03346415
chr16,69966641,69966642,0.874733333,0.58896,0.878068354,0.64966,0.9296375,0.442868421,0.66472,cg03848856
chr16,70713933,70713934,0.6047,0.44097,0.855196203,0.51438,0.9326875,0.329757895,0.51733,cg00147286
chr16,70714357,70714358,0.405283333,0.3678625,0.876072152,0.44678,0.9449125,0.285615789,0.46222,cg07128900
chr16,70759095,70759096,0.838816667,0.5055875,0.829379747,0.51808,0.942975,0.390242105,0.51856,cg01778908
chr16,71088536,71088537,0.729683333,0.5098225,0.810024051,0.51438,0.9503625,0.414578947,0.55659,cg00618596
chr16,72034122,72034123,0.734516667,0.4675425,0.80506962,0.57486,0.9261375,0.300626316,0.57084,cg00047683
chr16,72459595,72459596,0.073216667,0.1552175,0.940367089,0.21,0.971375,0.131578947,0.22194,cg07864976
chr16,72459796,72459797,0.108033333,0.1586075,0.884983544,0.20456,0.948925,0.132010526,0.21651,cg27088725
chr16,72459825,72459826,0.156733333,0.1635775,0.942591139,0.24224,0.9643,0.094394737,0.2598,cg07209034
chr16,72460083,72460084,0.148033333,0.338225,0.946182278,0.41828,0.977225,0.328189474,0.43138,cg02619656
chr16,72460114,72460115,0.142633333,0.2727175,0.901973418,0.35726,0.9287875,0.247157895,0.35706,cg05347108
chr16,72756708,72756709,0.613283333,0.427535,0.866837975,0.53084,0.9529375,0.292057895,0.52184,cg05893701
chr16,73125573,73125574,0.512033333,0.5300125,0.867983544,0.60558,0.946325,0.493026316,0.57329,cg08992827
chr16,73126608,73126609,0.765916667,0.4373825,0.830588608,0.52012,0.922725,0.278694737,0.5004,cg26940620
chr16,73266047,73266048,0.165516667,0.2747975,0.910826582,0.35904,0.966325,0.242584211,0.35945,cg07178278
chr16,73266282,73266283,0.3813,0.2425375,0.809902532,0.25594,0.9135375,0.187452632,0.25724,cg05422457
chr16,74661825,74661826,0.87285,0.5793025,0.850721519,0.59386,0.952475,0.473863158,0.59623,cg07297322
chr16,74782152,74782153,0.771983333,0.3862575,0.877696203,0.4486,0.912975,0.203863158,0.4702,cg08699631
chr16,75252695,75252696,0.850133333,0.5409325,0.875686076,0.60732,0.9502125,0.382121053,0.62396,cg16863382
chr16,75269222,75269223,0.276783333,0.35112,0.826292405,0.41856,0.9497,0.324152632,0.41324,cg02184918
chr16,75273344,75273345,0.286833333,0.505925,0.866689873,0.61186,0.9182125,0.475494737,0.64223,cg06528803
chr16,75300724,75300725,0.326483333,0.3975575,0.884112658,0.50304,0.9272375,0.331863158,0.51228,cg09066997
chr16,75300795,75300796,0.474983333,0.371735,0.868602532,0.40472,0.9479375,0.307994737,0.4144,cg00898447
