							als1	als2						
chr8	42136003	42136079		chr8	42136024	42136025	NA	60	100	90	100	70	33.33333333	NA
chr8	42136003	42136079		chr8	42136025	42136026	NA	0	NA	100	100	NA	83.33333333	NA
chr8	42659902	42659978		.	-1	-1	.	.	.	.	.	.	.	.
chr8	49493790	49493866		chr8	49493792	49493793	88.88888889	78.57142857	80	55.55555556	76.47058824	83.33333333	66.66666667	NA
chr8	49493790	49493866		chr8	49493793	49493794	NA	80	92.85714286	87.5	81.81818182	90.90909091	75	66.66666667
chr8	49493790	49493866		chr8	49493847	49493848	71.42857143	91.66666667	83.33333333	88.88888889	93.33333333	100	84.61538462	NA
chr8	49493790	49493866		chr8	49493848	49493849	NA	91.66666667	80	100	87.5	NA	85.71428571	NA
chr8	49835913	49835989		.	-1	-1	.	.	.	.	.	.	.	.
chr8	52721727	52721803		chr8	52721738	52721739	100	100	100	100	100	100	100	NA
chr8	52721727	52721803		chr8	52721739	52721740	NA	NA	90.90909091	100	NA	NA	NA	NA
chr8	52721727	52721803		chr8	52721740	52721741	100	100	100	100	88.88888889	100	100	NA
chr8	52721727	52721803		chr8	52721741	52721742	NA	NA	100	100	NA	NA	83.33333333	NA
chr8	52721727	52721803		chr8	52721750	52721751	100	88.88888889	100	100	100	89.47368421	100	NA
chr8	52721727	52721803		chr8	52721751	52721752	NA	NA	91.66666667	100	NA	NA	NA	NA
chr8	52721727	52721803		chr8	52721778	52721779	100	100	88.88888889	100	100	100	100	NA
chr8	52721727	52721803		chr8	52721779	52721780	NA	NA	100	100	NA	NA	100	NA
chr8	52721727	52721803		chr8	52721783	52721784	100	100	100	100	100	94.11764706	100	NA
chr8	52721727	52721803		chr8	52721784	52721785	NA	NA	100	100	NA	NA	NA	NA
chr8	52721727	52721803		chr8	52721794	52721795	100	100	100	100	75	87.5	100	NA
chr8	52721727	52721803		chr8	52721795	52721796	NA	NA	100	87.5	NA	NA	100	NA
chr8	54557524	54557600		chr8	54557555	54557556	77.77777778	84.61538462	100	87.5	87.5	92.30769231	80	90.90909091
chr8	54557524	54557600		chr8	54557556	54557557	NA	90.90909091	93.75	100	86.66666667	93.33333333	100	NA
chr8	58053588	58053664		.	-1	-1	.	.	.	.	.	.	.	.
chr8	59494231	59494307		chr8	59494295	59494296	NA	NA	85.71428571	100	NA	NA	NA	NA
chr8	59494231	59494307		chr8	59494296	59494297	NA	91.66666667	100	100	100	90.90909091	100	NA
chr8	61086101	61086177		chr8	61086151	61086152	100	85.71428571	85.71428571	100	88.88888889	90	100	NA
chr8	61086101	61086177		chr8	61086152	61086153	NA	NA	NA	100	NA	NA	NA	NA
chr8	66701119	66701195		.	-1	-1	.	.	.	.	.	.	.	.
chr8	66701302	66701378		.	-1	-1	.	.	.	.	.	.	.	.
chr8	67371013	67371089		.	-1	-1	.	.	.	.	.	.	.	.
chr8	75226376	75226452		.	-1	-1	.	.	.	.	.	.	.	.
chr8	80877038	80877114		.	-1	-1	.	.	.	.	.	.	.	.
chr8	86349679	86349755		.	-1	-1	.	.	.	.	.	.	.	.
chr8	98635031	98635107		.	-1	-1	.	.	.	.	.	.	.	.
chr8	99411616	99411692		chr8	99411666	99411667	100	80	100	100	88.88888889	100	NA	83.33333333
chr8	99411616	99411692		chr8	99411667	99411668	100	100	100	87.5	NA	100	NA	NA
chr8	100811387	100811463		chr8	100811411	100811412	100	83.33333333	87.5	NA	100	NA	NA	85.71428571
chr8	100811387	100811463		chr8	100811412	100811413	NA	NA	NA	NA	NA	83.33333333	85.71428571	NA
chr8	107782298	107782374		.	-1	-1	.	.	.	.	.	.	.	.
chr8	107782502	107782578		chr8	107782522	107782523	88.88888889	66.66666667	84.61538462	88.23529412	93.75	85.71428571	82.35294118	62.5
chr8	107782502	107782578		chr8	107782523	107782524	83.33333333	80	92.85714286	88.88888889	69.23076923	73.33333333	78.57142857	66.66666667
chr8	110553750	110553826		.	-1	-1	.	.	.	.	.	.	.	.
chr8	122755240	122755316		chr8	122755241	122755242	85.71428571	87.5	100	85.71428571	91.66666667	92.30769231	85.71428571	NA
chr8	122755240	122755316		chr8	122755242	122755243	100	82.60869565	100	83.33333333	81.25	89.47368421	94.73684211	85.71428571
chr8	124664946	124665022		.	-1	-1	.	.	.	.	.	.	.	.
chr8	124665218	124665294		chr8	124665276	124665277	100	93.33333333	92.30769231	100	91.66666667	100	100	85.71428571
chr8	124665218	124665294		chr8	124665277	124665278	90	100	100	100	91.66666667	91.66666667	100	77.77777778
chr8	126272394	126272470		.	-1	-1	.	.	.	.	.	.	.	.
chr8	129440253	129440329		.	-1	-1	.	.	.	.	.	.	.	.
chr8	131317894	131317970		chr8	131317940	131317941	NA	8.333333333	50	33.33333333	61.53846154	11.11111111	66.66666667	NA
chr8	131317894	131317970		chr8	131317941	131317942	33.33333333	23.52941176	30	11.11111111	64.28571429	20	58.33333333	NA
chr8	131317894	131317970		chr8	131317952	131317953	NA	0	23.07692308	33.33333333	50	12.5	52.38095238	NA
chr8	131317894	131317970		chr8	131317953	131317954	33.33333333	25	30	22.22222222	35.71428571	30	12.5	NA
chr8	133880030	133880106		.	-1	-1	.	.	.	.	.	.	.	.
chr8	134115578	134115654		.	-1	-1	.	.	.	.	.	.	.	.
chr8	134545977	134546053		chr8	134545988	134545989	100	96.42857143	100	100	100	100	100	83.33333333
chr8	134545977	134546053		chr8	134545989	134545990	100	100	100	100	100	100	100	100
chr8	135490712	135490788		.	-1	-1	.	.	.	.	.	.	.	.
chr8	135490746	135490822		.	-1	-1	.	.	.	.	.	.	.	.
chr8	135491165	135491241		.	-1	-1	.	.	.	.	.	.	.	.
chr8	140748950	140749026		chr8	140748978	140748979	90	94.44444444	100	94.44444444	100	95	100	100
chr8	140748950	140749026		chr8	140748979	140748980	NA	100	72.72727273	100	100	91.66666667	100	NA
chr8	140748950	140749026		chr8	140749023	140749024	87.5	93.75	100	100	100	100	95	100
chr8	140748950	140749026		chr8	140749024	140749025	NA	90	100	100	100	100	100	NA
chr8	141537944	141538020		chr8	141537968	141537969	NA	NA	100	84.61538462	100	100	100	NA
chr8	141537944	141538020		chr8	141538017	141538018	NA	NA	83.33333333	100	NA	100	100	NA
chr8	141577451	141577527		chr8	141577490	141577491	NA	57.14285714	66.66666667	76.92307692	0	88.88888889	71.42857143	NA
chr8	141577451	141577527		chr8	141577491	141577492	NA	55.55555556	62.5	75	NA	50	66.66666667	NA
chr8	142310125	142310201		chr8	142310187	142310188	100	100	100	94.73684211	100	88.88888889	100	NA
chr8	142310125	142310201		chr8	142310188	142310189	100	93.33333333	100	100	88.88888889	91.66666667	90.90909091	100
chr8	142612810	142612886		chr8	142612843	142612844	NA	NA	NA	NA	80	85.71428571	60	NA
chr8	142612810	142612886		chr8	142612855	142612856	NA	NA	NA	NA	41.66666667	71.42857143	62.5	NA
chr8	144343840	144343916		.	-1	-1	.	.	.	.	.	.	.	.
chr8	144523466	144523542		chr8	144523517	144523518	NA	NA	NA	33.33333333	NA	NA	NA	NA
chr8	144523466	144523542		chr8	144523518	144523519	NA	NA	NA	NA	NA	NA	57.14285714	NA
chr8	144523466	144523542		chr8	144523527	144523528	NA	NA	NA	14.28571429	NA	NA	NA	NA
chr8	144523466	144523542		chr8	144523528	144523529	NA	NA	NA	NA	NA	NA	33.33333333	NA
chr8	144552377	144552453		chr8	144552380	144552381	NA	100	90.90909091	100	NA	100	90	100
chr8	144552377	144552453		chr8	144552381	144552382	100	100	88.88888889	100	83.33333333	NA	100	NA
chr8	144552377	144552453		chr8	144552382	144552383	NA	100	90	100	NA	100	100	100
chr8	144552377	144552453		chr8	144552383	144552384	100	100	100	100	83.33333333	NA	100	NA
chr8	144552377	144552453		chr8	144552384	144552385	NA	100	100	85.71428571	NA	100	80	100
chr8	144552377	144552453		chr8	144552385	144552386	83.33333333	100	100	100	100	NA	75	NA
chr8	144552377	144552453		chr8	144552387	144552388	NA	100	100	100	NA	100	100	100
chr8	144552377	144552453		chr8	144552388	144552389	100	100	100	100	62.5	NA	77.77777778	NA
chr8	144552377	144552453		chr8	144552397	144552398	NA	100	81.81818182	85.71428571	NA	100	100	85.71428571
chr8	144552377	144552453		chr8	144552398	144552399	100	NA	90.90909091	100	87.5	NA	88.88888889	NA
chr8	144552377	144552453		chr8	144552419	144552420	NA	100	92.30769231	100	NA	100	77.77777778	100
chr8	144552377	144552453		chr8	144552420	144552421	100	100	100	100	90.90909091	NA	91.66666667	NA
chr8	144552377	144552453		chr8	144552429	144552430	NA	91.66666667	100	100	NA	100	100	100
chr8	144552377	144552453		chr8	144552430	144552431	87.5	87.5	100	75	100	NA	88.88888889	NA
chr8	144552377	144552453		chr8	144552438	144552439	NA	83.33333333	100	100	NA	90.90909091	100	100
chr8	144552377	144552453		chr8	144552439	144552440	100	90	94.73684211	100	100	NA	100	NA
chr8	144552377	144552453		chr8	144552443	144552444	NA	91.66666667	100	100	NA	100	100	87.5
chr8	144552377	144552453		chr8	144552444	144552445	100	100	95	94.11764706	100	NA	100	NA
chr8	144568357	144568433		.	-1	-1	.	.	.	.	.	.	.	.
chr8	145019302	145019378		.	-1	-1	.	.	.	.	.	.	.	.
chr8	145538022	145538098		.	-1	-1	.	.	.	.	.	.	.	.
chr8	145729697	145729773		.	-1	-1	.	.	.	.	.	.	.	.
chr9	89762897	89762973		.	-1	-1	.	.	.	.	.	.	.	.
chr9	97050056	97050132		.	-1	-1	.	.	.	.	.	.	.	.
chr9	97856004	97856080		chr9	97856004	97856005	NA	15.38461538	0	0	0	8.333333333	6.666666667	11.11111111
chr9	97856004	97856080		chr9	97856033	97856034	16.66666667	16.66666667	NA	45.45454545	16.66666667	57.14285714	14.28571429	12.5
chr9	97856004	97856080		chr9	97856034	97856035	NA	0	NA	28.57142857	NA	66.66666667	13.33333333	0
chr9	103340399	103340475		.	-1	-1	.	.	.	.	.	.	.	.
chr9	134616356	134616432		chr9	134616357	134616358	NA	NA	100	NA	100	100	NA	83.33333333
chr9	134616356	134616432		chr9	134616358	134616359	71.42857143	100	90	87.5	100	90.90909091	65	83.33333333
chr9	135279085	135279161		chr9	135279123	135279124	83.33333333	85.71428571	NA	NA	NA	87.5	NA	NA
chr9	135279085	135279161		chr9	135279145	135279146	100	88.88888889	NA	100	NA	100	NA	NA
chr9	135279085	135279161		chr9	135279146	135279147	NA	NA	NA	NA	NA	100	NA	NA
chr9	135279085	135279161		chr9	135279155	135279156	88.88888889	88.88888889	100	NA	NA	100	NA	NA
chr9	135279085	135279161		chr9	135279156	135279157	NA	NA	NA	NA	NA	66.66666667	NA	NA
chr10	680277	680353		chr10	680294	680295	NA	90	88.88888889	100	66.66666667	NA	90.90909091	NA
chr10	680277	680353		chr10	680295	680296	NA	100	91.66666667	91.66666667	100	NA	80	85.71428571
chr10	680277	680353		chr10	680302	680303	NA	66.66666667	NA	71.42857143	NA	NA	60	NA
chr10	680277	680353		chr10	680303	680304	NA	91.66666667	100	100	90.90909091	NA	66.66666667	62.5
chr10	680277	680353		chr10	680306	680307	NA	88.88888889	NA	100	NA	NA	90	50
chr10	680277	680353		chr10	680307	680308	NA	76.92307692	78.57142857	72.72727273	81.81818182	NA	81.81818182	33.33333333
chr10	680277	680353		chr10	680322	680323	NA	87.5	NA	85.71428571	NA	NA	100	100
chr10	680277	680353		chr10	680323	680324	NA	100	100	100	100	100	83.33333333	100
chr10	680277	680353		chr10	680347	680348	NA	NA	NA	100	NA	NA	100	NA
chr10	680277	680353		chr10	680348	680349	NA	100	88.88888889	81.81818182	93.75	100	84.61538462	85.71428571
chr10	1084860	1084936		chr10	1084864	1084865	NA	87.5	100	100	100	NA	83.33333333	NA
chr10	1084860	1084936		chr10	1084865	1084866	NA	75	87.5	90	75	NA	100	NA
chr10	1416494	1416570		.	-1	-1	.	.	.	.	.	.	.	.
chr10	1416522	1416598		.	-1	-1	.	.	.	.	.	.	.	.
chr10	1443611	1443687		chr10	1443676	1443677	NA	NA	92.85714286	100	87.5	66.66666667	81.81818182	75
chr10	1443611	1443687		chr10	1443677	1443678	100	100	75	NA	NA	90	83.33333333	88.88888889
chr10	2699216	2699292		chr10	2699233	2699234	81.81818182	77.77777778	93.33333333	78.94736842	81.81818182	63.63636364	73.68421053	61.53846154
chr10	2699216	2699292		chr10	2699234	2699235	85.71428571	86.66666667	75	66.66666667	83.33333333	91.66666667	71.42857143	66.66666667
chr10	2978612	2978688		.	-1	-1	.	.	.	.	.	.	.	.
chr10	3868261	3868337		.	-1	-1	.	.	.	.	.	.	.	.
chr10	3868418	3868494		chr10	3868437	3868438	NA	NA	NA	100	NA	80	NA	NA
chr10	3868418	3868494		chr10	3868438	3868439	100	100	85.71428571	100	81.81818182	84.61538462	100	83.33333333
chr10	3868418	3868494		chr10	3868478	3868479	NA	NA	NA	NA	NA	75	NA	NA
chr10	3868418	3868494		chr10	3868479	3868480	NA	100	91.66666667	100	86.66666667	90	100	83.33333333
chr10	5406468	5406544		.	-1	-1	.	.	.	.	.	.	.	.
chr10	6233699	6233775		.	-1	-1	.	.	.	.	.	.	.	.
chr10	7216070	7216146		chr10	7216100	7216101	NA	83.33333333	100	100	NA	NA	NA	NA
chr10	7216070	7216146		chr10	7216101	7216102	66.66666667	100	54.54545455	88.88888889	NA	88.88888889	83.33333333	90
chr10	7216070	7216146		chr10	7216133	7216134	NA	100	100	88.88888889	NA	NA	NA	NA
chr10	7216070	7216146		chr10	7216134	7216135	100	100	100	100	NA	85.71428571	90	100
chr10	14816898	14816974		.	-1	-1	.	.	.	.	.	.	.	.
chr10	29658971	29659047		.	-1	-1	.	.	.	.	.	.	.	.
chr10	29833943	29834019		.	-1	-1	.	.	.	.	.	.	.	.
chr10	29834126	29834202		.	-1	-1	.	.	.	.	.	.	.	.
chr10	29887455	29887531		chr10	29887496	29887497	90	78.57142857	79.16666667	94.73684211	100	84.61538462	89.47368421	100
chr10	29887455	29887531		chr10	29887497	29887498	100	NA	72.72727273	85.71428571	NA	100	100	NA
chr10	29932356	29932432		.	-1	-1	.	.	.	.	.	.	.	.
chr10	30980823	30980899		.	-1	-1	.	.	.	.	.	.	.	.
chr10	35781887	35781963		chr10	35781935	35781936	66.66666667	NA	NA	88.88888889	70	63.63636364	85.71428571	NA
chr10	35781887	35781963		chr10	35781936	35781937	72.72727273	69.23076923	78.57142857	66.66666667	NA	66.66666667	80.95238095	NA
chr10	46322001	46322077		chr10	46322053	46322054	NA	NA	73.33333333	78.57142857	68.75	42.10526316	100	NA
chr10	46322001	46322077		chr10	46322054	46322055	66.66666667	53.84615385	63.63636364	77.77777778	66.66666667	42.10526316	76.47058824	62.5
chr10	46322001	46322077		chr10	46322058	46322059	NA	NA	68.42105263	61.53846154	60	40	100	NA
chr10	46322001	46322077		chr10	46322059	46322060	42.85714286	61.53846154	63.63636364	77.77777778	85.71428571	50	76.47058824	62.5
chr10	50339972	50340048		.	-1	-1	.	.	.	.	.	.	.	.
chr10	50506218	50506294		.	-1	-1	.	.	.	.	.	.	.	.
chr10	50530696	50530772		chr10	50530731	50530732	NA	NA	100	NA	NA	NA	100	NA
chr10	50530696	50530772		chr10	50530732	50530733	83.33333333	100	93.33333333	100	100	100	100	NA
chr10	50530696	50530772		chr10	50530736	50530737	NA	NA	100	NA	NA	NA	100	NA
chr10	50530696	50530772		chr10	50530737	50530738	100	92.85714286	73.33333333	100	100	90.90909091	100	NA
chr10	50530696	50530772		chr10	50530744	50530745	NA	NA	100	NA	NA	NA	100	NA
chr10	50530696	50530772		chr10	50530745	50530746	100	100	100	100	92.30769231	91.66666667	94.44444444	NA
chr10	60097430	60097506		.	-1	-1	.	.	.	.	.	.	.	.
chr10	61900865	61900941		chr10	61900877	61900878	NA	0	10	0	0	0	0	NA
chr10	61900865	61900941		chr10	61900878	61900879	28.57142857	0	8.333333333	0	5.882352941	0	0	0
chr10	61900865	61900941		chr10	61900906	61900907	NA	0	0	NA	0	0	12.5	NA
chr10	61900865	61900941		chr10	61900907	61900908	0	0	0	0	6.25	0	0	NA
chr10	61900865	61900941		chr10	61900913	61900914	NA	0	0	NA	NA	0	0	NA
chr10	61900865	61900941		chr10	61900914	61900915	0	0	0	0	7.142857143	0	0	NA
chr10	61900865	61900941		chr10	61900929	61900930	NA	8.333333333	0	NA	NA	7.692307692	0	NA
chr10	61900865	61900941		chr10	61900930	61900931	0	0	0	0	0	0	0	NA
chr10	62637730	62637806		chr10	62637753	62637754	NA	NA	NA	NA	0	28.57142857	NA	NA
chr10	62637730	62637806		chr10	62637754	62637755	NA	0	22.22222222	NA	NA	NA	12.5	NA
chr10	62637730	62637806		chr10	62637793	62637794	NA	0	NA	NA	0	0	NA	0
chr10	62637730	62637806		chr10	62637794	62637795	NA	0	0	NA	0	22.22222222	11.11111111	NA
chr10	64239588	64239664		.	-1	-1	.	.	.	.	.	.	.	.
chr10	69838743	69838819		chr10	69838807	69838808	NA	100	83.33333333	87.5	100	100	76.92307692	NA
chr10	69838743	69838819		chr10	69838808	69838809	NA	83.33333333	100	100	100	100	100	85.71428571
chr10	69869289	69869365		.	-1	-1	.	.	.	.	.	.	.	.
chr10	73081263	73081339		.	-1	-1	.	.	.	.	.	.	.	.
chr10	75314053	75314129		chr10	75314108	75314109	100	90	100	91.66666667	91.66666667	100	88.88888889	NA
chr10	75314053	75314129		chr10	75314109	75314110	NA	91.66666667	83.33333333	90	85.71428571	100	90	NA
chr10	75401240	75401316		.	-1	-1	.	.	.	.	.	.	.	.
chr10	76868691	76868767		.	-1	-1	.	.	.	.	.	.	.	.
chr10	76869894	76869970		.	-1	-1	.	.	.	.	.	.	.	.
chr10	84228364	84228440		.	-1	-1	.	.	.	.	.	.	.	.
chr10	85985244	85985320		chr10	85985265	85985266	100	90.90909091	83.33333333	83.33333333	80	71.42857143	72.72727273	100
chr10	85985244	85985320		chr10	85985266	85985267	75	83.33333333	76.19047619	90.90909091	75	88.23529412	87.5	NA
chr10	88445441	88445517		.	-1	-1	.	.	.	.	.	.	.	.
chr10	88466314	88466390		.	-1	-1	.	.	.	.	.	.	.	.
chr10	88475696	88475772		.	-1	-1	.	.	.	.	.	.	.	.
chr10	88575360	88575436		chr10	88575373	88575374	NA	90	100	80	88.88888889	81.81818182	100	NA
chr10	88575360	88575436		chr10	88575374	88575375	NA	71.42857143	66.66666667	100	NA	100	100	NA
chr10	88575360	88575436		chr10	88575410	88575411	NA	100	87.5	100	100	90.90909091	90.90909091	NA
chr10	88575360	88575436		chr10	88575411	88575412	100	100	100	100	NA	100	100	NA
chr10	89969061	89969137		.	-1	-1	.	.	.	.	.	.	.	.
chr10	94594419	94594495		chr10	94594468	94594469	85.71428571	100	87.5	100	100	100	100	NA
chr10	94594419	94594495		chr10	94594469	94594470	100	100	90.90909091	100	92.30769231	100	100	90.90909091
chr10	95706852	95706928		chr10	95706879	95706880	NA	NA	NA	100	NA	NA	NA	NA
chr10	95706852	95706928		chr10	95706882	95706883	NA	NA	NA	0	NA	NA	NA	NA
chr10	95972627	95972703		.	-1	-1	.	.	.	.	.	.	.	.
chr10	96980060	96980136		chr10	96980098	96980099	100	95.45454545	100	100	100	100	100	NA
chr10	96980060	96980136		chr10	96980099	96980100	100	NA	100	NA	100	NA	100	NA
chr10	96980060	96980136		chr10	96980122	96980123	85.71428571	90.47619048	85.71428571	84.61538462	100	100	86.66666667	NA
chr10	96980060	96980136		chr10	96980123	96980124	100	NA	100	100	85.71428571	100	100	100
chr10	99329981	99330057		chr10	99329982	99329983	NA	NA	NA	0	NA	NA	NA	NA
chr10	99329981	99330057		chr10	99329985	99329986	NA	NA	NA	0	NA	NA	NA	NA
chr10	99329981	99330057		chr10	99329988	99329989	NA	NA	NA	0	NA	NA	NA	NA
chr10	99329981	99330057		chr10	99329991	99329992	NA	NA	NA	0	NA	NA	NA	NA
chr10	99329981	99330057		chr10	99330004	99330005	NA	NA	NA	0	NA	NA	NA	NA
chr10	99329981	99330057		chr10	99330006	99330007	NA	NA	NA	0	NA	NA	NA	NA
chr10	99329981	99330057		chr10	99330010	99330011	NA	NA	NA	0	NA	NA	NA	NA
chr10	99329981	99330057		chr10	99330014	99330015	NA	NA	NA	0	NA	NA	NA	NA
chr10	99330001	99330077		chr10	99330004	99330005	NA	NA	NA	0	NA	NA	NA	NA
chr10	99330001	99330077		chr10	99330006	99330007	NA	NA	NA	0	NA	NA	NA	NA
chr10	99330001	99330077		chr10	99330010	99330011	NA	NA	NA	0	NA	NA	NA	NA
chr10	99330001	99330077		chr10	99330014	99330015	NA	NA	NA	0	NA	NA	NA	NA
chr10	103865381	103865457		.	-1	-1	.	.	.	.	.	.	.	.
chr10	104512448	104512524		chr10	104512448	104512449	100	100	100	100	100	100	88.88888889	100
chr10	104512448	104512524		chr10	104512449	104512450	100	100	87.5	100	83.33333333	87.5	100	NA
chr10	115424028	115424104		.	-1	-1	.	.	.	.	.	.	.	.
chr10	121056540	121056616		.	-1	-1	.	.	.	.	.	.	.	.
chr10	126632084	126632160		chr10	126632084	126632085	NA	100	100	81.81818182	NA	87.5	NA	100
chr10	126632084	126632160		chr10	126632135	126632136	100	100	100	100	92.30769231	100	95.23809524	NA
chr10	126632084	126632160		chr10	126632136	126632137	NA	83.33333333	90.90909091	100	88.88888889	88.88888889	83.33333333	NA
chr10	126700609	126700685		.	-1	-1	.	.	.	.	.	.	.	.
chr10	130185230	130185306		.	-1	-1	.	.	.	.	.	.	.	.
chr10	130828544	130828620		.	-1	-1	.	.	.	.	.	.	.	.
chr10	130831346	130831422		chr10	130831395	130831396	81.25	92.30769231	85.71428571	91.66666667	92.30769231	87.5	92.85714286	100
chr10	130831346	130831422		chr10	130831396	130831397	NA	80	NA	85.71428571	NA	88.88888889	90.90909091	85.71428571
chr10	130831346	130831422		chr10	130831402	130831403	86.66666667	100	76.92307692	81.81818182	100	66.66666667	100	100
chr10	130831346	130831422		chr10	130831403	130831404	NA	100	NA	77.77777778	NA	85.71428571	100	100
chr10	130831346	130831422		chr10	130831420	130831421	73.33333333	90.90909091	66.66666667	90.90909091	92.30769231	75	93.33333333	88.88888889
chr10	130831346	130831422		chr10	130831421	130831422	NA	88.88888889	NA	88.88888889	NA	57.14285714	87.5	NA
chr10	131214468	131214544		.	-1	-1	.	.	.	.	.	.	.	.
chr10	131214487	131214563		.	-1	-1	.	.	.	.	.	.	.	.
chr10	131577563	131577639		chr10	131577601	131577602	NA	NA	NA	77.77777778	66.66666667	NA	NA	NA
chr10	131577563	131577639		chr10	131577602	131577603	NA	NA	100	81.81818182	NA	87.5	NA	NA
chr10	131584259	131584335		.	-1	-1	.	.	.	.	.	.	.	.
chr10	132999597	132999673		chr10	132999639	132999640	NA	NA	NA	NA	100	100	90.90909091	100
chr10	132999597	132999673		chr10	132999642	132999643	NA	NA	NA	NA	100	83.33333333	83.33333333	100
chr10	133775687	133775763		.	-1	-1	.	.	.	.	.	.	.	.
chr10	134055069	134055145		.	-1	-1	.	.	.	.	.	.	.	.
chr10	134535955	134536031		.	-1	-1	.	.	.	.	.	.	.	.
chr10	134536161	134536237		.	-1	-1	.	.	.	.	.	.	.	.
chr10	134659473	134659549		.	-1	-1	.	.	.	.	.	.	.	.
chr10	134893892	134893968		.	-1	-1	.	.	.	.	.	.	.	.
chr10	134893929	134894005		.	-1	-1	.	.	.	.	.	.	.	.
chr10	134894721	134894797		.	-1	-1	.	.	.	.	.	.	.	.
chr11	888241	888317		chr11	888254	888255	NA	NA	100	100	NA	81.81818182	NA	NA
chr11	888241	888317		chr11	888255	888256	NA	NA	NA	NA	NA	83.33333333	NA	NA
chr11	888241	888317		chr11	888267	888268	NA	NA	100	90.90909091	NA	88.88888889	NA	NA
chr11	888241	888317		chr11	888316	888317	NA	85.71428571	NA	100	NA	100	NA	NA
chr11	1155964	1156040		.	-1	-1	.	.	.	.	.	.	.	.
chr11	1889472	1889548		chr11	1889504	1889505	NA	NA	NA	0	NA	NA	NA	NA
chr11	1889472	1889548		chr11	1889506	1889507	NA	NA	NA	0	NA	NA	NA	NA
chr11	1889472	1889548		chr11	1889518	1889519	NA	NA	NA	0	NA	NA	NA	NA
chr11	1892813	1892889		chr11	1892813	1892814	83.33333333	100	87.5	83.33333333	71.42857143	91.66666667	100	NA
chr11	2559805	2559881		.	-1	-1	.	.	.	.	.	.	.	.
chr11	3666587	3666663		.	-1	-1	.	.	.	.	.	.	.	.
chr11	6501519	6501595		.	-1	-1	.	.	.	.	.	.	.	.
chr11	9142185	9142261		.	-1	-1	.	.	.	.	.	.	.	.
chr11	12692911	12692987		.	-1	-1	.	.	.	.	.	.	.	.
chr11	12790128	12790204		chr11	12790170	12790171	NA	71.42857143	85.71428571	81.81818182	NA	NA	85.71428571	NA
chr11	13305077	13305153		.	-1	-1	.	.	.	.	.	.	.	.
chr11	14282700	14282776		.	-1	-1	.	.	.	.	.	.	.	.
chr11	17409527	17409603		.	-1	-1	.	.	.	.	.	.	.	.
chr11	19223442	19223518		chr11	19223442	19223443	90	88.88888889	93.75	100	88.88888889	100	77.77777778	NA
chr11	19259223	19259299		.	-1	-1	.	.	.	.	.	.	.	.
chr11	47470812	47470888		.	-1	-1	.	.	.	.	.	.	.	.
chr11	57308067	57308143		chr11	57308123	57308124	66.66666667	61.53846154	57.14285714	81.81818182	87.5	80	61.53846154	NA
chr11	57308067	57308143		chr11	57308124	57308125	100	NA	90	81.81818182	80	71.42857143	94.44444444	NA
chr11	57308877	57308953		chr11	57308891	57308892	100	92.85714286	83.33333333	71.42857143	88.88888889	NA	100	NA
chr11	57308877	57308953		chr11	57308916	57308917	100	100	100	83.33333333	100	87.5	100	NA
chr11	57308877	57308953		chr11	57308948	57308949	NA	NA	NA	83.33333333	NA	NA	NA	NA
chr11	57308877	57308953		chr11	57308949	57308950	NA	100	91.66666667	100	90	81.81818182	100	NA
chr11	57308911	57308987		chr11	57308916	57308917	100	100	100	83.33333333	100	87.5	100	NA
chr11	57308911	57308987		chr11	57308948	57308949	NA	NA	NA	83.33333333	NA	NA	NA	NA
chr11	57308911	57308987		chr11	57308949	57308950	NA	100	91.66666667	100	90	81.81818182	100	NA
chr11	58392734	58392810		.	-1	-1	.	.	.	.	.	.	.	.
chr11	62339061	62339137		.	-1	-1	.	.	.	.	.	.	.	.
chr11	63932013	63932089		chr11	63932019	63932020	NA	66.66666667	NA	40	NA	NA	85.71428571	NA
chr11	63932013	63932089		chr11	63932020	63932021	NA	83.33333333	NA	NA	NA	NA	NA	NA
chr11	63932013	63932089		chr11	63932064	63932065	NA	NA	NA	100	NA	NA	100	NA
chr11	63932013	63932089		chr11	63932065	63932066	NA	100	NA	NA	NA	NA	NA	NA
chr11	63932013	63932089		chr11	63932080	63932081	NA	NA	100	NA	NA	NA	100	NA
chr11	63932013	63932089		chr11	63932081	63932082	NA	100	NA	NA	NA	NA	NA	NA
chr11	63990554	63990630		.	-1	-1	.	.	.	.	.	.	.	.
chr11	64428177	64428253		chr11	64428221	64428222	100	92.85714286	88.88888889	88.88888889	87.5	76.47058824	75	NA
chr11	64428177	64428253		chr11	64428222	64428223	100	100	100	71.42857143	100	NA	100	88.88888889
chr11	64528997	64529073		chr11	64529014	64529015	NA	100	100	100	100	100	NA	NA
chr11	64528997	64529073		chr11	64529015	64529016	NA	80	100	80	100	100	90	100
chr11	64594392	64594468		chr11	64594397	64594398	NA	100	100	77.77777778	100	100	90	57.14285714
chr11	64594392	64594468		chr11	64594398	64594399	NA	NA	NA	66.66666667	NA	NA	NA	50
chr11	64594392	64594468		chr11	64594409	64594410	NA	85.71428571	93.75	100	88.88888889	91.66666667	100	100
chr11	64594392	64594468		chr11	64594410	64594411	NA	NA	NA	71.42857143	NA	NA	NA	NA
chr11	64594572	64594648		.	-1	-1	.	.	.	.	.	.	.	.
