CpG. Probe	chr	start	"Average of all tissues, not lung"	Fibrotic Average	Lung Average	Leukocyte Average
cg23250964	6	116781066	0.870188288	-1	-1	0.9092625
cg23253460	1	84709527	0.844231532	-1	-1	0.9310125
cg23254484	19	44810574	0.943001802	-1	-1	0.9125
cg23259694	1	1079171	0.963865766	-1	-1	0.96815
cg23273316	2	134099762	0.889493694	-1	-1	0.91225
cg23285393	2	11737173	0.860566667	-1	-1	0.907425
cg23296997	5	43874599	0.894236036	-1	-1	0.951825
cg23306089	7	1885248	0.95815045	0.479625	0.6799	0.95425
cg23313445	11	4792272	0.84063964	-1	-1	0.9150375
cg23322605	8	419131	0.906234234	-1	-1	0.9535
cg23331603	11	47083081	0.876557658	-1	-1	0.9614
cg23334298	4	78692537	0.801890991	-1	-1	0.9399375
cg23335304	2	27300240	0.897433333	-1	-1	0.9286375
cg23337068	15	77858130	0.91160991	0.443425	0.909675	0.903325
cg23338737	6	31636396	0.902679279	-1	-1	0.971375
cg23342105	4	10147038	0.885236937	-1	-1	0.911575
cg23345084	2	39891341	0.817356757	-1	-1	0.9066625
cg23347799	6	43325228	0.856020721	-1	-1	0.91955
cg23352492	17	80823397	0.932423423	-1	-1	0.9432
cg23354764	20	62818793	0.904465766	-1	-1	0.9431875
cg23355636	17	80045966	0.874692793	-1	-1	0.906225
cg23361862	10	15256422	0.892311712	-1	-1	0.926825
cg23369555	11	118174085	0.895846847	-1	-1	0.9783
cg23370360	6	49834296	0.855943243	-1	-1	0.9192125
cg23371683	20	61443040	0.890362162	-1	-1	0.9486
cg23373850	11	75898132	0.931653153	-1	-1	0.9630625
cg23373966	6	20668719	0.821683784	-1	-1	0.916725
cg23375895	6	30094947	0.893981982	-1	-1	0.9657625
cg23377648	14	56216951	0.874507207	-1	-1	0.93985
cg23391165	7	2638694	0.954615315	-1	-1	0.9497625
cg23391664	14	102186675	0.868911712	-1	-1	0.9536
cg23394849	1	38006089	0.887930631	-1	-1	0.9056875
cg23398332	8	128485943	0.874897297	-1	-1	0.90785
cg23402097	14	104640581	0.970085586	-1	-1	0.9788125
cg23405457	11	131607922	0.858402703	-1	-1	0.9435
cg23410386	6	56637189	0.831818919	-1	-1	0.9512375
cg23413068	6	109848677	0.818551351	-1	-1	0.9015875
cg23415373	6	91086362	0.887205405	-1	-1	0.93415
cg23418066	13	113802956	0.947343243	-1	-1	0.9696375
cg23419813	14	64860750	0.879964865	-1	-1	0.9403125
cg23421092	14	55571480	0.920185586	-1	-1	0.9523
cg23438015	12	111499808	0.87454955	-1	-1	0.9358625
cg23440520	13	112615743	0.861944144	-1	-1	0.9126
cg23445114	17	3884849	0.872471171	-1	-1	0.9434
cg23450357	4	2833748	0.888359459	0.464775	0.52215	0.930425
cg23450377	15	79107452	0.842406306	-1	-1	0.9349
cg23464833	6	28223833	0.903910811	0.423775	0.901875	0.949125
cg23466491	13	112225507	0.821823423	-1	-1	0.9686375
cg23467281	8	2041850	0.907917117	-1	-1	0.9219
cg23468959	19	18550061	0.81775045	-1	-1	0.9029125
cg23471589	6	31852446	0.81659009	-1	-1	0.9315875
cg23475045	3	7248510	0.818363964	-1	-1	0.9089875
cg23476447	15	25485996	0.89615045	-1	-1	0.904975
cg23478350	12	123339246	0.877756757	-1	-1	0.9067875
cg23485627	13	20990243	0.966748649	-1	-1	0.9373375
cg23494936	7	1510323	0.947867568	-1	-1	0.92995
cg23495453	5	38135185	0.876545946	-1	-1	0.95485
cg23498755	2	143999025	0.873333333	-1	-1	0.9674
cg23502203	12	113549970	0.92232973	-1	-1	0.9476
cg23502966	3	195789749	0.837645045	-1	-1	0.90785
cg23511982	13	114084495	0.851102703	-1	-1	0.9102125
cg23517363	3	87236391	0.897658559	-1	-1	0.927375
cg23519803	6	108845846	0.892011712	-1	-1	0.9410875
cg23521794	7	87896011	0.907672973	-1	-1	0.91995
cg23522788	13	112209221	0.873827928	-1	-1	0.9320875
cg23526329	3	105685022	0.949227928	-1	-1	0.9410125
cg23527067	12	11082462	0.901332432	-1	-1	0.924775
cg23529856	13	30498683	0.886482883	-1	-1	0.960675
cg23533881	21	44092841	0.860337838	-1	-1	0.930725
cg23546207	7	1519836	0.975906306	-0.0059	0.986025	0.9776375
cg23546855	10	134068039	0.945903604	-1	-1	0.9650375
cg23547243	13	43439288	0.918990991	-1	-1	0.97675
cg23552122	13	21292467	0.907645946	-1	-1	0.9474875
cg23557906	2	467112	0.891535135	-1	-1	0.9081
cg23560765	6	20929282	0.882407207	0.372925	0.852475	0.93305
cg23565757	7	157646605	0.860399099	-1	-1	0.9476625
cg23566374	13	114063803	0.902267568	-1	-1	0.948675
cg23569802	8	33451233	0.961586486	-1	-1	0.971775
cg23570874	1	238649426	0.847069369	-1	-1	0.9189125
cg23572397	2	63054079	0.926607207	-1	-1	0.9412375
cg23575946	13	114781878	0.900172072	-1	-1	0.9323875
cg23580024	10	93811989	0.851333333	-1	-1	0.931875
cg23587199	13	22311571	0.924531532	-1	-1	0.9578875
cg23588699	1	6521892	0.94998018	-1	-1	0.957325
cg23590827	1	92683514	0.948243243	-1	-1	0.9467
cg23594709	13	31102669	0.90446036	-1	-1	0.9604375
cg23595745	13	113140323	0.893553153	-1	-1	0.9505
cg23599634	13	60367584	0.903368468	-1	-1	0.943275
cg23600311	4	7646859	0.883837838	-1	-1	0.9493125
cg23608384	13	112225387	0.832640541	-1	-1	0.96945
cg23613389	1	227848847	0.867000901	-1	-1	0.9316625
cg23614123	13	113390213	0.862105405	-1	-1	0.930225
cg23618217	7	1932321	0.909197297	-1	-1	0.96695
cg23622514	1	155889958	0.919172973	-1	-1	0.9430875
cg23623228	2	242784102	0.899231532	-1	-1	0.91385
cg23624891	6	30570123	0.87568018	0.4078	0.8631	0.937025
cg23625086	17	78836339	0.900887387	-1	-1	0.94895
cg23625341	15	71520142	0.910645946	-1	-1	0.921725
cg23636162	8	56364289	0.893072973	0.3928	0.86535	0.925
cg23640328	1	246613311	0.918482883	-1	-1	0.9504375
cg23642875	10	101835765	0.961081982	0.469725	0.95085	0.976625
cg23645052	13	61490822	0.859083784	-1	-1	0.9205875
cg23648516	13	78467552	0.86385045	-1	-1	0.9002875
cg23651812	1	1104366	0.943216216	0.278725	0.75615	0.9594125
cg23654597	7	6075336	0.889481081	-1	-1	0.93305
cg23656576	7	987411	0.877888288	-1	-1	0.9429125
cg23657707	19	1050977	0.970500901	-1	-1	0.9728125
cg23659122	1	224968206	0.90303964	-1	-1	0.9459875
cg23661704	10	17223472	0.92088018	-1	-1	0.9559875
cg23666618	3	159948280	0.858518018	-1	-1	0.9097125
cg23667108	7	1954008	0.823463063	-1	-1	0.96255
cg23670268	1	43167459	0.870281982	-1	-1	0.931775
cg23675323	13	114889227	0.86523964	-1	-1	0.9028375
cg23678906	7	141674839	0.807573874	-1	-1	0.905025
cg23683146	12	47057850	0.805457658	-1	-1	0.91435
cg23683201	11	63137152	0.864571171	-1	-1	0.960075
cg23684318	10	133061213	0.893165766	-1	-1	0.9010875
cg23686983	7	101880640	0.884606306	0.426125	0.924475	0.913175
cg23687445	13	96239848	0.937312613	-1	-1	0.936325
cg23689004	7	1527531	0.944318018	-1	-1	0.926725
cg23695184	11	1316916	0.918983784	-1	-1	0.935925
cg23710823	14	20020657	0.899243243	-1	-1	0.909725
cg23712897	8	146079365	0.893772072	-1	-1	0.9517
cg23713679	4	185174417	0.903042342	-1	-1	0.9365
cg23716692	13	114789392	0.916422523	-1	-1	0.9656125
cg23719508	7	2623999	0.899187387	0.416975	0.93235	0.93865
cg23725613	1	117619839	0.909920721	-1	-1	0.91535
cg23726264	13	114881902	0.919546847	-1	-1	0.9506625
cg23730788	2	241581277	0.851678378	-1	-1	0.9033625
cg23731451	13	51685288	0.945254054	-1	-1	0.9262375
cg23733727	4	185532464	0.888071171	-1	-1	0.9388375
cg23734503	4	68829101	0.873581081	-1	-1	0.950525
cg23735214	11	77595033	0.915135135	-1	-1	0.9634875
cg23738647	1	3319509	0.85257027	-1	-1	0.9380125
cg23753502	6	20233727	0.944293694	0.427525	0.884425	0.930275
cg23753610	17	76567830	0.901218919	0.3851	0.9072	0.923625
cg23755720	12	133073631	0.94132973	-1	-1	0.9557125
cg23778358	6	30131749	0.95732973	-1	-1	0.9647875
cg23790050	8	143424827	0.888856757	-1	-1	0.938725
cg23790689	8	49483303	0.875574775	-1	-1	0.9278125
cg23800587	13	113813693	0.838744144	-1	-1	0.9480875
cg23803874	1	16259499	0.919468468	-1	-1	0.953225
cg23805470	6	32056820	0.883755856	0.4323	0.8994	0.9497375
cg23808270	1	223148963	0.847372072	-1	-1	0.9468875
cg23812013	2	7260547	0.881387387	-1	-1	0.9297625
cg23822732	2	2692854	0.895610811	0.3914	0.856825	0.9434875
cg23825897	6	161655043	0.874795495	-1	-1	0.94535
cg23829831	3	174095742	0.931275676	-1	-1	0.932475
cg23830780	10	37106964	0.91963964	-1	-1	0.9322125
cg23833617	4	184932203	0.961178378	-1	-1	0.9547625
cg23835377	2	236720971	0.938704505	-1	-1	0.961475
cg23838064	7	56877538	0.953709009	-1	-1	0.9615375
cg23838859	4	54853556	0.935858559	-1	-1	0.974625
cg23841760	15	25427435	0.863314414	-1	-1	0.9146
cg23842158	2	240056024	0.950866667	-1	-1	0.949925
cg23842205	11	66394024	0.970376577	-1	-1	0.9660125
cg23845172	19	15550995	0.888473874	-1	-1	0.9179
cg23849712	11	12837359	0.891502703	-1	-1	0.95205
cg23854456	19	39806075	0.94727027	-1	-1	0.9411125
cg23868719	13	87777112	0.88028018	-1	-1	0.922625
cg23869232	6	167175937	0.855510811	-1	-1	0.9258875
cg23871388	19	56609854	0.977807207	-1	-1	0.9691875
cg23890204	6	26247238	0.925973874	-1	-1	0.9693625
cg23893942	15	75980285	0.925392793	-1	-1	0.9570125
cg23897015	15	26154652	0.964325225	-1	-1	0.9598625
cg23909075	7	151546240	0.899733333	-1	-1	0.9435125
cg23911291	6	33288572	0.855520721	-1	-1	0.96545
cg23911372	19	42546731	0.882581982	-1	-1	0.957225
cg23912024	4	72746135	0.888223423	-1	-1	0.9294125
cg23920731	1	78353367	0.918959459	-1	-1	0.9597625
cg23924499	10	134254917	0.937555856	-1	-1	0.9227375
cg23933503	22	44255884	0.863581081	0.384075	0.842875	0.9368125
cg23935616	8	2112392	0.923068468	-1	-1	0.9528375
cg23940241	17	250070	0.844153153	-1	-1	0.9000625
cg23946858	19	18779305	0.980476577	-1	-1	0.980875
cg23950454	12	31254007	0.867045946	-1	-1	0.9307125
cg23952828	17	44246087	0.927634234	-1	-1	0.969875
cg23952859	8	1716623	0.901387387	0.4071	0.90945	0.928975
cg23953254	5	359577	0.871984685	-1	-1	0.911975
cg23955976	3	191585219	0.881966667	-1	-1	0.9163625
cg23958803	11	32919083	0.89536036	-1	-1	0.9513375
cg23961141	1	113618919	0.923026126	-1	-1	0.9595
cg23961922	3	133538989	0.880730631	-1	-1	0.95665
cg23971440	11	73007729	0.881605405	-1	-1	0.9175375
cg23983136	10	88768846	0.886379279	0.449775	0.46825	0.9333375
cg23986474	6	30309773	0.960511712	-1	-1	0.9572625
cg23997290	20	22402746	0.889861261	-1	-1	0.9345625
cg24004368	6	30706647	0.879231532	-1	-1	0.9051875
cg24009737	10	126781559	0.920081982	-1	-1	0.956725
cg24009995	14	52434702	0.898389189	-1	-1	0.9424
cg24010988	6	74079677	0.975298198	-1	-1	0.97605
cg24013618	4	870925	0.939806306	0.476775	0.950225	0.9319625
cg24022357	19	2351766	0.96375045	-1	-1	0.9564375
cg24028958	4	714136	0.925504505	0.47075	0.9637	0.9529375
cg24033744	19	46419861	0.927800901	-1	-1	0.960775
cg24034578	6	26108406	0.962764865	-1	-1	0.952025
cg24039778	6	169632351	0.966341441	0.479525	0.96255	0.9516
cg24042573	3	11516904	0.885701802	-1	-1	0.922675
cg24044564	13	99115944	0.888230631	-1	-1	0.902875
cg24046900	1	160256344	0.829423423	-1	-1	0.926025
cg24053265	22	49498271	0.940110811	-1	-1	0.9417125
cg24059694	17	39078959	0.902967568	-1	-1	0.9721625
cg24061597	7	3849396	0.907518919	-1	-1	0.9084375
cg24062486	7	2743119	0.861044144	-1	-1	0.9337875
cg24063645	21	46553953	0.975027928	0.490725	0.979525	0.9787125
cg24064903	5	404910	0.816754955	-1	-1	0.906375
cg24066624	6	30013786	0.931444144	-1	-1	0.9026375
cg24067150	6	30956397	0.846272072	-1	-1	0.957625
cg24068020	1	244142785	0.849779279	-1	-1	0.9334875
cg24069221	6	149721844	0.842722523	-1	-1	0.9066125
cg24072599	6	166571981	0.958245045	-1	-1	0.9536875
cg24076830	6	29325133	0.852005405	-1	-1	0.92215
cg24077172	2	204731649	0.856903604	-1	-1	0.919775
cg24080465	10	45718853	0.863128829	-1	-1	0.9359375
cg24083302	17	78325345	0.973245045	-1	-1	0.970275
cg24084459	4	2928179	0.913758559	0.4009	0.8773	0.9276875
cg24084467	15	31774976	0.915576577	-1	-1	0.905275
cg24098131	10	130844121	0.837127027	-1	-1	0.950125
cg24106040	1	44612654	0.911218018	-1	-1	0.9582125
cg24111503	14	59112900	0.917821622	-1	-1	0.9331625
cg24128630	17	7757287	0.860493694	-1	-1	0.9511375
cg24131141	5	1270787	0.963540541	-1	-1	0.96985
cg24132676	3	150329716	0.963452252	-1	-1	0.94155
cg24136932	8	22281979	0.818961261	-1	-1	0.9039875
cg24140343	13	23904116	0.866163964	-1	-1	0.951925
cg24146358	7	2644753	0.926355856	-1	-1	0.9570875
cg24150032	10	1219405	0.90650991	0.452075	0.9469	0.91
cg24150333	15	100519770	0.935955856	-1	-1	0.9267125
cg24154336	11	64659044	0.851504505	0.40605	0.8802	0.93205
cg24155792	1	167910467	0.874538739	-1	-1	0.9287375
cg24159014	1	160149968	0.913299099	-1	-1	0.96055
cg24173428	19	51535405	0.899825225	-1	-1	0.9199875
cg24174047	17	14608536	0.942915315	-1	-1	0.9411625
cg24176311	7	128696150	0.851041441	-1	-1	0.915
cg24181605	15	62458847	0.855553153	-1	-1	0.941575
cg24183237	6	136513302	0.942877477	-1	-1	0.95645
cg24186249	17	46092692	0.827179279	0.371175	0.78875	0.9596125
cg24201362	6	467681	0.92908018	0.460825	0.927675	0.920425
cg24211826	22	30572326	0.842205405	-1	-1	0.9659
cg24222165	15	35663907	0.827769369	0.392825	0.87975	0.9046875
cg24227730	2	6636007	0.965092793	-1	-1	0.9694875
cg24233211	6	14002749	0.930445946	-1	-1	0.9419
cg24235997	7	105264584	0.908445045	0.33665	0.670075	0.911475
cg24239420	4	169529308	0.92507027	-1	-1	0.966775
cg24247425	17	76209692	0.981098198	-1	-1	0.9794375
cg24251111	7	151553819	0.93359009	-1	-1	0.9638375
cg24256776	7	1525132	0.900952252	-1	-1	0.91845
cg24258705	7	116314916	0.870321622	-1	-1	0.946425
cg24264578	16	3405902	0.931718018	0.4211	0.904725	0.9716625
cg24270182	8	9046418	0.912815315	-0.04275	0.9137	0.943325
cg24274347	12	132497611	0.836784685	-1	-1	0.9569375
cg24281891	12	3194425	0.872064865	-1	-1	0.9136
cg24290751	8	2003835	0.877604505	-1	-1	0.9340625
cg24293336	22	48244383	0.873496396	-1	-1	0.930725
cg24295658	19	7285146	0.918388288	-1	-1	0.9451125
cg24296761	19	42408458	0.959510811	-1	-1	0.978425
cg24298476	6	32729808	0.926908108	-1	-1	0.9541
cg24303306	3	126261837	0.903818919	-1	-1	0.923525
cg24304264	6	33424075	0.906425225	-1	-1	0.9667125
cg24316255	21	45753677	0.890486486	-1	-1	0.9262625
cg24330088	1	67613911	0.942536937	-1	-1	0.9468875
cg24336152	6	32070785	0.866045045	-1	-1	0.9418
cg24336769	6	38305513	0.920484685	-1	-1	0.966175
cg24357935	6	168573881	0.86980991	-1	-1	0.91135
cg24358964	3	37489668	0.915094595	-1	-1	0.9042625
cg24364723	1	22838414	0.887809009	-1	-1	0.94305
cg24376548	1	207588998	0.937789189	0.422325	0.917575	0.939325
cg24380408	20	35869089	0.866718018	-1	-1	0.9068
cg24391203	11	49837274	0.961040541	-1	-1	0.9643375
cg24402392	11	123069138	0.902661261	-1	-1	0.9585
cg24403041	21	14982363	0.856436937	-1	-1	0.91005
cg24405498	19	1556284	0.947589189	-1	-1	0.91865
cg24415293	12	111725460	0.871652252	-1	-1	0.9561125
cg24419676	10	133875954	0.881423423	-1	-1	0.928325
cg24420726	19	38684319	0.936344144	-1	-1	0.971325
cg24425342	19	3114929	0.97269009	-1	-1	0.962025
cg24430711	10	134192302	0.907317117	-1	-1	0.9409125
cg24431193	11	63883947	0.900608108	0.419275	0.8722	0.9531625
cg24437314	6	33221696	0.906878378	-1	-1	0.957525
cg24438579	12	91348741	0.974143243	-1	-1	0.963425
cg24441355	1	227168339	0.865402703	-1	-1	0.9066875
cg24441911	12	7280988	0.831877477	-1	-1	0.947825
cg24445724	1	155167780	0.873240541	-1	-1	0.922375
cg24449477	6	28963142	0.904453153	-1	-1	0.9271
cg24474484	6	45446772	0.917706306	-1	-1	0.9512875
cg24475545	6	25153422	0.926969369	-1	-1	0.9508875
cg24476363	6	32978718	0.882569369	-1	-1	0.937375
cg24477102	8	2879917	0.907023423	0.443875	0.92665	0.9503
cg24481441	1	29509511	0.876013514	-1	-1	0.9239625
cg24481801	1	110197235	0.812631532	-1	-1	0.94685
cg24487991	2	84104579	0.884036036	-1	-1	0.93385
cg24488772	1	1017318	0.917508108	-1	-1	0.9063375
cg24492446	8	141572291	0.952227027	-1	-1	0.9433375
cg24495052	17	8189468	0.826965766	-1	-1	0.93195
cg24498500	1	118166247	0.894621622	-1	-1	0.9351125
cg24506130	2	97463258	0.909281982	-1	-1	0.9315375
cg24512216	6	30157039	0.884158559	-1	-1	0.92575
cg24512297	8	98288091	0.901379279	-1	-1	0.9341
cg24512544	8	141588943	0.872873874	0.48505	0.979175	0.958175
cg24518162	6	33142586	0.91677027	-1	-1	0.9395875
cg24527880	11	108906099	0.865083784	-1	-1	0.927275
cg24529814	1	3028457	0.803405405	-1	-1	0.916625
cg24531714	8	67475459	0.814484685	-1	-1	0.933375
cg24534048	10	134826206	0.938574775	-1	-1	0.9249875
cg24539459	1	146658275	0.870445045	-1	-1	0.9459
cg24541457	4	41217717	0.903108108	-1	-1	0.9564
cg24542200	5	6580363	0.8788	-1	-1	0.916525
cg24551917	2	206568291	0.911716216	-1	-1	0.9388
cg24553235	2	100428877	0.884686486	-1	-1	0.914175
cg24553815	6	147728235	0.915825225	-1	-1	0.947025
cg24561411	7	98592015	0.910508108	-1	-1	0.9169125
cg24563299	7	4383696	0.913440541	-1	-1	0.956225
cg24570070	20	3211503	0.911824324	-1	-1	0.9083625
cg24571570	2	216789582	0.921027928	-1	-1	0.941775
cg24574014	11	1010199	0.892275676	-1	-1	0.949275
cg24574863	5	42954752	0.804759459	-1	-1	0.956675
cg24579667	2	157280411	0.843006306	-1	-1	0.917675
cg24580724	1	75180368	0.847138739	-1	-1	0.914025
cg24583940	2	15507542	0.89600991	-1	-1	0.948875
cg24585292	2	36898641	0.820272072	-1	-1	0.9009625
cg24588148	10	92913016	0.907881982	-1	-1	0.9376
cg24588891	3	9848638	0.943212613	-1	-1	0.964175
cg24591042	6	4786656	0.915579279	0.447675	0.920475	0.9685875
cg24596082	8	1398679	0.843259459	-1	-1	0.9201125
cg24598993	6	4923095	0.855735135	-1	-1	0.919525
cg24600987	1	17898874	0.897836937	-1	-1	0.924
cg24603439	7	15436238	0.926364865	-1	-1	0.9261125
cg24609402	11	2598247	0.885296396	-1	-1	0.92645
cg24614720	4	8559176	0.905810811	-1	-1	0.9412875
cg24617091	6	13618778	0.908498198	-1	-1	0.9613125
cg24621599	7	155394983	0.944088288	-1	-1	0.9541375
cg24627517	10	102782033	0.941414414	-1	-1	0.940825
cg24634009	4	140554458	0.845245045	0.4233	0.938475	0.9410625
cg24637231	8	139508113	0.837498198	-1	-1	0.931875
cg24639487	11	71806575	0.853422523	-1	-1	0.9097
cg24640799	4	139010150	0.950397297	-1	-1	0.9492
cg24646554	15	29431453	0.896476577	-1	-1	0.9116625
cg24663455	10	131214929	0.837657658	-1	-1	0.9064625
cg24666013	11	30358952	0.860667568	-1	-1	0.9018375
cg24673221	15	28362747	0.870911712	0.4217	0.9148	0.93785
cg24676283	2	242919881	0.904922523	-1	-1	0.9222875
cg24679420	1	2307910	0.805659459	-1	-1	0.90145
cg24683293	3	12517725	0.884456757	-1	-1	0.9424125
cg24693555	3	46307552	0.909501802	-1	-1	0.92615
cg24702918	8	7880727	0.870993694	-1	-1	0.9243625
cg24705010	6	42229503	0.862044144	-1	-1	0.9047
cg24708254	7	96416953	0.859373874	-1	-1	0.9109875
cg24722326	7	116147950	0.869728829	-1	-1	0.92705
cg24723829	2	106507362	0.813307207	-1	-1	0.9390125
cg24731007	20	60883827	0.811378378	-1	-1	0.9506
cg24734216	15	69595723	0.894546847	-1	-1	0.9104
cg24739849	10	104781300	0.953734234	0.484125	0.98225	0.9701875
cg24748548	10	135153961	0.926663964	0.449425	0.9263	0.9589375
cg24749259	6	52705553	0.915196396	-1	-1	0.9497375
cg24755177	19	54850645	0.874585586	-1	-1	0.90815
cg24757850	2	241477887	0.968451351	-1	-1	0.9610375
cg24762889	6	29127871	0.962334234	-1	-1	0.9606125
cg24763840	5	5034397	0.949100901	0.456725	0.9653	0.9520875
cg24768910	13	114828067	0.945344144	0.465125	0.9495	0.9537625
cg24769158	12	123351868	0.919857658	-1	-1	0.970775
cg24771152	6	31760608	0.959600901	0.448525	0.97095	0.93215
cg24774627	5	52543882	0.867295495	-1	-1	0.9168625
cg24774770	17	48649999	0.949422523	-1	-1	0.947575
cg24776407	11	69061634	0.875353153	-1	-1	0.9487875
cg24777710	7	127636733	0.86472973	-1	-1	0.956925
cg24780479	19	14581142	0.889411712	-1	-1	0.924475
cg24782003	18	4459167	0.876658559	-1	-1	0.9127375
cg24814191	20	57041568	0.970342342	0.481275	0.968525	0.9744
cg24816751	5	45225802	0.967016216	-1	-1	0.953825
cg24821941	4	71457332	0.829708108	0.384325	0.861275	0.9099625
cg24822074	8	143394317	0.882342342	-1	-1	0.9250875
cg24824734	22	24195377	0.899882883	-1	-1	0.9015
cg24832041	12	110207179	0.899106306	-1	-1	0.9395
cg24838949	7	155897436	0.957531532	0.46785	0.480775	0.9609625
cg24853589	20	10259667	0.821169369	-1	-1	0.9475875
cg24858417	7	2057703	0.960807207	0.48375	0.9717	0.9610875
cg24860020	8	122515725	0.893888288	-1	-1	0.928725
cg24861702	4	1621037	0.956873874	-1	-1	0.9725125
cg24866086	11	65399260	0.88681982	-1	-1	0.933675
cg24876231	2	231280238	0.861157658	-1	-1	0.908825
cg24876577	1	7121446	0.858315315	-1	-1	0.900675
cg24877885	1	44063475	0.936276577	-1	-1	0.9492375
cg24882525	11	70565226	0.871947748	-1	-1	0.9083375
cg24884444	8	49572044	0.807924324	-1	-1	0.9101
cg24897291	6	136910199	0.923513514	-1	-1	0.9789375
cg24908166	5	1268800	0.947045045	-1	-1	0.93965
cg24911388	8	23211349	0.800618919	-1	-1	0.9004625
cg24914244	6	107078674	0.91094955	-1	-1	0.9558875
cg24918715	16	31225234	0.853845946	-1	-1	0.937225
cg24922864	X	139866080	0.857199099	-1	-1	0.951625
cg24924358	1	32745496	0.886366667	-1	-1	0.9450125
cg24925839	4	698480	0.933354054	-1	-1	0.93525
cg24928877	8	27179177	0.86064955	-1	-1	0.9059875
cg24942884	5	1362625	0.844654054	-1	-1	0.9395
cg24943459	5	1039407	0.906399099	-1	-1	0.9256125
cg24944117	7	98098120	0.924566667	-1	-1	0.9631
cg24946911	12	2788654	0.9364	-1	-1	0.9584
cg24955680	11	103907715	0.942604505	-1	-1	0.9321625
cg24957532	5	118730026	0.894495495	0.41135	0.904025	0.9476875
cg24961406	14	23375575	0.90688018	0.44405	0.9256	0.9599
cg24973591	4	10079421	0.884192793	-1	-1	0.92485
cg24985060	15	25920220	0.838843243	-1	-1	0.978075
cg24990494	13	32520050	0.816446847	-1	-1	0.947025
cg24996866	1	47016980	0.85036036	-1	-1	0.9388375
cg24997888	1	179042747	0.816799099	-1	-1	0.900475
cg25002318	17	3471868	0.919917117	-1	-1	0.9582375
cg25004581	1	226033016	0.892962162	-1	-1	0.9223
cg25010191	4	164521289	0.886358559	-1	-1	0.9018
cg25010771	3	104222126	0.936809009	-1	-1	0.9449625
cg25014286	10	93299523	0.86763964	-1	-1	0.954825
cg25019549	17	18201534	0.933314414	0.423825	0.8862	0.930925
cg25020919	12	8022108	0.844636036	0.39225	0.84	0.9094375
cg25023257	1	203146223	0.899677477	-1	-1	0.9311375
cg25027028	2	241065401	0.972122523	-1	-1	0.9663
cg25028308	6	33877469	0.88313964	-1	-1	0.94745
cg25029533	12	50188891	0.921531532	-1	-1	0.9537375
cg25032968	6	32410347	0.90791982	-1	-1	0.9600375
cg25036197	15	72876508	0.862961261	-1	-1	0.9476
cg25036357	8	84606468	0.950748649	0.469225	0.969925	0.932575
cg25036920	20	32577692	0.915043243	-1	-1	0.96595
cg25046148	2	122509538	0.880163063	-1	-1	0.9301
cg25047485	8	145848944	0.904936036	0.4177	0.9141	0.9256625
cg25058438	8	1913086	0.918388288	-1	-1	0.919525
cg25059403	8	141963331	0.913551351	-1	-1	0.9448875
cg25061864	1	247464677	0.946542342	-1	-1	0.950675
cg25066645	1	24288694	0.847944144	-1	-1	0.9142375
cg25071135	20	60631455	0.895937838	-1	-1	0.93715
cg25076628	8	41406329	0.846820721	-1	-1	0.90705
cg25081875	12	3565739	0.928526126	-1	-1	0.9478625
cg25083481	11	1034989	0.807047748	-1	-1	0.9444375
cg25086732	14	79111579	0.859006306	-1	-1	0.9023875
cg25086767	8	1513247	0.887400901	-1	-1	0.922975
cg25095934	1	121472061	0.908037838	0.476625	0.971125	0.922725
cg25100296	1	160389374	0.885766667	-1	-1	0.95675
cg25100475	1	227750970	0.848311712	-1	-1	0.9174375
cg25104601	5	122789740	0.895818018	-1	-1	0.94805
cg25109530	7	149170762	0.864007207	-1	-1	0.9521125
cg25113123	2	3464991	0.851520721	-1	-1	0.9241625
cg25115460	1	3607110	0.853964865	-1	-1	0.9493875
cg25115829	17	29057586	0.877559459	-1	-1	0.9021625
cg25130710	12	133159752	0.805007207	0.3593	0.7223	0.95415
cg25132276	5	149546087	0.873015315	-1	-1	0.9424125
cg25135563	1	8380999	0.923746847	-1	-1	0.9274
cg25136294	1	15926061	0.891332432	-1	-1	0.93105
cg25136397	1	114450639	0.91031982	-1	-1	0.962925
cg25137582	2	157474713	0.95304955	-1	-1	0.9472
cg25145680	1	203053787	0.888134234	-1	-1	0.9554
cg25149125	12	52914037	0.850384685	-1	-1	0.9161875
cg25151376	7	895646	0.936075676	-1	-1	0.939675
cg25154609	12	57404184	0.858311712	-1	-1	0.906475
cg25165544	8	141294201	0.963627027	-1	-1	0.9578125
cg25176883	17	73887516	0.966909009	0.481975	0.97175	0.9642625
cg25180701	12	9391348	0.85593964	-1	-1	0.9333875
cg25184088	4	2369577	0.861088288	-1	-1	0.9109875
cg25184717	17	79354866	0.803708108	-1	-1	0.9268
cg25186055	13	112598514	0.894185586	-1	-1	0.9167
cg25192717	6	33423156	0.851776577	0.47425	0.42225	0.9076
cg25216662	6	107021926	0.903707207	-1	-1	0.94205
cg25221625	22	25595955	0.806534234	-1	-1	0.9623
cg25243635	13	114063819	0.931763964	-1	-1	0.9295125
cg25245338	22	33196112	0.858909009	-1	-1	0.9295
cg25249241	11	118125492	0.851801802	-1	-1	0.955375
cg25254986	19	46438747	0.879225225	-1	-1	0.925
cg25256383	8	877418	0.896294595	-1	-1	0.966075
cg25257687	7	44609698	0.887983784	-1	-1	0.9324375
cg25269643	7	151042396	0.853569369	-1	-1	0.9140125
