PeakID (cmd=annotatePeaks.pl pc-site.txt hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
0-474	chr9	132867282	132867282	+	0	NA	intron (NM_020960, intron 13 of 17)	intron (NM_020960, intron 13 of 17)	39216	NR_135124	401554	Hs.522437	NR_135124	ENSG00000196979	LOC401554	-	uncharacterized LOC401554	ncRNA
0-51	chr11	97132907	97132907	+	0	NA	Intergenic	Intergenic	891318	NR_135097	105369443	Hs.599377	NR_135097	ENSG00000256684	LOC105369443	-	uncharacterized LOC105369443	ncRNA
0-380	chr4	143175543	143175543	+	0	NA	intron (NM_003866, intron 12 of 26)	L1PA3|LINE|L1	592145	NM_001101669	8821	Hs.176376	NM_003866	ENSG00000109452	INPP4B	-	inositol polyphosphate-4-phosphatase type II B	protein-coding
0-5	chr2	148282000	148282000	+	0	NA	Intergenic	Intergenic	-320086	NM_001278579	92	Hs.470174	NM_001616	ENSG00000121989	ACVR2A	ACTRII|ACVR2	activin A receptor type 2A	protein-coding
0-172	chr8	127789703	127789703	+	0	NA	Intergenic	L1PA2|LINE|L1	-218992	NM_174911	157638	Hs.741352	NM_174911	ENSG00000168672	FAM84B	BCMP101|NSE2	family with sequence similarity 84 member B	protein-coding
0-239	chr4	38976085	38976085	+	0	NA	intron (NM_024943, intron 5 of 6)	L1M5|LINE|L1	57956	NM_001303228	80008	Hs.374147	NM_024943	ENSG00000121895	TMEM156	-	transmembrane protein 156	protein-coding
0-256	chr8	60368786	60368786	+	0	NA	Intergenic	(TTTC)n|Simple_repeat|Simple_repeat	-337019	NM_014729	9760	Hs.491805	NM_014729	ENSG00000198846	TOX	TOX1	thymocyte selection associated high mobility group box	protein-coding
0-253	chr2	29361272	29361272	+	0	NA	intron (NM_024692, intron 6 of 15)	L1PA17|LINE|L1	22980	NM_024692	79745	Hs.122927	NM_024692	ENSG00000115295	CLIP4	RSNL2	CAP-Gly domain containing linker protein family member 4	protein-coding
0-210	chr21	17533582	17533582	+	0	NA	intron (NR_111005, intron 1 of 6)	L1PA4|LINE|L1	-20136	NR_136552	388815	Hs.473394	NR_027790		MIR99AHG	C21orf34|C21orf35|LINC00478|MONC	mir-99a-let-7c cluster host gene	ncRNA
0-200	chr10	59191278	59191278	+	0	NA	Intergenic	Intergenic	-126959	NR_037490	100500834		NR_037490	ENSG00000264747	MIR3924	-	microRNA 3924	ncRNA
0-245	chr18	7688197	7688197	+	0	NA	intron (NM_001105244, intron 1 of 32)	intron (NM_001105244, intron 1 of 32)	120883	NM_001105244	5797	Hs.49774	NM_002845	ENSG00000173482	PTPRM	PTPRL1|R-PTP-MU|RPTPM|RPTPU|hR-PTPu	protein tyrosine phosphatase, receptor type M	protein-coding
0-199	chr7	98857932	98857932	+	0	NA	Intergenic	Intergenic	-12992	NR_002147	84176	Hs.621401	NR_002147		MYH16	MHC20|MYH16P|MYH5	myosin heavy chain 16 pseudogene	pseudo
0-393	chr7	69037968	69037968	+	0	NA	Intergenic	AluSx1|SINE|Alu	24513	NR_108105	100507468	Hs.362492	NR_108105		LOC100507468	-	uncharacterized LOC100507468	ncRNA
0-345	chr13	47863434	47863434	+	0	NA	Intergenic	Intergenic	-392223	NM_001165947	3356	Hs.72630	NM_000621	ENSG00000102468	HTR2A	5-HT2A|HTR2	5-hydroxytryptamine receptor 2A	protein-coding
0-400	chr20	57320917	57320917	+	0	NA	Intergenic	Intergenic	-27564	NR_134566	105372695	Hs.128204	NR_134566		LOC105372695	-	uncharacterized LOC105372695	ncRNA
0-83	chr16	27059265	27059265	+	0	NA	Intergenic	LTR16C|LTR|ERVL	-18954	NM_001145545	162083	Hs.120831	NM_182831	ENSG00000234186	C16orf82	TNT	chromosome 16 open reading frame 82	protein-coding
0-299	chr2	46132707	46132707	+	0	NA	intron (NM_005400, intron 2 of 14)	intron (NM_005400, intron 2 of 14)	253664	NM_005400	5581	Hs.580351	NM_005400	ENSG00000171132	PRKCE	PKCE|nPKC-epsilon	protein kinase C epsilon	protein-coding
0-279	chr8	33439352	33439352	+	0	NA	Intergenic	Intergenic	-14706	NM_024787	79845	Hs.151237	NM_024787	ENSG00000133874	RNF122	-	ring finger protein 122	protein-coding
0-367	chr3	119202397	119202397	+	0	NA	intron (NR_024265, intron 5 of 10)	MIR|SINE|MIR	14612	NR_024265	56983	Hs.231750	NM_152305	ENSG00000163389	POGLUT1	C3orf9|CLP46|KDELCL1|KTELC1|LGMD2Z|MDS010|MDSRP|Rumi|hCLP46	protein O-glucosyltransferase 1	protein-coding
0-322	chr18	2582270	2582270	+	0	NA	intron (NM_006101, intron 6 of 16)	AluSx1|SINE|Alu	10760	NM_006101	10403	Hs.414407	NM_006101	ENSG00000080986	NDC80	HEC|HEC1|HsHec1|KNTC2|TID3|hsNDC80	NDC80, kinetochore complex component	protein-coding
0-260	chr13	113188311	113188311	+	0	NA	intron (NM_001286278, intron 11 of 20)	intron (NM_001286278, intron 11 of 20)	54188	NM_001286277	10426	Hs.224152	NM_006322	ENSG00000126216	TUBGCP3	104p|GCP3|Grip104|SPBC98|Spc98|Spc98p	tubulin gamma complex associated protein 3	protein-coding
0-406	chr1	25487507	25487507	+	0	NA	Intergenic	L1MC1|LINE|L1	71506	NM_207170	25949	Hs.20013	NM_015484	ENSG00000117614	SYF2	CBPIN|NTC31|P29|fSAP29	SYF2 pre-mRNA splicing factor	protein-coding
0-286	chr2	54184917	54184917	+	0	NA	intron (NM_014614, intron 1 of 46)	L1MC5|LINE|L1	13060	NM_014614	23198	Hs.413801	NM_014614	ENSG00000068878	PSME4	PA200	proteasome activator subunit 4	protein-coding
0-52	chr6	140136209	140136209	+	0	NA	intron (NR_038399, intron 1 of 2)	intron (NR_038399, intron 1 of 2)	-39778	NR_138542	100132735	Hs.62646	NR_038399		LOC100132735	-	uncharacterized LOC100132735	ncRNA
0-458	chr20	33593551	33593551	+	0	NA	exon (NM_199368, exon 16 of 19)	exon (NM_199368, exon 16 of 19)	-15276	NR_039912	100616134		NR_039912	ENSG00000283441	MIR499B	MIR499A|hsa-mir-499b	microRNA 499b	ncRNA
0-66	chr1	202604053	202604053	+	0	NA	intron (NM_177402, intron 1 of 8)	L1MB8|LINE|L1	8528	NM_001136504	127833	Hs.25422	NM_177402	ENSG00000143858	SYT2	CMS7|MYSPC|SytII	synaptotagmin 2	protein-coding
0-186	chr1	56102709	56102709	+	0	NA	Intergenic	L2c|LINE|L2	411395	NR_039618	100616272		NR_039618	ENSG00000265822	MIR4422	mir-4422	microRNA 4422	ncRNA
0-340	chr14	89028846	89028846	+	0	NA	promoter-TSS (NM_001326303)	promoter-TSS (NM_001326303)	-407	NM_001326296	79882	Hs.684046	NM_024824	ENSG00000100722	ZC3H14	MRT56|MSUT-2|NY-REN-37|SUT2|UKp68	zinc finger CCCH-type containing 14	protein-coding
0-465	chr13	33587089	33587089	+	0	NA	Intergenic	L1MA8|LINE|L1	-3482	NM_004795	9365	Hs.524953	NM_004795	ENSG00000133116	KL	-	klotho	protein-coding
0-236	chr2	162256767	162256767	+	0	NA	intron (NM_005805, intron 10 of 11)	MLT1J|LTR|ERVL-MaLR	-15838	NM_006593	10716	Hs.210862	NM_006593	ENSG00000136535	TBR1	TBR-1|TES-56	T-box, brain 1	protein-coding
0-470	chr7	26404263	26404263	+	0	NA	intron (NM_001318198, intron 5 of 7)	intron (NM_001318198, intron 5 of 7)	318	NM_001199838	29887	Hs.741316	NM_013322	ENSG00000086300	SNX10	OPTB8	sorting nexin 10	protein-coding
0-53	chr13	88542515	88542515	+	0	NA	Intergenic	Intergenic	-79740	NR_104059	101930749	Hs.539610	NR_104059	ENSG00000223404	LINC00397	-	long intergenic non-protein coding RNA 397	ncRNA
0-295	chr10	32081067	32081067	+	0	NA	Intergenic	L1PREC2|LINE|L1	116787	NM_001270699	94134	Hs.499264	NM_018287	ENSG00000165322	ARHGAP12	-	Rho GTPase activating protein 12	protein-coding
0-306	chr11	106347243	106347243	+	0	NA	Intergenic	L1MA10|LINE|L1	225109	NR_120551	101928535	Hs.409078	NR_120551	ENSG00000254811	LOC101928535	-	uncharacterized LOC101928535	ncRNA
0-263	chr2	3514545	3514545	+	0	NA	intron (NM_018269, intron 2 of 3)	L1M5|LINE|L1	6973	NM_001306077	55256	Hs.502773	NM_018269	ENSG00000182551	ADI1	APL1|ARD|Fe-ARD|HMFT1638|MTCBP1|Ni-ARD|SIPL|mtnD	acireductone dioxygenase 1	protein-coding
0-202	chr6	79159770	79159770	+	0	NA	Intergenic	Intergenic	-417491	NM_001010844	134728	Hs.656212	NM_001010844	ENSG00000146243	IRAK1BP1	AIP70|SIMPL	interleukin 1 receptor associated kinase 1 binding protein 1	protein-coding
0-268	chr6	38790818	38790818	+	0	NA	intron (NM_001206927, intron 27 of 92)	intron (NM_001206927, intron 27 of 92)	107701	NM_001206927	1769	Hs.520106	NM_001371	ENSG00000124721	DNAH8	ATPase|hdhc9	dynein axonemal heavy chain 8	protein-coding
0-144	chr1	115548363	115548363	+	0	NA	Intergenic	AluSz|SINE|Alu	-24082	NM_000549	7252	Hs.406687	NM_000549	ENSG00000134200	TSHB	TSH-B|TSH-BETA	thyroid stimulating hormone beta	protein-coding
0-212	chr15	33903117	33903117	+	0	NA	intron (NM_001243996, intron 18 of 102)	Tigger4b|DNA|TcMar-Tigger	299954	NM_001243996	6263	Hs.709373	NM_001036	ENSG00000198838	RYR3	RYR-3	ryanodine receptor 3	protein-coding
0-90	chr8	22730308	22730308	+	0	NA	intron (NM_144962, intron 3 of 6)	AluSx|SINE|Alu	-5177	NR_125433	101929237	Hs.677838	NR_125433	ENSG00000248738	LOC101929237	-	uncharacterized LOC101929237	ncRNA
0-246	chr2	50053458	50053458	+	0	NA	Intergenic	L1PA8A|LINE|L1	147883	NM_001320157	9378	Hs.637685	NM_004801	ENSG00000179915	NRXN1	Hs.22998|PTHSL2|SCZD17	neurexin 1	protein-coding
0-469	chr5	766796	766796	+	0	NA	Intergenic	Intergenic	-73286	NM_007030	11076	Hs.481466	NM_007030	ENSG00000171368	TPPP	TPPP/p25|TPPP1|p24|p25|p25alpha	tubulin polymerization promoting protein	protein-coding
0-495	chr2	10207017	10207017	+	0	NA	intron (NM_001037160, intron 1 of 2)	L1MEd|LINE|L1	13521	NM_001037160	192668	Hs.27092	NM_001037160	ENSG00000205795	CYS1	-	cystin 1	protein-coding
0-300	chr21	22316719	22316719	+	0	NA	Intergenic	LFSINE_Vert|SINE|SINE	-53914	NM_004540	4685	Hs.473450	NM_004540	ENSG00000154654	NCAM2	NCAM21	neural cell adhesion molecule 2	protein-coding
0-282	chr1	53052564	53052564	+	0	NA	Intergenic	AluSx|SINE|Alu	-15479	NM_015696	2882	Hs.43728	NM_015696	ENSG00000116157	GPX7	CL683|GPX6|GPx-7|GSHPx-7|NPGPx	glutathione peroxidase 7	protein-coding
0-207	chr9	21721642	21721642	+	0	NA	Intergenic	Intergenic	-80993	NM_002451	4507	Hs.193268	NM_002451	ENSG00000099810	MTAP	BDMF|DMSFH|DMSMFH|HEL-249|LGMBF|MSAP|c86fus	methylthioadenosine phosphorylase	protein-coding
0-26	chr2	172500811	172500811	+	0	NA	Intergenic	L1P1|LINE|L1	-43108	NM_001271788	1781	Hs.546250	NM_001378	ENSG00000077380	DYNC1I2	DIC74|DNCI2|IC2	dynein cytoplasmic 1 intermediate chain 2	protein-coding
0-195	chr2	220671321	220671321	+	0	NA	Intergenic	L1MA8|LINE|L1	99965	NR_036228	100422959		NR_036228	ENSG00000266518	MIR4268	-	microRNA 4268	ncRNA
0-410	chr3	36663	36663	+	0	NA	Intergenic	Intergenic	-28768	NR_110824	102723448	Hs.543290	NR_110824		LINC01986	-	long intergenic non-protein coding RNA 1986	ncRNA
0-192	chr13	49869362	49869362	+	0	NA	Intergenic	Intergenic	47315	NM_030911	81602	Hs.388220	NM_030911	ENSG00000102543	CDADC1	NYD-SP15|bA103J18.1	cytidine and dCMP deaminase domain containing 1	protein-coding
0-479	chr15	95746422	95746422	+	0	NA	Intergenic	HERVL-int|LTR|ERVL	123907	NR_034095	400456	Hs.536404	NR_034095	ENSG00000248441	LINC01197	-	long intergenic non-protein coding RNA 1197	ncRNA
0-396	chr6	97110420	97110420	+	0	NA	Intergenic	L1PA16|LINE|L1	99419	NM_001322467	9457	Hs.632608	NM_020482	ENSG00000112214	FHL5	1700027G07Rik|ACT|FHL-5|dJ393D12.2	four and a half LIM domains 5	protein-coding
0-441	chr1	145888723	145888723	+	0	NA	intron (NR_104217, intron 2 of 17)	AT_rich|Low_complexity|Low_complexity	56754	NR_111936	100034743	Hs.696575	NR_003377		PDZK1P1	OTTHUMT00000038524|PDZK1P2	PDZ domain containing 1 pseudogene 1	pseudo
0-478	chr13	45249209	45249209	+	0	NA	Intergenic	Intergenic	-98508	NM_001243799	8848	Hs.436383	NM_006022	ENSG00000102804	TSC22D1	Ptg-2|TGFB1I4|TSC22	TSC22 domain family member 1	protein-coding
0-97	chr5	148221969	148221969	+	0	NA	Intergenic	Intergenic	15813	NM_000024	154	Hs.2551	NM_000024	ENSG00000169252	ADRB2	ADRB2R|ADRBR|B2AR|BAR|BETA2AR	adrenoceptor beta 2	protein-coding
0-294	chr15	81638498	81638498	+	0	NA	intron (NM_001080532, intron 12 of 21)	intron (NM_001080532, intron 12 of 21)	21824	NR_120365	101929655	Hs.696654	NR_120365		TMC3-AS1	-	TMC3 antisense RNA 1	ncRNA
0-56	chr3	146951328	146951328	+	0	NA	Intergenic	Intergenic	158889	NR_033118	84107	Hs.415766	NM_032153	ENSG00000174963	ZIC4	-	Zic family member 4	protein-coding
0-116	chr3	3272791	3272791	+	0	NA	Intergenic	LTR47A|LTR|ERVL	-51390	NM_016302	51185	Hs.18925	NM_016302	ENSG00000113851	CRBN	MRT2|MRT2A	cereblon	protein-coding
0-75	chr7	64118749	64118749	+	0	NA	Intergenic	BSR/Beta|Satellite|Satellite	-7712	NM_016220	51427	Hs.50216	NM_016220	ENSG00000196247	ZNF107	Y8|ZFD25|ZNF588|smap-7	zinc finger protein 107	protein-coding
0-11	chr1	180323359	180323359	+	0	NA	intron (NM_032360, intron 6 of 7)	intron (NM_032360, intron 6 of 7)	-79543	NR_037642	100527964	Hs.496545	NR_037642	ENSG00000230124	LHX4-AS1	-	LHX4 antisense RNA 1	ncRNA
0-117	chr16	5700222	5700222	+	0	NA	Intergenic	Intergenic	17754	NR_107032	102465867		NR_107032	ENSG00000273648	MIR8065	hsa-mir-8065	microRNA 8065	ncRNA
0-398	chr7	135176850	135176850	+	0	NA	intron (NM_001008225, intron 1 of 10)	L2|LINE|L2	18025	NM_001190848	4850	Hs.490224	NM_013316	ENSG00000080802	CNOT4	CLONE243|NOT4|NOT4H	CCR4-NOT transcription complex subunit 4	protein-coding
0-37	chr8	130951787	130951787	+	0	NA	intron (NR_046360, intron 2 of 14)	CpG	331	NM_016623	51571	Hs.126941	NM_016623	ENSG00000153310	FAM49B	BM-009|L1	family with sequence similarity 49 member B	protein-coding
0-336	chr2	147527654	147527654	+	0	NA	Intergenic	Intergenic	183029	NR_026904	728773	Hs.334462	NR_026904		PABPC1P2	PABP2|PABP4|PABPCP2|PABPCP4	poly(A) binding protein cytoplasmic 1 pseudogene 2	pseudo
0-473	chr17	44421436	44421436	+	0	NA	intron (NM_001039083, intron 3 of 3)	AluJb|SINE|Alu	17698	NM_001039083	100506084	Hs.559259	NM_001039083	ENSG00000228696	ARL17B	ARL17|ARL17A	ADP ribosylation factor like GTPase 17B	protein-coding
0-324	chr1	220755643	220755643	+	0	NA	3' UTR (NM_001286129, exon 3 of 3)	3' UTR (NM_001286129, exon 3 of 3)	54118	NM_001286128	4139	Hs.497806	NM_018650	ENSG00000116141	MARK1	MARK|Par-1c|Par1c	microtubule affinity regulating kinase 1	protein-coding
0-378	chr4	182666550	182666550	+	0	NA	Intergenic	L2a|LINE|L2	399118	NR_125905	90768	Hs.175465	NR_027107		LOC90768	-	uncharacterized LOC90768	ncRNA
0-104	chr10	84052405	84052405	+	0	NA	intron (NM_001165973, intron 2 of 10)	L1MD1|LINE|L1	-59729	NR_120666	101929590	Hs.733268	NR_120666	ENSG00000225738	NRG3-AS1	C10orf100|Em:AC010157.1	NRG3 antisense RNA 1	ncRNA
0-327	chr13	33812519	33812519	+	0	NA	intron (NM_001243476, intron 5 of 17)	intron (NM_001243476, intron 5 of 17)	-32332	NM_001243474	90627	Hs.156551	NM_052851	ENSG00000133121	STARD13	ARHGAP37|DLC2|GT650|LINC00464	StAR related lipid transfer domain containing 13	protein-coding
0-163	chr1	205911487	205911487	+	0	NA	intron (NM_134325, intron 1 of 21)	intron (NM_134325, intron 1 of 21)	1101	NM_052934	115019	Hs.164073	NM_052934	ENSG00000174502	SLC26A9	-	solute carrier family 26 member 9	protein-coding
0-276	chr11	8565200	8565200	+	0	NA	intron (NM_030906, intron 1 of 13)	L1MA1|LINE|L1	50355	NM_030906	65975	Hs.501833	NM_030906	ENSG00000130413	STK33	-	serine/threonine kinase 33	protein-coding
0-247	chr7	62340148	62340148	+	0	NA	Intergenic	ALR/Alpha|Satellite|centr	424286	NR_003952	643955	Hs.583308	NR_003952	ENSG00000185037	ZNF733P	ZNF733	zinc finger protein 733, pseudogene	pseudo
0-488	chr7	10254874	10254874	+	0	NA	Intergenic	MLT1D|LTR|ERVL-MaLR	580974	NR_002790	168741	Hs.545134	NR_002790		PER4	-	period circadian clock 3 pseudogene	pseudo
0-351	chr18	69999672	69999672	+	0	NA	Intergenic	Intergenic	212051	NM_182511	147381	Hs.569851	NM_182511	ENSG00000141668	CBLN2	-	cerebellin 2 precursor	protein-coding
0-197	chr14	68839296	68839296	+	0	NA	intron (NM_001321809, intron 8 of 11)	intron (NM_001321809, intron 8 of 11)	256208	NR_135816	100996664		NR_135816		LOC100996664	-	uncharacterized LOC100996664	ncRNA
0-155	chr20	48574258	48574258	+	0	NA	Intergenic	Intergenic	21344	NM_018683	55905	Hs.144949	NM_018683	ENSG00000124226	RNF114	PSORS12|ZNF313	ring finger protein 114	protein-coding
0-489	chr12	10231975	10231975	+	0	NA	intron (NM_001297749, intron 1 of 3)	intron (NM_001297749, intron 1 of 3)	19689	NM_001297750	51267	Hs.29549	NM_016511	ENSG00000150048	CLEC1A	CLEC-1|CLEC1	C-type lectin domain family 1 member A	protein-coding
0-47	chr2	120880709	120880709	+	0	NA	intron (NM_001330310, intron 16 of 24)	intron (NM_001330310, intron 16 of 24)	100275	NM_024121	79134	Hs.376722	NM_024121	ENSG00000226479	TMEM185B	FAM11B	transmembrane protein 185B	protein-coding
0-339	chr2	192658611	192658611	+	0	NA	Intergenic	Intergenic	53395	NM_004657	8436	Hs.26530	NM_004657	ENSG00000168497	SDPR	CAVIN2|PS-p68|SDR|cavin-2	serum deprivation response	protein-coding
0-101	chr1	62795466	62795466	+	0	NA	Intergenic	AluSx1|SINE|Alu	-10381	NM_001320269	163782	Hs.283398	NM_181712	ENSG00000132854	KANK4	ANKRD38|dJ1078M7.1	KN motif and ankyrin repeat domains 4	protein-coding
0-17	chr9	86822731	86822731	+	0	NA	Intergenic	Intergenic	132963	NM_001199633	64078	Hs.535966	NM_022127	ENSG00000197506	SLC28A3	CNT3	solute carrier family 28 member 3	protein-coding
0-213	chr2	216087748	216087748	+	0	NA	Intergenic	L1PA4|LINE|L1	-84597	NM_173076	26154	Hs.134585	NM_015657	ENSG00000144452	ABCA12	ARCI4A|ARCI4B|ICR2B|LI2	ATP binding cassette subfamily A member 12	protein-coding
0-62	chr19	29867158	29867158	+	0	NA	intron (NR_040029, intron 9 of 9)	intron (NR_040029, intron 9 of 9)	149501	NR_040029	284395	Hs.631601	NR_040029	ENSG00000264515	LOC284395	-	uncharacterized LOC284395	ncRNA
0-74	chr12	1332981	1332981	+	0	NA	intron (NR_027946, intron 12 of 18)	intron (NR_027946, intron 12 of 18)	196067	NM_001301248	23085	Hs.601216	NM_178039	ENSG00000082805	ERC1	Cast2|ELKS|ERC-1|RAB6IP2	ELKS/RAB6-interacting/CAST family member 1	protein-coding
0-218	chr2	112870213	112870213	+	0	NA	intron (NM_001329914, intron 17 of 18)	L1ME3A|LINE|L1	-25749	NM_001128165	129804	Hs.437696	NM_153214	ENSG00000144152	FBLN7	TM14	fibulin 7	protein-coding
0	chr3	14086641	14086641	+	0	NA	intron (NR_002223, intron 1 of 2)	HERVI-int|LTR|ERV1	79730	NM_001098502	131474	Hs.517815	NM_144636	ENSG00000163528	CHCHD4	MIA40|TIMM40	coiled-coil-helix-coiled-coil-helix domain containing 4	protein-coding
0-58	chr6	144338822	144338822	+	0	NA	intron (NM_001289043, intron 1 of 6)	L2|LINE|L2	-8955	NR_002768	57061	Hs.657760	NR_002768	ENSG00000283122	HYMAI	NCRNA00020	hydatidiform mole associated and imprinted (non-protein coding)	ncRNA
0-241	chr5	114342936	114342936	+	0	NA	Intergenic	MER47B|DNA|TcMar-Tigger	162724	NM_001300759	55521	Hs.519514	NM_018700	ENSG00000152503	TRIM36	HAPRIN|RBCC728|RNF98	tripartite motif containing 36	protein-coding
0-136	chr10	113090673	113090673	+	0	NA	Intergenic	L2a|LINE|L2	253883	NM_000681	150	Hs.249159	NM_000681	ENSG00000150594	ADRA2A	ADRA2|ADRA2R|ADRAR|ALPHA2AAR|ZNF32	adrenoceptor alpha 2A	protein-coding
0-385	chr5	173048454	173048454	+	0	NA	Intergenic	MLT1N2|LTR|ERVL-MaLR	-4788	NM_138369	91272	Hs.425091	NM_138369	ENSG00000145919	BOD1	FAM44B	biorientation of chromosomes in cell division 1	protein-coding
0-408	chr5	53068474	53068474	+	0	NA	Intergenic	L1M1|LINE|L1	178955	NR_030307	693166		NR_030307	ENSG00000207627	MIR581	MIRN581|hsa-mir-581	microRNA 581	ncRNA
0-39	chr3	195970962	195970962	+	0	NA	intron (NM_001312673, intron 5 of 8)	SVA_C|Other|Other	27579	NM_152672	200931	Hs.630585	NM_152672	ENSG00000163959	SLC51A	OSTA|OSTalpha	solute carrier family 51 alpha subunit	protein-coding
0-319	chr6	110202989	110202989	+	0	NA	Intergenic	L1PA4|LINE|L1	-96470	NM_001286099	2830	Hs.46332	NM_005284	ENSG00000146360	GPR6	-	G protein-coupled receptor 6	protein-coding
0-386	chr17	20714202	20714202	+	0	NA	Intergenic	AT_rich|Low_complexity|Low_complexity	-57544	NR_104185	440416	Hs.661076	NR_104185	ENSG00000233098	CCDC144NL-AS1	-	CCDC144NL antisense RNA 1	ncRNA
0-122	chr19	16723182	16723182	+	0	NA	intron (NM_004831, intron 1 of 2)	AluJr|SINE|Alu	15833	NM_004831	9441	Hs.715040	NM_004831	ENSG00000105085	MED26	CRSP7|CRSP70	mediator complex subunit 26	protein-coding
0-48	chr3	123278218	123278218	+	0	NA	intron (NM_001329784, intron 3 of 8)	intron (NM_001329784, intron 3 of 8)	25246	NM_001329787	201562	Hs.705480	NM_198402	ENSG00000206527	HACD2	PTPLB	3-hydroxyacyl-CoA dehydratase 2	protein-coding
0-376	chr10	12686258	12686258	+	0	NA	intron (NM_020397, intron 2 of 9)	intron (NM_020397, intron 2 of 9)	8938	NR_039701	100616320		NR_039701	ENSG00000283699	MIR4481	-	microRNA 4481	ncRNA
0-471	chr12	6649672	6649672	+	0	NA	non-coding (NR_036467, exon 10 of 10)	non-coding (NR_036467, exon 10 of 10)	5287	NM_001256799	2597	Hs.544577	NM_002046	ENSG00000111640	GAPDH	G3PD|GAPD|HEL-S-162eP	glyceraldehyde-3-phosphate dehydrogenase	protein-coding
0-436	chr5	87317259	87317259	+	0	NA	Intergenic	L1MA9|LINE|L1	247437	NM_001289007	153396	Hs.379972	NM_153354	ENSG00000164180	TMEM161B	FLB3342|PRO1313	transmembrane protein 161B	protein-coding
0-297	chr9	3734922	3734922	+	0	NA	Intergenic	LTR12C|LTR|ERV1	66836	NR_121586	101929302	Hs.122828	NR_121586	ENSG00000232104	RFX3-AS1	CVAT7	RFX3 antisense RNA 1	ncRNA
0-216	chr13	51075141	51075141	+	0	NA	intron (NR_109974, intron 5 of 6)	MSTB-int|LTR|ERVL-MaLR	26444	NR_125753	103689915	Hs.722230	NR_125753	ENSG00000229323	DLEU1-AS1	LINC01308	DLEU1 antisense RNA 1	ncRNA
0-463	chr5	21670275	21670275	+	0	NA	Intergenic	LTR16A1|LTR|ERVL	210686	NR_027026	728411	Hs.88181	NM_207331	ENSG00000183666	GUSBP1	-	glucuronidase, beta pseudogene 1	pseudo
0-68	chr2	45452800	45452800	+	0	NA	intron (NR_033831, intron 1 of 5)	L1MB8|LINE|L1	29280	NR_033831	400952	Hs.468368	NR_033831	ENSG00000205054	LINC01121	UNQ6975	long intergenic non-protein coding RNA 1121	ncRNA
0-113	chr2	122733334	122733334	+	0	NA	Intergenic	Intergenic	220213	NM_004622	7247	Hs.75066	NM_004622	ENSG00000211460	TSN	BCLF-1|C3PO|RCHF1|REHF-1|TBRBP|TRSLN	translin	protein-coding
0-227	chr9	125724281	125724281	+	0	NA	intron (NM_012197, intron 2 of 25)	L1MB8|LINE|L1	20993	NM_012197	23637	Hs.271341	NM_012197	ENSG00000011454	RABGAP1	GAPCENA|TBC1D11	RAB GTPase activating protein 1	protein-coding
0-204	chr6	24969254	24969254	+	0	NA	intron (NM_001286446, intron 1 of 13)	intron (NM_001286446, intron 1 of 13)	-32960	NM_001286445	9750	Hs.559459	NM_014722	ENSG00000111913	FAM65B	C6orf32|DFNB104|DIFF40|DIFF48|MYONAP|PL48	family with sequence similarity 65 member B	protein-coding
0-302	chr13	49373825	49373825	+	0	NA	Intergenic	AluSz|SINE|Alu	145978	NM_001308465	57105	Hs.253706	NM_020377	ENSG00000152207	CYSLTR2	CYSLT2|CYSLT2R|GPCR21|HG57|HPN321|KPG_011|PSEC0146|hGPCR21	cysteinyl leukotriene receptor 2	protein-coding
0-84	chr13	26296596	26296596	+	0	NA	intron (NM_016529, intron 25 of 36)	intron (NM_016529, intron 25 of 36)	253684	NM_001313741	51761	Hs.444957	NM_016529	ENSG00000132932	ATP8A2	ATP|ATPIB|CAMRQ4|IB|ML-1	ATPase phospholipid transporting 8A2	protein-coding
0-137	chr11	126003797	126003797	+	0	NA	Intergenic	Intergenic	-70610	NM_016952	50937	Hs.38034	NM_016952	ENSG00000064309	CDON	CDO|CDON1|HPE11|ORCAM	cell adhesion associated, oncogene regulated	protein-coding
0-176	chr4	144108735	144108735	+	0	NA	intron (NM_001290325, intron 1 of 8)	intron (NM_001290325, intron 1 of 8)	2665	NM_001290326	84640	Hs.480848	NM_032557	ENSG00000170185	USP38	HP43.8KD	ubiquitin specific peptidase 38	protein-coding
0-305	chr3	28592045	28592045	+	0	NA	Intergenic	MIR|SINE|MIR	-24724	NR_038840	645206	Hs.376725	NR_038840		LINC00693	-	long intergenic non-protein coding RNA 693	ncRNA
0-223	chr2	29427723	29427723	+	0	NA	intron (NM_004304, intron 26 of 28)	AluSq2|SINE|Alu	89431	NM_024692	79745	Hs.122927	NM_024692	ENSG00000115295	CLIP4	RSNL2	CAP-Gly domain containing linker protein family member 4	protein-coding
0-229	chr7	24453412	24453412	+	0	NA	Intergenic	HAL1|LINE|L1	129605	NM_000905	4852	Hs.1832	NM_000905	ENSG00000122585	NPY	PYY4	neuropeptide Y	protein-coding
0-257	chr3	101434804	101434804	+	0	NA	Intergenic	AluJo|SINE|Alu	3526	NR_002941	285359	Hs.720825	NR_002941		PDCL3P4	-	phosducin-like 3 pseudogene 4	pseudo
