chr	start	end	not_musc_avg	musc_average	dist	leuk_average	chr	start	end	als.1.meth	als.1.unmeth	als.2.meth	als.2.unmeth	als.3.meth	als.3.unmeth	als.4.meth	als.4.unmeth	ctrl.1.meth	ctrl.1.unmeth	ctrl.2.meth	ctrl.2.unmeth	ctrl.3.meth	ctrl.3.unmeth	ctrl.4.meth	ctrl.4.unmeth
chr19	5507124	5507425	0.830497297	0.375416667	0.455080631	0.9633375	chr19	5507320	5507321	10	0	13	2	NA	NA	8	0	10	1	6	0	10	0	NA	NA
chr19	5507124	5507425	0.830497297	0.375416667	0.455080631	0.9633375	chr19	5507321	5507322	6	0	14	2	7	0	9	0	15	1	7	2	21	0	NA	NA
chr19	5507124	5507425	0.830497297	0.375416667	0.455080631	0.9633375	chr19	5507325	5507326	9	1	14	1	NA	NA	8	0	9	2	6	0	11	0	NA	NA
chr19	5507124	5507425	0.830497297	0.375416667	0.455080631	0.9633375	chr19	5507326	5507327	6	0	15	1	7	0	7	1	15	0	6	3	21	0	NA	NA
chr19	5507124	5507425	0.830497297	0.375416667	0.455080631	0.9633375	chr19	5507333	5507334	8	1	14	1	NA	NA	9	0	11	0	6	0	11	0	NA	NA
chr19	5507124	5507425	0.830497297	0.375416667	0.455080631	0.9633375	chr19	5507334	5507335	6	0	15	1	7	0	8	0	14	0	9	0	20	1	NA	NA
chr19	5507124	5507425	0.830497297	0.375416667	0.455080631	0.9633375	chr19	5507347	5507348	10	0	14	1	10	0	9	1	12	0	7	0	11	0	NA	NA
chr19	5507124	5507425	0.830497297	0.375416667	0.455080631	0.9633375	chr19	5507348	5507349	9	0	14	1	8	0	6	0	15	0	9	0	21	0	NA	NA
chr19	5507124	5507425	0.830497297	0.375416667	0.455080631	0.9633375	chr19	5507361	5507362	5	2	5	9	5	5	4	7	8	4	6	0	10	1	NA	NA
chr19	5507124	5507425	0.830497297	0.375416667	0.455080631	0.9633375	chr19	5507362	5507363	7	1	14	4	8	0	7	2	7	10	8	0	18	3	NA	NA
chr19	5507124	5507425	0.830497297	0.375416667	0.455080631	0.9633375	chr19	5507366	5507367	6	0	12	1	12	0	11	0	9	1	6	0	11	0	NA	NA
chr19	5507124	5507425	0.830497297	0.375416667	0.455080631	0.9633375	chr19	5507367	5507368	8	0	18	0	10	0	8	0	13	0	7	1	19	0	NA	NA
chr19	5507124	5507425	0.830497297	0.375416667	0.455080631	0.9633375	chr19	5507404	5507405	NA	NA	8	6	7	5	7	3	4	3	7	1	5	4	NA	NA
chr19	5507124	5507425	0.830497297	0.375416667	0.455080631	0.9633375	chr19	5507405	5507406	6	1	11	6	8	1	6	2	10	5	6	1	13	4	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507202	5507203	6	3	9	1	10	2	6	0	7	4	NA	NA	10	2	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507203	5507204	6	0	10	0	10	2	10	1	NA	NA	6	0	5	1	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507237	5507238	12	0	8	1	11	0	4	3	12	1	6	0	8	0	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507238	5507239	6	0	9	2	7	1	NA	NA	7	0	NA	NA	6	0	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507242	5507243	11	1	8	0	10	0	6	1	13	0	6	0	8	0	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507243	5507244	6	0	11	0	8	0	5	2	6	1	NA	NA	6	0	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507254	5507255	12	1	8	0	10	0	7	0	10	2	6	1	8	0	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507255	5507256	NA	NA	12	0	6	0	8	0	7	0	NA	NA	NA	NA	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507256	5507257	11	0	8	0	9	1	7	0	10	2	6	0	8	0	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507257	5507258	NA	NA	12	0	6	0	8	0	7	0	NA	NA	NA	NA	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507263	5507264	12	0	6	1	8	0	5	1	11	0	7	0	8	0	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507264	5507265	5	1	13	0	5	1	7	0	8	0	NA	NA	7	1	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507302	5507303	10	0	11	1	6	2	7	0	9	0	6	0	7	0	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507303	5507304	6	0	14	2	NA	NA	7	1	12	0	5	1	18	1	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507312	5507313	9	1	12	2	7	1	8	0	11	0	6	0	9	0	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507313	5507314	6	0	12	2	6	1	7	2	12	2	8	0	20	0	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507320	5507321	10	0	13	2	NA	NA	8	0	10	1	6	0	10	0	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507321	5507322	6	0	14	2	7	0	9	0	15	1	7	2	21	0	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507325	5507326	9	1	14	1	NA	NA	8	0	9	2	6	0	11	0	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507326	5507327	6	0	15	1	7	0	7	1	15	0	6	3	21	0	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507333	5507334	8	1	14	1	NA	NA	9	0	11	0	6	0	11	0	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507334	5507335	6	0	15	1	7	0	8	0	14	0	9	0	20	1	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507347	5507348	10	0	14	1	10	0	9	1	12	0	7	0	11	0	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507348	5507349	9	0	14	1	8	0	6	0	15	0	9	0	21	0	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507361	5507362	5	2	5	9	5	5	4	7	8	4	6	0	10	1	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507362	5507363	7	1	14	4	8	0	7	2	7	10	8	0	18	3	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507366	5507367	6	0	12	1	12	0	11	0	9	1	6	0	11	0	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507367	5507368	8	0	18	0	10	0	8	0	13	0	7	1	19	0	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507404	5507405	NA	NA	8	6	7	5	7	3	4	3	7	1	5	4	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507405	5507406	6	1	11	6	8	1	6	2	10	5	6	1	13	4	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507431	5507432	NA	NA	9	3	12	2	6	6	7	0	7	0	9	0	5	1
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507432	5507433	6	1	12	4	8	0	5	2	10	1	6	0	11	1	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507436	5507437	NA	NA	8	3	11	3	11	1	6	1	7	1	12	0	6	0
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507437	5507438	8	0	15	1	6	1	7	0	11	0	6	0	11	1	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507441	5507442	NA	NA	11	0	12	2	11	0	7	0	8	0	12	0	6	0
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507442	5507443	7	1	14	1	6	2	7	0	11	0	5	1	10	2	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507463	5507464	NA	NA	8	1	7	4	8	1	4	2	9	0	13	0	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507464	5507465	10	1	9	0	5	2	NA	NA	6	0	7	0	7	0	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507467	5507468	NA	NA	8	0	6	4	9	0	NA	NA	9	0	13	0	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507468	5507469	11	0	9	0	7	0	NA	NA	NA	NA	5	1	6	1	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507473	5507474	NA	NA	6	0	10	0	9	0	NA	NA	9	0	13	0	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507474	5507475	11	0	9	0	6	1	NA	NA	NA	NA	NA	NA	7	0	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507479	5507480	NA	NA	6	0	9	1	8	1	NA	NA	9	0	13	0	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507480	5507481	10	1	8	0	6	0	NA	NA	NA	NA	NA	NA	7	0	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507484	5507485	NA	NA	8	0	8	2	10	0	NA	NA	9	0	10	3	NA	NA
chr19	5507194	5507495	0.853359459	0.393466667	0.459892793	0.9609375	chr19	5507485	5507486	8	0	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507302	5507303	10	0	11	1	6	2	7	0	9	0	6	0	7	0	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507303	5507304	6	0	14	2	NA	NA	7	1	12	0	5	1	18	1	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507312	5507313	9	1	12	2	7	1	8	0	11	0	6	0	9	0	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507313	5507314	6	0	12	2	6	1	7	2	12	2	8	0	20	0	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507320	5507321	10	0	13	2	NA	NA	8	0	10	1	6	0	10	0	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507321	5507322	6	0	14	2	7	0	9	0	15	1	7	2	21	0	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507325	5507326	9	1	14	1	NA	NA	8	0	9	2	6	0	11	0	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507326	5507327	6	0	15	1	7	0	7	1	15	0	6	3	21	0	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507333	5507334	8	1	14	1	NA	NA	9	0	11	0	6	0	11	0	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507334	5507335	6	0	15	1	7	0	8	0	14	0	9	0	20	1	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507347	5507348	10	0	14	1	10	0	9	1	12	0	7	0	11	0	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507348	5507349	9	0	14	1	8	0	6	0	15	0	9	0	21	0	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507361	5507362	5	2	5	9	5	5	4	7	8	4	6	0	10	1	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507362	5507363	7	1	14	4	8	0	7	2	7	10	8	0	18	3	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507366	5507367	6	0	12	1	12	0	11	0	9	1	6	0	11	0	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507367	5507368	8	0	18	0	10	0	8	0	13	0	7	1	19	0	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507404	5507405	NA	NA	8	6	7	5	7	3	4	3	7	1	5	4	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507405	5507406	6	1	11	6	8	1	6	2	10	5	6	1	13	4	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507431	5507432	NA	NA	9	3	12	2	6	6	7	0	7	0	9	0	5	1
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507432	5507433	6	1	12	4	8	0	5	2	10	1	6	0	11	1	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507436	5507437	NA	NA	8	3	11	3	11	1	6	1	7	1	12	0	6	0
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507437	5507438	8	0	15	1	6	1	7	0	11	0	6	0	11	1	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507441	5507442	NA	NA	11	0	12	2	11	0	7	0	8	0	12	0	6	0
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507442	5507443	7	1	14	1	6	2	7	0	11	0	5	1	10	2	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507463	5507464	NA	NA	8	1	7	4	8	1	4	2	9	0	13	0	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507464	5507465	10	1	9	0	5	2	NA	NA	6	0	7	0	7	0	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507467	5507468	NA	NA	8	0	6	4	9	0	NA	NA	9	0	13	0	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507468	5507469	11	0	9	0	7	0	NA	NA	NA	NA	5	1	6	1	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507473	5507474	NA	NA	6	0	10	0	9	0	NA	NA	9	0	13	0	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507474	5507475	11	0	9	0	6	1	NA	NA	NA	NA	NA	NA	7	0	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507479	5507480	NA	NA	6	0	9	1	8	1	NA	NA	9	0	13	0	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507480	5507481	10	1	8	0	6	0	NA	NA	NA	NA	NA	NA	7	0	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507484	5507485	NA	NA	8	0	8	2	10	0	NA	NA	9	0	10	3	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507485	5507486	8	0	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507495	5507496	NA	NA	7	1	6	1	7	2	NA	NA	11	0	13	0	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507496	5507497	5	1	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507505	5507506	NA	NA	8	0	8	1	9	1	9	0	11	1	13	0	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507506	5507507	6	1	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507511	5507512	NA	NA	7	0	6	3	7	0	7	3	13	0	12	1	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507512	5507513	6	0	NA	NA	6	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507529	5507530	NA	NA	4	2	7	0	6	0	9	0	9	0	10	2	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507530	5507531	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507578	5507579	NA	NA	3	3	3	3	NA	NA	9	3	5	4	4	5	NA	NA
chr19	5507302	5507603	0.845933333	0.4827	0.363233333	0.94215	chr19	5507579	5507580	5	1	6	2	4	2	NA	NA	4	4	7	2	8	4	5	1
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507404	5507405	NA	NA	8	6	7	5	7	3	4	3	7	1	5	4	NA	NA
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507405	5507406	6	1	11	6	8	1	6	2	10	5	6	1	13	4	NA	NA
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507431	5507432	NA	NA	9	3	12	2	6	6	7	0	7	0	9	0	5	1
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507432	5507433	6	1	12	4	8	0	5	2	10	1	6	0	11	1	NA	NA
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507436	5507437	NA	NA	8	3	11	3	11	1	6	1	7	1	12	0	6	0
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507437	5507438	8	0	15	1	6	1	7	0	11	0	6	0	11	1	NA	NA
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507441	5507442	NA	NA	11	0	12	2	11	0	7	0	8	0	12	0	6	0
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507442	5507443	7	1	14	1	6	2	7	0	11	0	5	1	10	2	NA	NA
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507463	5507464	NA	NA	8	1	7	4	8	1	4	2	9	0	13	0	NA	NA
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507464	5507465	10	1	9	0	5	2	NA	NA	6	0	7	0	7	0	NA	NA
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507467	5507468	NA	NA	8	0	6	4	9	0	NA	NA	9	0	13	0	NA	NA
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507468	5507469	11	0	9	0	7	0	NA	NA	NA	NA	5	1	6	1	NA	NA
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507473	5507474	NA	NA	6	0	10	0	9	0	NA	NA	9	0	13	0	NA	NA
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507474	5507475	11	0	9	0	6	1	NA	NA	NA	NA	NA	NA	7	0	NA	NA
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507479	5507480	NA	NA	6	0	9	1	8	1	NA	NA	9	0	13	0	NA	NA
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507480	5507481	10	1	8	0	6	0	NA	NA	NA	NA	NA	NA	7	0	NA	NA
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507484	5507485	NA	NA	8	0	8	2	10	0	NA	NA	9	0	10	3	NA	NA
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507485	5507486	8	0	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507495	5507496	NA	NA	7	1	6	1	7	2	NA	NA	11	0	13	0	NA	NA
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507496	5507497	5	1	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507505	5507506	NA	NA	8	0	8	1	9	1	9	0	11	1	13	0	NA	NA
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507506	5507507	6	1	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507511	5507512	NA	NA	7	0	6	3	7	0	7	3	13	0	12	1	NA	NA
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507512	5507513	6	0	NA	NA	6	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507529	5507530	NA	NA	4	2	7	0	6	0	9	0	9	0	10	2	NA	NA
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507530	5507531	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507578	5507579	NA	NA	3	3	3	3	NA	NA	9	3	5	4	4	5	NA	NA
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507579	5507580	5	1	6	2	4	2	NA	NA	4	4	7	2	8	4	5	1
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507641	5507642	NA	NA	8	0	NA	NA	NA	NA	10	0	10	0	5	1	NA	NA
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507642	5507643	NA	NA	7	0	NA	NA	NA	NA	6	0	7	0	10	0	7	0
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507645	5507646	NA	NA	6	0	NA	NA	NA	NA	10	0	8	0	5	1	NA	NA
chr19	5507390	5507691	0.803886486	0.49245	0.311436486	0.9335125	chr19	5507646	5507647	NA	NA	7	0	NA	NA	NA	NA	7	0	6	1	8	1	4	3
chr19	8661114	8661415	0.811544144	0.497483333	0.314060811	0.934475	chr19	8661248	8661249	NA	NA	4	2	7	0	NA	NA	5	2	NA	NA	8	1	NA	NA
chr19	8661114	8661415	0.811544144	0.497483333	0.314060811	0.934475	chr19	8661319	8661320	NA	NA	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA
chr19	8661114	8661415	0.811544144	0.497483333	0.314060811	0.934475	chr19	8661320	8661321	NA	NA	7	1	17	1	9	0	17	0	13	3	14	4	NA	NA
chr19	8661114	8661415	0.811544144	0.497483333	0.314060811	0.934475	chr19	8661359	8661360	NA	NA	6	0	NA	NA	13	0	4	2	NA	NA	5	2	NA	NA
chr19	8661114	8661415	0.811544144	0.497483333	0.314060811	0.934475	chr19	8661360	8661361	8	0	8	0	19	0	11	3	17	0	16	1	18	3	NA	NA
chr19	8661114	8661415	0.811544144	0.497483333	0.314060811	0.934475	chr19	8661401	8661402	NA	NA	NA	NA	7	3	9	3	4	2	NA	NA	6	2	NA	NA
chr19	8661114	8661415	0.811544144	0.497483333	0.314060811	0.934475	chr19	8661402	8661403	3	4	9	0	17	3	12	2	10	3	4	8	17	5	NA	NA
chr19	15446467	15446768	0.866668468	0.465216667	0.401451802	0.9017375	chr19	15446730	15446731	NA	NA	NA	NA	NA	NA	1	10	NA	NA	NA	NA	NA	NA	NA	NA
chr19	15446467	15446768	0.866668468	0.465216667	0.401451802	0.9017375	chr19	15446731	15446732	6	0	3	5	4	3	3	4	5	5	2	5	2	4	NA	NA
chr19	15446467	15446768	0.866668468	0.465216667	0.401451802	0.9017375	chr19	15446761	15446762	NA	NA	0	6	NA	NA	1	10	NA	NA	4	2	NA	NA	NA	NA
chr19	15446467	15446768	0.866668468	0.465216667	0.401451802	0.9017375	chr19	15446762	15446763	5	1	2	4	NA	NA	2	5	NA	NA	3	4	NA	NA	NA	NA
chr19	18120578	18120879	0.804688288	0.4883	0.316388288	0.9596625	chr19	18120622	18120623	7	0	NA	NA	7	0	13	2	NA	NA	NA	NA	NA	NA	6	1
chr19	18120578	18120879	0.804688288	0.4883	0.316388288	0.9596625	chr19	18120623	18120624	9	0	10	0	10	0	NA	NA	9	0	13	2	19	1	NA	NA
chr19	18120578	18120879	0.804688288	0.4883	0.316388288	0.9596625	chr19	18120748	18120749	NA	NA	NA	NA	NA	NA	6	0	7	0	NA	NA	6	0	NA	NA
chr19	18120578	18120879	0.804688288	0.4883	0.316388288	0.9596625	chr19	18120749	18120750	6	1	6	1	NA	NA	9	1	7	0	17	2	15	0	7	3
chr19	18120578	18120879	0.804688288	0.4883	0.316388288	0.9596625	chr19	18120784	18120785	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	6	0	NA	NA
chr19	18120578	18120879	0.804688288	0.4883	0.316388288	0.9596625	chr19	18120785	18120786	8	2	9	0	NA	NA	13	2	10	1	11	3	11	0	6	2
chr19	18120578	18120879	0.804688288	0.4883	0.316388288	0.9596625	chr19	18120789	18120790	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	7	0	NA	NA
chr19	18120578	18120879	0.804688288	0.4883	0.316388288	0.9596625	chr19	18120790	18120791	10	2	8	0	NA	NA	15	1	10	2	13	1	11	0	9	0
chr19	18120578	18120879	0.804688288	0.4883	0.316388288	0.9596625	chr19	18120824	18120825	NA	NA	NA	NA	NA	NA	6	0	NA	NA	NA	NA	8	1	NA	NA
chr19	18120578	18120879	0.804688288	0.4883	0.316388288	0.9596625	chr19	18120825	18120826	11	0	9	1	5	1	18	1	12	0	14	0	8	1	9	1
chr19	18120578	18120879	0.804688288	0.4883	0.316388288	0.9596625	chr19	18120878	18120879	NA	NA	6	0	NA	NA	7	2	NA	NA	NA	NA	11	0	NA	NA
chr19	35523318	35523619	0.875846847	0.457566667	0.41828018	0.9390625	chr19	35523473	35523474	NA	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	1
chr19	35523318	35523619	0.875846847	0.457566667	0.41828018	0.9390625	chr19	35523476	35523477	NA	NA	7	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr19	35523318	35523619	0.875846847	0.457566667	0.41828018	0.9390625	chr19	35523499	35523500	NA	NA	8	1	NA	NA	NA	NA	NA	NA	6	2	4	2	NA	NA
chr19	35523318	35523619	0.875846847	0.457566667	0.41828018	0.9390625	chr19	35523527	35523528	NA	NA	11	0	6	0	8	0	NA	NA	11	0	9	0	6	0
chr19	35523318	35523619	0.875846847	0.457566667	0.41828018	0.9390625	chr19	35523530	35523531	NA	NA	11	0	6	0	8	0	NA	NA	11	0	10	0	6	0
chr19	35523318	35523619	0.875846847	0.457566667	0.41828018	0.9390625	chr19	35523583	35523584	NA	NA	10	2	6	3	6	1	5	1	8	6	7	1	7	1
