chr	start	end 	not_leuk_avg	leuk_average	chr	start	end	als.1.meth	als.1.unmeth	als.2.meth	als.2.unmeth	als.3.meth	als.3.unmeth	als.4.meth	als.4.unmeth	ctrl.1.meth	ctrl.1.unmeth	ctrl.2.meth	ctrl.2.unmeth	ctrl.3.meth	ctrl.3.unmeth	ctrl.4.meth	ctrl.4.unmeth
chr19	17958896	17959197	0.542048649	0.0359	chr19	17958991	17958992	6	0	NA	NA	8	1	NA	NA	6	1	NA	NA	9	0	NA	NA
chr19	17958896	17959197	0.542048649	0.0359	chr19	17958992	17958993	NA	NA	8	2	12	0	12	0	6	2	10	1	11	3	NA	NA
chr19	17958896	17959197	0.542048649	0.0359	chr19	17959040	17959041	NA	NA	NA	NA	6	2	NA	NA	6	0	7	0	9	0	NA	NA
chr19	17958896	17959197	0.542048649	0.0359	chr19	17959041	17959042	6	1	12	0	12	0	14	1	10	0	8	1	13	0	NA	NA
chr19	17958896	17959197	0.542048649	0.0359	chr19	17959056	17959057	NA	NA	NA	NA	7	0	NA	NA	5	1	NA	NA	8	1	NA	NA
chr19	17958896	17959197	0.542048649	0.0359	chr19	17959057	17959058	7	0	9	2	8	0	14	0	7	1	10	0	11	2	NA	NA
chr19	17958896	17959197	0.542048649	0.0359	chr19	17959078	17959079	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	8	0	NA	NA
chr19	17958896	17959197	0.542048649	0.0359	chr19	17959079	17959080	6	0	12	1	7	1	14	1	6	1	11	0	10	0	NA	NA
chr19	17958896	17959197	0.542048649	0.0359	chr19	17959086	17959087	NA	NA	NA	NA	6	0	6	0	NA	NA	NA	NA	7	1	NA	NA
chr19	17958896	17959197	0.542048649	0.0359	chr19	17959087	17959088	6	0	12	0	7	0	14	1	7	0	11	0	11	1	NA	NA
chr19	17958896	17959197	0.542048649	0.0359	chr19	17959121	17959122	7	0	10	0	7	0	10	0	NA	NA	9	0	12	0	NA	NA
chr19	17958896	17959197	0.542048649	0.0359	chr19	17959138	17959139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	0	NA	NA	NA	NA
chr19	17958896	17959197	0.542048649	0.0359	chr19	17959139	17959140	NA	NA	9	0	NA	NA	7	1	NA	NA	6	0	7	0	NA	NA
chr19	17958896	17959197	0.542048649	0.0359	chr19	17959149	17959150	NA	NA	NA	NA	NA	NA	6	0	NA	NA	9	1	NA	NA	NA	NA
chr19	17958896	17959197	0.542048649	0.0359	chr19	17959150	17959151	NA	NA	8	0	NA	NA	6	0	NA	NA	8	0	7	0	NA	NA
chr19	17958896	17959197	0.542048649	0.0359	chr19	17959167	17959168	NA	NA	6	0	7	1	7	0	NA	NA	12	0	NA	NA	NA	NA
chr19	17958896	17959197	0.542048649	0.0359	chr19	17959168	17959169	NA	NA	7	0	NA	NA	6	0	NA	NA	10	1	7	0	NA	NA
chr19	17958896	17959197	0.542048649	0.0359	chr19	17959169	17959170	NA	NA	6	0	7	0	7	0	NA	NA	11	1	NA	NA	NA	NA
chr19	17958896	17959197	0.542048649	0.0359	chr19	17959170	17959171	NA	NA	9	0	NA	NA	6	0	NA	NA	10	1	6	1	NA	NA
chr19	17958896	17959197	0.542048649	0.0359	chr19	17959173	17959174	NA	NA	7	0	7	0	7	0	NA	NA	12	0	NA	NA	NA	NA
chr19	17958896	17959197	0.542048649	0.0359	chr19	17959174	17959175	NA	NA	8	1	NA	NA	6	0	NA	NA	12	0	8	0	NA	NA
chr3	138667625	138667926	0.701264865	0.1951375	chr3	138667630	138667631	NA	NA	7	2	NA	NA	10	0	10	0	7	0	13	0	7	0
chr3	138667625	138667926	0.701264865	0.1951375	chr3	138667631	138667632	NA	NA	13	0	10	2	14	1	11	0	7	0	13	0	NA	NA
chr3	138667625	138667926	0.701264865	0.1951375	chr3	138667654	138667655	NA	NA	8	0	NA	NA	10	0	NA	NA	NA	NA	11	0	NA	NA
chr3	138667625	138667926	0.701264865	0.1951375	chr3	138667655	138667656	NA	NA	13	1	7	1	12	0	11	1	NA	NA	14	1	NA	NA
chr3	138667625	138667926	0.701264865	0.1951375	chr3	138667662	138667663	NA	NA	6	2	NA	NA	6	2	NA	NA	NA	NA	10	1	NA	NA
chr3	138667625	138667926	0.701264865	0.1951375	chr3	138667663	138667664	NA	NA	9	3	7	0	11	1	12	0	6	0	13	1	NA	NA
chr3	138667625	138667926	0.701264865	0.1951375	chr3	138667686	138667687	NA	NA	NA	NA	NA	NA	7	0	6	0	NA	NA	12	0	NA	NA
chr3	138667625	138667926	0.701264865	0.1951375	chr3	138667687	138667688	NA	NA	8	1	4	2	7	3	11	0	6	0	9	0	NA	NA
chr3	138667625	138667926	0.701264865	0.1951375	chr3	138667706	138667707	NA	NA	10	0	NA	NA	7	0	6	0	NA	NA	15	0	NA	NA
chr3	138667625	138667926	0.701264865	0.1951375	chr3	138667707	138667708	NA	NA	14	0	11	0	NA	NA	9	0	12	0	11	1	NA	NA
chr3	138667625	138667926	0.701264865	0.1951375	chr3	138667756	138667757	NA	NA	9	0	8	0	8	0	10	0	NA	NA	13	0	NA	NA
chr3	138667625	138667926	0.701264865	0.1951375	chr3	138667757	138667758	NA	NA	13	0	9	0	6	1	9	1	13	0	7	1	NA	NA
chr3	138667625	138667926	0.701264865	0.1951375	chr3	138667788	138667789	NA	NA	10	0	10	0	6	1	6	0	NA	NA	11	0	NA	NA
chr3	138667625	138667926	0.701264865	0.1951375	chr3	138667789	138667790	NA	NA	15	0	12	0	12	0	6	0	10	0	6	0	7	0
chr3	138667625	138667926	0.701264865	0.1951375	chr3	138667794	138667795	NA	NA	10	0	10	0	7	0	7	0	NA	NA	12	0	NA	NA
chr3	138667625	138667926	0.701264865	0.1951375	chr3	138667795	138667796	NA	NA	14	0	11	1	12	0	7	0	9	0	6	0	6	1
chr3	138667625	138667926	0.701264865	0.1951375	chr3	138667832	138667833	NA	NA	11	0	10	0	5	1	7	0	NA	NA	10	0	NA	NA
chr3	138667625	138667926	0.701264865	0.1951375	chr3	138667833	138667834	NA	NA	13	0	11	0	10	0	NA	NA	NA	NA	NA	NA	7	0
chr3	138667625	138667926	0.701264865	0.1951375	chr3	138667864	138667865	NA	NA	6	0	9	1	9	0	7	0	7	0	6	0	NA	NA
chr3	138667625	138667926	0.701264865	0.1951375	chr3	138667865	138667866	NA	NA	8	1	10	0	7	0	NA	NA	7	0	NA	NA	6	0
chr11	123324934	123325235	0.561031532	0.0549125	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr14	50438001	50438302	0.580161261	0.0741125	chr14	50438069	50438070	7	0	14	0	9	0	9	1	9	0	12	0	11	1	NA	NA
chr14	50438001	50438302	0.580161261	0.0741125	chr14	50438070	50438071	NA	NA	7	0	5	1	6	0	9	0	7	1	5	1	8	0
chr14	50438001	50438302	0.580161261	0.0741125	chr14	50438083	50438084	6	0	14	0	8	0	12	0	9	1	11	1	12	0	NA	NA
chr14	50438001	50438302	0.580161261	0.0741125	chr14	50438084	50438085	6	0	11	0	9	1	7	0	14	0	15	0	7	0	10	0
chr14	50438001	50438302	0.580161261	0.0741125	chr14	50438101	50438102	NA	NA	11	0	NA	NA	9	0	11	0	12	0	10	1	NA	NA
chr14	50438001	50438302	0.580161261	0.0741125	chr14	50438102	50438103	7	1	9	0	11	0	8	0	15	1	15	0	7	4	11	0
chr3	67706170	67706471	0.705559459	0.199525	chr3	67706294	67706295	13	2	7	0	18	2	14	0	17	1	14	0	12	0	4	2
chr3	67706170	67706471	0.705559459	0.199525	chr3	67706295	67706296	6	0	15	0	9	1	7	2	7	1	14	2	15	1	NA	NA
chr3	67706170	67706471	0.705559459	0.199525	chr3	67706446	67706447	4	2	13	3	5	1	8	2	10	4	10	5	10	2	NA	NA
chr3	67706170	67706471	0.705559459	0.199525	chr3	67706447	67706448	6	1	12	1	8	1	11	2	11	2	12	3	6	3	6	2
chr7	1959839	1960140	0.542207207	0.0362	chr7	1959853	1959854	NA	NA	11	2	NA	NA	8	0	7	0	12	0	NA	NA	6	0
chr7	1959839	1960140	0.542207207	0.0362	chr7	1959854	1959855	NA	NA	NA	NA	7	0	9	0	NA	NA	9	0	5	2	NA	NA
chr7	1959839	1960140	0.542207207	0.0362	chr7	1960093	1960094	10	1	12	1	12	3	16	2	8	1	14	1	9	1	6	1
chr7	1959839	1960140	0.542207207	0.0362	chr7	1960094	1960095	NA	NA	8	0	8	0	NA	NA	9	0	6	0	6	0	NA	NA
chr11	2919658	2919959	0.704423423	0.1984375	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr7	5335547	5335848	0.657164865	0.1512125	chr7	5335559	5335560	6	1	8	4	4	6	3	6	NA	NA	10	3	5	3	NA	NA
chr7	5335547	5335848	0.657164865	0.1512125	chr7	5335560	5335561	NA	NA	NA	NA	NA	NA	1	7	NA	NA	NA	NA	NA	NA	NA	NA
chr7	5335547	5335848	0.657164865	0.1512125	chr7	5335561	5335562	5	2	9	3	3	7	1	8	NA	NA	10	3	4	3	NA	NA
chr7	5335547	5335848	0.657164865	0.1512125	chr7	5335562	5335563	NA	NA	NA	NA	NA	NA	3	4	NA	NA	NA	NA	NA	NA	NA	NA
chr7	5335547	5335848	0.657164865	0.1512125	chr7	5335599	5335600	NA	NA	6	2	3	4	4	3	NA	NA	5	3	1	6	NA	NA
chr7	5335547	5335848	0.657164865	0.1512125	chr7	5335600	5335601	NA	NA	NA	NA	NA	NA	1	7	NA	NA	NA	NA	NA	NA	NA	NA
chr15	66697023	66697324	0.670869369	0.16495	chr15	66697025	66697026	8	0	7	2	17	3	9	2	14	3	NA	NA	8	3	NA	NA
chr15	66697023	66697324	0.670869369	0.16495	chr15	66697234	66697235	NA	NA	7	1	12	0	NA	NA	4	2	7	0	NA	NA	NA	NA
chr15	66697023	66697324	0.670869369	0.16495	chr15	66697235	66697236	6	0	10	0	9	0	8	1	9	0	9	0	8	1	NA	NA
chr13	99934723	99935024	0.642095495	0.1362125	chr13	99934745	99934746	NA	NA	9	0	NA	NA	NA	NA	NA	NA	13	0	7	0	6	0
chr13	99934723	99935024	0.642095495	0.1362125	chr13	99934746	99934747	6	0	6	0	18	2	7	1	6	1	12	0	12	2	8	0
chr13	99934723	99935024	0.642095495	0.1362125	chr13	99934756	99934757	NA	NA	11	0	NA	NA	NA	NA	NA	NA	14	0	NA	NA	6	0
chr13	99934723	99935024	0.642095495	0.1362125	chr13	99934757	99934758	6	0	5	2	17	3	7	1	6	0	9	0	12	1	8	0
chr13	99934723	99935024	0.642095495	0.1362125	chr13	99934799	99934800	NA	NA	9	1	5	1	6	2	NA	NA	11	1	NA	NA	7	0
chr13	99934723	99935024	0.642095495	0.1362125	chr13	99934800	99934801	5	1	8	0	14	0	NA	NA	NA	NA	9	0	10	2	6	0
chr13	99934723	99935024	0.642095495	0.1362125	chr13	99934803	99934804	NA	NA	9	1	4	2	4	2	NA	NA	3	7	NA	NA	7	0
chr13	99934723	99935024	0.642095495	0.1362125	chr13	99934804	99934805	6	0	7	1	9	5	NA	NA	NA	NA	7	2	12	0	6	0
chr13	99934723	99935024	0.642095495	0.1362125	chr13	99934852	99934853	NA	NA	13	3	11	2	9	1	7	1	7	3	11	1	11	1
chr13	99934723	99935024	0.642095495	0.1362125	chr13	99934853	99934854	9	0	15	1	15	0	12	0	NA	NA	11	1	8	2	NA	NA
chr13	99934723	99935024	0.642095495	0.1362125	chr13	99934991	99934992	NA	NA	10	1	13	4	7	2	9	1	15	3	8	2	7	1
chr13	99934723	99935024	0.642095495	0.1362125	chr13	99934992	99934993	10	0	10	5	9	2	7	3	7	1	11	3	14	5	7	0
chr13	99934723	99935024	0.642095495	0.1362125	chr13	99935017	99935018	NA	NA	4	3	10	10	5	7	4	3	11	8	1	7	6	2
chr13	99934723	99935024	0.642095495	0.1362125	chr13	99935018	99935019	4	4	6	4	6	7	8	3	5	1	7	3	8	10	3	5
chr1	77745878	77746179	0.778462162	0.2725875	chr1	77745944	77745945	7	0	8	0	7	0	8	1	10	1	10	4	8	1	NA	NA
chr1	77745878	77746179	0.778462162	0.2725875	chr1	77745945	77745946	NA	NA	NA	NA	8	0	6	2	NA	NA	6	0	NA	NA	NA	NA
chr1	77745878	77746179	0.778462162	0.2725875	chr1	77746129	77746130	NA	NA	7	0	NA	NA	8	0	NA	NA	NA	NA	6	1	NA	NA
chr1	77745878	77746179	0.778462162	0.2725875	chr1	77746130	77746131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	0	6	0	NA	NA
chr7	3020132	3020433	0.712313514	0.20645	chr7	3020394	3020395	9	0	NA	NA	7	3	NA	NA	7	0	7	0	7	0	NA	NA
chr7	3020132	3020433	0.712313514	0.20645	chr7	3020395	3020396	6	0	17	1	11	1	NA	NA	9	1	7	3	9	2	NA	NA
chr6	170531285	170531586	0.655922523	0.150175	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr19	54617659	54617960	0.626163964	0.120425	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr10	113987251	113987552	0.6444	0.1387125	chr10	113987431	113987432	NA	NA	11	0	9	1	15	0	14	1	19	2	16	1	6	0
chr10	113987251	113987552	0.6444	0.1387125	chr10	113987432	113987433	8	0	10	1	NA	NA	NA	NA	8	1	6	1	NA	NA	NA	NA
chr10	113987251	113987552	0.6444	0.1387125	chr10	113987508	113987509	NA	NA	10	0	10	0	15	0	10	1	12	0	10	0	NA	NA
chr10	113987251	113987552	0.6444	0.1387125	chr10	113987509	113987510	7	0	13	0	13	0	NA	NA	12	1	8	0	7	0	5	1
chr10	113987251	113987552	0.6444	0.1387125	chr10	113987537	113987538	7	1	7	0	9	0	11	1	8	1	13	0	7	0	NA	NA
chr10	113987251	113987552	0.6444	0.1387125	chr10	113987538	113987539	NA	NA	14	0	15	0	NA	NA	13	1	9	0	7	0	NA	NA
chr1	9711248	9711549	0.585573874	0.0799125	chr1	9711341	9711342	8	0	9	0	15	1	8	0	9	0	11	0	7	0	NA	NA
chr1	9711248	9711549	0.585573874	0.0799125	chr1	9711342	9711343	8	1	9	0	17	0	11	1	5	1	8	0	11	0	NA	NA
chr1	9711248	9711549	0.585573874	0.0799125	chr1	9711346	9711347	9	0	9	1	16	0	8	0	9	0	12	1	7	0	NA	NA
chr1	9711248	9711549	0.585573874	0.0799125	chr1	9711347	9711348	9	0	9	0	15	2	13	0	6	0	10	0	11	0	NA	NA
chr1	9711248	9711549	0.585573874	0.0799125	chr1	9711384	9711385	12	0	11	0	13	1	10	0	12	0	13	0	6	1	NA	NA
chr1	9711248	9711549	0.585573874	0.0799125	chr1	9711385	9711386	8	0	13	1	18	0	14	0	9	0	12	0	15	0	NA	NA
chr1	9711248	9711549	0.585573874	0.0799125	chr1	9711386	9711387	12	1	11	0	13	1	10	0	14	0	13	1	8	0	NA	NA
chr1	9711248	9711549	0.585573874	0.0799125	chr1	9711387	9711388	7	1	15	0	18	0	14	0	9	0	11	0	14	2	NA	NA
chr1	9711248	9711549	0.585573874	0.0799125	chr1	9711390	9711391	13	1	11	0	15	1	10	1	14	0	13	0	9	0	NA	NA
chr1	9711248	9711549	0.585573874	0.0799125	chr1	9711391	9711392	7	0	15	1	16	1	14	0	10	0	9	4	15	1	NA	NA
chr1	9711248	9711549	0.585573874	0.0799125	chr1	9711409	9711410	10	4	9	3	14	3	12	0	12	3	16	1	9	1	NA	NA
chr1	9711248	9711549	0.585573874	0.0799125	chr1	9711410	9711411	6	0	13	0	12	2	11	3	7	4	11	2	14	3	NA	NA
chr1	9711248	9711549	0.585573874	0.0799125	chr1	9711440	9711441	16	0	9	0	16	0	11	0	14	0	12	0	10	1	NA	NA
chr1	9711248	9711549	0.585573874	0.0799125	chr1	9711441	9711442	NA	NA	9	0	13	1	10	1	9	1	13	1	16	0	6	0
chr1	9711248	9711549	0.585573874	0.0799125	chr1	9711545	9711546	NA	NA	NA	NA	7	4	NA	NA	6	0	10	2	10	1	NA	NA
chr1	9711248	9711549	0.585573874	0.0799125	chr1	9711546	9711547	NA	NA	6	1	9	0	5	1	8	0	16	1	NA	NA	NA	NA
chr17	79386819	79387120	0.651311712	0.1457	chr17	79386823	79386824	NA	NA	5	1	NA	NA	7	0	NA	NA	6	0	NA	NA	NA	NA
chr17	79386819	79387120	0.651311712	0.1457	chr17	79386824	79386825	NA	NA	NA	NA	6	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	79386819	79387120	0.651311712	0.1457	chr17	79386860	79386861	NA	NA	6	3	NA	NA	NA	NA	NA	NA	2	5	5	4	NA	NA
chr17	79386819	79387120	0.651311712	0.1457	chr17	79386861	79386862	NA	NA	4	2	3	6	5	2	2	4	NA	NA	NA	NA	NA	NA
chr1	112057729	112058030	0.689524324	0.1839375	chr1	112057835	112057836	NA	NA	NA	NA	NA	NA	5	2	NA	NA	7	0	5	2	NA	NA
chr1	112057729	112058030	0.689524324	0.1839375	chr1	112057836	112057837	8	0	7	2	12	0	12	0	6	1	16	1	8	3	6	1
chr1	112057729	112058030	0.689524324	0.1839375	chr1	112057964	112057965	NA	NA	NA	NA	NA	NA	6	1	NA	NA	NA	NA	NA	NA	NA	NA
chr1	112057729	112058030	0.689524324	0.1839375	chr1	112057965	112057966	6	0	11	1	14	0	10	0	9	3	11	0	9	1	7	0
chr1	112057729	112058030	0.689524324	0.1839375	chr1	112057974	112057975	NA	NA	NA	NA	NA	NA	7	1	NA	NA	NA	NA	NA	NA	NA	NA
chr1	112057729	112058030	0.689524324	0.1839375	chr1	112057975	112057976	7	0	13	0	14	1	8	0	11	1	12	0	8	2	7	0
chr1	112057729	112058030	0.689524324	0.1839375	chr1	112057985	112057986	NA	NA	NA	NA	NA	NA	8	1	NA	NA	NA	NA	NA	NA	NA	NA
chr1	112057729	112058030	0.689524324	0.1839375	chr1	112057986	112057987	5	1	12	0	12	2	NA	NA	12	0	13	0	10	2	7	0
chr12	67830555	67830856	0.667859459	0.162275	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr4	40860177	40860478	0.641062162	0.1355125	chr4	40860287	40860288	9	0	NA	NA	5	4	7	1	NA	NA	NA	NA	6	2	NA	NA
chr4	40860177	40860478	0.641062162	0.1355125	chr4	40860288	40860289	NA	NA	8	0	NA	NA	10	1	NA	NA	9	0	NA	NA	NA	NA
chr4	40860177	40860478	0.641062162	0.1355125	chr4	40860328	40860329	NA	NA	NA	NA	7	1	NA	NA	8	1	6	0	7	0	NA	NA
chr4	40860177	40860478	0.641062162	0.1355125	chr4	40860329	40860330	NA	NA	7	0	NA	NA	10	0	NA	NA	8	0	NA	NA	5	1
chr4	40860177	40860478	0.641062162	0.1355125	chr4	40860450	40860451	NA	NA	6	0	9	0	12	0	NA	NA	7	0	6	0	NA	NA
chr4	40860177	40860478	0.641062162	0.1355125	chr4	40860451	40860452	NA	NA	12	1	9	0	9	1	NA	NA	12	0	8	0	5	1
chr19	42904978	42905279	0.732202703	0.226675	chr19	42905005	42905006	5	1	10	0	8	0	NA	NA	11	2	9	3	10	2	NA	NA
chr19	42904978	42905279	0.732202703	0.226675	chr19	42905006	42905007	NA	NA	10	1	13	0	NA	NA	7	1	5	1	12	0	NA	NA
chr19	42904978	42905279	0.732202703	0.226675	chr19	42905020	42905021	NA	NA	8	0	7	0	8	0	11	0	5	3	11	0	NA	NA
chr19	42904978	42905279	0.732202703	0.226675	chr19	42905021	42905022	NA	NA	8	2	14	1	NA	NA	6	1	6	0	13	0	5	1
chr15	78856974	78857275	0.72590991	0.220425	chr15	78856980	78856981	8	1	11	0	9	1	NA	NA	13	0	10	0	17	0	NA	NA
chr15	78856974	78857275	0.72590991	0.220425	chr15	78856981	78856982	NA	NA	7	1	5	3	5	1	7	0	6	1	9	1	NA	NA
chr15	78856974	78857275	0.72590991	0.220425	chr15	78857020	78857021	NA	NA	8	0	6	1	NA	NA	12	1	7	1	12	2	NA	NA
chr15	78856974	78857275	0.72590991	0.220425	chr15	78857021	78857022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	1	6	1	NA	NA
chr15	78856974	78857275	0.72590991	0.220425	chr15	78857025	78857026	NA	NA	8	0	6	0	NA	NA	13	0	6	1	11	1	NA	NA
chr15	78856974	78857275	0.72590991	0.220425	chr15	78857026	78857027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	1	6	1	NA	NA
chr15	78856974	78857275	0.72590991	0.220425	chr15	78857029	78857030	NA	NA	8	0	6	0	NA	NA	13	0	7	0	11	0	NA	NA
chr15	78856974	78857275	0.72590991	0.220425	chr15	78857030	78857031	NA	NA	6	0	NA	NA	NA	NA	NA	NA	7	0	6	1	NA	NA
chr15	78856974	78857275	0.72590991	0.220425	chr15	78857050	78857051	NA	NA	10	1	NA	NA	6	0	12	0	7	1	12	1	NA	NA
chr15	78856974	78857275	0.72590991	0.220425	chr15	78857051	78857052	NA	NA	6	0	NA	NA	NA	NA	6	0	NA	NA	5	2	NA	NA
chr15	78856974	78857275	0.72590991	0.220425	chr15	78857081	78857082	6	1	12	0	5	1	7	0	10	0	8	1	11	1	NA	NA
chr15	78856974	78857275	0.72590991	0.220425	chr15	78857082	78857083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	1
chr15	78856974	78857275	0.72590991	0.220425	chr15	78857273	78857274	NA	NA	15	0	9	1	10	0	10	0	9	0	8	0	NA	NA
chr15	78856974	78857275	0.72590991	0.220425	chr15	78857274	78857275	NA	NA	NA	NA	NA	NA	NA	NA	7	0	NA	NA	6	0	NA	NA
chr6	31765417	31765718	0.589891892	0.084425	.	-1	-1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
chr19	18197703	18198004	0.553062162	0.0476	chr19	18197940	18197941	NA	NA	7	0	NA	NA	7	1	9	0	6	1	7	1	NA	NA
chr19	18197703	18198004	0.553062162	0.0476	chr19	18197964	18197965	NA	NA	7	1	6	1	7	3	7	2	6	1	7	3	NA	NA
chr3	48264603	48264904	0.624016216	0.118575	chr3	48264626	48264627	9	0	10	0	9	2	15	1	10	1	NA	NA	10	0	NA	NA
chr3	48264603	48264904	0.624016216	0.118575	chr3	48264627	48264628	NA	NA	NA	NA	7	0	NA	NA	NA	NA	NA	NA	4	2	NA	NA
chr3	48264603	48264904	0.624016216	0.118575	chr3	48264657	48264658	8	0	10	0	10	1	17	0	9	1	6	0	15	0	NA	NA
chr3	48264603	48264904	0.624016216	0.118575	chr3	48264658	48264659	NA	NA	NA	NA	6	0	6	0	NA	NA	6	0	5	1	NA	NA
chr3	48264603	48264904	0.624016216	0.118575	chr3	48264701	48264702	8	1	7	0	10	0	9	1	7	0	9	0	13	0	NA	NA
chr3	48264603	48264904	0.624016216	0.118575	chr3	48264702	48264703	NA	NA	NA	NA	NA	NA	6	0	NA	NA	6	0	NA	NA	NA	NA
chr3	48264603	48264904	0.624016216	0.118575	chr3	48264785	48264786	10	0	12	0	13	0	12	1	6	0	10	0	9	0	7	0
chr3	48264603	48264904	0.624016216	0.118575	chr3	48264786	48264787	NA	NA	6	0	5	2	9	1	NA	NA	9	0	5	1	NA	NA
chr2	233924780	233925081	0.53836036	0.032975	chr2	233924940	233924941	NA	NA	9	2	14	3	NA	NA	9	1	13	1	13	0	NA	NA
chr2	233924780	233925081	0.53836036	0.032975	chr2	233924941	233924942	NA	NA	6	1	6	3	9	2	NA	NA	10	1	10	2	9	1
chr2	233924780	233925081	0.53836036	0.032975	chr2	233925040	233925041	NA	NA	9	3	10	1	12	1	7	2	12	3	10	6	NA	NA
chr2	233924780	233925081	0.53836036	0.032975	chr2	233925041	233925042	NA	NA	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA
chr8	42150644	42150945	0.593457658	0.0881125	chr8	42150919	42150920	NA	NA	NA	NA	NA	NA	7	1	NA	NA	6	0	NA	NA	NA	NA
chr8	42150644	42150945	0.593457658	0.0881125	chr8	42150939	42150940	NA	NA	4	3	NA	NA	5	3	NA	NA	NA	NA	5	1	NA	NA
chr8	42150644	42150945	0.593457658	0.0881125	chr8	42150943	42150944	NA	NA	8	0	NA	NA	8	0	NA	NA	NA	NA	5	1	NA	NA
chr7	65214693	65214994	0.815877477	0.3105625	chr7	65214752	65214753	NA	NA	9	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr7	65214693	65214994	0.815877477	0.3105625	chr7	65214824	65214825	NA	NA	10	1	7	0	7	1	NA	NA	NA	NA	6	0	NA	NA
chr7	65214693	65214994	0.815877477	0.3105625	chr7	65214947	65214948	NA	NA	NA	NA	6	0	7	2	NA	NA	NA	NA	7	0	NA	NA
chr7	65214693	65214994	0.815877477	0.3105625	chr7	65214948	65214949	NA	NA	NA	NA	6	2	NA	NA	4	5	4	3	NA	NA	NA	NA
chr1	238025264	238025565	0.642857658	0.137575	chr1	238025289	238025290	NA	NA	9	1	11	1	6	2	11	1	8	1	5	2	6	1
chr1	238025264	238025565	0.642857658	0.137575	chr1	238025290	238025291	7	1	10	3	7	0	6	1	6	1	8	2	6	1	NA	NA
chr17	75275919	75276220	0.711206306	0.2059375	chr17	75275927	75275928	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	75275919	75276220	0.711206306	0.2059375	chr17	75275965	75275966	NA	NA	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	75275919	75276220	0.711206306	0.2059375	chr17	75276039	75276040	NA	NA	9	1	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	75275919	75276220	0.711206306	0.2059375	chr17	75276040	75276041	NA	NA	NA	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr17	75275919	75276220	0.711206306	0.2059375	chr17	75276071	75276072	NA	NA	8	0	6	0	5	2	NA	NA	NA	NA	NA	NA	NA	NA
chr17	75275919	75276220	0.711206306	0.2059375	chr17	75276072	75276073	6	0	NA	NA	5	1	6	0	NA	NA	NA	NA	NA	NA	NA	NA
chr17	75275919	75276220	0.711206306	0.2059375	chr17	75276102	75276103	NA	NA	7	0	6	1	7	2	NA	NA	NA	NA	NA	NA	NA	NA
chr17	75275919	75276220	0.711206306	0.2059375	chr17	75276103	75276104	6	0	6	0	5	2	9	1	NA	NA	NA	NA	NA	NA	NA	NA
chr17	75275919	75276220	0.711206306	0.2059375	chr17	75276135	75276136	NA	NA	6	0	7	2	7	1	NA	NA	5	1	NA	NA	NA	NA
chr17	75275919	75276220	0.711206306	0.2059375	chr17	75276136	75276137	6	0	8	0	7	1	8	1	NA	NA	NA	NA	NA	NA	NA	NA
chr17	75275919	75276220	0.711206306	0.2059375	chr17	75276145	75276146	NA	NA	5	1	8	2	8	1	NA	NA	5	1	NA	NA	NA	NA
chr17	75275919	75276220	0.711206306	0.2059375	chr17	75276146	75276147	6	0	7	0	6	1	10	1	NA	NA	NA	NA	NA	NA	NA	NA
chr17	75275919	75276220	0.711206306	0.2059375	chr17	75276147	75276148	NA	NA	NA	NA	9	1	8	1	NA	NA	6	0	NA	NA	NA	NA
chr17	75275919	75276220	0.711206306	0.2059375	chr17	75276148	75276149	6	0	6	0	6	1	9	1	NA	NA	NA	NA	NA	NA	NA	NA
chr17	75275919	75276220	0.711206306	0.2059375	chr17	75276199	75276200	NA	NA	NA	NA	12	1	10	0	NA	NA	NA	NA	7	1	7	0
chr17	75275919	75276220	0.711206306	0.2059375	chr17	75276200	75276201	NA	NA	7	0	6	1	9	2	NA	NA	8	1	8	1	NA	NA
chr19	14785454	14785755	0.631467568	0.1262125	chr19	14785675	14785676	NA	NA	NA	NA	7	0	NA	NA	NA	NA	7	0	NA	NA	NA	NA
