chr,start,not_musc_avg,musc_average,dist,leuk_average,X.Sample_geo_accession,gene_id,closest.SNP,SNP.allele.freq,gene_name
2,119991327,0.846575676,0.4656,0.380975676,0.919175,cg26888222,NM_182915;NM_001008410;NM_018234,rs571941264;rs116104137;rs563882937,0.000200;0.000799;0.000200,STEAP3;STEAP3;STEAP3
6,123959184,0.857355856,0.476383333,0.380972523,0.9140375,cg14462830,NM_006073,rs547856777;rs137875754,0.000200;0.000200,TRDN
1,209799191,0.879407207,0.4986,0.380807207,0.9501875,cg14475554,NM_001017402;NM_001127641;NM_000228,rs150564174;rs114651102;rs139555809;rs139547896;rs546638996;rs146647886,0.000883;0.000200;0.000222;0.000399;0.000200;0.000225,LAMB3;LAMB3;LAMB3
7,157190100,0.844436937,0.463816667,0.38062027,0.9784625,cg06416110,NM_058246,rs377115260;rs561788693;rs79714388;rs529018510;rs116725543,0.000399;0.000200;0.500000;0.000200;0.003195,DNAJB6
4,53906430,0.824881081,0.444283333,0.380597748,0.90165,cg27224986,NM_152540,rs184166054;rs550341205;rs568906519,0.001198;0.000799;0.000399,SCFD2
17,74736402,0.826333333,0.445783333,0.38055,0.9528875,cg20876170,NM_024311,rs191030901,0.0002,MFSD11
5,61714607,0.836574775,0.456083333,0.380491441,0.918,cg21201206,NM_001134779;NM_016338,rs184273128;rs17467162,0.000399;0.055711,IPO11;IPO11
7,27217057,0.808984685,0.428516667,0.380468018,0.9148375,cg09636715,NM_153715,rs564498507;rs146333357;rs547105452,0.000399;0.000399;0.000200,HOXA10
15,65602323,0.841176577,0.461083333,0.380093243,0.9390125,cg06316897,,rs143577231;rs564150613,0.000799;0.000200,
6,2713800,0.821172072,0.442033333,0.379138739,0.912025,cg00393248,NM_001012418,rs554024876,0.000399,MYLK4
22,26922951,0.803761261,0.424683333,0.379077928,0.9001875,cg00089100,NM_003595;NM_001008566,,,TPST2;TPST2
3,37038591,0.877037838,0.498,0.379037838,0.9379875,cg17024523,NM_001167618;NM_000249;NM_001167617;NM_001167619,rs534351291;rs558519569,0.000200;0.000200,MLH1;MLH1;MLH1;MLH1
1,205210699,0.837709009,0.458783333,0.378925676,0.9428375,cg14599015,NM_014858,rs78982342;rs149851869,0.000200;0.000200,TMCC2
17,78820004,0.834845045,0.456033333,0.378811712,0.9003375,cg22888023,NM_001163034;NM_020761,rs528619358;rs2589157;rs559483426;rs533008040,0.000200;0.065096;0.000200;0.008187,RPTOR;RPTOR
5,80529943,0.857385586,0.478966667,0.378418919,0.94625,cg02612045,NR_002754;NR_002755;NM_001099736;NM_001099735;NM_001825,rs528378571;rs398051016;rs71594672;rs551618081;rs571439076,0.000200;0.500000;0.300120;0.001198;0.000200,RNU5E;RNU5D;CKMT2;CKMT2;CKMT2
4,1495770,0.843793694,0.46545,0.378343694,0.9294625,cg08419567,,rs183649639;rs74465936;rs533094481;rs73061846;rs563302480;rs139993436,0.000200;0.016374;0.000200;0.112819;0.000399;0.005990,
10,131214543,0.831751351,0.453433333,0.378318018,0.964175,cg15531536,,rs545773598;rs112693344;rs531335047,0.000200;0.003395;0.000200,
4,88570574,0.819863964,0.441566667,0.378297297,0.9667125,cg22416721,NM_004407;NM_001079911,rs1462367;rs150123168,0.153155;0.001198,DMP1;DMP1
14,20904169,0.821036036,0.443,0.378036036,0.9549,cg01653446,NM_001109997,rs138733931;rs183552216,0.001997;0.001597,KLHL33
18,3221492,0.858954955,0.480983333,0.377971622,0.929375,cg07050917,NM_019856;NM_003803,rs185685191;rs545718395;rs558979562,0.001198;0.000399;0.000399,MYOM1;MYOM1
22,36809318,0.808430631,0.430533333,0.377897297,0.940675,cg09198866,,rs555978497;rs113563158,0.000200;0.500000,
1,76840032,0.843282883,0.4654,0.377882883,0.9442125,cg10241563,NM_152996;NM_001160011,rs560066698;rs11806042;rs534928516,0.000200;0.013978;0.000200,ST6GALNAC3;ST6GALNAC3
18,19409164,0.859903604,0.48205,0.377853604,0.95665,cg06865629,NR_029662;NM_020774,rs185824889;rs529734318,0.000200;0.000200,MIR1-2;MIB1
2,224873911,0.84032973,0.462533333,0.377796396,0.9391375,cg23055236,NM_006216;NM_001136530;NM_001136529;NM_001136528,rs564511987;rs533360907;rs540585063,0.000399;0.000200;0.000200,SERPINE2;SERPINE2;SERPINE2;SERPINE2
17,79899309,0.870194595,0.492583333,0.377611261,0.952225,cg13311142,NM_001145113,rs374053976;rs542106103;rs560730738;rs4796856;rs118129884;rs570932534,0.002796;0.000399;0.000399;0.223542;0.030751;0.000200,MYADML2
10,29659046,0.819575676,0.4425,0.377075676,0.9519875,cg14604700,,rs553891253;rs572495630,0.000200;0.000200,
13,89179261,0.847281982,0.4703,0.376981982,0.9503875,cg04939172,,rs9521107;rs76099557;rs73587947;rs567882221;rs181951899,0.464058;0.006789;0.004393;0.000200;0.000200,
4,8154208,0.85421982,0.477466667,0.376753153,0.90395,cg12639279,NM_032432;NM_001130083;NM_001130087;NM_001130088;NM_001130084;NM_001130085;NM_001130086,rs570469431;rs528221633;rs546765862;rs568360551,0.000599;0.000200;0.000200;0.000200,ABLIM2;ABLIM2;ABLIM2;ABLIM2;ABLIM2;ABLIM2;ABLIM2
3,20223923,0.863794595,0.487116667,0.376677928,0.9533375,cg12933903,NM_138484;NM_001012409;NM_001012410;NM_001012412;NM_001012413;NM_001012411,rs570931955,0.0002,SGOL1;SGOL1;SGOL1;SGOL1;SGOL1;SGOL1
3,195615726,0.812945946,0.436366667,0.376579279,0.9665125,cg21438160,NM_001010938;NM_005781,rs58308269,0.362819,TNK2;TNK2
3,195615626,0.802661261,0.4262,0.376461261,0.9289,cg16929775,NM_001010938;NM_005781,rs181308066;rs527346691;rs116818829;rs369840637,0.000200;0.000200;0.005192;0.001198,TNK2;TNK2
3,10332589,0.809928829,0.43355,0.376378829,0.9511625,cg21411674,NM_016362;NR_024137;NR_024134;NM_001134941;NR_024136;NR_024133;NR_024132;NR_024146;NR_024135;NR_024145;NR_004431;NM_001134945;NM_001134946;NR_024138;NM_001134944;NR_024144,rs142557100;rs540908080;rs369606422,0.003195;0.002796;0.000200,GHRL;GHRL;GHRL;GHRL;GHRL;GHRL;GHRL;GHRLOS;GHRL;GHRLOS;GHRLOS;GHRL;GHRL;GHRL;GHRL;GHRLOS
8,126272469,0.815568468,0.439266667,0.376301802,0.9505,cg23560676,NM_173685,rs549684707;rs563060430,0.000599;0.000200,NSMCE2
7,75620548,0.813886486,0.437733333,0.376153153,0.9233,cg08911543,NM_031925,rs184221929;rs376164775,0.000200;0.000799,TMEM120A
12,68046905,0.85093964,0.4748,0.37613964,0.94065,cg27078727,NM_006482;NM_003583,rs138815526;rs532389395,0.001198;0.000200,DYRK2;DYRK2
15,99650312,0.831393694,0.455416667,0.375977027,0.9053625,cg24198067,NM_015286;NM_145728,rs561454830;rs55803543;rs149905440;rs115199841,0.000399;0.252796;0.000200;0.000399,SYNM;SYNM
6,16242468,0.856218018,0.480266667,0.375951351,0.94225,cg04658856,NM_006877,rs560204522;rs139915424,0.000200;0.001997,GMPR
17,4495735,0.859636937,0.483866667,0.37577027,0.9226625,cg16082620,NM_001114974;NM_198501,rs570988007,0.0002,SMTNL2;SMTNL2
12,61267009,0.858136937,0.482366667,0.37577027,0.9076125,cg03853743,,rs557995710,0.0002,
1,230458271,0.808281081,0.432716667,0.375564414,0.9567625,cg05888583,NM_024554,rs532250947;rs545933095,0.001797;0.000200,PGBD5
22,26952697,0.833963063,0.4588,0.375163063,0.9138875,cg00502618,NM_003595;NR_031615;NM_001008566,rs568009126;rs373059812;rs75424557,0.000200;0.000399;0.024561,TPST2;MIR548J;TPST2
8,9015622,0.812297297,0.4372,0.375097297,0.906725,cg14143728,,rs147190908,0.0002,
21,43782500,0.808887387,0.433816667,0.375070721,0.9471875,cg24606807,NM_003225,rs528330317;rs546875467;rs571497302,0.000200;0.000200;0.000200,TFF1
7,152524814,0.815312613,0.440316667,0.374995946,0.9515625,cg04220881,NM_001040135;NM_020445,rs536163411;rs554898103;rs576048657;rs537110759,0.002196;0.000200;0.000799;0.000200,ACTR3B;ACTR3B
14,76394423,0.826031532,0.451083333,0.374948198,0.9645875,cg07123022,NM_015072,rs74600637;rs139929062;rs143416839;rs565960964,0.500000;0.011582;0.000200;0.000399,TTLL5
8,80877113,0.862798198,0.487866667,0.374931532,0.9042875,cg17315639,NM_014018,rs535319648;rs181335243,0.000200;0.000200,MRPS28
18,3220106,0.840594595,0.46595,0.374644595,0.95435,cg10677144,NM_019856;NM_003803,,,MYOM1;MYOM1
5,7399037,0.808958559,0.434616667,0.374341892,0.914175,cg06887224,NM_020546,rs114513726;rs144473583;rs531229424,0.020567;0.000200;0.000200,ADCY2
6,30038922,0.843342342,0.469033333,0.374309009,0.956,cg19046933,NM_170769;NM_025236,rs374936218;rs577656142;rs369294101;rs556846834,0.000399;0.000599;0.000399;0.000200,RNF39;RNF39
3,152066605,0.81773964,0.4436,0.37413964,0.943675,cg13264394,NM_207295;NM_207293;NM_021038;NM_207292;NM_207296;NM_207297;NM_207294,,,MBNL1;MBNL1;MBNL1;MBNL1;MBNL1;MBNL1;MBNL1
3,125567258,0.865887387,0.491783333,0.374104054,0.9204375,cg02512395,,rs138225294;rs528696863;rs577487801;rs201878370;rs556804050,0.000998;0.000200;0.000200;0.000200;0.000200,
18,56296496,0.808696396,0.434666667,0.37402973,0.922675,cg27614534,NM_052947,rs377438319;rs527887543;rs57912909,0.000799;0.000200;0.000799,ALPK2
15,80818827,0.847314414,0.4737,0.373614414,0.9436125,cg13295549,NM_014862,rs534549514,0.0002,ARNT2
6,41030303,0.872883784,0.4993,0.373583784,0.9619125,cg12253732,NM_006789,rs374393602,0.000399,APOBEC2
5,96380418,0.814837838,0.441333333,0.373504505,0.9327375,cg17540806,,rs77792929;rs146182781;rs115451516,0.000399;0.000200;0.017772,
4,15376129,0.823036036,0.4497,0.373336036,0.9566125,cg01939704,NM_001135170;NM_001135171,,,C1QTNF7;C1QTNF7
17,10453296,0.837197297,0.463883333,0.373313964,0.9369375,cg19950548,NM_017534;NM_001100112,rs4791998,0.480232,MYH2;MYH2
12,122614630,0.802872973,0.429633333,0.37323964,0.901375,cg12414862,NM_014938,,,MLXIP
10,103865456,0.835994595,0.462766667,0.373227928,0.9137625,cg26682135,,rs141638499;rs566984066,0.000599;0.000599,
7,149979234,0.810799099,0.437583333,0.373215766,0.949625,cg07096883,NM_001164458;NM_001164459,rs2689574;rs562946028;rs576049733,0.227037;0.000200;0.000200,ACTR3C;ACTR3C
16,30386044,0.825967568,0.452816667,0.373150901,0.9238375,cg08130222,NM_013292,rs540909955;rs535392155,0.001198;0.000200,MYLPF
2,202916133,0.856346847,0.483233333,0.373113514,0.919175,cg02549890,,rs555214178,0.002196,
14,105793310,0.807548649,0.434566667,0.372981982,0.9555,cg01941881,NM_015197;NM_001100913,rs587752177;rs587625902,0.000399;0.000200,PACS2;PACS2
13,51011701,0.832648649,0.4599,0.372748649,0.9283375,cg25266816,,rs527363260;rs76841668;rs140701734,0.000200;0.000399;0.010982,
6,16324968,0.802963964,0.430316667,0.372647297,0.9205875,cg21374672,NM_001128164;NM_000332,,,ATXN1;ATXN1
11,13305152,0.853359459,0.480733333,0.372626126,0.9658625,cg19536902,NM_001030272;NM_001178;NM_001030273,rs545789414;rs145434055;rs149213095;rs79068311;rs190526441,0.000799;0.000399;0.000200;0.019369;0.001398,ARNTL;ARNTL;ARNTL
8,42136078,0.859172973,0.486616667,0.372556306,0.9623625,cg09129132,NM_001556,rs560563167,0.000399,IKBKB
4,88570587,0.848024324,0.47555,0.372474324,0.954875,cg12990093,NM_004407;NM_001079911,,,DMP1;DMP1
16,2749496,0.811964865,0.439533333,0.372431532,0.9392,cg03966955,NM_018992,rs77915210;rs573281046,0.011382;0.000399,KCTD5
4,119956180,0.841617117,0.46925,0.372367117,0.902675,cg01506806,NM_001128934;NM_133477;NM_001128933,rs183027296;rs189209939;rs193064840,0.000599;0.004593;0.000200,SYNPO2;SYNPO2;SYNPO2
6,90353508,0.803658559,0.4314,0.372258559,0.9206125,cg26168117,NM_014611,rs191947125;rs17735787;rs566719859,0.000200;0.007246;0.000200,MDN1
17,3500417,0.860473874,0.488266667,0.372207207,0.96505,cg11106060,NM_080705;NM_080704;NM_018727,rs538711031,0.0002,TRPV1;TRPV1;TRPV1
6,46049171,0.803632432,0.431433333,0.372199099,0.9311625,cg09347495,NM_001114086,rs527250053,0.0002,CLIC5
2,220280314,0.800524324,0.428383333,0.372140991,0.9201875,cg03037856,,rs554314744;rs574295399,0.000200;0.000399,
8,141538019,0.803944144,0.431833333,0.372110811,0.9711,cg12793826,,rs533308717;rs13261777;rs545092636;rs183025577,0.000200;0.007075;0.000200;0.000200,
1,166812566,0.846090991,0.474,0.372090991,0.9221125,cg14202695,NM_017542,rs10800267;rs557050662,0.002596;0.002796,POGK
17,10560928,0.810354054,0.438316667,0.372037387,0.9357,cg16212534,NM_002470,rs560645851,0.002396,MYH3
7,112120785,0.83649009,0.464466667,0.372023423,0.9661625,cg16109415,NM_001134468;NM_182597,rs188869593;rs567735235;rs529138143,0.000200;0.000200;0.000200,C7orf53;C7orf53
2,183780280,0.84647027,0.47445,0.37202027,0.95165,cg25889475,,rs573165991,0.000399,
17,4489504,0.809143243,0.437366667,0.371776577,0.9195125,cg11486359,NM_001114974;NM_198501,rs540810581;rs560438201,0.000200;0.000200,SMTNL2;SMTNL2
21,46368090,0.843827027,0.472066667,0.37176036,0.976025,cg11988476,NM_058190,rs181202607;rs549477042;rs561400993;rs528903491;rs375903490,0.000200;0.000200;0.000200;0.000399;0.000399,C21orf70
2,225183651,0.832173874,0.460566667,0.371607207,0.9252125,cg04351088,,,,
9,103340474,0.853404505,0.481816667,0.371587838,0.9447375,cg14349231,NM_001018116,,,MURC
16,3587183,0.831903604,0.460316667,0.371586937,0.9158125,cg03129774,NM_024793,,,CLUAP1
15,50519374,0.841459459,0.469933333,0.371526126,0.9549,cg05028948,NM_001159629;NM_003645,rs140573090;rs201168380,0.000200;0.000200,SLC27A2;SLC27A2
3,176745490,0.86699009,0.495916667,0.371073423,0.9515375,cg13048209,NM_024665,rs187193601,0.0002,TBL1XR1
10,29887530,0.814792793,0.443733333,0.371059459,0.9438625,cg11794384,NM_021738;NM_003174,rs145082286;rs186886364,0.000200;0.000799,SVIL;SVIL
16,2635862,0.803537838,0.432683333,0.370854505,0.9299,cg27236096,NM_031268;NM_002613,rs139549673,0.002196,PDPK1;PDPK1
4,10086483,0.856303604,0.48545,0.370853604,0.9130625,cg03869448,NM_005112;NM_017491,rs189304172;rs56402960;rs574524798,0.001797;0.092652;0.000200,WDR1;WDR1
17,76471562,0.825845946,0.45505,0.370795946,0.9524625,cg18098769,NM_173628,rs117103707;rs139662091;rs144057202;rs370142364,0.006390;0.000799;0.003594;0.001997,DNAH17
16,85242949,0.827018919,0.456266667,0.370752252,0.934375,cg06259351,,rs369939905,0.000799,
8,124665293,0.86060991,0.490033333,0.370576577,0.9377625,cg16408049,NM_001081675,rs574108894;rs189530357;rs556615218,0.000200;0.000399;0.000399,KLHL38
8,86349754,0.845952252,0.475383333,0.370568919,0.9190625,cg13958215,NM_005181,,,CA3
2,219442282,0.837991892,0.467433333,0.370558559,0.9600375,cg16245174,NM_005444,,,RQCD1
1,145486610,0.827827027,0.457316667,0.37051036,0.9576375,cg18380917,NM_153713,,,LIX1L
3,124798370,0.847227027,0.4768,0.370427027,0.9152625,cg10728179,,rs187448057;rs576004935,0.000998;0.000200,
11,12692986,0.865286486,0.494883333,0.370403153,0.9385375,cg21648324,,rs147774914;rs139527633,0.002396;0.000998,
11,1156039,0.858645946,0.488383333,0.370262613,0.9640375,cg12777178,,rs187811154;rs55900016;rs369162365;rs535715313;rs56375165;rs55633538;rs575562211;rs537035262,0.000599;0.007987;0.000799;0.000200;0.005376;0.000200;0.000200;0.000200,
1,71632244,0.810024324,0.440033333,0.369990991,0.943875,cg21474774,,rs145361027;rs567690969,0.007788;0.000200,
6,53883888,0.848603604,0.479016667,0.369586937,0.9352625,cg13281868,NM_138569,rs146529618;rs199557799,0.000445;0.000200,C6orf142
9,89762972,0.80270991,0.433283333,0.369426577,0.907875,cg13702982,NM_001001709,rs551903358,0.0002,C9orf170
1,1490676,0.809467568,0.440083333,0.369384234,0.9525625,cg16277776,NM_014188,rs3753330;rs569319349;rs538215019,0.500000;0.000200;0.000200,SSU72
3,67560049,0.862144144,0.49325,0.368894144,0.9572375,cg20673400,NM_003848,rs187236657;rs72923184;rs79118677,0.000200;0.033946;0.000200,SUCLG2
5,1121021,0.847574775,0.478683333,0.368891441,0.95475,cg03211527,,rs576612295;rs377131346;rs556405909;rs182209257;rs544857159,0.000200;0.000799;0.000399;0.004992;0.002995,
1,16966354,0.805543243,0.436733333,0.36880991,0.9014875,cg00178562,,rs528287639,0.001797,
17,30348814,0.830282883,0.4617,0.368582883,0.962675,cg00748958,NM_052888,rs34912557;rs139257239;rs149975412;rs145638325,0.003794;0.000220;0.000220;0.000221,LRRC37B
2,97220858,0.854567568,0.486066667,0.368500901,0.9319875,cg02443816,,,,
15,78296041,0.818834234,0.45045,0.368384234,0.9647,cg13208438,NM_144572;NM_015079,rs558216233;rs567157989,0.000200;0.000200,TBC1D2B;TBC1D2B
16,85196736,0.849184685,0.480833333,0.368351351,0.94005,cg18935586,,rs528603169;rs548239166;rs4275839;rs375661796,0.000200;0.000200;0.002396;0.001198,
6,33776528,0.808741441,0.440433333,0.368308108,0.9258625,cg12786605,,rs565597040;rs528513314,0.000200;0.000200,
10,61900940,0.830887387,0.463166667,0.367720721,0.9355,cg22601415,NM_020987;NM_001149,,,ANK3;ANK3
8,135490787,0.840365766,0.472683333,0.367682432,0.96545,cg07299736,NM_001167583;NM_020863,rs369976585;rs575302347;rs200658838;rs61748832,0.000399;0.000200;0.000399;0.016374,ZFAT;ZFAT
4,186425721,0.843305405,0.4757,0.367605405,0.9576,cg12550726,NM_001114107;NM_014476,rs141129783;rs539118406,0.000220;0.000200,PDLIM3;PDLIM3
10,75314128,0.824345045,0.456766667,0.367578378,0.9633125,cg21194776,NM_152586,rs186051419,0.0002,USP54
16,49856768,0.853366667,0.485916667,0.36745,0.9078875,cg09950423,NM_015069,rs149915295;rs545696419;rs7186878;rs147610118;rs185705801,0.001597;0.000200;0.017772;0.000200;0.000399,ZNF423
1,110889998,0.80022973,0.432783333,0.367446396,0.94535,cg09845379,,,,
2,106812100,0.853290991,0.48595,0.367340991,0.9720625,cg14321837,NM_025076,rs562942212,0.0002,UXS1
11,68517529,0.834484685,0.467166667,0.367318018,0.9433375,cg13052101,NM_001039656;NM_004923,rs570639251,0.0002,MTL5;MTL5
7,5883645,0.806055856,0.4389,0.367155856,0.915525,cg25653816,NR_023382,rs533466950;rs546231102;rs563568637;rs567815263,0.000200;0.000399;0.000200;0.000399,ZNF815
15,63372838,0.830357658,0.463266667,0.367090991,0.9644625,cg05276184,,rs562637471,0.0002,
14,94432162,0.860981081,0.493983333,0.366997748,0.9645375,cg08266177,,,,
8,145538097,0.846353153,0.479583333,0.36676982,0.9629375,cg21966860,NM_005526,rs191177777,0.0002,HSF1
4,80836552,0.801778378,0.4352,0.366578378,0.936325,cg03164800,NM_058172,rs147426654,0.000399,ANTXR2
12,12856749,0.836813514,0.470266667,0.366546847,0.9290375,cg20403646,,rs138298696;rs77607516,0.002196;0.014577,
8,129440328,0.829801802,0.463383333,0.366418468,0.9322625,cg16448462,,rs77679479;rs539718341;rs371355048,0.018371;0.000599;0.000599,
3,65550383,0.846427928,0.480066667,0.366361261,0.932825,cg08361172,NM_015520;NM_001033057;NM_004742,rs181068584;rs137864771,0.001997;0.000200,MAGI1;MAGI1;MAGI1
7,69120991,0.811661261,0.445583333,0.366077928,0.936175,cg23666374,NM_015570;NM_001127232;NM_001127231,rs146485268,0.0002,AUTS2;AUTS2;AUTS2
12,130603995,0.860159459,0.49485,0.365309459,0.960275,cg05950157,,rs559288751;rs113273987;rs551031156;rs112691799,0.000200;0.017971;0.000200;0.001997,
1,7289937,0.818728829,0.453566667,0.365162162,0.924025,cg07173049,NM_015215,rs763197,0.267372,CAMTA1
5,114807774,0.862475676,0.4975,0.364975676,0.957,cg27593760,,rs539255290;rs552700260;rs558831094,0.000200;0.000399;0.000200,
7,150935054,0.814331532,0.449716667,0.364614865,0.907275,cg04382077,NM_019015;NR_030407,rs150676215;rs139755104,0.000220;0.000440,CHPF2;MIR671
10,126632159,0.817446847,0.452916667,0.36453018,0.953225,cg26632162,NM_017580,rs549587325,0.000399,ZRANB1
16,46791076,0.85447027,0.48995,0.36452027,0.9597625,cg01620410,,rs11320344,0.169728,
11,2559880,0.85440991,0.490166667,0.364243243,0.92215,cg02335306,NM_000218;NM_181798,rs571187170;rs79630929;rs547042530;rs565485713;rs536440020;rs554778700,0.000200;0.033546;0.000200;0.000399;0.000200;0.000200,KCNQ1;KCNQ1
4,177191536,0.843611712,0.47945,0.364161712,0.9064375,cg26417152,NM_080874,rs375007489;rs568419920;rs115501102;rs148790206,0.000200;0.000200;0.014776;0.000200,ASB5
16,87391861,0.82762973,0.463683333,0.363946396,0.9175875,cg07031083,NR_024568;NM_024735,rs554208918;rs572564734;rs181937668,0.000200;0.000399;0.001198,FBXO31;FBXO31
7,1059627,0.828637838,0.464716667,0.363921171,0.970825,cg01105362,NM_001134395;NM_032350;NM_001134396,rs73265925;rs556330891;rs569662308,0.049521;0.000399;0.000200,C7orf50;C7orf50;C7orf50
3,51812802,0.851725225,0.48805,0.363675225,0.949475,cg19206479,NM_001143833,rs534977301;rs553308371,0.000200;0.000200,IQCF6
12,11151622,0.862372973,0.49875,0.363622973,0.945625,cg12791554,NM_001098538;NM_176889;NM_006250,rs10772408,0.364018,PRR4;TAS2R20;PRH1
3,61859135,0.839884685,0.476366667,0.363518018,0.920975,cg21540399,NM_002841,rs568302073,0.0002,PTPRG
1,154834293,0.856718919,0.493233333,0.363485586,0.9495,cg22495191,NM_002249,rs183339683;rs573369728;rs187551466,0.000399;0.000399;0.000200,KCNN3
12,122868973,0.819864865,0.456416667,0.363448198,0.9430375,cg08914926,NM_198240;NM_002956,rs115413838,0.001997,CLIP1;CLIP1
7,148497907,0.837654054,0.474216667,0.363437387,0.9551125,cg14846596,NM_003592,rs530858872;rs368082292;rs111839155,0.000200;0.000200;0.500000,CUL1
1,178914986,0.810045045,0.446666667,0.363378378,0.947875,cg09267467,,rs12129842;rs147533576;rs564032364,0.182109;0.002196;0.000200,
11,57308142,0.858699099,0.495366667,0.363332432,0.9184,cg02147041,NM_001105565,rs559204077;rs529765625;rs73478635,0.000200;0.000200;0.006789,SMTNL1
19,5507452,0.845933333,0.4827,0.363233333,0.94215,cg09262666,,rs556291737,0.002995,
1,192983012,0.84079009,0.47795,0.36284009,0.9641125,cg00454862,,,,
2,397730,0.824210811,0.4614,0.362810811,0.95785,cg02095697,,rs78064671;rs559598782;rs112208090,0.021765;0.000200;0.010184,
8,135491240,0.841421622,0.478616667,0.362804955,0.9630875,cg21443143,NM_001167583;NM_020863,rs183818220,0.001997,ZFAT;ZFAT
2,158666076,0.80948018,0.446683333,0.362796847,0.9155375,cg13287763,NM_001105;NM_001111067,rs532376752;rs376718150,0.000200;0.000399,ACVR1;ACVR1
3,33466255,0.805064865,0.442316667,0.362748198,0.9525625,cg22797653,NM_014517;NM_001128161;NM_001128160,rs532153925;rs187073681,0.000200;0.000998,UBP1;UBP1;UBP1
12,111358627,0.846342342,0.483616667,0.362725676,0.934675,cg01197294,NM_000432,rs545365757;rs549333956;rs567532357,0.001597;0.000200;0.000200,MYL2
1,159409207,0.80452973,0.441883333,0.362646396,0.903425,cg15700197,NM_012351,rs557385134;rs575746384;rs371733307,0.000200;0.000200;0.000599,OR10J1
8,40206652,0.861861261,0.499266667,0.362594595,0.964375,cg01053629,,rs72634273;rs79447414;rs10108484;rs573028317;rs542013447,0.000200;0.013778;0.485224;0.001198;0.000200,
6,3760116,0.817525225,0.455033333,0.362491892,0.9483125,cg00380780,,,,
11,6501594,0.832712613,0.470366667,0.362345946,0.910975,cg25219333,NM_012402;NM_012192,rs150308561;rs527788217;rs16914023,0.000220;0.000200;0.043730,ARFIP2;FXC1
2,97508486,0.805675676,0.44335,0.362325676,0.9502,cg14692453,NM_144994,rs530604822,0.000599,ANKRD23
7,2214759,0.854662162,0.492633333,0.362028829,0.9415375,cg14397500,NM_003550;NM_001013837;NM_001013836,rs537311999;rs191011315;rs570290617,0.001997;0.002396;0.000799,MAD1L1;MAD1L1;MAD1L1
15,68399221,0.827637838,0.465633333,0.362004505,0.963775,cg22875239,NM_016166,rs185531094;rs570910345,0.000799;0.000200,PIAS1
6,130758314,0.854854955,0.493016667,0.361838288,0.9645125,cg18172186,NM_052913;NM_052913,,,TMEM200A;TMEM200A
15,86040528,0.861533333,0.499916667,0.361616667,0.963625,cg15340431,NM_007200;NM_006738,rs180803353,0.0002,AKAP13;AKAP13
17,33474914,0.818738739,0.457383333,0.361355405,0.9063625,cg26751372,NM_001033576;NM_001033576;NM_173167;NM_173167,rs571779623;rs148838191,0.000200;0.000200,UNC45B;UNC45B;UNC45B;UNC45B
17,77896584,0.822828829,0.4615,0.361328829,0.93865,cg23632109,,rs61077340;rs543713536;rs561789307;rs529297386,0.010583;0.000799;0.000200;0.000200,
4,25098059,0.836947748,0.475716667,0.361231081,0.9525875,cg24493558,,,,
4,106155316,0.858982883,0.497933333,0.36104955,0.95265,cg08530497,NM_001127208;NM_017628,rs538425978,0.0002,TET2;TET2
3,45646427,0.835777477,0.474816667,0.360960811,0.95585,cg23825522,NM_014240,rs3774681;rs546303201,0.034046;0.000799,LIMD1
6,90024543,0.84875045,0.48795,0.36080045,0.9717375,cg13903548,NM_002043,,,GABRR2
2,96905601,0.858845946,0.498433333,0.360412613,0.9444125,cg19561274,NM_001037228,rs12617019,0.15655,LOC285033
19,2255619,0.841055856,0.480683333,0.360372523,0.9306625,cg05517824,NM_144616,rs549886475;rs567816763;rs79256406;rs146315540,0.000599;0.001198;0.000599;0.000599,JSRP1
22,44395017,0.854901802,0.494883333,0.360018468,0.9584875,cg15212821,NM_001003828,rs144428710;rs536208572,0.000799;0.000200,PARVB
16,86489326,0.801678378,0.441783333,0.359895045,0.9404,cg05174759,,rs8052259,0.210064,
1,55024844,0.831656757,0.471816667,0.35984009,0.9362375,cg12794131,NM_015547;NM_147161,rs538482705;rs12061713;rs191685486,0.000599;0.093650;0.000200,ACOT11;ACOT11
13,38276207,0.825181081,0.465366667,0.359814414,0.92245,cg03704215,NM_001135957;NM_016179;NM_001135956;NM_001135958;NM_003306;NM_001135955,rs549878024;rs555388612,0.005591;0.000200,TRPC4;TRPC4;TRPC4;TRPC4;TRPC4;TRPC4
17,79976900,0.802836937,0.44315,0.359686937,0.9349875,cg04036366,NM_144998,rs183111147;rs147482770;rs548343359;rs566276286;rs114847933,0.001997;0.001198;0.000399;0.000200;0.008187,STRA13
17,79865516,0.823677477,0.464,0.359677477,0.915625,cg25950505,NM_002861,rs199906971;rs201831506;rs548317864,0.000200;0.000200;0.000599,PCYT2
8,122755315,0.843378378,0.48395,0.359428378,0.95405,cg15679747,,rs4871211;rs565223930;rs980289;rs540246361,0.042332;0.000200;0.265775;0.000200,
6,47749786,0.840713514,0.481466667,0.359246847,0.93085,cg20906802,NM_181744,rs201349021;rs372171494,0.003794;0.000200,OPN5
19,45822962,0.846516216,0.487416667,0.35909955,0.9125,cg00878747,NM_001824,,,CKM
6,16139117,0.850157658,0.49115,0.359007658,0.9422125,cg04641165,NM_013262,rs531494844,0.0002,MYLIP
